challenge_sample_id,dataset,video_id,path_id,pending_montage_path,primary_label,human_second_label,label_match,primary_verified_positive_for_calibration,human_second_verified_positive_for_calibration,verified_positive_match,human_second_reason,human_second_confidence,human_second_review_status
sr_challenge_0213,BURST,343,ovtb_v343_p000622,${PARC_TRACK_ROOT}/outputs/phase9_audit_benchmark/pending_montages/burst_ovtb_v343_p000622.jpg,actually_true,actually_true,True,no,no,True,blind_review_real_object_candidate,medium,human_confirmed_after_challenge_review
sr_challenge_0214,OVT-B,511,ovtb_v511_p005694,${PARC_TRACK_ROOT}/outputs/phase9_audit_benchmark/pending_montages/ovtb_ovtb_v511_p005694.jpg,actually_true,actually_true,True,no,no,True,blind_review_real_object_candidate,medium,human_confirmed_after_challenge_review
sr_challenge_0215,OVT-B,801,ovtb_v801_p007874,${PARC_TRACK_ROOT}/outputs/phase9_audit_benchmark/pending_montages/ovtb_ovtb_v801_p007874.jpg,actually_true,actually_true,True,no,no,True,human_confirmed_challenge_review_real_object_candidate,medium,human_confirmed_after_challenge_review
sr_challenge_0216,OVT-B,30,ovtb_v30_p001640,${PARC_TRACK_ROOT}/outputs/phase9_audit_benchmark/pending_montages/ovtb_ovtb_v30_p001640.jpg,actually_true,actually_true,True,no,no,True,blind_review_real_object_candidate,medium,human_confirmed_after_challenge_review
sr_challenge_0217,BURST,2900,ovtb_v2900_p003575,${PARC_TRACK_ROOT}/outputs/phase9_audit_benchmark/pending_montages/burst_ovtb_v2900_p003575.jpg,actually_true,actually_true,True,yes,yes,True,blind_review_real_object_candidate,high,human_confirmed_after_challenge_review
sr_challenge_0218,TAO,3431,ovtb_v3431_p001965,${PARC_TRACK_ROOT}/outputs/phase9_audit_benchmark/pending_montages/tao_ovtb_v3431_p001965.jpg,actually_true,actually_true,True,no,no,True,human_confirmed_challenge_review_real_object_candidate,medium,human_confirmed_after_challenge_review
sr_challenge_0219,TAO,2919,ovtb_v2919_p001488,${PARC_TRACK_ROOT}/outputs/phase9_audit_benchmark/pending_montages/tao_ovtb_v2919_p001488.jpg,actually_true,actually_true,True,no,no,True,human_confirmed_challenge_review_real_object_candidate,medium,human_confirmed_after_challenge_review
sr_challenge_0220,OVT-B,805,ovtb_v805_p007927,${PARC_TRACK_ROOT}/outputs/phase9_audit_benchmark/pending_montages/ovtb_ovtb_v805_p007927.jpg,actually_true,actually_true,True,no,no,True,human_confirmed_challenge_review_real_object_candidate,medium,human_confirmed_after_challenge_review
sr_challenge_0221,TAO,239,ovtb_v239_p000119,${PARC_TRACK_ROOT}/outputs/phase9_audit_benchmark/pending_montages/tao_ovtb_v239_p000119.jpg,actually_true,actually_true,True,no,no,True,human_confirmed_challenge_review_real_object_candidate,medium,human_confirmed_after_challenge_review
sr_challenge_0222,OVT-B,39,ovtb_v39_p002397,${PARC_TRACK_ROOT}/outputs/phase9_audit_benchmark/pending_montages/ovtb_ovtb_v39_p002397.jpg,actually_true,actually_true,True,no,no,True,blind_review_real_object_candidate,medium,human_confirmed_after_challenge_review
sr_challenge_0223,OVT-B,124,ovtb_v124_p003112,${PARC_TRACK_ROOT}/outputs/phase9_audit_benchmark/pending_montages/ovtb_ovtb_v124_p003112.jpg,actually_true,actually_true,True,no,no,True,blind_review_real_object_candidate,medium,human_confirmed_after_challenge_review
sr_challenge_0224,BURST,2716,ovtb_v2716_p003386,${PARC_TRACK_ROOT}/outputs/phase9_audit_benchmark/pending_montages/burst_ovtb_v2716_p003386.jpg,actually_true,actually_true,True,no,no,True,blind_review_real_object_candidate,medium,human_confirmed_after_challenge_review
sr_challenge_0225,BURST,505,ovtb_v505_p000892,${PARC_TRACK_ROOT}/outputs/phase9_audit_benchmark/pending_montages/burst_ovtb_v505_p000892.jpg,actually_true,actually_true,True,no,no,True,blind_review_real_object_candidate,medium,human_confirmed_after_challenge_review
sr_challenge_0226,TAO,3108,ovtb_v3108_p001612,${PARC_TRACK_ROOT}/outputs/phase9_audit_benchmark/pending_montages/tao_ovtb_v3108_p001612.jpg,actually_true,actually_true,True,no,no,True,human_confirmed_challenge_review_real_object_candidate,medium,human_confirmed_after_challenge_review
sr_challenge_0227,OVT-B,40,ovtb_v40_p002411,,actually_true,actually_true,True,yes,yes,True,blind_review_real_object_candidate,high,human_confirmed_after_challenge_review
sr_challenge_0228,OVT-B,910,ovtb_v910_p008684,${PARC_TRACK_ROOT}/outputs/phase9_audit_benchmark/pending_montages/ovtb_ovtb_v910_p008684.jpg,actually_true,actually_true,True,no,no,True,human_confirmed_challenge_review_real_object_candidate,medium,human_confirmed_after_challenge_review
sr_challenge_0229,OVT-B,13,ovtb_v13_p000590,${PARC_TRACK_ROOT}/outputs/phase9_audit_benchmark/pending_montages/ovtb_ovtb_v13_p000590.jpg,actually_true,actually_true,True,no,no,True,blind_review_real_object_candidate,medium,human_confirmed_after_challenge_review
sr_challenge_0230,TAO,2867,ovtb_v2867_p001483,${PARC_TRACK_ROOT}/outputs/phase9_audit_benchmark/pending_montages/tao_ovtb_v2867_p001483.jpg,actually_true,actually_true,True,no,no,True,human_confirmed_challenge_review_real_object_candidate,medium,human_confirmed_after_challenge_review
sr_challenge_0231,TAO,3469,ovtb_v3469_p002197,${PARC_TRACK_ROOT}/outputs/phase9_audit_benchmark/pending_montages/tao_ovtb_v3469_p002197.jpg,actually_true,actually_true,True,no,no,True,human_confirmed_challenge_review_real_object_candidate,medium,human_confirmed_after_challenge_review
sr_challenge_0232,OVT-B,285,ovtb_v285_p004170,${PARC_TRACK_ROOT}/outputs/phase9_audit_benchmark/pending_montages/ovtb_ovtb_v285_p004170.jpg,actually_true,actually_true,True,no,no,True,blind_review_real_object_candidate,medium,human_confirmed_after_challenge_review
sr_challenge_0233,TAO,5579,ovtb_v5579_p004076,${PARC_TRACK_ROOT}/outputs/phase9_audit_benchmark/pending_montages/tao_ovtb_v5579_p004076.jpg,actually_true,actually_true,True,no,no,True,human_confirmed_challenge_review_real_object_candidate,medium,human_confirmed_after_challenge_review
sr_challenge_0234,BURST,428,ovtb_v428_p000963,${PARC_TRACK_ROOT}/outputs/phase9_audit_benchmark/pending_montages/burst_ovtb_v428_p000963.jpg,actually_true,actually_true,True,no,no,True,blind_review_real_object_candidate,medium,human_confirmed_after_challenge_review
sr_challenge_0235,TAO,5439,ovtb_v5439_p003883,${PARC_TRACK_ROOT}/outputs/phase9_audit_benchmark/pending_montages/tao_ovtb_v5439_p003883.jpg,actually_true,actually_true,True,no,no,True,human_confirmed_challenge_review_real_object_candidate,medium,human_confirmed_after_challenge_review
sr_challenge_0236,BURST,2465,ovtb_v2465_p003226,${PARC_TRACK_ROOT}/outputs/phase9_audit_benchmark/pending_montages/burst_ovtb_v2465_p003226.jpg,actually_true,actually_true,True,no,no,True,blind_review_real_object_candidate,medium,human_confirmed_after_challenge_review
sr_challenge_0237,TAO,5007,ovtb_v5007_p003483,,actually_true,actually_true,True,no,no,True,human_confirmed_challenge_review_real_object_candidate,high,human_confirmed_after_challenge_review
sr_challenge_0238,TAO,5787,ovtb_v5787_p004132,${PARC_TRACK_ROOT}/outputs/phase9_audit_benchmark/pending_montages/tao_ovtb_v5787_p004132.jpg,actually_true,actually_true,True,no,no,True,human_confirmed_challenge_review_real_object_candidate,medium,human_confirmed_after_challenge_review
sr_challenge_0239,OVT-B,940,ovtb_v940_p008935,${PARC_TRACK_ROOT}/outputs/phase9_audit_benchmark/pending_montages/ovtb_ovtb_v940_p008935.jpg,actually_true,actually_true,True,no,no,True,human_confirmed_challenge_review_real_object_candidate,medium,human_confirmed_after_challenge_review
sr_challenge_0240,TAO,1836,ovtb_v1836_p000775,${PARC_TRACK_ROOT}/outputs/phase9_audit_benchmark/pending_montages/tao_ovtb_v1836_p000775.jpg,actually_true,actually_true,True,no,no,True,human_confirmed_challenge_review_real_object_candidate,medium,human_confirmed_after_challenge_review
sr_challenge_0241,TAO,1329,ovtb_v1329_p000690,${PARC_TRACK_ROOT}/outputs/phase9_audit_benchmark/pending_montages/tao_ovtb_v1329_p000690.jpg,actually_true,actually_true,True,no,no,True,human_confirmed_challenge_review_real_object_candidate,medium,human_confirmed_after_challenge_review
sr_challenge_0242,OVT-B,487,ovtb_v487_p005564,${PARC_TRACK_ROOT}/outputs/phase9_audit_benchmark/pending_montages/ovtb_ovtb_v487_p005564.jpg,actually_true,actually_true,True,no,no,True,blind_review_real_object_candidate,medium,human_confirmed_after_challenge_review
sr_challenge_0243,TAO,3951,ovtb_v3951_p002252,${PARC_TRACK_ROOT}/outputs/phase9_audit_benchmark/pending_montages/tao_ovtb_v3951_p002252.jpg,actually_true,actually_true,True,no,no,True,human_confirmed_challenge_review_real_object_candidate,medium,human_confirmed_after_challenge_review
sr_challenge_0244,TAO,1874,ovtb_v1874_p000717,,actually_true,actually_true,True,yes,yes,True,human_confirmed_challenge_review_real_object_candidate,high,human_confirmed_after_challenge_review
sr_challenge_0245,TAO,1524,ovtb_v1524_p000638,${PARC_TRACK_ROOT}/outputs/phase9_audit_benchmark/pending_montages/tao_ovtb_v1524_p000638.jpg,actually_true,actually_true,True,no,no,True,human_confirmed_challenge_review_real_object_candidate,medium,human_confirmed_after_challenge_review
sr_challenge_0246,TAO,1058,ovtb_v1058_p000554,${PARC_TRACK_ROOT}/outputs/phase9_audit_benchmark/pending_montages/tao_ovtb_v1058_p000554.jpg,actually_true,actually_true,True,no,no,True,human_confirmed_challenge_review_real_object_candidate,medium,human_confirmed_after_challenge_review
sr_challenge_0247,OVT-B,940,ovtb_v940_p008950,${PARC_TRACK_ROOT}/outputs/phase9_audit_benchmark/pending_montages/ovtb_ovtb_v940_p008950.jpg,actually_true,actually_true,True,no,no,True,human_confirmed_challenge_review_real_object_candidate,medium,human_confirmed_after_challenge_review
sr_challenge_0248,OVT-B,445,ovtb_v445_p005257,${PARC_TRACK_ROOT}/outputs/phase9_audit_benchmark/pending_montages/ovtb_ovtb_v445_p005257.jpg,actually_true,actually_true,True,no,no,True,blind_review_real_object_candidate,medium,human_confirmed_after_challenge_review
sr_challenge_0249,BURST,2432,ovtb_v2432_p002916,${PARC_TRACK_ROOT}/outputs/phase9_audit_benchmark/pending_montages/burst_ovtb_v2432_p002916.jpg,actually_true,actually_true,True,no,no,True,blind_review_real_object_candidate,medium,human_confirmed_after_challenge_review
sr_challenge_0250,OVT-B,443,ovtb_v443_p005232,${PARC_TRACK_ROOT}/outputs/phase9_audit_benchmark/pending_montages/ovtb_ovtb_v443_p005232.jpg,actually_true,actually_true,True,no,no,True,blind_review_real_object_candidate,medium,human_confirmed_after_challenge_review
sr_challenge_0251,OVT-B,35,ovtb_v35_p002108,${PARC_TRACK_ROOT}/outputs/phase9_audit_benchmark/pending_montages/ovtb_ovtb_v35_p002108.jpg,actually_true,actually_true,True,no,no,True,blind_review_real_object_candidate,medium,human_confirmed_after_challenge_review
sr_challenge_0252,BURST,2024,ovtb_v2024_p002676,${PARC_TRACK_ROOT}/outputs/phase9_audit_benchmark/pending_montages/burst_ovtb_v2024_p002676.jpg,actually_true,actually_true,True,no,no,True,blind_review_real_object_candidate,medium,human_confirmed_after_challenge_review
sr_challenge_0253,TAO,4637,ovtb_v4637_p002837,${PARC_TRACK_ROOT}/outputs/phase9_audit_benchmark/pending_montages/tao_ovtb_v4637_p002837.jpg,actually_true,actually_true,True,no,no,True,human_confirmed_challenge_review_real_object_candidate,medium,human_confirmed_after_challenge_review
sr_challenge_0254,OVT-B,432,ovtb_v432_p005159,${PARC_TRACK_ROOT}/outputs/phase9_audit_benchmark/pending_montages/ovtb_ovtb_v432_p005159.jpg,actually_true,actually_true,True,no,no,True,blind_review_real_object_candidate,medium,human_confirmed_after_challenge_review
sr_challenge_0255,TAO,212,ovtb_v212_p000167,,actually_true,actually_true,True,no,no,True,human_confirmed_challenge_review_real_object_candidate,medium,human_confirmed_after_challenge_review
sr_challenge_0256,TAO,85,ovtb_v85_p000076,${PARC_TRACK_ROOT}/outputs/phase9_audit_benchmark/pending_montages/tao_ovtb_v85_p000076.jpg,actually_true,actually_true,True,no,no,True,human_confirmed_challenge_review_real_object_candidate,medium,human_confirmed_after_challenge_review
sr_challenge_0257,BURST,1198,ovtb_v1198_p001524,${PARC_TRACK_ROOT}/outputs/phase9_audit_benchmark/pending_montages/burst_ovtb_v1198_p001524.jpg,actually_true,actually_true,True,no,no,True,blind_review_real_object_candidate,medium,human_confirmed_after_challenge_review
sr_challenge_0258,TAO,705,ovtb_v705_p000487,${PARC_TRACK_ROOT}/outputs/phase9_audit_benchmark/pending_montages/tao_ovtb_v705_p000487.jpg,actually_true,actually_true,True,no,no,True,human_confirmed_challenge_review_real_object_candidate,medium,human_confirmed_after_challenge_review
sr_challenge_0259,BURST,2402,ovtb_v2402_p003100,${PARC_TRACK_ROOT}/outputs/phase9_audit_benchmark/pending_montages/burst_ovtb_v2402_p003100.jpg,actually_true,actually_true,True,no,no,True,blind_review_real_object_candidate,medium,human_confirmed_after_challenge_review
sr_challenge_0260,TAO,2371,ovtb_v2371_p001061,${PARC_TRACK_ROOT}/outputs/phase9_audit_benchmark/pending_montages/tao_ovtb_v2371_p001061.jpg,actually_true,actually_true,True,no,no,True,human_confirmed_challenge_review_real_object_candidate,medium,human_confirmed_after_challenge_review
sr_challenge_0261,BURST,2103,ovtb_v2103_p002727,${PARC_TRACK_ROOT}/outputs/phase9_audit_benchmark/pending_montages/burst_ovtb_v2103_p002727.jpg,actually_true,actually_true,True,no,no,True,blind_review_real_object_candidate,medium,human_confirmed_after_challenge_review
sr_challenge_0262,BURST,1018,ovtb_v1018_p001218,${PARC_TRACK_ROOT}/outputs/phase9_audit_benchmark/pending_montages/burst_ovtb_v1018_p001218.jpg,actually_true,actually_true,True,no,no,True,blind_review_real_object_candidate,medium,human_confirmed_after_challenge_review
sr_challenge_0263,TAO,3423,ovtb_v3423_p001993,${PARC_TRACK_ROOT}/outputs/phase9_audit_benchmark/pending_montages/tao_ovtb_v3423_p001993.jpg,actually_true,actually_true,True,no,no,True,human_confirmed_challenge_review_real_object_candidate,medium,human_confirmed_after_challenge_review
sr_challenge_0264,BURST,2218,ovtb_v2218_p002636,${PARC_TRACK_ROOT}/outputs/phase9_audit_benchmark/pending_montages/burst_ovtb_v2218_p002636.jpg,actually_true,actually_true,True,no,no,True,blind_review_real_object_candidate,medium,human_confirmed_after_challenge_review
sr_challenge_0265,TAO,5223,ovtb_v5223_p003584,,actually_true,actually_true,True,no,no,True,human_confirmed_challenge_review_real_object_candidate,medium,human_confirmed_after_challenge_review
sr_challenge_0266,OVT-B,36,ovtb_v36_p002212,${PARC_TRACK_ROOT}/outputs/phase9_audit_benchmark/pending_montages/ovtb_ovtb_v36_p002212.jpg,actually_true,actually_true,True,no,no,True,blind_review_real_object_candidate,medium,human_confirmed_after_challenge_review
sr_challenge_0267,TAO,114,ovtb_v114_p000082,${PARC_TRACK_ROOT}/outputs/phase9_audit_benchmark/pending_montages/tao_ovtb_v114_p000082.jpg,actually_true,actually_true,True,no,no,True,human_confirmed_challenge_review_real_object_candidate,medium,human_confirmed_after_challenge_review
sr_challenge_0268,OVT-B,542,ovtb_v542_p005945,${PARC_TRACK_ROOT}/outputs/phase9_audit_benchmark/pending_montages/ovtb_ovtb_v542_p005945.jpg,actually_true,actually_true,True,no,no,True,human_confirmed_challenge_review_real_object_candidate,medium,human_confirmed_after_challenge_review
sr_challenge_0269,TAO,4861,ovtb_v4861_p003148,${PARC_TRACK_ROOT}/outputs/phase9_audit_benchmark/pending_montages/tao_ovtb_v4861_p003148.jpg,actually_true,actually_true,True,no,no,True,human_confirmed_challenge_review_real_object_candidate,medium,human_confirmed_after_challenge_review
sr_challenge_0270,OVT-B,664,ovtb_v664_p006877,${PARC_TRACK_ROOT}/outputs/phase9_audit_benchmark/pending_montages/ovtb_ovtb_v664_p006877.jpg,actually_true,actually_true,True,no,no,True,human_confirmed_challenge_review_real_object_candidate,medium,human_confirmed_after_challenge_review
sr_challenge_0271,OVT-B,600,ovtb_v600_p006377,${PARC_TRACK_ROOT}/outputs/phase9_audit_benchmark/pending_montages/ovtb_ovtb_v600_p006377.jpg,actually_true,actually_true,True,no,no,True,human_confirmed_challenge_review_real_object_candidate,medium,human_confirmed_after_challenge_review
sr_challenge_0272,BURST,1093,ovtb_v1093_p001315,${PARC_TRACK_ROOT}/outputs/phase9_audit_benchmark/pending_montages/burst_ovtb_v1093_p001315.jpg,actually_true,actually_true,True,no,no,True,blind_review_real_object_candidate,medium,human_confirmed_after_challenge_review
sr_challenge_0273,OVT-B,35,ovtb_v35_p002083,${PARC_TRACK_ROOT}/outputs/phase9_audit_benchmark/pending_montages/ovtb_ovtb_v35_p002083.jpg,actually_true,actually_true,True,no,no,True,blind_review_real_object_candidate,medium,human_confirmed_after_challenge_review
sr_challenge_0274,OVT-B,33,ovtb_v33_p001891,,actually_true,actually_true,True,yes,yes,True,blind_review_real_object_candidate,high,human_confirmed_after_challenge_review
sr_challenge_0275,TAO,5622,ovtb_v5622_p004096,${PARC_TRACK_ROOT}/outputs/phase9_audit_benchmark/pending_montages/tao_ovtb_v5622_p004096.jpg,actually_true,actually_true,True,no,no,True,human_confirmed_challenge_review_real_object_candidate,medium,human_confirmed_after_challenge_review
sr_challenge_0276,OVT-B,1,ovtb_v1_p000078,${PARC_TRACK_ROOT}/outputs/phase9_audit_benchmark/pending_montages/ovtb_ovtb_v1_p000078.jpg,actually_true,actually_true,True,no,no,True,blind_review_real_object_candidate,medium,human_confirmed_after_challenge_review
sr_challenge_0277,TAO,2976,ovtb_v2976_p001375,${PARC_TRACK_ROOT}/outputs/phase9_audit_benchmark/pending_montages/tao_ovtb_v2976_p001375.jpg,actually_true,actually_true,True,no,no,True,human_confirmed_challenge_review_real_object_candidate,medium,human_confirmed_after_challenge_review
sr_challenge_0278,OVT-B,117,ovtb_v117_p003073,,actually_true,actually_true,True,yes,yes,True,blind_review_real_object_candidate,high,human_confirmed_after_challenge_review
sr_challenge_0279,TAO,2045,ovtb_v2045_p000932,${PARC_TRACK_ROOT}/outputs/phase9_audit_benchmark/pending_montages/tao_ovtb_v2045_p000932.jpg,actually_true,actually_true,True,no,no,True,human_confirmed_challenge_review_real_object_candidate,medium,human_confirmed_after_challenge_review
sr_challenge_0280,OVT-B,867,ovtb_v867_p008375,${PARC_TRACK_ROOT}/outputs/phase9_audit_benchmark/pending_montages/ovtb_ovtb_v867_p008375.jpg,actually_true,actually_true,True,no,no,True,human_confirmed_challenge_review_real_object_candidate,medium,human_confirmed_after_challenge_review
sr_challenge_0281,OVT-B,453,ovtb_v453_p005299,${PARC_TRACK_ROOT}/outputs/phase9_audit_benchmark/pending_montages/ovtb_ovtb_v453_p005299.jpg,actually_true,actually_true,True,no,no,True,blind_review_real_object_candidate,medium,human_confirmed_after_challenge_review
sr_challenge_0282,BURST,1156,ovtb_v1156_p001689,${PARC_TRACK_ROOT}/outputs/phase9_audit_benchmark/pending_montages/burst_ovtb_v1156_p001689.jpg,actually_true,actually_true,True,no,no,True,blind_review_real_object_candidate,medium,human_confirmed_after_challenge_review
sr_challenge_0283,OVT-B,893,ovtb_v893_p008603,${PARC_TRACK_ROOT}/outputs/phase9_audit_benchmark/pending_montages/ovtb_ovtb_v893_p008603.jpg,actually_true,actually_true,True,no,no,True,human_confirmed_challenge_review_real_object_candidate,medium,human_confirmed_after_challenge_review
sr_challenge_0284,BURST,490,ovtb_v490_p000875,${PARC_TRACK_ROOT}/outputs/phase9_audit_benchmark/pending_montages/burst_ovtb_v490_p000875.jpg,actually_true,actually_true,True,no,no,True,blind_review_real_object_candidate,medium,human_confirmed_after_challenge_review
sr_challenge_0285,OVT-B,29,ovtb_v29_p001558,${PARC_TRACK_ROOT}/outputs/phase9_audit_benchmark/pending_montages/ovtb_ovtb_v29_p001558.jpg,actually_true,actually_true,True,no,no,True,blind_review_real_object_candidate,medium,human_confirmed_after_challenge_review
sr_challenge_0286,OVT-B,646,ovtb_v646_p006723,${PARC_TRACK_ROOT}/outputs/phase9_audit_benchmark/pending_montages/ovtb_ovtb_v646_p006723.jpg,actually_true,actually_true,True,no,no,True,human_confirmed_challenge_review_real_object_candidate,medium,human_confirmed_after_challenge_review
sr_challenge_0287,OVT-B,634,ovtb_v634_p006616,${PARC_TRACK_ROOT}/outputs/phase9_audit_benchmark/pending_montages/ovtb_ovtb_v634_p006616.jpg,actually_true,actually_true,True,no,no,True,human_confirmed_challenge_review_real_object_candidate,medium,human_confirmed_after_challenge_review
sr_challenge_0288,OVT-B,466,ovtb_v466_p005410,${PARC_TRACK_ROOT}/outputs/phase9_audit_benchmark/pending_montages/ovtb_ovtb_v466_p005410.jpg,actually_true,actually_true,True,no,no,True,blind_review_real_object_candidate,medium,human_confirmed_after_challenge_review
sr_challenge_0289,BURST,1263,ovtb_v1263_p001796,${PARC_TRACK_ROOT}/outputs/phase9_audit_benchmark/pending_montages/burst_ovtb_v1263_p001796.jpg,actually_true,actually_true,True,no,no,True,blind_review_real_object_candidate,medium,human_confirmed_after_challenge_review
sr_challenge_0290,TAO,5280,ovtb_v5280_p003724,${PARC_TRACK_ROOT}/outputs/phase9_audit_benchmark/pending_montages/tao_ovtb_v5280_p003724.jpg,actually_true,actually_true,True,no,no,True,human_confirmed_challenge_review_real_object_candidate,medium,human_confirmed_after_challenge_review
sr_challenge_0291,OVT-B,558,ovtb_v558_p006069,${PARC_TRACK_ROOT}/outputs/phase9_audit_benchmark/pending_montages/ovtb_ovtb_v558_p006069.jpg,actually_true,actually_true,True,no,no,True,human_confirmed_challenge_review_real_object_candidate,medium,human_confirmed_after_challenge_review
sr_challenge_0292,TAO,3991,ovtb_v3991_p002376,${PARC_TRACK_ROOT}/outputs/phase9_audit_benchmark/pending_montages/tao_ovtb_v3991_p002376.jpg,actually_true,actually_true,True,no,no,True,human_confirmed_challenge_review_real_object_candidate,medium,human_confirmed_after_challenge_review
sr_challenge_0293,BURST,1184,ovtb_v1184_p001700,${PARC_TRACK_ROOT}/outputs/phase9_audit_benchmark/pending_montages/burst_ovtb_v1184_p001700.jpg,actually_true,actually_true,True,no,no,True,blind_review_real_object_candidate,medium,human_confirmed_after_challenge_review
sr_challenge_0294,BURST,1873,ovtb_v1873_p002269,${PARC_TRACK_ROOT}/outputs/phase9_audit_benchmark/pending_montages/burst_ovtb_v1873_p002269.jpg,actually_true,actually_true,True,no,no,True,blind_review_real_object_candidate,medium,human_confirmed_after_challenge_review
sr_challenge_0295,BURST,270,ovtb_v270_p000413,${PARC_TRACK_ROOT}/outputs/phase9_audit_benchmark/pending_montages/burst_ovtb_v270_p000413.jpg,actually_true,actually_true,True,no,no,True,blind_review_real_object_candidate,medium,human_confirmed_after_challenge_review
sr_challenge_0296,OVT-B,345,ovtb_v345_p004605,${PARC_TRACK_ROOT}/outputs/phase9_audit_benchmark/pending_montages/ovtb_ovtb_v345_p004605.jpg,actually_true,actually_true,True,no,no,True,blind_review_real_object_candidate,medium,human_confirmed_after_challenge_review
sr_challenge_0297,OVT-B,80,ovtb_v80_p002851,${PARC_TRACK_ROOT}/outputs/phase9_audit_benchmark/pending_montages/ovtb_ovtb_v80_p002851.jpg,actually_true,actually_true,True,no,no,True,human_confirmed_challenge_review_real_object_candidate,medium,human_confirmed_after_challenge_review
sr_challenge_0298,TAO,3418,ovtb_v3418_p001949,${PARC_TRACK_ROOT}/outputs/phase9_audit_benchmark/pending_montages/tao_ovtb_v3418_p001949.jpg,actually_true,actually_true,True,no,no,True,human_confirmed_challenge_review_real_object_candidate,medium,human_confirmed_after_challenge_review
sr_challenge_0299,BURST,1512,ovtb_v1512_p001961,${PARC_TRACK_ROOT}/outputs/phase9_audit_benchmark/pending_montages/burst_ovtb_v1512_p001961.jpg,actually_true,actually_true,True,no,no,True,blind_review_real_object_candidate,medium,human_confirmed_after_challenge_review
sr_challenge_0300,TAO,5008,ovtb_v5008_p003443,,actually_true,actually_true,True,no,no,True,human_confirmed_challenge_review_real_object_candidate,high,human_confirmed_after_challenge_review
sr_challenge_0301,TAO,4713,ovtb_v4713_p003008,${PARC_TRACK_ROOT}/outputs/phase9_audit_benchmark/pending_montages/tao_ovtb_v4713_p003008.jpg,actually_true,actually_true,True,no,no,True,human_confirmed_challenge_review_real_object_candidate,medium,human_confirmed_after_challenge_review
sr_challenge_0302,OVT-B,666,ovtb_v666_p006889,${PARC_TRACK_ROOT}/outputs/phase9_audit_benchmark/pending_montages/ovtb_ovtb_v666_p006889.jpg,actually_true,actually_true,True,no,no,True,human_confirmed_challenge_review_real_object_candidate,medium,human_confirmed_after_challenge_review
sr_challenge_0303,BURST,272,ovtb_v272_p000461,${PARC_TRACK_ROOT}/outputs/phase9_audit_benchmark/pending_montages/burst_ovtb_v272_p000461.jpg,actually_true,actually_true,True,no,no,True,blind_review_real_object_candidate,medium,human_confirmed_after_challenge_review
sr_challenge_0304,TAO,3864,ovtb_v3864_p002208,${PARC_TRACK_ROOT}/outputs/phase9_audit_benchmark/pending_montages/tao_ovtb_v3864_p002208.jpg,actually_true,actually_true,True,no,no,True,human_confirmed_challenge_review_real_object_candidate,medium,human_confirmed_after_challenge_review
sr_challenge_0305,OVT-B,265,ovtb_v265_p004035,${PARC_TRACK_ROOT}/outputs/phase9_audit_benchmark/pending_montages/ovtb_ovtb_v265_p004035.jpg,actually_true,actually_true,True,no,no,True,blind_review_real_object_candidate,medium,human_confirmed_after_challenge_review
sr_challenge_0306,BURST,31,ovtb_v31_p000045,${PARC_TRACK_ROOT}/outputs/phase9_audit_benchmark/pending_montages/burst_ovtb_v31_p000045.jpg,actually_true,actually_true,True,no,no,True,blind_review_real_object_candidate,medium,human_confirmed_after_challenge_review
sr_challenge_0307,OVT-B,477,ovtb_v477_p005494,${PARC_TRACK_ROOT}/outputs/phase9_audit_benchmark/pending_montages/ovtb_ovtb_v477_p005494.jpg,actually_true,actually_true,True,no,no,True,blind_review_real_object_candidate,medium,human_confirmed_after_challenge_review
sr_challenge_0308,TAO,3046,ovtb_v3046_p001460,${PARC_TRACK_ROOT}/outputs/phase9_audit_benchmark/pending_montages/tao_ovtb_v3046_p001460.jpg,actually_true,actually_true,True,no,no,True,human_confirmed_challenge_review_real_object_candidate,medium,human_confirmed_after_challenge_review
sr_challenge_0309,OVT-B,38,ovtb_v38_p002320,${PARC_TRACK_ROOT}/outputs/phase9_audit_benchmark/pending_montages/ovtb_ovtb_v38_p002320.jpg,actually_true,actually_true,True,no,no,True,blind_review_real_object_candidate,medium,human_confirmed_after_challenge_review
sr_challenge_0310,TAO,5404,ovtb_v5404_p003819,${PARC_TRACK_ROOT}/outputs/phase9_audit_benchmark/pending_montages/tao_ovtb_v5404_p003819.jpg,actually_true,actually_true,True,no,no,True,human_confirmed_challenge_review_real_object_candidate,medium,human_confirmed_after_challenge_review
sr_challenge_0311,TAO,4634,ovtb_v4634_p002919,${PARC_TRACK_ROOT}/outputs/phase9_audit_benchmark/pending_montages/tao_ovtb_v4634_p002919.jpg,actually_true,actually_true,True,no,no,True,human_confirmed_challenge_review_real_object_candidate,medium,human_confirmed_after_challenge_review
sr_challenge_0312,TAO,1330,ovtb_v1330_p000569,${PARC_TRACK_ROOT}/outputs/phase9_audit_benchmark/pending_montages/tao_ovtb_v1330_p000569.jpg,actually_true,actually_true,True,no,no,True,human_confirmed_challenge_review_real_object_candidate,medium,human_confirmed_after_challenge_review
sr_challenge_0313,BURST,90,ovtb_v90_p000192,${PARC_TRACK_ROOT}/outputs/phase9_audit_benchmark/pending_montages/burst_ovtb_v90_p000192.jpg,actually_true,actually_true,True,no,no,True,blind_review_real_object_candidate,medium,human_confirmed_after_challenge_review
