audit_id,sample_set,dataset,domain,generator,aoi,video_id,path_id,source_building_id,target_building_id,frame_start,frame_end,source_year,source_month,target_year,target_month,score,candidate_rank,is_unmatched,bbox_iou,centroid_distance_score,area_ratio,base_geometry_score,initial_review_label,initial_verified_positive_for_calibration,initial_review_confidence,initial_review_reason,review_status,human_label,human_verified_positive_for_calibration,human_reason,human_confidence,human_review_status
REL-000001,release_audit,SpaceNet7,earth_observation_building_links,geometry_linker,L15-0571E-1075N_2287_3888_13,95,SN7::L15-0571E-1075N_2287_3888_13::2018-04->2018-07::4942->4942::6b77164be3b56d62->6b77164be3b56d62,4942,4942,3,4,2018,4,2018,7,0.9999999573263204,1,False,1.0,1.0,1.0,1.0,same_building,yes,high,source and target share the official SpaceNet building identifier; requires human visual confirmation,requires_human_confirmation,,,,,
REL-000124,release_audit,SpaceNet7,earth_observation_building_links,geometry_linker,L15-0614E-0946N_2459_4406_13,130,SN7::L15-0614E-0946N_2459_4406_13::2019-10->2019-11::11433->11433::7f92f839362d04c0->7f92f839362d04c0,11433,11433,18,19,2019,10,2019,11,0.9999796697734842,124,False,1.0,1.0,1.0,1.0,same_building,yes,high,source and target share the official SpaceNet building identifier; requires human visual confirmation,requires_human_confirmation,,,,,
REL-000125,release_audit,SpaceNet7,earth_observation_building_links,geometry_linker,L15-0506E-1204N_2027_3374_13,71,SN7::L15-0506E-1204N_2027_3374_13::2018-01->2018-02::1153->1153::402b95beda70320b->402b95beda70320b,1153,1153,0,1,2018,1,2018,2,0.9999793921327802,125,False,1.0,1.0,1.0,1.0,same_building,yes,high,source and target share the official SpaceNet building identifier; requires human visual confirmation,requires_human_confirmation,,,,,
REL-000126,release_audit,SpaceNet7,earth_observation_building_links,geometry_linker,L15-0368E-1245N_1474_3210_13,33,SN7::L15-0368E-1245N_1474_3210_13::2018-01->2018-02::7209->7209::1b9185358ca46218->1b9185358ca46218,7209,7209,0,1,2018,1,2018,2,0.9999791959233248,126,False,1.0,1.0,1.0,1.0,same_building,yes,high,source and target share the official SpaceNet building identifier; requires human visual confirmation,requires_human_confirmation,,,,,
REL-000127,release_audit,SpaceNet7,earth_observation_building_links,geometry_linker,L15-0358E-1220N_1433_3310_13,17,SN7::L15-0358E-1220N_1433_3310_13::2018-03->2018-04::534->534::5e21b2f13a1b1858->5e21b2f13a1b1858,534,534,1,2,2018,3,2018,4,0.9999791912634122,127,False,1.0,1.0,1.0,1.0,same_building,yes,high,source and target share the official SpaceNet building identifier; requires human visual confirmation,requires_human_confirmation,,,,,
REL-000128,release_audit,SpaceNet7,earth_observation_building_links,geometry_linker,L15-0571E-1075N_2287_3888_13,95,SN7::L15-0571E-1075N_2287_3888_13::2018-04->2018-07::8923->8923::c9c35b0e96817450->c9c35b0e96817450,8923,8923,3,4,2018,4,2018,7,0.99997897174059,128,False,1.0,1.0,1.0,1.0,same_building,yes,high,source and target share the official SpaceNet building identifier; requires human visual confirmation,requires_human_confirmation,,,,,
REL-000129,release_audit,SpaceNet7,earth_observation_building_links,geometry_linker,L15-0577E-1243N_2309_3217_13,102,SN7::L15-0577E-1243N_2309_3217_13::2018-08->2018-09::3158->3158::b628d15839317492->b628d15839317492,3158,3158,5,6,2018,8,2018,9,0.9999786904673936,129,False,1.0,1.0,1.0,1.0,same_building,yes,high,source and target share the official SpaceNet building identifier; requires human visual confirmation,requires_human_confirmation,,,,,
REL-000130,release_audit,SpaceNet7,earth_observation_building_links,geometry_linker,L15-0368E-1245N_1474_3210_13,33,SN7::L15-0368E-1245N_1474_3210_13::2018-01->2018-02::1185->1185::57cbfed46c35ae95->57cbfed46c35ae95,1185,1185,0,1,2018,1,2018,2,0.999978514294377,130,False,1.0,1.0,1.0,1.0,same_building,yes,high,source and target share the official SpaceNet building identifier; requires human visual confirmation,requires_human_confirmation,,,,,
REL-000131,release_audit,SpaceNet7,earth_observation_building_links,geometry_linker,L15-0357E-1223N_1429_3296_13,10,SN7::L15-0357E-1223N_1429_3296_13::2018-06->2018-07::2413->2413::caff4c2e56788065->caff4c2e56788065,2413,2413,5,6,2018,6,2018,7,0.9999785026078452,131,False,1.0,1.0,1.0,1.0,same_building,yes,high,source and target share the official SpaceNet building identifier; requires human visual confirmation,requires_human_confirmation,,,,,
REL-000132,release_audit,SpaceNet7,earth_observation_building_links,geometry_linker,L15-0571E-1075N_2287_3888_13,94,SN7::L15-0571E-1075N_2287_3888_13::2018-01->2018-02::2001->2001::d7ef4495049c7e55->d7ef4495049c7e55,2001,2001,0,1,2018,1,2018,2,0.9999780844581396,132,False,1.0,1.0,1.0,1.0,same_building,yes,high,source and target share the official SpaceNet building identifier; requires human visual confirmation,requires_human_confirmation,,,,,
REL-000133,release_audit,SpaceNet7,earth_observation_building_links,geometry_linker,L15-0368E-1245N_1474_3210_13,35,SN7::L15-0368E-1245N_1474_3210_13::2018-08->2018-09::7812->7812::c34c0468f97c3bef->c34c0468f97c3bef,7812,7812,6,7,2018,8,2018,9,0.9999780706445888,133,False,1.0,1.0,1.0,1.0,same_building,yes,high,source and target share the official SpaceNet building identifier; requires human visual confirmation,requires_human_confirmation,,,,,
REL-000134,release_audit,SpaceNet7,earth_observation_building_links,geometry_linker,L15-0357E-1223N_1429_3296_13,14,SN7::L15-0357E-1223N_1429_3296_13::2019-06->2019-07::482->482::a6ee23dd02ece69c->a6ee23dd02ece69c,482,482,17,18,2019,6,2019,7,0.9999779002186828,134,False,1.0,1.0,1.0,1.0,same_building,yes,high,source and target share the official SpaceNet building identifier; requires human visual confirmation,requires_human_confirmation,,,,,
REL-000135,release_audit,SpaceNet7,earth_observation_building_links,geometry_linker,L15-0586E-1127N_2345_3680_13,111,SN7::L15-0586E-1127N_2345_3680_13::2018-10->2018-11::1897->1897::a889edbd6030f250->a889edbd6030f250,1897,1897,9,10,2018,10,2018,11,0.9999776433147136,135,False,1.0,1.0,1.0,1.0,same_building,yes,high,source and target share the official SpaceNet building identifier; requires human visual confirmation,requires_human_confirmation,,,,,
REL-000136,release_audit,SpaceNet7,earth_observation_building_links,geometry_linker,L15-0361E-1300N_1446_2989_13,29,SN7::L15-0361E-1300N_1446_2989_13::2019-04->2019-05::3464->3464::ddfbf36a581b8bca->ddfbf36a581b8bca,3464,3464,14,15,2019,4,2019,5,0.9999773005370786,136,False,1.0,1.0,1.0,1.0,same_building,yes,high,source and target share the official SpaceNet building identifier; requires human visual confirmation,requires_human_confirmation,,,,,
REL-000137,release_audit,SpaceNet7,earth_observation_building_links,geometry_linker,L15-0457E-1135N_1831_3648_13,57,SN7::L15-0457E-1135N_1831_3648_13::2018-04->2018-05::9727->9727::4678ccbdd5205b70->4678ccbdd5205b70,9727,9727,3,4,2018,4,2018,5,0.999977249954592,137,False,1.0,1.0,1.0,1.0,same_building,yes,high,source and target share the official SpaceNet building identifier; requires human visual confirmation,requires_human_confirmation,,,,,
REL-000138,release_audit,SpaceNet7,earth_observation_building_links,geometry_linker,L15-0357E-1223N_1429_3296_13,14,SN7::L15-0357E-1223N_1429_3296_13::2019-04->2019-05::4802->4802::064c8ae7a26fd770->064c8ae7a26fd770,4802,4802,15,16,2019,4,2019,5,0.9999771524745772,138,False,1.0,1.0,1.0,1.0,same_building,yes,high,source and target share the official SpaceNet building identifier; requires human visual confirmation,requires_human_confirmation,,,,,
REL-000139,release_audit,SpaceNet7,earth_observation_building_links,geometry_linker,L15-0632E-0892N_2528_4620_13,133,SN7::L15-0632E-0892N_2528_4620_13::2018-08->2018-09::1552->1552::b3fe6b994e738883->b3fe6b994e738883,1552,1552,7,8,2018,8,2018,9,0.9999771029660308,139,False,1.0,1.0,1.0,1.0,same_building,yes,high,source and target share the official SpaceNet building identifier; requires human visual confirmation,requires_human_confirmation,,,,,
REL-000140,release_audit,SpaceNet7,earth_observation_building_links,geometry_linker,L15-0368E-1245N_1474_3210_13,34,SN7::L15-0368E-1245N_1474_3210_13::2018-07->2018-08::4792->4792::5d24c8bd0299f843->5d24c8bd0299f843,4792,4792,5,6,2018,7,2018,8,0.999976996119672,140,False,1.0,1.0,1.0,1.0,same_building,yes,high,source and target share the official SpaceNet building identifier; requires human visual confirmation,requires_human_confirmation,,,,,
REL-000141,release_audit,SpaceNet7,earth_observation_building_links,geometry_linker,L15-0614E-0946N_2459_4406_13,127,SN7::L15-0614E-0946N_2459_4406_13::2019-03->2019-04::10831->10831::c8d3142be857cff9->c8d3142be857cff9,10831,10831,11,12,2019,3,2019,4,0.9999769517551717,141,False,1.0,1.0,1.0,1.0,same_building,yes,high,source and target share the official SpaceNet building identifier; requires human visual confirmation,requires_human_confirmation,,,,,
REL-000142,release_audit,SpaceNet7,earth_observation_building_links,geometry_linker,L15-0368E-1245N_1474_3210_13,33,SN7::L15-0368E-1245N_1474_3210_13::2018-03->2018-04::1971->1971::08a1073f2456051c->08a1073f2456051c,1971,1971,2,3,2018,3,2018,4,0.9999767779290358,142,False,1.0,1.0,1.0,1.0,same_building,yes,high,source and target share the official SpaceNet building identifier; requires human visual confirmation,requires_human_confirmation,,,,,
REL-000143,release_audit,SpaceNet7,earth_observation_building_links,geometry_linker,L15-0457E-1135N_1831_3648_13,60,SN7::L15-0457E-1135N_1831_3648_13::2019-03->2019-04::8854->8854::5c6442492a4a8ad9->5c6442492a4a8ad9,8854,8854,14,15,2019,3,2019,4,0.9999767661710542,143,False,1.0,1.0,1.0,1.0,same_building,yes,high,source and target share the official SpaceNet building identifier; requires human visual confirmation,requires_human_confirmation,,,,,
REL-000144,release_audit,SpaceNet7,earth_observation_building_links,geometry_linker,L15-0544E-1228N_2176_3279_13,79,SN7::L15-0544E-1228N_2176_3279_13::2018-01->2018-02::1505->1505::f662f99ec375f283->f662f99ec375f283,1505,1505,0,1,2018,1,2018,2,0.9999767271417992,144,False,1.0,1.0,1.0,1.0,same_building,yes,high,source and target share the official SpaceNet building identifier; requires human visual confirmation,requires_human_confirmation,,,,,
REL-000145,release_audit,SpaceNet7,earth_observation_building_links,geometry_linker,L15-0571E-1075N_2287_3888_13,94,SN7::L15-0571E-1075N_2287_3888_13::2018-01->2018-02::2128->2128::111c2edeeec41e93->111c2edeeec41e93,2128,2128,0,1,2018,1,2018,2,0.9999766346545484,145,False,1.0,1.0,1.0,1.0,same_building,yes,high,source and target share the official SpaceNet building identifier; requires human visual confirmation,requires_human_confirmation,,,,,
REL-000146,release_audit,SpaceNet7,earth_observation_building_links,geometry_linker,L15-0544E-1228N_2176_3279_13,86,SN7::L15-0544E-1228N_2176_3279_13::2019-11->2019-12::679->679::a86bb6a36bf9a1cd->a86bb6a36bf9a1cd,679,679,22,23,2019,11,2019,12,0.9999753071538782,149,False,1.0,1.0,1.0,1.0,same_building,yes,high,source and target share the official SpaceNet building identifier; requires human visual confirmation,requires_human_confirmation,,,,,
REL-000147,release_audit,SpaceNet7,earth_observation_building_links,geometry_linker,L15-0368E-1245N_1474_3210_13,36,SN7::L15-0368E-1245N_1474_3210_13::2019-01->2019-02::6706->6706::9ea51e9260fbcde4->9ea51e9260fbcde4,6706,6706,11,12,2019,1,2019,2,0.9999749802693844,151,False,1.0,1.0,1.0,1.0,same_building,yes,high,source and target share the official SpaceNet building identifier; requires human visual confirmation,requires_human_confirmation,,,,,
