audit_id,sample_set,aoi,video_id,source_year,source_month,target_year,target_month,source_building_id,target_building_id,bbox_iou,centroid_distance_score,area_ratio,base_geometry_score,path_id,human_label,human_verified_positive_for_calibration,human_reason,human_confidence,human_review_status
CAL-000209,calibration_audit,L15-0506E-1204N_2027_3374_13,71,2018,1,2018,2,1153,1153,1.0,1.0,1.0,1.0,SN7::L15-0506E-1204N_2027_3374_13::2018-01->2018-02::1153->1153::402b95beda70320b->402b95beda70320b,,,,,
CAL-000210,calibration_audit,L15-0506E-1204N_2027_3374_13,72,2018,4,2018,5,1467,1467,1.0,1.0,1.0,1.0,SN7::L15-0506E-1204N_2027_3374_13::2018-04->2018-05::1467->1467::7ecf5089a0896b03->7ecf5089a0896b03,,,,,
CAL-000211,calibration_audit,L15-0506E-1204N_2027_3374_13,73,2018,8,2018,9,2320,2320,1.0,1.0,1.0,1.0,SN7::L15-0506E-1204N_2027_3374_13::2018-08->2018-09::2320->2320::72ad99779410c13a->72ad99779410c13a,,,,,
CAL-000212,calibration_audit,L15-0506E-1204N_2027_3374_13,74,2018,10,2018,11,1124,1124,1.0,1.0,1.0,1.0,SN7::L15-0506E-1204N_2027_3374_13::2018-10->2018-11::1124->1124::a81e15f84ac46dcf->a81e15f84ac46dcf,,,,,
CAL-000213,calibration_audit,L15-0506E-1204N_2027_3374_13,75,2019,1,2019,2,1608,1608,1.0,1.0,1.0,1.0,SN7::L15-0506E-1204N_2027_3374_13::2019-01->2019-02::1608->1608::42c09b35b7bbad0b->42c09b35b7bbad0b,,,,,
CAL-000214,calibration_audit,L15-0506E-1204N_2027_3374_13,76,2019,5,2019,6,165,165,1.0,1.0,1.0,1.0,SN7::L15-0506E-1204N_2027_3374_13::2019-05->2019-06::165->165::51a35cc420cad8fa->51a35cc420cad8fa,,,,,
CAL-000215,calibration_audit,L15-0506E-1204N_2027_3374_13,77,2019,8,2019,9,2215,2215,1.0,1.0,1.0,1.0,SN7::L15-0506E-1204N_2027_3374_13::2019-08->2019-09::2215->2215::2db213d4a168952d->2db213d4a168952d,,,,,
CAL-000216,calibration_audit,L15-0506E-1204N_2027_3374_13,78,2019,10,2019,11,934,934,1.0,1.0,1.0,1.0,SN7::L15-0506E-1204N_2027_3374_13::2019-10->2019-11::934->934::6a3961c4388dcff1->6a3961c4388dcff1,,,,,
CAL-000217,calibration_audit,L15-0544E-1228N_2176_3279_13,79,2018,1,2018,2,5863,5863,1.0,1.0,1.0,1.0,SN7::L15-0544E-1228N_2176_3279_13::2018-01->2018-02::5863->5863::509c56a30526d3d2->509c56a30526d3d2,,,,,
CAL-000218,calibration_audit,L15-0544E-1228N_2176_3279_13,80,2018,4,2018,5,4859,4859,1.0,1.0,1.0,1.0,SN7::L15-0544E-1228N_2176_3279_13::2018-04->2018-05::4859->4859::f76fbd2adf2ff171->f76fbd2adf2ff171,,,,,
CAL-000219,calibration_audit,L15-0544E-1228N_2176_3279_13,81,2018,7,2018,8,1579,1579,1.0,1.0,1.0,1.0,SN7::L15-0544E-1228N_2176_3279_13::2018-07->2018-08::1579->1579::75b408dfb1cc8dfb->75b408dfb1cc8dfb,,,,,
CAL-000220,calibration_audit,L15-0544E-1228N_2176_3279_13,82,2018,10,2018,11,7493,7493,1.0,1.0,1.0,1.0,SN7::L15-0544E-1228N_2176_3279_13::2018-10->2018-11::7493->7493::21bc1905d5aed7d1->21bc1905d5aed7d1,,,,,
CAL-000221,calibration_audit,L15-0544E-1228N_2176_3279_13,83,2019,1,2019,2,6076,6076,1.0,1.0,1.0,1.0,SN7::L15-0544E-1228N_2176_3279_13::2019-01->2019-02::6076->6076::ec9c08fbe0b3535a->ec9c08fbe0b3535a,,,,,
CAL-000222,calibration_audit,L15-0544E-1228N_2176_3279_13,84,2019,5,2019,6,7202,7202,1.0,1.0,1.0,1.0,SN7::L15-0544E-1228N_2176_3279_13::2019-05->2019-06::7202->7202::0698c999780c4379->0698c999780c4379,,,,,
CAL-000223,calibration_audit,L15-0544E-1228N_2176_3279_13,85,2019,7,2019,8,5049,5049,1.0,1.0,1.0,1.0,SN7::L15-0544E-1228N_2176_3279_13::2019-07->2019-08::5049->5049::eb1280a1a022f5f2->eb1280a1a022f5f2,,,,,
CAL-000224,calibration_audit,L15-0544E-1228N_2176_3279_13,86,2019,10,2019,11,9508,9508,1.0,1.0,1.0,1.0,SN7::L15-0544E-1228N_2176_3279_13::2019-10->2019-11::9508->9508::1246a461fff52a8d->1246a461fff52a8d,,,,,
CAL-000225,calibration_audit,L15-0566E-1185N_2265_3451_13,87,2018,1,2018,2,14,14,1.0,1.0,1.0,1.0,SN7::L15-0566E-1185N_2265_3451_13::2018-01->2018-02::14->14::0a98ae9cda11fa7c->0a98ae9cda11fa7c,,,,,
CAL-000226,calibration_audit,L15-0566E-1185N_2265_3451_13,88,2018,7,2018,8,19,19,1.0,1.0,1.0,1.0,SN7::L15-0566E-1185N_2265_3451_13::2018-07->2018-08::19->19::80de489bfc344909->80de489bfc344909,,,,,
CAL-000227,calibration_audit,L15-0566E-1185N_2265_3451_13,89,2018,11,2019,1,49,49,1.0,1.0,1.0,1.0,SN7::L15-0566E-1185N_2265_3451_13::2018-11->2019-01::49->49::9a752466ee610874->9a752466ee610874,,,,,
CAL-000228,calibration_audit,L15-0566E-1185N_2265_3451_13,90,2019,2,2019,3,26,26,1.0,1.0,1.0,1.0,SN7::L15-0566E-1185N_2265_3451_13::2019-02->2019-03::26->26::3fff69d088b5eb62->3fff69d088b5eb62,,,,,
CAL-000229,calibration_audit,L15-0566E-1185N_2265_3451_13,91,2019,5,2019,6,139,139,1.0,1.0,1.0,1.0,SN7::L15-0566E-1185N_2265_3451_13::2019-05->2019-06::139->139::bc2946919f4c49bb->bc2946919f4c49bb,,,,,
CAL-000230,calibration_audit,L15-0566E-1185N_2265_3451_13,92,2019,9,2019,10,362,362,1.0,1.0,1.0,1.0,SN7::L15-0566E-1185N_2265_3451_13::2019-09->2019-10::362->362::fdd347caf9d23c84->fdd347caf9d23c84,,,,,
CAL-000231,calibration_audit,L15-0566E-1185N_2265_3451_13,93,2019,11,2019,12,462,462,1.0,1.0,1.0,1.0,SN7::L15-0566E-1185N_2265_3451_13::2019-11->2019-12::462->462::8226f110b79fbd05->8226f110b79fbd05,,,,,
CAL-000232,calibration_audit,L15-0571E-1075N_2287_3888_13,94,2018,3,2018,4,697,697,1.0,1.0,1.0,1.0,SN7::L15-0571E-1075N_2287_3888_13::2018-03->2018-04::697->697::17302b77e7addf0a->17302b77e7addf0a,,,,,
CAL-000233,calibration_audit,L15-0571E-1075N_2287_3888_13,95,2018,8,2018,9,9362,9362,1.0,1.0,1.0,1.0,SN7::L15-0571E-1075N_2287_3888_13::2018-08->2018-09::9362->9362::9501886bdcd6bed6->9501886bdcd6bed6,,,,,
CAL-000234,calibration_audit,L15-0571E-1075N_2287_3888_13,96,2018,10,2018,11,3237,3237,1.0,1.0,1.0,1.0,SN7::L15-0571E-1075N_2287_3888_13::2018-10->2018-11::3237->3237::a2864f63156ca2cc->a2864f63156ca2cc,,,,,
CAL-000235,calibration_audit,L15-0571E-1075N_2287_3888_13,97,2019,1,2019,2,10790,10790,1.0,1.0,1.0,1.0,SN7::L15-0571E-1075N_2287_3888_13::2019-01->2019-02::10790->10790::b00876b1a363e11f->b00876b1a363e11f,,,,,
CAL-000236,calibration_audit,L15-0571E-1075N_2287_3888_13,98,2019,3,2019,4,12496,12496,1.0,1.0,1.0,1.0,SN7::L15-0571E-1075N_2287_3888_13::2019-03->2019-04::12496->12496::55c45938b6f84f94->55c45938b6f84f94,,,,,
CAL-000237,calibration_audit,L15-0571E-1075N_2287_3888_13,99,2019,9,2019,11,16838,16838,1.0,1.0,1.0,1.0,SN7::L15-0571E-1075N_2287_3888_13::2019-09->2019-11::16838->16838::414353513d50d751->414353513d50d751,,,,,
CAL-000238,calibration_audit,L15-0571E-1075N_2287_3888_13,100,2019,11,2020,1,2078,2078,1.0,1.0,1.0,1.0,SN7::L15-0571E-1075N_2287_3888_13::2019-11->2020-01::2078->2078::1691f48a49b6f0da->1691f48a49b6f0da,,,,,
CAL-000239,calibration_audit,L15-0577E-1243N_2309_3217_13,101,2018,4,2018,5,4040,4040,1.0,1.0,1.0,1.0,SN7::L15-0577E-1243N_2309_3217_13::2018-04->2018-05::4040->4040::4d9b8faf2a4dce08->4d9b8faf2a4dce08,,,,,
CAL-000240,calibration_audit,L15-0577E-1243N_2309_3217_13,102,2018,8,2018,9,4103,4103,1.0,1.0,1.0,1.0,SN7::L15-0577E-1243N_2309_3217_13::2018-08->2018-09::4103->4103::153c9c23f18668dd->153c9c23f18668dd,,,,,
CAL-000241,calibration_audit,L15-0577E-1243N_2309_3217_13,103,2018,9,2018,10,3245,3245,1.0,1.0,1.0,1.0,SN7::L15-0577E-1243N_2309_3217_13::2018-09->2018-10::3245->3245::1f3124d53064bfe1->1f3124d53064bfe1,,,,,
CAL-000242,calibration_audit,L15-0577E-1243N_2309_3217_13,104,2019,1,2019,2,1682,1682,1.0,1.0,1.0,1.0,SN7::L15-0577E-1243N_2309_3217_13::2019-01->2019-02::1682->1682::88186d92450d3dfd->88186d92450d3dfd,,,,,
CAL-000243,calibration_audit,L15-0577E-1243N_2309_3217_13,105,2019,4,2019,5,4593,4593,1.0,1.0,1.0,1.0,SN7::L15-0577E-1243N_2309_3217_13::2019-04->2019-05::4593->4593::e73dced0f591794d->e73dced0f591794d,,,,,
CAL-000244,calibration_audit,L15-0577E-1243N_2309_3217_13,106,2019,6,2019,7,2905,2905,1.0,1.0,1.0,1.0,SN7::L15-0577E-1243N_2309_3217_13::2019-06->2019-07::2905->2905::5ce25800a1c01960->5ce25800a1c01960,,,,,
CAL-000245,calibration_audit,L15-0577E-1243N_2309_3217_13,107,2019,10,2019,11,3029,3029,1.0,1.0,1.0,1.0,SN7::L15-0577E-1243N_2309_3217_13::2019-10->2019-11::3029->3029::bc758e2f92828895->bc758e2f92828895,,,,,
CAL-000246,calibration_audit,L15-0586E-1127N_2345_3680_13,108,2018,1,2018,2,2097,2097,1.0,1.0,1.0,1.0,SN7::L15-0586E-1127N_2345_3680_13::2018-01->2018-02::2097->2097::77e248cd7ab67883->77e248cd7ab67883,,,,,
CAL-000247,calibration_audit,L15-0586E-1127N_2345_3680_13,109,2018,4,2018,5,2914,2914,1.0,1.0,1.0,1.0,SN7::L15-0586E-1127N_2345_3680_13::2018-04->2018-05::2914->2914::93b8711c36fbbb92->93b8711c36fbbb92,,,,,
CAL-000248,calibration_audit,L15-0586E-1127N_2345_3680_13,110,2018,7,2018,8,1137,1137,1.0,1.0,1.0,1.0,SN7::L15-0586E-1127N_2345_3680_13::2018-07->2018-08::1137->1137::2334b476c2e2a7df->2334b476c2e2a7df,,,,,
CAL-000249,calibration_audit,L15-0586E-1127N_2345_3680_13,111,2018,10,2018,11,151,151,1.0,1.0,1.0,1.0,SN7::L15-0586E-1127N_2345_3680_13::2018-10->2018-11::151->151::ed98dbc2c5779e5a->ed98dbc2c5779e5a,,,,,
CAL-000250,calibration_audit,L15-0586E-1127N_2345_3680_13,112,2019,3,2019,4,5212,5212,1.0,1.0,1.0,1.0,SN7::L15-0586E-1127N_2345_3680_13::2019-03->2019-04::5212->5212::33a2b22937485353->33a2b22937485353,,,,,
CAL-000251,calibration_audit,L15-0586E-1127N_2345_3680_13,113,2019,5,2019,6,6849,6849,1.0,1.0,1.0,1.0,SN7::L15-0586E-1127N_2345_3680_13::2019-05->2019-06::6849->6849::2b586ef9ae6c7dc0->2b586ef9ae6c7dc0,,,,,
CAL-000252,calibration_audit,L15-0586E-1127N_2345_3680_13,114,2019,8,2019,9,2985,2985,1.0,1.0,1.0,1.0,SN7::L15-0586E-1127N_2345_3680_13::2019-08->2019-09::2985->2985::d2bb67d84d7e2c29->d2bb67d84d7e2c29,,,,,
CAL-000253,calibration_audit,L15-0586E-1127N_2345_3680_13,115,2019,10,2019,11,6434,6434,1.0,1.0,1.0,1.0,SN7::L15-0586E-1127N_2345_3680_13::2019-10->2019-11::6434->6434::dc9ee02da589fc26->dc9ee02da589fc26,,,,,
CAL-000254,calibration_audit,L15-0595E-1278N_2383_3079_13,116,2018,2,2018,3,372,372,1.0,1.0,1.0,1.0,SN7::L15-0595E-1278N_2383_3079_13::2018-02->2018-03::372->372::d57f17fa0ed9a58d->d57f17fa0ed9a58d,,,,,
CAL-000255,calibration_audit,L15-0595E-1278N_2383_3079_13,117,2018,4,2018,5,546,546,1.0,1.0,1.0,1.0,SN7::L15-0595E-1278N_2383_3079_13::2018-04->2018-05::546->546::70db192cf0b8b186->70db192cf0b8b186,,,,,
CAL-000256,calibration_audit,L15-0595E-1278N_2383_3079_13,118,2018,8,2018,9,982,982,1.0,1.0,1.0,1.0,SN7::L15-0595E-1278N_2383_3079_13::2018-08->2018-09::982->982::5c2587438b5ab776->5c2587438b5ab776,,,,,
CAL-000257,calibration_audit,L15-0595E-1278N_2383_3079_13,119,2018,12,2019,1,561,561,1.0,1.0,1.0,1.0,SN7::L15-0595E-1278N_2383_3079_13::2018-12->2019-01::561->561::e593c01fc2c557ed->e593c01fc2c557ed,,,,,
CAL-000258,calibration_audit,L15-0595E-1278N_2383_3079_13,120,2019,2,2019,3,2069,2069,1.0,1.0,1.0,1.0,SN7::L15-0595E-1278N_2383_3079_13::2019-02->2019-03::2069->2069::8ceab7fb05338964->8ceab7fb05338964,,,,,
CAL-000259,calibration_audit,L15-0595E-1278N_2383_3079_13,121,2019,6,2019,7,1399,1399,1.0,1.0,1.0,1.0,SN7::L15-0595E-1278N_2383_3079_13::2019-06->2019-07::1399->1399::69e98743519385c6->69e98743519385c6,,,,,
CAL-000260,calibration_audit,L15-0595E-1278N_2383_3079_13,122,2019,8,2019,9,1990,1990,1.0,1.0,1.0,1.0,SN7::L15-0595E-1278N_2383_3079_13::2019-08->2019-09::1990->1990::aece8eff9c7542f2->aece8eff9c7542f2,,,,,
CAL-000261,calibration_audit,L15-0595E-1278N_2383_3079_13,123,2019,11,2019,12,1730,1730,1.0,1.0,1.0,1.0,SN7::L15-0595E-1278N_2383_3079_13::2019-11->2019-12::1730->1730::134617f99286df3f->134617f99286df3f,,,,,
CAL-000262,calibration_audit,L15-0614E-0946N_2459_4406_13,124,2018,5,2018,6,8019,8019,1.0,1.0,1.0,1.0,SN7::L15-0614E-0946N_2459_4406_13::2018-05->2018-06::8019->8019::7beddacccf139081->7beddacccf139081,,,,,
CAL-000263,calibration_audit,L15-0614E-0946N_2459_4406_13,125,2018,8,2018,9,3064,3064,1.0,1.0,1.0,1.0,SN7::L15-0614E-0946N_2459_4406_13::2018-08->2018-09::3064->3064::1c9f0ed15f92bc07->1c9f0ed15f92bc07,,,,,
CAL-000264,calibration_audit,L15-0614E-0946N_2459_4406_13,126,2018,12,2019,1,7374,7374,1.0,1.0,1.0,1.0,SN7::L15-0614E-0946N_2459_4406_13::2018-12->2019-01::7374->7374::3a75f8237b93e080->3a75f8237b93e080,,,,,
CAL-000265,calibration_audit,L15-0614E-0946N_2459_4406_13,127,2019,2,2019,3,16033,16033,1.0,1.0,1.0,1.0,SN7::L15-0614E-0946N_2459_4406_13::2019-02->2019-03::16033->16033::6e6eda67643a984a->6e6eda67643a984a,,,,,
CAL-000266,calibration_audit,L15-0614E-0946N_2459_4406_13,128,2019,4,2019,5,4921,4921,1.0,1.0,1.0,1.0,SN7::L15-0614E-0946N_2459_4406_13::2019-04->2019-05::4921->4921::18aa55e7dfc2e209->18aa55e7dfc2e209,,,,,
CAL-000267,calibration_audit,L15-0614E-0946N_2459_4406_13,129,2019,7,2019,8,4024,4024,1.0,1.0,1.0,1.0,SN7::L15-0614E-0946N_2459_4406_13::2019-07->2019-08::4024->4024::71cd476aa8f3384e->71cd476aa8f3384e,,,,,
CAL-000268,calibration_audit,L15-0614E-0946N_2459_4406_13,130,2019,10,2019,11,5325,5325,1.0,1.0,1.0,1.0,SN7::L15-0614E-0946N_2459_4406_13::2019-10->2019-11::5325->5325::c04a6932f9d33960->c04a6932f9d33960,,,,,
CAL-000269,calibration_audit,L15-0632E-0892N_2528_4620_13,131,2018,2,2018,3,1527,1527,1.0,1.0,1.0,1.0,SN7::L15-0632E-0892N_2528_4620_13::2018-02->2018-03::1527->1527::0eb9bfaf429fd3f5->0eb9bfaf429fd3f5,,,,,
CAL-000270,calibration_audit,L15-0632E-0892N_2528_4620_13,132,2018,6,2018,7,442,442,1.0,1.0,1.0,1.0,SN7::L15-0632E-0892N_2528_4620_13::2018-06->2018-07::442->442::6f31334abf28e88e->6f31334abf28e88e,,,,,
CAL-000271,calibration_audit,L15-0632E-0892N_2528_4620_13,133,2018,8,2018,9,1552,1552,1.0,1.0,1.0,1.0,SN7::L15-0632E-0892N_2528_4620_13::2018-08->2018-09::1552->1552::b3fe6b994e738883->b3fe6b994e738883,,,,,
CAL-000272,calibration_audit,L15-0632E-0892N_2528_4620_13,134,2018,12,2019,1,170,170,1.0,1.0,1.0,1.0,SN7::L15-0632E-0892N_2528_4620_13::2018-12->2019-01::170->170::d8caca1876601b46->d8caca1876601b46,,,,,
CAL-000273,calibration_audit,L15-0632E-0892N_2528_4620_13,135,2019,3,2019,4,1941,1941,1.0,1.0,1.0,1.0,SN7::L15-0632E-0892N_2528_4620_13::2019-03->2019-04::1941->1941::7ddf8ea4f59df075->7ddf8ea4f59df075,,,,,
CAL-000274,calibration_audit,L15-0632E-0892N_2528_4620_13,136,2019,5,2019,6,1800,1800,1.0,1.0,1.0,1.0,SN7::L15-0632E-0892N_2528_4620_13::2019-05->2019-06::1800->1800::99dd20f96b54f492->99dd20f96b54f492,,,,,
CAL-000275,calibration_audit,L15-0632E-0892N_2528_4620_13,137,2019,8,2019,9,1650,1650,1.0,1.0,1.0,1.0,SN7::L15-0632E-0892N_2528_4620_13::2019-08->2019-09::1650->1650::d93619cb1cdb1f72->d93619cb1cdb1f72,,,,,
CAL-000276,calibration_audit,L15-0632E-0892N_2528_4620_13,138,2019,11,2019,12,434,434,1.0,1.0,1.0,1.0,SN7::L15-0632E-0892N_2528_4620_13::2019-11->2019-12::434->434::1fd6568e1e1fb9ed->1fd6568e1e1fb9ed,,,,,
CAL-000277,calibration_audit,L15-0331E-1257N_1327_3160_13,1,2018,2,2018,3,1594,1594,1.0,1.0,1.0,1.0,SN7::L15-0331E-1257N_1327_3160_13::2018-02->2018-03::1594->1594::278676bd105caed5->278676bd105caed5,,,,,
CAL-000278,calibration_audit,L15-0331E-1257N_1327_3160_13,2,2018,5,2018,6,442,442,1.0,1.0,1.0,1.0,SN7::L15-0331E-1257N_1327_3160_13::2018-05->2018-06::442->442::e426962744406045->e426962744406045,,,,,
CAL-000279,calibration_audit,L15-0331E-1257N_1327_3160_13,3,2018,7,2018,8,1989,1989,1.0,1.0,1.0,1.0,SN7::L15-0331E-1257N_1327_3160_13::2018-07->2018-08::1989->1989::2597386cc9e9bce1->2597386cc9e9bce1,,,,,
CAL-000280,calibration_audit,L15-0331E-1257N_1327_3160_13,4,2018,12,2019,1,73,73,1.0,1.0,1.0,1.0,SN7::L15-0331E-1257N_1327_3160_13::2018-12->2019-01::73->73::5d530563877d297c->5d530563877d297c,,,,,
CAL-000281,calibration_audit,L15-0331E-1257N_1327_3160_13,5,2019,3,2019,4,738,738,1.0,1.0,1.0,1.0,SN7::L15-0331E-1257N_1327_3160_13::2019-03->2019-04::738->738::57311ac65fe6b165->57311ac65fe6b165,,,,,
CAL-000282,calibration_audit,L15-0331E-1257N_1327_3160_13,6,2019,5,2019,6,1037,1037,1.0,1.0,1.0,1.0,SN7::L15-0331E-1257N_1327_3160_13::2019-05->2019-06::1037->1037::341d41d7c684189e->341d41d7c684189e,,,,,
CAL-000283,calibration_audit,L15-0331E-1257N_1327_3160_13,7,2019,7,2019,8,271,271,1.0,1.0,1.0,1.0,SN7::L15-0331E-1257N_1327_3160_13::2019-07->2019-08::271->271::2737dc475d117bb1->2737dc475d117bb1,,,,,
CAL-000284,calibration_audit,L15-0331E-1257N_1327_3160_13,8,2019,12,2020,1,997,997,1.0,1.0,1.0,1.0,SN7::L15-0331E-1257N_1327_3160_13::2019-12->2020-01::997->997::19b6121e6cfb31f6->19b6121e6cfb31f6,,,,,
CAL-000285,calibration_audit,L15-0357E-1223N_1429_3296_13,9,2018,1,2018,2,1876,1876,1.0,1.0,1.0,1.0,SN7::L15-0357E-1223N_1429_3296_13::2018-01->2018-02::1876->1876::4de16d4d6e64068e->4de16d4d6e64068e,,,,,
CAL-000286,calibration_audit,L15-0357E-1223N_1429_3296_13,10,2018,5,2018,6,213,213,1.0,1.0,1.0,1.0,SN7::L15-0357E-1223N_1429_3296_13::2018-05->2018-06::213->213::aa413686ff20042c->aa413686ff20042c,,,,,
CAL-000287,calibration_audit,L15-0357E-1223N_1429_3296_13,11,2018,7,2018,8,4735,4735,1.0,1.0,1.0,1.0,SN7::L15-0357E-1223N_1429_3296_13::2018-07->2018-08::4735->4735::81f9b325d968c95f->81f9b325d968c95f,,,,,
CAL-000288,calibration_audit,L15-0357E-1223N_1429_3296_13,12,2018,12,2019,1,1163,1163,1.0,1.0,1.0,1.0,SN7::L15-0357E-1223N_1429_3296_13::2018-12->2019-01::1163->1163::6d4e04cdccd7e9b0->6d4e04cdccd7e9b0,,,,,
CAL-000289,calibration_audit,L15-0357E-1223N_1429_3296_13,13,2019,1,2019,2,4328,4328,1.0,1.0,1.0,1.0,SN7::L15-0357E-1223N_1429_3296_13::2019-01->2019-02::4328->4328::feb0ad5835e5b800->feb0ad5835e5b800,,,,,
CAL-000290,calibration_audit,L15-0357E-1223N_1429_3296_13,14,2019,4,2019,5,154,154,1.0,1.0,1.0,1.0,SN7::L15-0357E-1223N_1429_3296_13::2019-04->2019-05::154->154::3e927c81a8561fcd->3e927c81a8561fcd,,,,,
CAL-000291,calibration_audit,L15-0357E-1223N_1429_3296_13,15,2019,8,2019,9,1964,1964,1.0,1.0,1.0,1.0,SN7::L15-0357E-1223N_1429_3296_13::2019-08->2019-09::1964->1964::4df9bd86f2ea52b1->4df9bd86f2ea52b1,,,,,
CAL-000292,calibration_audit,L15-0357E-1223N_1429_3296_13,16,2019,10,2019,11,811,811,1.0,1.0,1.0,1.0,SN7::L15-0357E-1223N_1429_3296_13::2019-10->2019-11::811->811::aa77bdf4e3c73cf6->aa77bdf4e3c73cf6,,,,,
CAL-000293,calibration_audit,L15-0358E-1220N_1433_3310_13,17,2018,4,2018,5,1293,1293,1.0,1.0,1.0,1.0,SN7::L15-0358E-1220N_1433_3310_13::2018-04->2018-05::1293->1293::a6dcf193da10bd26->a6dcf193da10bd26,,,,,
CAL-000294,calibration_audit,L15-0358E-1220N_1433_3310_13,18,2018,6,2018,7,1982,1982,1.0,1.0,1.0,1.0,SN7::L15-0358E-1220N_1433_3310_13::2018-06->2018-07::1982->1982::7e0ae6fa0f19f578->7e0ae6fa0f19f578,,,,,
CAL-000295,calibration_audit,L15-0358E-1220N_1433_3310_13,19,2018,10,2018,11,4050,4050,1.0,1.0,1.0,1.0,SN7::L15-0358E-1220N_1433_3310_13::2018-10->2018-11::4050->4050::491c640dd80e3c10->491c640dd80e3c10,,,,,
CAL-000296,calibration_audit,L15-0358E-1220N_1433_3310_13,20,2018,12,2019,1,3011,3011,1.0,1.0,1.0,1.0,SN7::L15-0358E-1220N_1433_3310_13::2018-12->2019-01::3011->3011::722c39fae1b02ab0->722c39fae1b02ab0,,,,,
CAL-000297,calibration_audit,L15-0358E-1220N_1433_3310_13,21,2019,4,2019,5,2264,2264,1.0,1.0,1.0,1.0,SN7::L15-0358E-1220N_1433_3310_13::2019-04->2019-05::2264->2264::edc653b059fb95e0->edc653b059fb95e0,,,,,
CAL-000298,calibration_audit,L15-0358E-1220N_1433_3310_13,22,2019,5,2019,6,1448,1448,1.0,1.0,1.0,1.0,SN7::L15-0358E-1220N_1433_3310_13::2019-05->2019-06::1448->1448::e4f3003a4c6f3b9f->e4f3003a4c6f3b9f,,,,,
CAL-000299,calibration_audit,L15-0358E-1220N_1433_3310_13,23,2019,10,2019,11,1329,1329,1.0,1.0,1.0,1.0,SN7::L15-0358E-1220N_1433_3310_13::2019-10->2019-11::1329->1329::c63eb7b74eedae8e->c63eb7b74eedae8e,,,,,
CAL-000300,calibration_audit,L15-0358E-1220N_1433_3310_13,24,2019,11,2019,12,81,81,1.0,1.0,1.0,1.0,SN7::L15-0358E-1220N_1433_3310_13::2019-11->2019-12::81->81::7a9903429f752f69->7a9903429f752f69,,,,,
CAL-000301,calibration_audit,L15-0361E-1300N_1446_2989_13,25,2018,2,2018,3,3661,3661,1.0,1.0,1.0,1.0,SN7::L15-0361E-1300N_1446_2989_13::2018-02->2018-03::3661->3661::9b83259543adbce8->9b83259543adbce8,,,,,
CAL-000302,calibration_audit,L15-0361E-1300N_1446_2989_13,26,2018,5,2018,6,2461,2461,1.0,1.0,1.0,1.0,SN7::L15-0361E-1300N_1446_2989_13::2018-05->2018-06::2461->2461::c1452a9ca546d02f->c1452a9ca546d02f,,,,,
CAL-000303,calibration_audit,L15-0361E-1300N_1446_2989_13,27,2018,10,2018,11,382,382,1.0,1.0,1.0,1.0,SN7::L15-0361E-1300N_1446_2989_13::2018-10->2018-11::382->382::e49105d63bc47468->e49105d63bc47468,,,,,
CAL-000304,calibration_audit,L15-0361E-1300N_1446_2989_13,28,2018,11,2018,12,1256,1256,1.0,1.0,1.0,1.0,SN7::L15-0361E-1300N_1446_2989_13::2018-11->2018-12::1256->1256::d39d2a50c96aef61->d39d2a50c96aef61,,,,,
CAL-000305,calibration_audit,L15-0361E-1300N_1446_2989_13,29,2019,2,2019,3,345,345,1.0,1.0,1.0,1.0,SN7::L15-0361E-1300N_1446_2989_13::2019-02->2019-03::345->345::47ebaaa1fdec3e94->47ebaaa1fdec3e94,,,,,
CAL-000306,calibration_audit,L15-0361E-1300N_1446_2989_13,30,2019,5,2019,6,2368,2368,1.0,1.0,1.0,1.0,SN7::L15-0361E-1300N_1446_2989_13::2019-05->2019-06::2368->2368::3209da9ce1cd3e2f->3209da9ce1cd3e2f,,,,,
CAL-000307,calibration_audit,L15-0361E-1300N_1446_2989_13,31,2019,10,2019,11,1175,1175,1.0,1.0,1.0,1.0,SN7::L15-0361E-1300N_1446_2989_13::2019-10->2019-11::1175->1175::9f1a45685b16376c->9f1a45685b16376c,,,,,
CAL-000308,calibration_audit,L15-0361E-1300N_1446_2989_13,32,2019,12,2020,1,2943,2943,1.0,1.0,1.0,1.0,SN7::L15-0361E-1300N_1446_2989_13::2019-12->2020-01::2943->2943::b50a536e0b6d44e0->b50a536e0b6d44e0,,,,,
CAL-000309,calibration_audit,L15-0368E-1245N_1474_3210_13,33,2018,2,2018,3,5437,5437,1.0,1.0,1.0,1.0,SN7::L15-0368E-1245N_1474_3210_13::2018-02->2018-03::5437->5437::9e9d03819d9db468->9e9d03819d9db468,,,,,
CAL-000310,calibration_audit,L15-0368E-1245N_1474_3210_13,34,2018,4,2018,6,8429,8429,1.0,1.0,1.0,1.0,SN7::L15-0368E-1245N_1474_3210_13::2018-04->2018-06::8429->8429::49f8faef24c94d62->49f8faef24c94d62,,,,,
CAL-000311,calibration_audit,L15-0368E-1245N_1474_3210_13,35,2018,9,2018,10,8177,8177,1.0,1.0,1.0,1.0,SN7::L15-0368E-1245N_1474_3210_13::2018-09->2018-10::8177->8177::da6badad8defd123->da6badad8defd123,,,,,
CAL-000312,calibration_audit,L15-0368E-1245N_1474_3210_13,36,2019,1,2019,2,4536,4536,1.0,1.0,1.0,1.0,SN7::L15-0368E-1245N_1474_3210_13::2019-01->2019-02::4536->4536::dd3a4b381458c454->dd3a4b381458c454,,,,,
