audit_id,ctc_dataset,sequence_id,frame_start,frame_end,source_image_path,source_frame_index,source_bbox_x,source_bbox_y,source_bbox_w,source_bbox_h,target_image_path,target_frame_index,target_bbox_x,target_bbox_y,target_bbox_w,target_bbox_h,human_label,human_verified_positive_for_calibration,human_reason,human_confidence,human_review_status
CTC-AUDIT-01138,Fluo-N2DL-HeLa,2,49,50,Fluo-N2DL-HeLa/02/t049,49,966,665,5,5,Fluo-N2DL-HeLa/02/t050,50,966,665,5,5,,,,,
CTC-AUDIT-01139,Fluo-N2DL-HeLa,2,40,41,Fluo-N2DL-HeLa/02/t040,40,809,120,5,5,Fluo-N2DL-HeLa/02/t041,41,809,120,5,5,,,,,
CTC-AUDIT-01140,Fluo-N2DL-HeLa,2,25,26,Fluo-N2DL-HeLa/02/t025,25,526,116,5,5,Fluo-N2DL-HeLa/02/t026,26,526,116,5,5,,,,,
CTC-AUDIT-01141,Fluo-N2DL-HeLa,2,23,24,Fluo-N2DL-HeLa/02/t023,23,759,381,5,5,Fluo-N2DL-HeLa/02/t024,24,759,381,5,5,,,,,
CTC-AUDIT-01142,Fluo-N2DL-HeLa,2,54,55,Fluo-N2DL-HeLa/02/t054,54,718,26,5,5,Fluo-N2DL-HeLa/02/t055,55,718,26,5,5,,,,,
CTC-AUDIT-01143,Fluo-N2DL-HeLa,2,45,46,Fluo-N2DL-HeLa/02/t045,45,713,378,5,5,Fluo-N2DL-HeLa/02/t046,46,713,378,5,5,,,,,
CTC-AUDIT-01144,Fluo-N2DL-HeLa,2,56,57,Fluo-N2DL-HeLa/02/t056,56,584,206,5,5,Fluo-N2DL-HeLa/02/t057,57,584,206,5,5,,,,,
CTC-AUDIT-01145,Fluo-N2DL-HeLa,2,41,42,Fluo-N2DL-HeLa/02/t041,41,395,481,5,5,Fluo-N2DL-HeLa/02/t042,42,395,481,5,5,,,,,
CTC-AUDIT-01146,Fluo-N2DL-HeLa,2,33,34,Fluo-N2DL-HeLa/02/t033,33,398,392,5,5,Fluo-N2DL-HeLa/02/t034,34,398,392,5,5,,,,,
CTC-AUDIT-01147,Fluo-N2DL-HeLa,2,18,19,Fluo-N2DL-HeLa/02/t018,18,692,437,5,5,Fluo-N2DL-HeLa/02/t019,19,692,437,5,5,,,,,
CTC-AUDIT-01148,Fluo-N2DL-HeLa,2,26,27,Fluo-N2DL-HeLa/02/t026,26,664,444,5,5,Fluo-N2DL-HeLa/02/t027,27,664,444,5,5,,,,,
CTC-AUDIT-01149,Fluo-N2DL-HeLa,2,34,35,Fluo-N2DL-HeLa/02/t034,34,417,573,5,5,Fluo-N2DL-HeLa/02/t035,35,417,573,5,5,,,,,
CTC-AUDIT-01150,Fluo-N2DL-HeLa,2,39,40,Fluo-N2DL-HeLa/02/t039,39,748,539,5,5,Fluo-N2DL-HeLa/02/t040,40,748,539,5,5,,,,,
CTC-AUDIT-01151,PhC-C2DH-U373,2,73,74,PhC-C2DH-U373/02/t073,73,186,169,9,9,PhC-C2DH-U373/02/t074,74,187,169,9,9,,,,,
CTC-AUDIT-01152,Fluo-N2DL-HeLa,2,80,81,Fluo-N2DL-HeLa/02/t080,80,677,179,3,3,Fluo-N2DL-HeLa/02/t081,81,677,179,3,4,,,,,
CTC-AUDIT-01153,Fluo-N2DL-HeLa,2,53,54,Fluo-N2DL-HeLa/02/t053,53,645,226,5,5,Fluo-N2DL-HeLa/02/t054,54,645,226,5,5,,,,,
CTC-AUDIT-01154,Fluo-N2DL-HeLa,2,42,43,Fluo-N2DL-HeLa/02/t042,42,371,598,5,5,Fluo-N2DL-HeLa/02/t043,43,371,598,5,5,,,,,
CTC-AUDIT-01155,Fluo-N2DL-HeLa,2,29,30,Fluo-N2DL-HeLa/02/t029,29,399,394,5,5,Fluo-N2DL-HeLa/02/t030,30,399,394,5,5,,,,,
CTC-AUDIT-01156,Fluo-N2DL-HeLa,2,60,61,Fluo-N2DL-HeLa/02/t060,60,720,29,5,5,Fluo-N2DL-HeLa/02/t061,61,720,29,5,5,,,,,
CTC-AUDIT-01157,Fluo-N2DL-HeLa,2,49,50,Fluo-N2DL-HeLa/02/t049,49,814,112,5,5,Fluo-N2DL-HeLa/02/t050,50,814,112,5,5,,,,,
CTC-AUDIT-01158,Fluo-N2DL-HeLa,2,49,50,Fluo-N2DL-HeLa/02/t049,49,878,300,5,5,Fluo-N2DL-HeLa/02/t050,50,878,300,5,5,,,,,
CTC-AUDIT-01159,Fluo-N2DL-HeLa,2,41,42,Fluo-N2DL-HeLa/02/t041,41,623,96,5,5,Fluo-N2DL-HeLa/02/t042,42,623,96,5,5,,,,,
CTC-AUDIT-01160,Fluo-N2DL-HeLa,2,39,40,Fluo-N2DL-HeLa/02/t039,39,683,522,5,5,Fluo-N2DL-HeLa/02/t040,40,683,522,5,5,,,,,
CTC-AUDIT-01161,Fluo-N2DL-HeLa,2,45,46,Fluo-N2DL-HeLa/02/t045,45,565,144,5,5,Fluo-N2DL-HeLa/02/t046,46,565,144,5,5,,,,,
CTC-AUDIT-01162,Fluo-N2DL-HeLa,2,51,52,Fluo-N2DL-HeLa/02/t051,51,908,275,5,5,Fluo-N2DL-HeLa/02/t052,52,908,275,5,5,,,,,
CTC-AUDIT-01163,Fluo-N2DL-HeLa,2,23,24,Fluo-N2DL-HeLa/02/t023,23,404,388,5,5,Fluo-N2DL-HeLa/02/t024,24,404,388,5,5,,,,,
CTC-AUDIT-01164,Fluo-N2DL-HeLa,2,42,43,Fluo-N2DL-HeLa/02/t042,42,506,400,5,5,Fluo-N2DL-HeLa/02/t043,43,506,400,5,5,,,,,
CTC-AUDIT-01165,Fluo-N2DL-HeLa,2,44,45,Fluo-N2DL-HeLa/02/t044,44,437,614,5,5,Fluo-N2DL-HeLa/02/t045,45,437,614,5,5,,,,,
CTC-AUDIT-01166,Fluo-N2DL-HeLa,2,49,50,Fluo-N2DL-HeLa/02/t049,49,754,141,5,5,Fluo-N2DL-HeLa/02/t050,50,754,141,5,5,,,,,
CTC-AUDIT-01167,Fluo-N2DL-HeLa,2,25,26,Fluo-N2DL-HeLa/02/t025,25,643,137,5,5,Fluo-N2DL-HeLa/02/t026,26,643,137,5,5,,,,,
CTC-AUDIT-01168,Fluo-N2DL-HeLa,2,42,43,Fluo-N2DL-HeLa/02/t042,42,893,349,5,5,Fluo-N2DL-HeLa/02/t043,43,893,349,5,5,,,,,
CTC-AUDIT-01169,Fluo-N2DL-HeLa,2,28,29,Fluo-N2DL-HeLa/02/t028,28,782,371,5,5,Fluo-N2DL-HeLa/02/t029,29,782,371,5,5,,,,,
CTC-AUDIT-01170,Fluo-N2DL-HeLa,2,42,43,Fluo-N2DL-HeLa/02/t042,42,375,370,5,5,Fluo-N2DL-HeLa/02/t043,43,375,370,5,5,,,,,
CTC-AUDIT-01171,Fluo-N2DL-HeLa,2,35,36,Fluo-N2DL-HeLa/02/t035,35,872,466,5,5,Fluo-N2DL-HeLa/02/t036,36,872,466,5,5,,,,,
CTC-AUDIT-01172,Fluo-N2DL-HeLa,2,27,28,Fluo-N2DL-HeLa/02/t027,27,648,374,5,5,Fluo-N2DL-HeLa/02/t028,28,648,374,5,5,,,,,
CTC-AUDIT-01173,Fluo-N2DL-HeLa,2,54,55,Fluo-N2DL-HeLa/02/t054,54,709,383,5,5,Fluo-N2DL-HeLa/02/t055,55,709,383,5,5,,,,,
CTC-AUDIT-01174,PhC-C2DH-U373,2,38,39,PhC-C2DH-U373/02/t038,38,179,186,11,11,PhC-C2DH-U373/02/t039,39,179,186,11,11,,,,,
CTC-AUDIT-01175,PhC-C2DH-U373,2,56,57,PhC-C2DH-U373/02/t056,56,82,295,9,9,PhC-C2DH-U373/02/t057,57,80,295,10,9,,,,,
CTC-AUDIT-01176,Fluo-N2DL-HeLa,2,64,65,Fluo-N2DL-HeLa/02/t064,64,821,110,5,5,Fluo-N2DL-HeLa/02/t065,65,821,110,5,5,,,,,
CTC-AUDIT-01177,Fluo-N2DL-HeLa,2,35,36,Fluo-N2DL-HeLa/02/t035,35,790,369,5,5,Fluo-N2DL-HeLa/02/t036,36,790,369,5,5,,,,,
CTC-AUDIT-01178,Fluo-N2DL-HeLa,2,47,48,Fluo-N2DL-HeLa/02/t047,47,688,200,5,5,Fluo-N2DL-HeLa/02/t048,48,688,200,5,5,,,,,
CTC-AUDIT-01179,Fluo-N2DL-HeLa,2,55,56,Fluo-N2DL-HeLa/02/t055,55,803,152,5,5,Fluo-N2DL-HeLa/02/t056,56,803,152,5,5,,,,,
CTC-AUDIT-01180,Fluo-N2DL-HeLa,2,56,57,Fluo-N2DL-HeLa/02/t056,56,803,152,5,5,Fluo-N2DL-HeLa/02/t057,57,803,152,5,5,,,,,
CTC-AUDIT-01181,Fluo-N2DL-HeLa,2,47,48,Fluo-N2DL-HeLa/02/t047,47,686,413,5,5,Fluo-N2DL-HeLa/02/t048,48,686,413,5,5,,,,,
CTC-AUDIT-01182,Fluo-N2DL-HeLa,2,60,61,Fluo-N2DL-HeLa/02/t060,60,611,627,5,5,Fluo-N2DL-HeLa/02/t061,61,611,627,5,5,,,,,
CTC-AUDIT-01183,Fluo-N2DL-HeLa,2,59,60,Fluo-N2DL-HeLa/02/t059,59,683,203,5,5,Fluo-N2DL-HeLa/02/t060,60,683,203,5,5,,,,,
CTC-AUDIT-01184,Fluo-N2DL-HeLa,2,53,54,Fluo-N2DL-HeLa/02/t053,53,853,268,5,5,Fluo-N2DL-HeLa/02/t054,54,853,268,5,5,,,,,
CTC-AUDIT-01185,Fluo-N2DL-HeLa,2,31,32,Fluo-N2DL-HeLa/02/t031,31,610,169,5,5,Fluo-N2DL-HeLa/02/t032,32,610,169,5,5,,,,,
CTC-AUDIT-01186,Fluo-N2DL-HeLa,2,55,56,Fluo-N2DL-HeLa/02/t055,55,565,255,5,5,Fluo-N2DL-HeLa/02/t056,56,565,255,5,5,,,,,
CTC-AUDIT-01187,Fluo-N2DL-HeLa,2,45,46,Fluo-N2DL-HeLa/02/t045,45,401,388,5,5,Fluo-N2DL-HeLa/02/t046,46,401,388,5,5,,,,,
CTC-AUDIT-01188,Fluo-N2DL-HeLa,2,59,60,Fluo-N2DL-HeLa/02/t059,59,699,518,5,5,Fluo-N2DL-HeLa/02/t060,60,699,518,5,5,,,,,
CTC-AUDIT-01189,Fluo-N2DL-HeLa,2,55,56,Fluo-N2DL-HeLa/02/t055,55,363,602,5,5,Fluo-N2DL-HeLa/02/t056,56,363,602,5,5,,,,,
CTC-AUDIT-01190,Fluo-N2DL-HeLa,2,21,22,Fluo-N2DL-HeLa/02/t021,21,759,381,5,5,Fluo-N2DL-HeLa/02/t022,22,759,381,5,5,,,,,
CTC-AUDIT-01191,Fluo-N2DL-HeLa,2,27,28,Fluo-N2DL-HeLa/02/t027,27,378,376,5,5,Fluo-N2DL-HeLa/02/t028,28,378,376,5,5,,,,,
CTC-AUDIT-01192,Fluo-N2DL-HeLa,2,40,41,Fluo-N2DL-HeLa/02/t040,40,359,462,5,5,Fluo-N2DL-HeLa/02/t041,41,359,462,5,5,,,,,
CTC-AUDIT-01193,Fluo-N2DL-HeLa,2,34,35,Fluo-N2DL-HeLa/02/t034,34,555,126,5,5,Fluo-N2DL-HeLa/02/t035,35,555,126,5,5,,,,,
CTC-AUDIT-01194,PhC-C2DH-U373,2,1,2,PhC-C2DH-U373/02/t001,1,193,179,13,13,PhC-C2DH-U373/02/t002,2,194,180,11,11,,,,,
CTC-AUDIT-01195,Fluo-N2DL-HeLa,2,59,60,Fluo-N2DL-HeLa/02/t059,59,720,29,5,5,Fluo-N2DL-HeLa/02/t060,60,720,29,5,5,,,,,
CTC-AUDIT-01196,Fluo-N2DL-HeLa,2,48,49,Fluo-N2DL-HeLa/02/t048,48,696,530,5,5,Fluo-N2DL-HeLa/02/t049,49,696,530,5,5,,,,,
CTC-AUDIT-01197,Fluo-N2DL-HeLa,2,47,48,Fluo-N2DL-HeLa/02/t047,47,725,117,5,5,Fluo-N2DL-HeLa/02/t048,48,725,117,5,5,,,,,
CTC-AUDIT-01198,Fluo-N2DL-HeLa,2,24,25,Fluo-N2DL-HeLa/02/t024,24,634,70,5,5,Fluo-N2DL-HeLa/02/t025,25,634,70,5,5,,,,,
CTC-AUDIT-01199,Fluo-N2DL-HeLa,2,40,41,Fluo-N2DL-HeLa/02/t040,40,348,556,5,5,Fluo-N2DL-HeLa/02/t041,41,348,556,5,5,,,,,
CTC-AUDIT-01200,Fluo-N2DL-HeLa,2,48,49,Fluo-N2DL-HeLa/02/t048,48,562,142,5,5,Fluo-N2DL-HeLa/02/t049,49,562,142,5,5,,,,,
CTC-AUDIT-01201,Fluo-N2DL-HeLa,2,63,64,Fluo-N2DL-HeLa/02/t063,63,755,41,5,5,Fluo-N2DL-HeLa/02/t064,64,755,41,5,5,,,,,
CTC-AUDIT-01202,PhC-C2DH-U373,2,83,84,PhC-C2DH-U373/02/t083,83,579,192,9,9,PhC-C2DH-U373/02/t084,84,579,192,9,9,,,,,
CTC-AUDIT-01203,Fluo-N2DL-HeLa,2,28,29,Fluo-N2DL-HeLa/02/t028,28,671,445,5,5,Fluo-N2DL-HeLa/02/t029,29,671,445,5,5,,,,,
CTC-AUDIT-01204,Fluo-N2DL-HeLa,2,52,53,Fluo-N2DL-HeLa/02/t052,52,727,117,5,5,Fluo-N2DL-HeLa/02/t053,53,727,117,5,5,,,,,
CTC-AUDIT-01205,Fluo-N2DL-HeLa,2,67,68,Fluo-N2DL-HeLa/02/t067,67,1004,446,5,5,Fluo-N2DL-HeLa/02/t068,68,1004,446,5,5,,,,,
CTC-AUDIT-01206,Fluo-N2DL-HeLa,2,28,29,Fluo-N2DL-HeLa/02/t028,28,815,454,5,5,Fluo-N2DL-HeLa/02/t029,29,815,454,5,5,,,,,
CTC-AUDIT-01207,Fluo-N2DL-HeLa,2,51,52,Fluo-N2DL-HeLa/02/t051,51,877,300,5,5,Fluo-N2DL-HeLa/02/t052,52,877,300,5,5,,,,,
CTC-AUDIT-01208,Fluo-N2DL-HeLa,2,34,35,Fluo-N2DL-HeLa/02/t034,34,776,402,5,5,Fluo-N2DL-HeLa/02/t035,35,776,402,5,5,,,,,
CTC-AUDIT-01209,Fluo-N2DL-HeLa,2,14,15,Fluo-N2DL-HeLa/02/t014,14,577,96,5,5,Fluo-N2DL-HeLa/02/t015,15,577,96,5,5,,,,,
CTC-AUDIT-01210,Fluo-N2DL-HeLa,2,34,35,Fluo-N2DL-HeLa/02/t034,34,460,546,5,5,Fluo-N2DL-HeLa/02/t035,35,460,546,5,5,,,,,
CTC-AUDIT-01211,Fluo-N2DL-HeLa,2,20,21,Fluo-N2DL-HeLa/02/t020,20,770,570,5,5,Fluo-N2DL-HeLa/02/t021,21,770,570,5,5,,,,,
CTC-AUDIT-01212,Fluo-N2DL-HeLa,2,54,55,Fluo-N2DL-HeLa/02/t054,54,685,414,5,5,Fluo-N2DL-HeLa/02/t055,55,685,414,5,5,,,,,
CTC-AUDIT-01213,Fluo-N2DL-HeLa,2,19,20,Fluo-N2DL-HeLa/02/t019,19,573,226,5,5,Fluo-N2DL-HeLa/02/t020,20,573,226,5,5,,,,,
CTC-AUDIT-01214,Fluo-N2DL-HeLa,2,65,66,Fluo-N2DL-HeLa/02/t065,65,559,211,5,5,Fluo-N2DL-HeLa/02/t066,66,559,211,5,5,,,,,
CTC-AUDIT-01215,Fluo-N2DL-HeLa,2,30,31,Fluo-N2DL-HeLa/02/t030,30,803,661,5,5,Fluo-N2DL-HeLa/02/t031,31,803,661,5,5,,,,,
CTC-AUDIT-01216,PhC-C2DH-U373,2,10,11,PhC-C2DH-U373/02/t010,10,188,178,12,11,PhC-C2DH-U373/02/t011,11,189,178,11,11,,,,,
CTC-AUDIT-01217,Fluo-N2DL-HeLa,2,67,68,Fluo-N2DL-HeLa/02/t067,67,674,182,3,3,Fluo-N2DL-HeLa/02/t068,68,673,182,4,3,,,,,
CTC-AUDIT-01218,Fluo-N2DL-HeLa,2,58,59,Fluo-N2DL-HeLa/02/t058,58,584,206,5,5,Fluo-N2DL-HeLa/02/t059,59,584,206,5,5,,,,,
CTC-AUDIT-01219,Fluo-N2DL-HeLa,2,69,70,Fluo-N2DL-HeLa/02/t069,69,912,651,5,5,Fluo-N2DL-HeLa/02/t070,70,912,651,5,5,,,,,
CTC-AUDIT-01220,Fluo-N2DL-HeLa,2,58,59,Fluo-N2DL-HeLa/02/t058,58,631,180,5,5,Fluo-N2DL-HeLa/02/t059,59,631,180,5,5,,,,,
CTC-AUDIT-01221,Fluo-N2DL-HeLa,2,44,45,Fluo-N2DL-HeLa/02/t044,44,789,369,5,5,Fluo-N2DL-HeLa/02/t045,45,789,369,5,5,,,,,
CTC-AUDIT-01222,Fluo-N2DL-HeLa,2,41,42,Fluo-N2DL-HeLa/02/t041,41,756,94,5,5,Fluo-N2DL-HeLa/02/t042,42,756,94,5,5,,,,,
CTC-AUDIT-01223,Fluo-N2DL-HeLa,2,52,53,Fluo-N2DL-HeLa/02/t052,52,803,152,5,5,Fluo-N2DL-HeLa/02/t053,53,803,152,5,5,,,,,
CTC-AUDIT-01224,PhC-C2DH-U373,2,25,26,PhC-C2DH-U373/02/t025,25,83,244,9,9,PhC-C2DH-U373/02/t026,26,82,244,9,9,,,,,
CTC-AUDIT-01225,Fluo-N2DL-HeLa,2,57,58,Fluo-N2DL-HeLa/02/t057,57,468,354,5,5,Fluo-N2DL-HeLa/02/t058,58,468,354,5,5,,,,,
CTC-AUDIT-01226,Fluo-N2DL-HeLa,2,57,58,Fluo-N2DL-HeLa/02/t057,57,683,204,5,5,Fluo-N2DL-HeLa/02/t058,58,683,204,5,5,,,,,
CTC-AUDIT-01227,Fluo-N2DL-HeLa,2,46,47,Fluo-N2DL-HeLa/02/t046,46,401,388,5,5,Fluo-N2DL-HeLa/02/t047,47,401,388,5,5,,,,,
CTC-AUDIT-01228,Fluo-N2DL-HeLa,2,52,53,Fluo-N2DL-HeLa/02/t052,52,644,377,5,5,Fluo-N2DL-HeLa/02/t053,53,644,377,5,5,,,,,
CTC-AUDIT-01229,Fluo-N2DL-HeLa,2,57,58,Fluo-N2DL-HeLa/02/t057,57,584,206,5,5,Fluo-N2DL-HeLa/02/t058,58,584,206,5,5,,,,,
CTC-AUDIT-01230,Fluo-N2DL-HeLa,2,48,49,Fluo-N2DL-HeLa/02/t048,48,801,146,5,5,Fluo-N2DL-HeLa/02/t049,49,801,146,5,5,,,,,
CTC-AUDIT-01231,Fluo-N2DL-HeLa,2,46,47,Fluo-N2DL-HeLa/02/t046,46,421,572,5,5,Fluo-N2DL-HeLa/02/t047,47,421,572,5,5,,,,,
CTC-AUDIT-01232,Fluo-N2DL-HeLa,2,52,53,Fluo-N2DL-HeLa/02/t052,52,595,96,5,5,Fluo-N2DL-HeLa/02/t053,53,595,96,5,5,,,,,
CTC-AUDIT-01233,Fluo-N2DL-HeLa,2,28,29,Fluo-N2DL-HeLa/02/t028,28,757,450,5,5,Fluo-N2DL-HeLa/02/t029,29,757,450,5,5,,,,,
CTC-AUDIT-01234,PhC-C2DH-U373,2,74,75,PhC-C2DH-U373/02/t074,74,187,169,9,9,PhC-C2DH-U373/02/t075,75,187,168,9,9,,,,,
CTC-AUDIT-01235,PhC-C2DH-U373,2,41,42,PhC-C2DH-U373/02/t041,41,182,189,11,11,PhC-C2DH-U373/02/t042,42,182,189,11,11,,,,,
CTC-AUDIT-01236,Fluo-N2DL-HeLa,2,58,59,Fluo-N2DL-HeLa/02/t058,58,776,74,5,5,Fluo-N2DL-HeLa/02/t059,59,776,74,5,5,,,,,
CTC-AUDIT-01237,Fluo-N2DL-HeLa,2,69,70,Fluo-N2DL-HeLa/02/t069,69,773,72,5,5,Fluo-N2DL-HeLa/02/t070,70,773,72,5,5,,,,,
CTC-AUDIT-01238,PhC-C2DH-U373,2,73,74,PhC-C2DH-U373/02/t073,73,640,266,3,3,PhC-C2DH-U373/02/t074,74,638,266,3,3,,,,,
CTC-AUDIT-01239,Fluo-N2DL-HeLa,2,19,20,Fluo-N2DL-HeLa/02/t019,19,626,70,5,5,Fluo-N2DL-HeLa/02/t020,20,626,70,5,5,,,,,
CTC-AUDIT-01240,Fluo-N2DL-HeLa,2,45,46,Fluo-N2DL-HeLa/02/t045,45,654,524,5,5,Fluo-N2DL-HeLa/02/t046,46,654,524,5,5,,,,,
CTC-AUDIT-01241,Fluo-N2DL-HeLa,2,68,69,Fluo-N2DL-HeLa/02/t068,68,773,72,5,5,Fluo-N2DL-HeLa/02/t069,69,773,72,5,5,,,,,
CTC-AUDIT-01242,Fluo-N2DL-HeLa,2,78,79,Fluo-N2DL-HeLa/02/t078,78,765,40,5,5,Fluo-N2DL-HeLa/02/t079,79,765,40,5,5,,,,,
CTC-AUDIT-01243,Fluo-N2DL-HeLa,2,53,54,Fluo-N2DL-HeLa/02/t053,53,803,152,5,5,Fluo-N2DL-HeLa/02/t054,54,803,152,5,5,,,,,
CTC-AUDIT-01244,Fluo-N2DL-HeLa,2,57,58,Fluo-N2DL-HeLa/02/t057,57,914,650,5,5,Fluo-N2DL-HeLa/02/t058,58,914,650,5,5,,,,,
CTC-AUDIT-01245,Fluo-N2DL-HeLa,2,53,54,Fluo-N2DL-HeLa/02/t053,53,727,117,5,5,Fluo-N2DL-HeLa/02/t054,54,727,117,5,5,,,,,
CTC-AUDIT-01246,Fluo-N2DL-HeLa,2,54,55,Fluo-N2DL-HeLa/02/t054,54,803,152,5,5,Fluo-N2DL-HeLa/02/t055,55,803,152,5,5,,,,,
CTC-AUDIT-01247,Fluo-N2DL-HeLa,2,48,49,Fluo-N2DL-HeLa/02/t048,48,397,335,5,5,Fluo-N2DL-HeLa/02/t049,49,397,335,5,5,,,,,
CTC-AUDIT-01248,Fluo-N2DL-HeLa,2,21,22,Fluo-N2DL-HeLa/02/t021,21,626,70,5,5,Fluo-N2DL-HeLa/02/t022,22,626,70,5,5,,,,,
CTC-AUDIT-01249,Fluo-N2DL-HeLa,2,20,21,Fluo-N2DL-HeLa/02/t020,20,864,444,5,5,Fluo-N2DL-HeLa/02/t021,21,864,444,5,5,,,,,
CTC-AUDIT-01250,Fluo-N2DL-HeLa,2,59,60,Fluo-N2DL-HeLa/02/t059,59,358,432,5,5,Fluo-N2DL-HeLa/02/t060,60,358,432,5,5,,,,,
CTC-AUDIT-01251,Fluo-N2DL-HeLa,2,77,78,Fluo-N2DL-HeLa/02/t077,77,787,665,5,5,Fluo-N2DL-HeLa/02/t078,78,787,665,5,5,,,,,
CTC-AUDIT-01252,Fluo-N2DL-HeLa,2,63,64,Fluo-N2DL-HeLa/02/t063,63,445,624,5,5,Fluo-N2DL-HeLa/02/t064,64,445,624,5,5,,,,,
CTC-AUDIT-01253,Fluo-N2DL-HeLa,2,21,22,Fluo-N2DL-HeLa/02/t021,21,569,229,5,5,Fluo-N2DL-HeLa/02/t022,22,569,229,5,5,,,,,
CTC-AUDIT-01254,Fluo-N2DL-HeLa,2,24,25,Fluo-N2DL-HeLa/02/t024,24,643,137,5,5,Fluo-N2DL-HeLa/02/t025,25,643,137,5,5,,,,,
CTC-AUDIT-01255,Fluo-N2DL-HeLa,2,27,28,Fluo-N2DL-HeLa/02/t027,27,758,349,5,5,Fluo-N2DL-HeLa/02/t028,28,758,349,5,5,,,,,
CTC-AUDIT-01256,Fluo-N2DL-HeLa,2,30,31,Fluo-N2DL-HeLa/02/t030,30,672,448,5,5,Fluo-N2DL-HeLa/02/t031,31,672,448,5,5,,,,,
CTC-AUDIT-01257,Fluo-N2DL-HeLa,2,70,71,Fluo-N2DL-HeLa/02/t070,70,802,660,5,5,Fluo-N2DL-HeLa/02/t071,71,802,660,5,5,,,,,
CTC-AUDIT-01258,Fluo-N2DL-HeLa,2,30,31,Fluo-N2DL-HeLa/02/t030,30,389,478,5,5,Fluo-N2DL-HeLa/02/t031,31,389,478,5,5,,,,,
CTC-AUDIT-01259,Fluo-N2DL-HeLa,2,74,75,Fluo-N2DL-HeLa/02/t074,74,634,177,5,5,Fluo-N2DL-HeLa/02/t075,75,634,177,5,5,,,,,
CTC-AUDIT-01260,PhC-C2DH-U373,2,61,62,PhC-C2DH-U373/02/t061,61,175,178,9,9,PhC-C2DH-U373/02/t062,62,175,178,10,10,,,,,
CTC-AUDIT-01261,Fluo-N2DL-HeLa,2,61,62,Fluo-N2DL-HeLa/02/t061,61,611,627,5,5,Fluo-N2DL-HeLa/02/t062,62,611,627,5,5,,,,,
CTC-AUDIT-01262,Fluo-N2DL-HeLa,2,69,70,Fluo-N2DL-HeLa/02/t069,69,479,114,5,5,Fluo-N2DL-HeLa/02/t070,70,479,114,5,5,,,,,
CTC-AUDIT-01263,Fluo-N2DL-HeLa,2,60,61,Fluo-N2DL-HeLa/02/t060,60,369,382,5,5,Fluo-N2DL-HeLa/02/t061,61,369,382,5,5,,,,,
CTC-AUDIT-01264,Fluo-N2DL-HeLa,2,67,68,Fluo-N2DL-HeLa/02/t067,67,773,72,5,5,Fluo-N2DL-HeLa/02/t068,68,773,72,5,5,,,,,
CTC-AUDIT-01265,Fluo-N2DL-HeLa,2,62,63,Fluo-N2DL-HeLa/02/t062,62,611,627,5,5,Fluo-N2DL-HeLa/02/t063,63,611,627,5,5,,,,,
CTC-AUDIT-01266,PhC-C2DH-U373,2,66,67,PhC-C2DH-U373/02/t066,66,571,173,9,9,PhC-C2DH-U373/02/t067,67,571,173,10,9,,,,,
CTC-AUDIT-01267,PhC-C2DH-U373,2,0,1,PhC-C2DH-U373/02/t000,0,195,181,9,9,PhC-C2DH-U373/02/t001,1,193,179,13,13,,,,,
CTC-AUDIT-01268,PhC-C2DH-U373,2,13,14,PhC-C2DH-U373/02/t013,13,548,96,10,9,PhC-C2DH-U373/02/t014,14,548,96,9,10,,,,,
CTC-AUDIT-01269,Fluo-N2DL-HeLa,2,65,66,Fluo-N2DL-HeLa/02/t065,65,445,624,5,5,Fluo-N2DL-HeLa/02/t066,66,445,624,5,5,,,,,
CTC-AUDIT-01270,Fluo-N2DL-HeLa,2,69,70,Fluo-N2DL-HeLa/02/t069,69,711,391,5,5,Fluo-N2DL-HeLa/02/t070,70,711,391,5,5,,,,,
CTC-AUDIT-01271,Fluo-N2DL-HeLa,2,65,66,Fluo-N2DL-HeLa/02/t065,65,682,405,5,5,Fluo-N2DL-HeLa/02/t066,66,682,405,5,5,,,,,
CTC-AUDIT-01272,Fluo-N2DL-HeLa,2,70,71,Fluo-N2DL-HeLa/02/t070,70,773,72,5,5,Fluo-N2DL-HeLa/02/t071,71,773,72,5,5,,,,,
CTC-AUDIT-01273,Fluo-N2DL-HeLa,2,3,4,Fluo-N2DL-HeLa/02/t003,3,835,420,5,5,Fluo-N2DL-HeLa/02/t004,4,835,420,6,5,,,,,
CTC-AUDIT-01274,Fluo-N2DL-HeLa,2,29,30,Fluo-N2DL-HeLa/02/t029,29,782,569,5,5,Fluo-N2DL-HeLa/02/t030,30,782,569,5,5,,,,,
CTC-AUDIT-01275,Fluo-N2DL-HeLa,2,17,18,Fluo-N2DL-HeLa/02/t017,17,458,370,5,5,Fluo-N2DL-HeLa/02/t018,18,458,370,5,5,,,,,
CTC-AUDIT-01276,Fluo-N2DL-HeLa,2,68,69,Fluo-N2DL-HeLa/02/t068,68,760,41,5,5,Fluo-N2DL-HeLa/02/t069,69,760,41,5,5,,,,,
CTC-AUDIT-01277,Fluo-N2DL-HeLa,2,56,57,Fluo-N2DL-HeLa/02/t056,56,727,117,5,5,Fluo-N2DL-HeLa/02/t057,57,727,117,5,5,,,,,
CTC-AUDIT-01278,PhC-C2DH-U373,2,16,17,PhC-C2DH-U373/02/t016,16,192,167,11,11,PhC-C2DH-U373/02/t017,17,190,167,13,11,,,,,
