audit_id,path_id,queue_membership,queue_calibration,queue_simulated_strict_release,queue_raw_topK_reference,simulated_release_hits,simulated_release_budgets,simulated_release_seeds,ctc_dataset,sequence_id,video_id,frame_pair,candidate_rank,score,screening_label,screening_verified_positive_for_calibration,screening_confidence,source_gt_purity,target_gt_purity
CTC-AUDIT-01248,ctc_Fluo-N2DL-HeLa_02_f021_s452_to_f022_t452,calibration,True,False,False,0,,,Fluo-N2DL-HeLa,2,220021,021-022,1385,0.9999999999850864,same_cell_link,yes,high,1.0,1.0
CTC-AUDIT-01249,ctc_Fluo-N2DL-HeLa_02_f020_s704_to_f021_t704,calibration,True,False,False,0,,,Fluo-N2DL-HeLa,2,220020,020-021,1386,0.999999999985086,same_cell_link,yes,high,1.0,1.0
CTC-AUDIT-01250,ctc_Fluo-N2DL-HeLa_02_f059_s743_to_f060_t743,calibration,True,False,False,0,,,Fluo-N2DL-HeLa,2,220059,059-060,1388,0.9999999999850304,same_cell_link,yes,high,1.0,1.0
CTC-AUDIT-01251,ctc_Fluo-N2DL-HeLa_02_f077_s865_to_f078_t865,calibration,True,False,False,0,,,Fluo-N2DL-HeLa,2,220077,077-078,1391,0.999999999985024,same_cell_link,yes,high,1.0,1.0
CTC-AUDIT-01252,ctc_Fluo-N2DL-HeLa_02_f063_s785_to_f064_t785,calibration,True,False,False,0,,,Fluo-N2DL-HeLa,2,220063,063-064,1393,0.9999999999850132,same_cell_link,yes,high,1.0,1.0
CTC-AUDIT-01253,ctc_Fluo-N2DL-HeLa_02_f021_s338_to_f022_t338,calibration,True,False,False,0,,,Fluo-N2DL-HeLa,2,220021,021-022,1404,0.99999999998492,same_cell_link,yes,high,1.0,1.0
CTC-AUDIT-01254,ctc_Fluo-N2DL-HeLa_02_f024_s454_to_f025_t454,calibration,True,False,False,0,,,Fluo-N2DL-HeLa,2,220024,024-025,1406,0.9999999999849144,same_cell_link,yes,high,1.0,1.0
CTC-AUDIT-01255,ctc_Fluo-N2DL-HeLa_02_f027_s656_to_f028_t656,calibration,True,False,False,0,,,Fluo-N2DL-HeLa,2,220027,027-028,1409,0.9999999999848928,same_cell_link,yes,high,1.0,1.0
CTC-AUDIT-01256,ctc_Fluo-N2DL-HeLa_02_f030_s683_to_f031_t683,calibration,True,False,False,0,,,Fluo-N2DL-HeLa,2,220030,030-031,1412,0.9999999999848728,same_cell_link,yes,high,1.0,1.0
CTC-AUDIT-01257,ctc_Fluo-N2DL-HeLa_02_f070_s865_to_f071_t865,calibration,True,False,False,0,,,Fluo-N2DL-HeLa,2,220070,070-071,1451,0.99999999998444,same_cell_link,yes,high,1.0,1.0
CTC-AUDIT-01258,ctc_Fluo-N2DL-HeLa_02_f030_s737_to_f031_t737,calibration,True,False,False,0,,,Fluo-N2DL-HeLa,2,220030,030-031,1460,0.999999999984341,same_cell_link,yes,high,1.0,1.0
CTC-AUDIT-01259,ctc_Fluo-N2DL-HeLa_02_f074_s407_to_f075_t407,calibration,True,False,False,0,,,Fluo-N2DL-HeLa,2,220074,074-075,1461,0.9999999999843314,same_cell_link,yes,high,1.0,1.0
CTC-AUDIT-01260,ctc_PhC-C2DH-U373_02_f061_s3_to_f062_t3,calibration,True,False,False,0,,,PhC-C2DH-U373,2,320061,061-062,1462,0.999999999984318,same_cell_link,yes,high,1.0,1.0
CTC-AUDIT-01261,ctc_Fluo-N2DL-HeLa_02_f061_s814_to_f062_t814,calibration,True,False,False,0,,,Fluo-N2DL-HeLa,2,220061,061-062,1465,0.9999999999842732,same_cell_link,yes,high,1.0,1.0
CTC-AUDIT-01262,ctc_Fluo-N2DL-HeLa_02_f069_s317_to_f070_t317,calibration,True,False,False,0,,,Fluo-N2DL-HeLa,2,220069,069-070,1468,0.9999999999842542,same_cell_link,yes,high,1.0,1.0
CTC-AUDIT-01263,ctc_Fluo-N2DL-HeLa_02_f060_s297_to_f061_t297,calibration,True,False,False,0,,,Fluo-N2DL-HeLa,2,220060,060-061,1472,0.9999999999842332,same_cell_link,yes,high,1.0,1.0
CTC-AUDIT-01264,ctc_Fluo-N2DL-HeLa_02_f067_s554_to_f068_t554,calibration,True,False,False,0,,,Fluo-N2DL-HeLa,2,220067,067-068,1475,0.9999999999842236,same_cell_link,yes,high,1.0,1.0
CTC-AUDIT-01265,ctc_Fluo-N2DL-HeLa_02_f062_s814_to_f063_t814,calibration,True,False,False,0,,,Fluo-N2DL-HeLa,2,220062,062-063,1477,0.9999999999841978,same_cell_link,yes,high,1.0,1.0
CTC-AUDIT-01266,ctc_PhC-C2DH-U373_02_f066_s4_to_f067_t4,calibration,True,False,False,0,,,PhC-C2DH-U373,2,320066,066-067,1487,0.9999999999840844,same_cell_link,yes,high,1.0,1.0
CTC-AUDIT-01267,ctc_PhC-C2DH-U373_02_f000_s3_to_f001_t3,calibration,True,False,False,0,,,PhC-C2DH-U373,2,320000,000-001,1489,0.999999999984072,same_cell_link,yes,high,1.0,1.0
CTC-AUDIT-01268,ctc_PhC-C2DH-U373_02_f013_s4_to_f014_t4,calibration,True,False,False,0,,,PhC-C2DH-U373,2,320013,013-014,1493,0.9999999999840424,same_cell_link,yes,high,1.0,1.0
CTC-AUDIT-01269,ctc_Fluo-N2DL-HeLa_02_f065_s785_to_f066_t785,calibration,True,False,False,0,,,Fluo-N2DL-HeLa,2,220065,065-066,1506,0.9999999999838992,same_cell_link,yes,high,1.0,1.0
CTC-AUDIT-01270,ctc_Fluo-N2DL-HeLa_02_f069_s674_to_f070_t674,calibration,True,False,False,0,,,Fluo-N2DL-HeLa,2,220069,069-070,1508,0.99999999998388,same_cell_link,yes,high,1.0,1.0
CTC-AUDIT-01271,ctc_Fluo-N2DL-HeLa_02_f065_s676_to_f066_t676,calibration,True,False,False,0,,,Fluo-N2DL-HeLa,2,220065,065-066,1510,0.9999999999838728,same_cell_link,yes,high,1.0,1.0
CTC-AUDIT-01272,ctc_Fluo-N2DL-HeLa_02_f070_s554_to_f071_t554,calibration,True,False,False,0,,,Fluo-N2DL-HeLa,2,220070,070-071,1525,0.9999999999837536,same_cell_link,yes,high,1.0,1.0
CTC-AUDIT-01273,ctc_Fluo-N2DL-HeLa_02_f003_s701_to_f004_t701,calibration,True,False,False,0,,,Fluo-N2DL-HeLa,2,220003,003-004,1532,0.9999999999836604,same_cell_link,yes,high,1.0,1.0
CTC-AUDIT-01274,ctc_Fluo-N2DL-HeLa_02_f029_s857_to_f030_t857,calibration,True,False,False,0,,,Fluo-N2DL-HeLa,2,220029,029-030,1548,0.9999999999835304,same_cell_link,yes,high,1.0,1.0
CTC-AUDIT-01275,ctc_Fluo-N2DL-HeLa_02_f017_s259_to_f018_t259,calibration,True,False,False,0,,,Fluo-N2DL-HeLa,2,220017,017-018,1555,0.999999999983484,same_cell_link,yes,high,1.0,1.0
CTC-AUDIT-01276,ctc_Fluo-N2DL-HeLa_02_f068_s552_to_f069_t552,calibration,True,False,False,0,,,Fluo-N2DL-HeLa,2,220068,068-069,1560,0.9999999999834324,same_cell_link,yes,high,1.0,1.0
CTC-AUDIT-01277,ctc_Fluo-N2DL-HeLa_02_f056_s566_to_f057_t566,calibration,True,False,False,0,,,Fluo-N2DL-HeLa,2,220056,056-057,1564,0.9999999999833498,same_cell_link,yes,high,1.0,1.0
CTC-AUDIT-01278,ctc_PhC-C2DH-U373_02_f016_s3_to_f017_t3,calibration,True,False,False,0,,,PhC-C2DH-U373,2,320016,016-017,1571,0.9999999999832913,same_cell_link,yes,high,1.0,1.0
CTC-AUDIT-01279,ctc_Fluo-N2DL-HeLa_02_f068_s872_to_f069_t872,calibration,True,False,False,0,,,Fluo-N2DL-HeLa,2,220068,068-069,1575,0.999999999983223,same_cell_link,yes,high,1.0,1.0
CTC-AUDIT-01280,ctc_PhC-C2DH-U373_02_f028_s4_to_f029_t4,calibration,True,False,False,0,,,PhC-C2DH-U373,2,320028,028-029,1578,0.9999999999831752,same_cell_link,yes,high,1.0,1.0
CTC-AUDIT-01281,ctc_Fluo-N2DL-HeLa_02_f020_s296_to_f021_t296,calibration,True,False,False,0,,,Fluo-N2DL-HeLa,2,220020,020-021,1579,0.9999999999831626,same_cell_link,yes,high,1.0,1.0
CTC-AUDIT-01282,ctc_Fluo-N2DL-HeLa_02_f061_s721_to_f062_t721,calibration,True,False,False,0,,,Fluo-N2DL-HeLa,2,220061,061-062,1586,0.9999999999831032,same_cell_link,yes,high,1.0,1.0
CTC-AUDIT-01283,ctc_PhC-C2DH-U373_02_f013_s1_to_f014_t1,calibration,True,False,False,0,,,PhC-C2DH-U373,2,320013,013-014,1593,0.9999999999830258,same_cell_link,yes,high,1.0,1.0
CTC-AUDIT-01284,ctc_Fluo-N2DL-HeLa_02_f066_s565_to_f067_t565,calibration,True,False,False,0,,,Fluo-N2DL-HeLa,2,220066,066-067,1594,0.9999999999830108,same_cell_link,yes,high,1.0,1.0
CTC-AUDIT-01285,ctc_Fluo-N2DL-HeLa_02_f065_s810_to_f066_t810,calibration,True,False,False,0,,,Fluo-N2DL-HeLa,2,220065,065-066,1595,0.9999999999830104,same_cell_link,yes,high,1.0,1.0
CTC-AUDIT-01286,ctc_Fluo-N2DL-HeLa_02_f062_s764_to_f063_t764,calibration,True,False,False,0,,,Fluo-N2DL-HeLa,2,220062,062-063,1602,0.999999999982971,same_cell_link,yes,high,1.0,1.0
CTC-AUDIT-01287,ctc_Fluo-N2DL-HeLa_02_f074_s334_to_f075_t334,calibration,True,False,False,0,,,Fluo-N2DL-HeLa,2,220074,074-075,1604,0.9999999999829632,same_cell_link,yes,high,1.0,1.0
CTC-AUDIT-01288,ctc_PhC-C2DH-U373_02_f082_s12_to_f083_t12,calibration,True,False,False,0,,,PhC-C2DH-U373,2,320082,082-083,1607,0.9999999999829384,same_cell_link,yes,high,1.0,1.0
CTC-AUDIT-01289,ctc_Fluo-N2DL-HeLa_02_f064_s552_to_f065_t552,calibration,True,False,False,0,,,Fluo-N2DL-HeLa,2,220064,064-065,1610,0.9999999999829332,same_cell_link,yes,high,1.0,1.0
CTC-AUDIT-01290,ctc_Fluo-N2DL-HeLa_02_f078_s865_to_f079_t865,calibration,True,False,False,0,,,Fluo-N2DL-HeLa,2,220078,078-079,1620,0.9999999999828252,same_cell_link,yes,high,1.0,1.0
CTC-AUDIT-01291,ctc_Fluo-N2DL-HeLa_02_f080_s712_to_f081_t712,calibration,True,False,False,0,,,Fluo-N2DL-HeLa,2,220080,080-081,1632,0.9999999999827112,same_cell_link,yes,high,1.0,1.0
CTC-AUDIT-01292,ctc_PhC-C2DH-U373_02_f041_s18_to_f042_t18,calibration,True,False,False,0,,,PhC-C2DH-U373,2,320041,041-042,1643,0.9999999999826136,same_cell_link,yes,high,1.0,1.0
CTC-AUDIT-01293,ctc_Fluo-N2DL-HeLa_02_f029_s452_to_f030_t452,calibration,True,False,False,0,,,Fluo-N2DL-HeLa,2,220029,029-030,1648,0.999999999982579,same_cell_link,yes,high,1.0,1.0
CTC-AUDIT-01294,ctc_Fluo-N2DL-HeLa_02_f066_s872_to_f067_t872,calibration,True,False,False,0,,,Fluo-N2DL-HeLa,2,220066,066-067,1666,0.9999999999823552,same_cell_link,yes,high,1.0,1.0
CTC-AUDIT-01295,ctc_PhC-C2DH-U373_02_f078_s4_to_f079_t4,calibration,True,False,False,0,,,PhC-C2DH-U373,2,320078,078-079,1671,0.9999999999823304,same_cell_link,yes,high,1.0,1.0
CTC-AUDIT-01296,ctc_PhC-C2DH-U373_02_f018_s3_to_f019_t3,calibration,True,False,False,0,,,PhC-C2DH-U373,2,320018,018-019,1678,0.9999999999822328,same_cell_link,yes,high,1.0,1.0
CTC-AUDIT-01297,ctc_Fluo-N2DL-HeLa_02_f063_s568_to_f064_t568,calibration,True,False,False,0,,,Fluo-N2DL-HeLa,2,220063,063-064,1688,0.9999999999821604,same_cell_link,yes,high,1.0,1.0
CTC-AUDIT-01298,ctc_PhC-C2DH-U373_02_f034_s11_to_f035_t11,calibration,True,False,False,0,,,PhC-C2DH-U373,2,320034,034-035,1691,0.9999999999821388,same_cell_link,yes,high,1.0,1.0
CTC-AUDIT-01299,ctc_Fluo-N2DL-HeLa_02_f067_s838_to_f068_t838,calibration,True,False,False,0,,,Fluo-N2DL-HeLa,2,220067,067-068,1694,0.999999999982116,same_cell_link,yes,high,1.0,1.0
CTC-AUDIT-01300,ctc_Fluo-N2DL-HeLa_02_f064_s546_to_f065_t546,calibration,True,False,False,0,,,Fluo-N2DL-HeLa,2,220064,064-065,1702,0.9999999999819462,same_cell_link,yes,high,1.0,1.0
CTC-AUDIT-01301,ctc_Fluo-N2DL-HeLa_02_f064_s865_to_f065_t865,calibration,True,False,False,0,,,Fluo-N2DL-HeLa,2,220064,064-065,1705,0.99999999998191,same_cell_link,yes,high,1.0,1.0
CTC-AUDIT-01302,ctc_PhC-C2DH-U373_02_f044_s14_to_f045_t14,calibration,True,False,False,0,,,PhC-C2DH-U373,2,320044,044-045,1711,0.999999999981798,same_cell_link,yes,high,1.0,1.0
CTC-AUDIT-01303,ctc_Fluo-N2DL-HeLa_02_f081_s712_to_f082_t712,calibration,True,False,False,0,,,Fluo-N2DL-HeLa,2,220081,081-082,1712,0.999999999981788,same_cell_link,yes,high,1.0,1.0
CTC-AUDIT-01304,ctc_Fluo-N2DL-HeLa_02_f062_s836_to_f063_t836,calibration,True,False,False,0,,,Fluo-N2DL-HeLa,2,220062,062-063,1715,0.9999999999817396,same_cell_link,yes,high,1.0,1.0
CTC-AUDIT-01305,ctc_Fluo-N2DL-HeLa_02_f061_s557_to_f062_t557,calibration,True,False,False,0,,,Fluo-N2DL-HeLa,2,220061,061-062,1718,0.9999999999816658,same_cell_link,yes,high,1.0,1.0
CTC-AUDIT-01306,ctc_Fluo-N2DL-HeLa_02_f068_s678_to_f069_t678,calibration,True,False,False,0,,,Fluo-N2DL-HeLa,2,220068,068-069,1725,0.999999999981565,same_cell_link,yes,high,1.0,1.0
CTC-AUDIT-01307,ctc_Fluo-N2DL-HeLa_02_f070_s550_to_f071_t550,calibration,True,False,False,0,,,Fluo-N2DL-HeLa,2,220070,070-071,1727,0.999999999981551,same_cell_link,yes,high,1.0,1.0
CTC-AUDIT-01308,ctc_Fluo-N2DL-HeLa_02_f063_s872_to_f064_t872,calibration,True,False,False,0,,,Fluo-N2DL-HeLa,2,220063,063-064,1734,0.9999999999814552,same_cell_link,yes,high,1.0,1.0
CTC-AUDIT-01309,ctc_Fluo-N2DL-HeLa_02_f022_s696_to_f023_t696,calibration,True,False,False,0,,,Fluo-N2DL-HeLa,2,220022,022-023,1746,0.9999999999813044,same_cell_link,yes,high,1.0,1.0
CTC-AUDIT-01310,ctc_Fluo-N2DL-HeLa_02_f061_s750_to_f062_t750,calibration,True,False,False,0,,,Fluo-N2DL-HeLa,2,220061,061-062,1749,0.9999999999812248,same_cell_link,yes,high,1.0,1.0
CTC-AUDIT-01311,ctc_Fluo-N2DL-HeLa_02_f072_s712_to_f073_t712,calibration,True,False,False,0,,,Fluo-N2DL-HeLa,2,220072,072-073,1754,0.9999999999811844,same_cell_link,yes,high,1.0,1.0
CTC-AUDIT-01312,ctc_Fluo-N2DL-HeLa_02_f062_s410_to_f063_t410,calibration,True,False,False,0,,,Fluo-N2DL-HeLa,2,220062,062-063,1764,0.9999999999810044,same_cell_link,yes,high,1.0,1.0
CTC-AUDIT-01313,ctc_Fluo-N2DL-HeLa_02_f073_s871_to_f074_t871,calibration,True,False,False,0,,,Fluo-N2DL-HeLa,2,220073,073-074,1773,0.9999999999809224,same_cell_link,yes,high,1.0,1.0
CTC-AUDIT-01314,ctc_Fluo-N2DL-HeLa_02_f085_s671_to_f086_t671,calibration,True,False,False,0,,,Fluo-N2DL-HeLa,2,220085,085-086,1781,0.9999999999808178,same_cell_link,yes,high,1.0,1.0
CTC-AUDIT-01315,ctc_Fluo-N2DL-HeLa_02_f077_s552_to_f078_t552,calibration,True,False,False,0,,,Fluo-N2DL-HeLa,2,220077,077-078,1791,0.9999999999806974,same_cell_link,yes,high,1.0,1.0
CTC-AUDIT-01316,ctc_Fluo-N2DL-HeLa_02_f070_s674_to_f071_t674,calibration,True,False,False,0,,,Fluo-N2DL-HeLa,2,220070,070-071,1795,0.999999999980672,same_cell_link,yes,high,1.0,1.0
CTC-AUDIT-01317,ctc_Fluo-N2DL-HeLa_02_f076_s550_to_f077_t550,calibration,True,False,False,0,,,Fluo-N2DL-HeLa,2,220076,076-077,1797,0.999999999980663,same_cell_link,yes,high,1.0,1.0
CTC-AUDIT-01318,ctc_Fluo-N2DL-HeLa_02_f081_s836_to_f082_t836,calibration,True,False,False,0,,,Fluo-N2DL-HeLa,2,220081,081-082,1813,0.9999999999805662,same_cell_link,yes,high,1.0,1.0
CTC-AUDIT-01319,ctc_Fluo-N2DL-HeLa_02_f073_s550_to_f074_t550,calibration,True,False,False,0,,,Fluo-N2DL-HeLa,2,220073,073-074,1815,0.9999999999805276,same_cell_link,yes,high,1.0,1.0
CTC-AUDIT-01320,ctc_Fluo-N2DL-HeLa_02_f066_s387_to_f067_t387,calibration,True,False,False,0,,,Fluo-N2DL-HeLa,2,220066,066-067,1823,0.9999999999804172,same_cell_link,yes,high,1.0,1.0
CTC-AUDIT-01321,ctc_Fluo-N2DL-HeLa_02_f089_s577_to_f090_t577,calibration,True,False,False,0,,,Fluo-N2DL-HeLa,2,220089,089-090,1847,0.9999999999800964,same_cell_link,yes,high,1.0,1.0
CTC-AUDIT-01322,ctc_Fluo-N2DL-HeLa_02_f004_s728_to_f005_t728,calibration,True,False,False,0,,,Fluo-N2DL-HeLa,2,220004,004-005,1853,0.9999999999799574,same_cell_link,yes,high,1.0,1.0
CTC-AUDIT-01323,ctc_Fluo-N2DL-HeLa_02_f078_s566_to_f079_t566,calibration,True,False,False,0,,,Fluo-N2DL-HeLa,2,220078,078-079,1860,0.9999999999798326,same_cell_link,yes,high,1.0,1.0
CTC-AUDIT-01324,ctc_Fluo-N2DL-HeLa_02_f072_s872_to_f073_t872,calibration,True,False,False,0,,,Fluo-N2DL-HeLa,2,220072,072-073,1865,0.9999999999797976,same_cell_link,yes,high,1.0,1.0
CTC-AUDIT-01325,ctc_Fluo-N2DL-HeLa_02_f072_s330_to_f073_t330,calibration,True,False,False,0,,,Fluo-N2DL-HeLa,2,220072,072-073,1868,0.9999999999797644,same_cell_link,yes,high,1.0,1.0
CTC-AUDIT-01326,ctc_Fluo-N2DL-HeLa_02_f066_s865_to_f067_t865,calibration,True,False,False,0,,,Fluo-N2DL-HeLa,2,220066,066-067,1881,0.999999999979581,same_cell_link,yes,high,1.0,1.0
CTC-AUDIT-01327,ctc_Fluo-N2DL-HeLa_02_f071_s723_to_f072_t723,calibration,True,False,False,0,,,Fluo-N2DL-HeLa,2,220071,071-072,1883,0.9999999999795772,same_cell_link,yes,high,1.0,1.0
CTC-AUDIT-01328,ctc_Fluo-N2DL-HeLa_02_f071_s785_to_f072_t785,calibration,True,False,False,0,,,Fluo-N2DL-HeLa,2,220071,071-072,1894,0.9999999999794428,same_cell_link,yes,high,1.0,1.0
CTC-AUDIT-01329,ctc_Fluo-N2DL-HeLa_02_f071_s266_to_f072_t266,calibration,True,False,False,0,,,Fluo-N2DL-HeLa,2,220071,071-072,1899,0.9999999999793804,same_cell_link,yes,high,1.0,1.0
CTC-AUDIT-01330,ctc_Fluo-N2DL-HeLa_02_f074_s449_to_f075_t449,calibration,True,False,False,0,,,Fluo-N2DL-HeLa,2,220074,074-075,1905,0.9999999999793354,same_cell_link,yes,high,1.0,1.0
CTC-AUDIT-01331,ctc_Fluo-N2DL-HeLa_02_f072_s266_to_f073_t266,calibration,True,False,False,0,,,Fluo-N2DL-HeLa,2,220072,072-073,1906,0.9999999999793328,same_cell_link,yes,high,1.0,1.0
CTC-AUDIT-01332,ctc_Fluo-N2DL-HeLa_02_f074_s554_to_f075_t554,calibration,True,False,False,0,,,Fluo-N2DL-HeLa,2,220074,074-075,1928,0.9999999999790472,same_cell_link,yes,high,1.0,1.0
CTC-AUDIT-01333,ctc_Fluo-N2DL-HeLa_02_f077_s550_to_f078_t550,calibration,True,False,False,0,,,Fluo-N2DL-HeLa,2,220077,077-078,1936,0.9999999999789568,same_cell_link,yes,high,1.0,1.0
CTC-AUDIT-01334,ctc_PhC-C2DH-U373_02_f014_s11_to_f015_t11,calibration,True,False,False,0,,,PhC-C2DH-U373,2,320014,014-015,1957,0.9999999999786572,same_cell_link,yes,high,1.0,1.0
CTC-AUDIT-01335,ctc_Fluo-N2DL-HeLa_02_f073_s347_to_f074_t347,calibration,True,False,False,0,,,Fluo-N2DL-HeLa,2,220073,073-074,1961,0.9999999999786018,same_cell_link,yes,high,1.0,1.0
CTC-AUDIT-01336,ctc_PhC-C2DH-U373_02_f051_s3_to_f052_t3,calibration,True,False,False,0,,,PhC-C2DH-U373,2,320051,051-052,1967,0.9999999999785074,same_cell_link,yes,high,1.0,1.0
CTC-AUDIT-01337,ctc_Fluo-N2DL-HeLa_02_f084_s836_to_f085_t836,calibration,True,False,False,0,,,Fluo-N2DL-HeLa,2,220084,084-085,1981,0.9999999999783384,same_cell_link,yes,high,1.0,1.0
CTC-AUDIT-01338,ctc_PhC-C2DH-U373_02_f004_s14_to_f005_t14,calibration,True,False,False,0,,,PhC-C2DH-U373,2,320004,004-005,1984,0.9999999999783248,same_cell_link,yes,high,1.0,1.0
CTC-AUDIT-01339,ctc_PhC-C2DH-U373_02_f028_s3_to_f029_t3,calibration,True,False,False,0,,,PhC-C2DH-U373,2,320028,028-029,1991,0.9999999999782514,same_cell_link,yes,high,1.0,1.0
CTC-AUDIT-01340,ctc_Fluo-N2DL-HeLa_02_f075_s550_to_f076_t550,calibration,True,False,False,0,,,Fluo-N2DL-HeLa,2,220075,075-076,1994,0.9999999999782188,same_cell_link,yes,high,1.0,1.0
CTC-AUDIT-01341,ctc_Fluo-N2DL-HeLa_02_f077_s334_to_f078_t334,calibration,True,False,False,0,,,Fluo-N2DL-HeLa,2,220077,077-078,2017,0.9999999999779488,same_cell_link,yes,high,1.0,1.0
CTC-AUDIT-01342,ctc_PhC-C2DH-U373_02_f048_s3_to_f049_t3,calibration,True,False,False,0,,,PhC-C2DH-U373,2,320048,048-049,2031,0.9999999999777908,same_cell_link,yes,high,1.0,1.0
CTC-AUDIT-01343,ctc_Fluo-N2DL-HeLa_02_f075_s765_to_f076_t765,calibration,True,False,False,0,,,Fluo-N2DL-HeLa,2,220075,075-076,2040,0.9999999999777184,same_cell_link,yes,high,1.0,1.0
CTC-AUDIT-01344,ctc_Fluo-N2DL-HeLa_02_f071_s428_to_f072_t428,calibration,True,False,False,0,,,Fluo-N2DL-HeLa,2,220071,071-072,2050,0.9999999999776672,same_cell_link,yes,high,1.0,1.0
CTC-AUDIT-01345,ctc_PhC-C2DH-U373_02_f100_s4_to_f101_t4,calibration,True,False,False,0,,,PhC-C2DH-U373,2,320100,100-101,2051,0.99999999997765,same_cell_link,yes,high,1.0,1.0
CTC-AUDIT-01346,ctc_Fluo-N2DL-HeLa_02_f075_s347_to_f076_t347,calibration,True,False,False,0,,,Fluo-N2DL-HeLa,2,220075,075-076,2056,0.9999999999775996,same_cell_link,yes,high,1.0,1.0
CTC-AUDIT-01347,ctc_Fluo-N2DL-HeLa_02_f003_s498_to_f004_t498,calibration,True,False,False,0,,,Fluo-N2DL-HeLa,2,220003,003-004,2064,0.9999999999774452,same_cell_link,yes,high,1.0,1.0
CTC-AUDIT-01348,ctc_Fluo-N2DL-HeLa_02_f004_s746_to_f005_t746,calibration,True,False,False,0,,,Fluo-N2DL-HeLa,2,220004,004-005,2071,0.999999999977389,same_cell_link,yes,high,1.0,1.0
CTC-AUDIT-01349,ctc_Fluo-N2DL-HeLa_02_f078_s554_to_f079_t554,calibration,True,False,False,0,,,Fluo-N2DL-HeLa,2,220078,078-079,2073,0.99999999997738,same_cell_link,yes,high,1.0,1.0
CTC-AUDIT-01350,ctc_Fluo-N2DL-HeLa_02_f081_s552_to_f082_t552,calibration,True,False,False,0,,,Fluo-N2DL-HeLa,2,220081,081-082,2076,0.9999999999773412,same_cell_link,yes,high,1.0,1.0
CTC-AUDIT-01351,ctc_Fluo-N2DL-HeLa_02_f076_s552_to_f077_t552,calibration,True,False,False,0,,,Fluo-N2DL-HeLa,2,220076,076-077,2089,0.9999999999771578,same_cell_link,yes,high,1.0,1.0
CTC-AUDIT-01352,ctc_Fluo-N2DL-HeLa_02_f082_s550_to_f083_t550,calibration,True,False,False,0,,,Fluo-N2DL-HeLa,2,220082,082-083,2101,0.9999999999769732,same_cell_link,yes,high,1.0,1.0
CTC-AUDIT-01353,ctc_Fluo-N2DL-HeLa_02_f084_s787_to_f085_t787,calibration,True,False,False,0,,,Fluo-N2DL-HeLa,2,220084,084-085,2115,0.999999999976757,same_cell_link,yes,high,1.0,1.0
CTC-AUDIT-01354,ctc_Fluo-N2DL-HeLa_02_f082_s334_to_f083_t334,calibration,True,False,False,0,,,Fluo-N2DL-HeLa,2,220082,082-083,2137,0.9999999999764696,same_cell_link,yes,high,1.0,1.0
CTC-AUDIT-01355,ctc_PhC-C2DH-U373_02_f049_s3_to_f050_t3,calibration,True,False,False,0,,,PhC-C2DH-U373,2,320049,049-050,2138,0.9999999999764656,same_cell_link,yes,high,1.0,1.0
CTC-AUDIT-01356,ctc_Fluo-N2DL-HeLa_02_f085_s865_to_f086_t865,calibration,True,False,False,0,,,Fluo-N2DL-HeLa,2,220085,085-086,2139,0.9999999999764456,same_cell_link,yes,high,1.0,1.0
CTC-AUDIT-01357,ctc_Fluo-N2DL-HeLa_02_f089_s409_to_f090_t409,calibration,True,False,False,0,,,Fluo-N2DL-HeLa,2,220089,089-090,2153,0.9999999999762978,same_cell_link,yes,high,1.0,1.0
CTC-AUDIT-01358,ctc_Fluo-N2DL-HeLa_02_f081_s334_to_f082_t334,calibration,True,False,False,0,,,Fluo-N2DL-HeLa,2,220081,081-082,2171,0.999999999975911,same_cell_link,yes,high,1.0,1.0
CTC-AUDIT-01359,ctc_PhC-C2DH-U373_02_f111_s9_to_f112_t9,calibration,True,False,False,0,,,PhC-C2DH-U373,2,320111,111-112,2211,0.999999999975466,same_cell_link,yes,high,1.0,1.0
CTC-AUDIT-01360,ctc_Fluo-N2DL-HeLa_02_f075_s723_to_f076_t723,calibration,True,False,False,0,,,Fluo-N2DL-HeLa,2,220075,075-076,2214,0.999999999975385,same_cell_link,yes,high,1.0,1.0
CTC-AUDIT-01361,ctc_PhC-C2DH-U373_02_f050_s3_to_f051_t3,calibration,True,False,False,0,,,PhC-C2DH-U373,2,320050,050-051,2216,0.9999999999753376,same_cell_link,yes,high,1.0,1.0
CTC-AUDIT-01362,ctc_Fluo-N2DL-HeLa_02_f003_s710_to_f004_t710,calibration,True,False,False,0,,,Fluo-N2DL-HeLa,2,220003,003-004,2229,0.99999999997506,same_cell_link,yes,high,1.0,1.0
CTC-AUDIT-01363,ctc_Fluo-N2DL-HeLa_02_f083_s787_to_f084_t787,calibration,True,False,False,0,,,Fluo-N2DL-HeLa,2,220083,083-084,2237,0.9999999999749124,same_cell_link,yes,high,1.0,1.0
CTC-AUDIT-01364,ctc_Fluo-N2DL-HeLa_02_f023_s760_to_f024_t760,calibration,True,False,False,0,,,Fluo-N2DL-HeLa,2,220023,023-024,2255,0.9999999999746576,same_cell_link,yes,high,1.0,1.0
CTC-AUDIT-01365,ctc_PhC-C2DH-U373_02_f074_s4_to_f075_t4,calibration,True,False,False,0,,,PhC-C2DH-U373,2,320074,074-075,2262,0.9999999999745232,same_cell_link,yes,high,1.0,1.0
