chemical_system,entry_id,formula,energy,energy_per_atom,thermo_type,database_version
Cl-Cs-Gd,mp-949029-GGA,Cs,-6.78970224,-0.84871278,GGA_GGA+U,2025.09.25
Cl-Cs-Gd,mp-1-GGA,Cs,-0.85663276,-0.85663276,GGA_GGA+U,2025.09.25
Cl-Cs-Gd,mp-1078829-GGA,Gd2Cl3,-89.4548123,-8.94548123,GGA_GGA+U,2025.09.25
Cl-Cs-Gd,mp-155-GGA,Gd,-28.15224448,-14.07612224,GGA_GGA+U,2025.09.25
Cl-Cs-Gd,mp-11832-GGA,Cs,-1.72060441,-0.860302205,GGA_GGA+U,2025.09.25
Cl-Cs-Gd,mp-19981-GGA,Gd,-56.18364039,-14.0459100975,GGA_GGA+U,2025.09.25
Cl-Cs-Gd,mp-22848-GGA,Cl2,-7.39263836,-1.84815959,GGA_GGA+U,2025.09.25
Cl-Cs-Gd,mp-1112364-GGA,Cs3GdCl6,-52.62824239,-5.262824239,GGA_GGA+U,2025.09.25
Cl-Cs-Gd,mp-1213731-GGA,Cs2GdCl5,-182.67612271,-5.7086288346875,GGA_GGA+U,2025.09.25
Cl-Cs-Ho,mp-1096915-GGA,Cs,-0.853194399999999,-0.853194399999999,GGA_GGA+U,2025.09.25
Cl-Cs-Ho,mp-1213127-GGA,Ho5Cl11,-318.58186716,-4.977841674375,GGA_GGA+U,2025.09.25
Cl-Cs-Ho,mp-144-GGA,Ho,-9.14414982,-4.57207491,GGA_GGA+U,2025.09.25
Cl-Cs-Ho,mp-3-GGA,Cs,-1.61482758,-0.80741379,GGA_GGA+U,2025.09.25
Cl-Cs-Ho,mp-573579-GGA,Cs,-6.73141096,-0.84142637,GGA_GGA+U,2025.09.25
Cl-Cs-Ho,mp-1184151-GGA,Cs,-25.96666879,-0.8954023720689656,GGA_GGA+U,2025.09.25
Cl-Cs-Ho,mp-1055940-GGA,Cs,-0.85403088,-0.85403088,GGA_GGA+U,2025.09.25
Cl-Cs-Ho,mp-1012110-GGA,Cs,-3.3963647,-0.849091175,GGA_GGA+U,2025.09.25
Cl-Cs-Ho,mp-1183937-GGA,CsHo,-3.96531815,-1.982659075,GGA_GGA+U,2025.09.25
Cl-Cs-Ho,mp-1213367-GGA,CsHo2Cl7,-199.81472709,-4.9953681772500005,GGA_GGA+U,2025.09.25
Cl-Cs-Ho,mp-570778-GGA,Cl2,-29.01693064,-1.813558165,GGA_GGA+U,2025.09.25
Cl-Cs-Ho,mp-1182809-GGA,Cs,-3.4207228,-0.8551807,GGA_GGA+U,2025.09.25
Cl-Cs-Ho,mp-1008394-GGA,Cl2,-7.39414664,-1.84853666,GGA_GGA+U,2025.09.25
Cl-Cs-Ho,mp-1183897-GGA,Cs,-17.13450952,-0.856725476,GGA_GGA+U,2025.09.25
Cl-Cs-Ho,mp-1206492-GGA,Cs3HoCl6,-43.22139977,-4.322139977,GGA_GGA+U,2025.09.25
Cl-Cs-Ho,mp-573697-GGA,CsCl,-7.25383928,-3.62691964,GGA_GGA+U,2025.09.25
Cl-Cs-Ho,mp-639727-GGA,Cs,-3.47676184,-0.86919046,GGA_GGA+U,2025.09.25
Cl-Cs-Ho,mp-864662-GGA,HoCl3,-41.63690035,-5.20461254375,GGA_GGA+U,2025.09.25
Cl-Cs-Ho,mp-864641-GGA,HoCl2,-30.12470796,-5.02078466,GGA_GGA+U,2025.09.25
Cl-Cs-Ho,mp-22865-GGA,CsCl,-7.15836149,-3.579180745,GGA_GGA+U,2025.09.25
Cl-Cs-Ho,mp-10659-GGA,Ho,-13.74722661,-4.58240887,GGA_GGA+U,2025.09.25
Cl-Cs-Ho,mp-1007976-GGA,Cs,-3.36194312,-0.84048578,GGA_GGA+U,2025.09.25
Cl-Cs-Ho,mp-1214360-GGA,Cs3HoCl6,-349.5188514,-4.368985642499999,GGA_GGA+U,2025.09.25
Cl-Cs-Ho,mp-1183694-GGA,Cs,-0.85803644,-0.85803644,GGA_GGA+U,2025.09.25
Cl-Cs-Ho,mp-7236-GGA,Ho,-4.43741718,-4.43741718,GGA_GGA+U,2025.09.25
Cl-Cs-Ho,mp-1213722-GGA,Cs2HoCl5,-144.96168726,-4.530052726875,GGA_GGA+U,2025.09.25
Cl-Cs-Ho,mp-672241-GGA,Cs,-6.63945841,-0.82993230125,GGA_GGA+U,2025.09.25
Cl-Cs-Ho,mp-949029-GGA,Cs,-6.78970224,-0.84871278,GGA_GGA+U,2025.09.25
Cl-Cs-Ho,mp-1-GGA,Cs,-0.85663276,-0.85663276,GGA_GGA+U,2025.09.25
Cl-Cs-Ho,mp-973986-GGA,Ho,-18.30788468,-4.57697117,GGA_GGA+U,2025.09.25
Cl-Cs-Ho,mp-11832-GGA,Cs,-1.72060441,-0.860302205,GGA_GGA+U,2025.09.25
Cl-Cs-Ho,mp-1183916-GGA,CsHo3,-11.72120587,-2.9303014675,GGA_GGA+U,2025.09.25
Cl-Cs-Ho,mp-22848-GGA,Cl2,-7.39263836,-1.84815959,GGA_GGA+U,2025.09.25
Cl-Cs-Ho,mp-10765-GGA,Ho,-4.55874995,-4.55874995,GGA_GGA+U,2025.09.25
Cl-Cs-I,mp-1096915-GGA,Cs,-0.853194399999999,-0.853194399999999,GGA_GGA+U,2025.09.25
Cl-Cs-I,mp-567998-GGA,ICl,-34.41304948,-2.1508155925,GGA_GGA+U,2025.09.25
Cl-Cs-I,mp-573495-GGA,ICl,-32.794850860000004,-2.04967817875,GGA_GGA+U,2025.09.25
Cl-Cs-I,mp-1180981-GGA,I,-1.40693406,-1.40693406,GGA_GGA+U,2025.09.25
Cl-Cs-I,mp-3-GGA,Cs,-1.61482758,-0.80741379,GGA_GGA+U,2025.09.25
Cl-Cs-I,mp-573579-GGA,Cs,-6.73141096,-0.84142637,GGA_GGA+U,2025.09.25
Cl-Cs-I,mp-1184151-GGA,Cs,-25.96666879,-0.8954023720689656,GGA_GGA+U,2025.09.25
Cl-Cs-I,mp-1055940-GGA,Cs,-0.85403088,-0.85403088,GGA_GGA+U,2025.09.25
Cl-Cs-I,mp-1012110-GGA,Cs,-3.3963647,-0.849091175,GGA_GGA+U,2025.09.25
Cl-Cs-I,mp-1056920-GGA,CsI,-5.82537728,-2.91268864,GGA_GGA+U,2025.09.25
Cl-Cs-I,mp-570778-GGA,Cl2,-29.01693064,-1.813558165,GGA_GGA+U,2025.09.25
Cl-Cs-I,mp-1182809-GGA,Cs,-3.4207228,-0.8551807,GGA_GGA+U,2025.09.25
Cl-Cs-I,mp-1008394-GGA,Cl2,-7.39414664,-1.84853666,GGA_GGA+U,2025.09.25
Cl-Cs-I,mp-1183897-GGA,Cs,-17.13450952,-0.856725476,GGA_GGA+U,2025.09.25
Cl-Cs-I,mp-23153-GGA,I,-6.09605046,-1.524012615,GGA_GGA+U,2025.09.25
Cl-Cs-I,mp-864616-GGA,ICl2,-12.83389454,-2.138982423333333,GGA_GGA+U,2025.09.25
Cl-Cs-I,mp-684663-GGA,I,-1.07834603,-1.07834603,GGA_GGA+U,2025.09.25
Cl-Cs-I,mp-573697-GGA,CsCl,-7.25383928,-3.62691964,GGA_GGA+U,2025.09.25
Cl-Cs-I,mp-639727-GGA,Cs,-3.47676184,-0.86919046,GGA_GGA+U,2025.09.25
Cl-Cs-I,mp-22876-GGA,CsI3,-39.73637319,-2.483523324375,GGA_GGA+U,2025.09.25
Cl-Cs-I,mp-601148-GGA,I,-1.40463241,-1.40463241,GGA_GGA+U,2025.09.25
Cl-Cs-I,mp-22865-GGA,CsCl,-7.15836149,-3.579180745,GGA_GGA+U,2025.09.25
Cl-Cs-I,mp-639751-GGA,I,-1.47336635,-1.47336635,GGA_GGA+U,2025.09.25
Cl-Cs-I,mp-568024-GGA,ICl,-34.26773778,-2.14173361125,GGA_GGA+U,2025.09.25
Cl-Cs-I,mp-27729-GGA,ICl3,-19.45408327,-2.43176040875,GGA_GGA+U,2025.09.25
Cl-Cs-I,mp-1007976-GGA,Cs,-3.36194312,-0.84048578,GGA_GGA+U,2025.09.25
Cl-Cs-I,mp-1183694-GGA,Cs,-0.85803644,-0.85803644,GGA_GGA+U,2025.09.25
Cl-Cs-I,mp-1079694-GGA,CsI,-22.65605026,-2.8320062825,GGA_GGA+U,2025.09.25
Cl-Cs-I,mp-22990-GGA,CsICl2,-11.78634501,-2.9465862525,GGA_GGA+U,2025.09.25
Cl-Cs-I,mp-672241-GGA,Cs,-6.63945841,-0.82993230125,GGA_GGA+U,2025.09.25
Cl-Cs-I,mp-1444738-GGA,CsI,-11.77681727,-2.9442043175,GGA_GGA+U,2025.09.25
Cl-Cs-I,mp-949029-GGA,Cs,-6.78970224,-0.84871278,GGA_GGA+U,2025.09.25
Cl-Cs-I,mp-1-GGA,Cs,-0.85663276,-0.85663276,GGA_GGA+U,2025.09.25
Cl-Cs-I,mp-1184038-GGA,Cs3I,-14.20686355,-1.7758579437500002,GGA_GGA+U,2025.09.25
Cl-Cs-I,mp-571011-GGA,CsI4,-47.53151307,-2.3765756535,GGA_GGA+U,2025.09.25
Cl-Cs-I,mp-11832-GGA,Cs,-1.72060441,-0.860302205,GGA_GGA+U,2025.09.25
Cl-Cs-I,mp-1078801-GGA,CsI,-23.53457015,-2.94182126875,GGA_GGA+U,2025.09.25
Cl-Cs-I,mp-22848-GGA,Cl2,-7.39263836,-1.84815959,GGA_GGA+U,2025.09.25
Cl-Cs-I,mp-614603-GGA,CsI,-5.890282299999999,-2.9451411499999995,GGA_GGA+U,2025.09.25
Cl-Cs-K-Mg,mp-1184764-GGA,K,-3.26356712,-1.0878557066666663,GGA_GGA+U,2025.09.25
Cl-Cs-K-Mg,mp-1184849-GGA,K3Mg,-4.32559334,-1.081398335,GGA_GGA+U,2025.09.25
Cl-Cs-K-Mg,mp-573691-GGA,K,-8.62728555,-1.07841069375,GGA_GGA+U,2025.09.25
Cl-Cs-K-Mg,mp-1023498-GGA,KMg15,-23.49764508,-1.4686028175,GGA_GGA+U,2025.09.25
Cl-Cs-K-Mg,mp-1026845-GGA,CsKMg14,-20.57624371,-1.286015231875,GGA_GGA+U,2025.09.25
Cl-Cs-K-Mg,mp-1055940-GGA,Cs,-0.85403088,-0.85403088,GGA_GGA+U,2025.09.25
Cl-Cs-K-Mg,mp-1012110-GGA,Cs,-3.3963647,-0.849091175,GGA_GGA+U,2025.09.25
Cl-Cs-K-Mg,mp-998881-GGA,K,-0.99023383,-0.99023383,GGA_GGA+U,2025.09.25
Cl-Cs-K-Mg,mp-1008394-GGA,Cl2,-7.39414664,-1.84853666,GGA_GGA+U,2025.09.25
Cl-Cs-K-Mg,mp-1185558-GGA,CsK3,-8.16141761,-1.02017720125,GGA_GGA+U,2025.09.25
Cl-Cs-K-Mg,mp-1207313-GGA,MgCl6,-15.914061790000002,-2.2734373985714287,GGA_GGA+U,2025.09.25
Cl-Cs-K-Mg,mp-1185148-GGA,KCl3,-10.96515582,-2.741288955,GGA_GGA+U,2025.09.25
Cl-Cs-K-Mg,mp-1007976-GGA,Cs,-3.36194312,-0.84048578,GGA_GGA+U,2025.09.25
Cl-Cs-K-Mg,mp-975857-GGA,K3Mg,-8.64395429,-1.08049428625,GGA_GGA+U,2025.09.25
Cl-Cs-K-Mg,mp-27207-GGA,K2MgCl4,-27.05409833,-3.86487119,GGA_GGA+U,2025.09.25
Cl-Cs-K-Mg,mp-1185554-GGA,CsK3,-4.1184443,-1.029611075,GGA_GGA+U,2025.09.25
Cl-Cs-K-Mg,mp-1180961-GGA,K,-2.07759152,-1.03879576,GGA_GGA+U,2025.09.25
Cl-Cs-K-Mg,mp-1183940-GGA,Cs3K,-7.12965413,-0.89120676625,GGA_GGA+U,2025.09.25
Cl-Cs-K-Mg,mp-1-GGA,Cs,-0.85663276,-0.85663276,GGA_GGA+U,2025.09.25
Cl-Cs-K-Mg,mp-1185047-GGA,KMg3,-4.97105713,-1.2427642825,GGA_GGA+U,2025.09.25
Cl-Cs-K-Mg,mp-569626-GGA,MgCl2,-22.99302538,-3.8321708966666654,GGA_GGA+U,2025.09.25
Cl-Cs-K-Mg,mp-1096915-GGA,Cs,-0.853194399999999,-0.853194399999999,GGA_GGA+U,2025.09.25
Cl-Cs-K-Mg,mp-569866-GGA,Cs6K7,-25.64674558,-0.9864132915384616,GGA_GGA+U,2025.09.25
Cl-Cs-K-Mg,mp-1185543-GGA,CsK3,-4.10460446,-1.026151115,GGA_GGA+U,2025.09.25
Cl-Cs-K-Mg,mp-1184755-GGA,K,-2.19756261,-1.098781305,GGA_GGA+U,2025.09.25
Cl-Cs-K-Mg,mp-573579-GGA,Cs,-6.73141096,-0.84142637,GGA_GGA+U,2025.09.25
Cl-Cs-K-Mg,mp-570782-GGA,MgCl2,-23.45683168,-3.9094719466666654,GGA_GGA+U,2025.09.25
Cl-Cs-K-Mg,mp-1080043-GGA,K,-8.37422738,-1.0467784225,GGA_GGA+U,2025.09.25
Cl-Cs-K-Mg,mp-1056702-GGA,Mg,-1.60028005,-1.60028005,GGA_GGA+U,2025.09.25
Cl-Cs-K-Mg,mp-1184862-GGA,K3Mg,-4.3472985,-1.086824625,GGA_GGA+U,2025.09.25
Cl-Cs-K-Mg,mp-58-GGA,K,-1.1008385,-1.1008385,GGA_GGA+U,2025.09.25
Cl-Cs-K-Mg,mp-1183897-GGA,Cs,-17.13450952,-0.856725476,GGA_GGA+U,2025.09.25
Cl-Cs-K-Mg,mp-978251-GGA,CsMg149,-235.92929999,-1.5728619999333333,GGA_GGA+U,2025.09.25
Cl-Cs-K-Mg,mp-30577-GGA,CsK2,-12.16582409,-1.0138186741666666,GGA_GGA+U,2025.09.25
Cl-Cs-K-Mg,mp-23289-GGA,KCl,-7.320116449999999,-3.660058225,GGA_GGA+U,2025.09.25
Cl-Cs-K-Mg,mp-639727-GGA,Cs,-3.47676184,-0.86919046,GGA_GGA+U,2025.09.25
Cl-Cs-K-Mg,mp-1016287-GGA,KMg3,-5.09716059,-1.2742901475,GGA_GGA+U,2025.09.25
Cl-Cs-K-Mg,mp-570259-GGA,MgCl2,-12.09198778,-4.030662593333333,GGA_GGA+U,2025.09.25
Cl-Cs-K-Mg,mp-1016293-GGA,KMg7,-10.91256339,-1.36407042375,GGA_GGA+U,2025.09.25
Cl-Cs-K-Mg,mp-23193-GGA,KCl,-7.47540409,-3.737702045,GGA_GGA+U,2025.09.25
Cl-Cs-K-Mg,mp-972981-GGA,K,-2.20404441,-1.102022205,GGA_GGA+U,2025.09.25
Cl-Cs-K-Mg,mp-1211609-GGA,K3Mg2Cl7,-46.58786399,-3.882321999166667,GGA_GGA+U,2025.09.25
Cl-Cs-K-Mg,mp-672241-GGA,Cs,-6.63945841,-0.82993230125,GGA_GGA+U,2025.09.25
Cl-Cs-K-Mg,mp-11832-GGA,Cs,-1.72060441,-0.860302205,GGA_GGA+U,2025.09.25
Cl-Cs-K-Mg,mp-1021496-GGA,CsKMg6,-19.40646717,-1.212904198125,GGA_GGA+U,2025.09.25
Cl-Cs-K-Mg,mp-153-GGA,Mg,-3.18200267,-1.591001335,GGA_GGA+U,2025.09.25
Cl-Cs-K-Mg,mp-27865-GGA,KMgCl3,-78.23983491,-3.9119917455,GGA_GGA+U,2025.09.25
Cl-Cs-K-Mg,mp-1068966-GGA,K,-4.65632006,-0.931264012,GGA_GGA+U,2025.09.25
Cl-Cs-K-Mg,mp-1225902-GGA,CsK,-1.92327077,-0.961635385,GGA_GGA+U,2025.09.25
Cl-Cs-K-Mg,mp-1184990-GGA,KMg3,-4.98356025,-1.2458900625,GGA_GGA+U,2025.09.25
Cl-Cs-K-Mg,mp-1184808-GGA,K,-8.61405937,-1.07675742125,GGA_GGA+U,2025.09.25
Cl-Cs-K-Mg,mp-1021376-GGA,CsKMg6,-18.27993275,-1.142495796875,GGA_GGA+U,2025.09.25
Cl-Cs-K-Mg,mp-570778-GGA,Cl2,-29.01693064,-1.813558165,GGA_GGA+U,2025.09.25
Cl-Cs-K-Mg,mp-1247180-GGA,Mg,-14.22901379,-1.422901379,GGA_GGA+U,2025.09.25
Cl-Cs-K-Mg,mp-570922-GGA,MgCl2,-11.84265163,-3.9475505433333336,GGA_GGA+U,2025.09.25
Cl-Cs-K-Mg,mp-571387-GGA,MgCl2,-23.33679691,-3.889466151666667,GGA_GGA+U,2025.09.25
Cl-Cs-K-Mg,mp-1016231-GGA,CsMg3,-4.59153634,-1.147884085,GGA_GGA+U,2025.09.25
Cl-Cs-K-Mg,mp-1056027-GGA,K,-0.61416936,-0.61416936,GGA_GGA+U,2025.09.25
Cl-Cs-K-Mg,mp-1023568-GGA,CsMg15,-22.06845865,-1.379278665625,GGA_GGA+U,2025.09.25
Cl-Cs-K-Mg,mp-1016264-GGA,CsMg7,-9.73371838,-1.2167147975,GGA_GGA+U,2025.09.25
Cl-Cs-K-Mg,mp-1183694-GGA,Cs,-0.85803644,-0.85803644,GGA_GGA+U,2025.09.25
Cl-Cs-K-Mg,mp-949029-GGA,Cs,-6.78970224,-0.84871278,GGA_GGA+U,2025.09.25
Cl-Cs-K-Mg,mp-1183958-GGA,CsK3,-4.09020971,-1.0225524275,GGA_GGA+U,2025.09.25
Cl-Cs-K-Mg,mp-1185201-GGA,K,-31.12487004,-1.0732713806896552,GGA_GGA+U,2025.09.25
Cl-Cs-K-Mg,mp-110-GGA,Mg,-1.57447816,-1.57447816,GGA_GGA+U,2025.09.25
Cl-Cs-K-Mg,mp-1180991-GGA,K,-4.98716699,-0.997433398,GGA_GGA+U,2025.09.25
Cl-Cs-K-Mg,mp-3-GGA,Cs,-1.61482758,-0.80741379,GGA_GGA+U,2025.09.25
Cl-Cs-K-Mg,mp-1098049-GGA,CsKMg6,-9.6421587,-1.2052698375,GGA_GGA+U,2025.09.25
Cl-Cs-K-Mg,mp-1094122-GGA,Mg,-4.79068775,-1.5968959166666667,GGA_GGA+U,2025.09.25
Cl-Cs-K-Mg,mp-1184151-GGA,Cs,-25.96666879,-0.8954023720689656,GGA_GGA+U,2025.09.25
Cl-Cs-K-Mg,mp-568137-GGA,Cs3Mg2Cl7,-46.28712878,-3.857260731666667,GGA_GGA+U,2025.09.25
Cl-Cs-K-Mg,mp-568909-GGA,Cs2MgCl4,-107.60590576,-3.843068062857143,GGA_GGA+U,2025.09.25
Cl-Cs-K-Mg,mp-1056351-GGA,Mg,-1.57155674,-1.57155674,GGA_GGA+U,2025.09.25
Cl-Cs-K-Mg,mp-1182809-GGA,Cs,-3.4207228,-0.8551807,GGA_GGA+U,2025.09.25
Cl-Cs-K-Mg,mp-604325-GGA,K,-2.07371566,-1.03685783,GGA_GGA+U,2025.09.25
Cl-Cs-K-Mg,mp-604318-GGA,K,-4.39472201,-1.0986805025,GGA_GGA+U,2025.09.25
Cl-Cs-K-Mg,mp-973364-GGA,Mg,-6.34780932,-1.58695233,GGA_GGA+U,2025.09.25
Cl-Cs-K-Mg,mp-573697-GGA,CsCl,-7.25383928,-3.62691964,GGA_GGA+U,2025.09.25
Cl-Cs-K-Mg,mp-1199937-GGA,K,-85.90866139,-1.0606007579012346,GGA_GGA+U,2025.09.25
Cl-Cs-K-Mg,mp-1078640-GGA,K,-7.55238953,-0.94404869125,GGA_GGA+U,2025.09.25
Cl-Cs-K-Mg,mp-22865-GGA,CsCl,-7.15836149,-3.579180745,GGA_GGA+U,2025.09.25
Cl-Cs-K-Mg,mp-10157-GGA,K,-1.09807417,-1.09807417,GGA_GGA+U,2025.09.25
Cl-Cs-K-Mg,mp-1185584-GGA,Mg149Cl,-245.19215374,-1.6346143582666668,GGA_GGA+U,2025.09.25
Cl-Cs-K-Mg,mp-1026854-GGA,CsKMg14,-21.1496757,-1.32185473125,GGA_GGA+U,2025.09.25
Cl-Cs-K-Mg,mp-23210-GGA,MgCl2,-12.09390516,-4.03130172,GGA_GGA+U,2025.09.25
Cl-Cs-K-Mg,mp-1055956-GGA,Mg,-1.36376991,-1.36376991,GGA_GGA+U,2025.09.25
Cl-Cs-K-Mg,mp-1184804-GGA,K,-8.74609609,-1.09326201125,GGA_GGA+U,2025.09.25
Cl-Cs-K-Mg,mp-23004-GGA,CsMgCl3,-39.30525774,-3.930525774,GGA_GGA+U,2025.09.25
Cl-Cs-K-Mg,mp-22848-GGA,Cl2,-7.39263836,-1.84815959,GGA_GGA+U,2025.09.25
Cl-Cs-K-Mg,mp-1184905-GGA,K,-22.20797894,-1.110398947,GGA_GGA+U,2025.09.25
Cl-Cs-La,mp-1096915-GGA,Cs,-0.853194399999999,-0.853194399999999,GGA_GGA+U,2025.09.25
Cl-Cs-La,mp-582080-GGA,Cs3LaCl6,-176.90810711,-4.42270267775,GGA_GGA+U,2025.09.25
Cl-Cs-La,mp-3-GGA,Cs,-1.61482758,-0.80741379,GGA_GGA+U,2025.09.25
Cl-Cs-La,mp-22896-GGA,LaCl3,-43.90109725,-5.48763715625,GGA_GGA+U,2025.09.25
Cl-Cs-La,mp-1183956-GGA,CsLa,-9.38263779,-2.3456594475,GGA_GGA+U,2025.09.25
Cl-Cs-La,mp-573579-GGA,Cs,-6.73141096,-0.84142637,GGA_GGA+U,2025.09.25
Cl-Cs-La,mp-22848-GGA,Cl2,-7.39263836,-1.84815959,GGA_GGA+U,2025.09.25
Cl-Cs-La,mp-1184151-GGA,Cs,-25.96666879,-0.8954023720689656,GGA_GGA+U,2025.09.25
Cl-Cs-La,mp-1055940-GGA,Cs,-0.85403088,-0.85403088,GGA_GGA+U,2025.09.25
Cl-Cs-La,mp-1012110-GGA,Cs,-3.3963647,-0.849091175,GGA_GGA+U,2025.09.25
Cl-Cs-La,mp-1183949-GGA,CsLa3,-13.62179347,-3.4054483675,GGA_GGA+U,2025.09.25
Cl-Cs-La,mp-570778-GGA,Cl2,-29.01693064,-1.813558165,GGA_GGA+U,2025.09.25
Cl-Cs-La,mp-1182809-GGA,Cs,-3.4207228,-0.8551807,GGA_GGA+U,2025.09.25
Cl-Cs-La,mp-1008394-GGA,Cl2,-7.39414664,-1.84853666,GGA_GGA+U,2025.09.25
Cl-Cs-La,mp-1183932-GGA,CsLa3,-13.58182206,-3.395455515,GGA_GGA+U,2025.09.25
Cl-Cs-La,mp-1185003-GGA,La3Cl,-18.14147902,-4.5353697550000005,GGA_GGA+U,2025.09.25
Cl-Cs-La,mp-1183897-GGA,Cs,-17.13450952,-0.856725476,GGA_GGA+U,2025.09.25
Cl-Cs-La,mp-1213724-GGA,Cs2LaCl5,-147.72482028,-4.61640063375,GGA_GGA+U,2025.09.25
Cl-Cs-La,mp-1112652-GGA,Cs3LaCl6,-43.65400873,-4.3654008730000005,GGA_GGA+U,2025.09.25
Cl-Cs-La,mp-573697-GGA,CsCl,-7.25383928,-3.62691964,GGA_GGA+U,2025.09.25
Cl-Cs-La,mp-639727-GGA,Cs,-3.47676184,-0.86919046,GGA_GGA+U,2025.09.25
Cl-Cs-La,mp-26-GGA,La,-19.74402842,-4.936007105,GGA_GGA+U,2025.09.25
Cl-Cs-La,mp-156-GGA,La,-4.93534111,-4.93534111,GGA_GGA+U,2025.09.25
Cl-Cs-La,mp-22865-GGA,CsCl,-7.15836149,-3.579180745,GGA_GGA+U,2025.09.25
Cl-Cs-La,mp-10023-GGA,La,-4.80249767,-4.80249767,GGA_GGA+U,2025.09.25
Cl-Cs-La,mp-1007976-GGA,Cs,-3.36194312,-0.84048578,GGA_GGA+U,2025.09.25
Cl-Cs-La,mp-1183694-GGA,Cs,-0.85803644,-0.85803644,GGA_GGA+U,2025.09.25
Cl-Cs-La,mp-672241-GGA,Cs,-6.63945841,-0.82993230125,GGA_GGA+U,2025.09.25
Cl-Cs-La,mp-27929-GGA,LaCl,-20.746295080000003,-5.186573770000001,GGA_GGA+U,2025.09.25
Cl-Cs-La,mp-949029-GGA,Cs,-6.78970224,-0.84871278,GGA_GGA+U,2025.09.25
Cl-Cs-La,mp-1-GGA,Cs,-0.85663276,-0.85663276,GGA_GGA+U,2025.09.25
Cl-Cs-La,mp-11832-GGA,Cs,-1.72060441,-0.860302205,GGA_GGA+U,2025.09.25
Cl-Cs-La,mp-1185116-GGA,La3Cl,-18.15844642,-4.539611605,GGA_GGA+U,2025.09.25
Cl-Cs-Lu,mp-1096915-GGA,Cs,-0.853194399999999,-0.853194399999999,GGA_GGA+U,2025.09.25
Cl-Cs-Lu,mp-3-GGA,Cs,-1.61482758,-0.80741379,GGA_GGA+U,2025.09.25
Cl-Cs-Lu,mp-573579-GGA,Cs,-6.73141096,-0.84142637,GGA_GGA+U,2025.09.25
Cl-Cs-Lu,mp-1184151-GGA,Cs,-25.96666879,-0.8954023720689656,GGA_GGA+U,2025.09.25
Cl-Cs-Lu,mp-1055940-GGA,Cs,-0.85403088,-0.85403088,GGA_GGA+U,2025.09.25
Cl-Cs-Lu,mp-1213268-GGA,CsLu2Cl7,-198.12110099,-4.95302752475,GGA_GGA+U,2025.09.25
Cl-Cs-Lu,mp-1012110-GGA,Cs,-3.3963647,-0.849091175,GGA_GGA+U,2025.09.25
Cl-Cs-Lu,mp-570778-GGA,Cl2,-29.01693064,-1.813558165,GGA_GGA+U,2025.09.25
Cl-Cs-Lu,mp-1182809-GGA,Cs,-3.4207228,-0.8551807,GGA_GGA+U,2025.09.25
Cl-Cs-Lu,mp-973571-GGA,Lu,-13.56065146,-4.520217153333333,GGA_GGA+U,2025.09.25
Cl-Cs-Lu,mp-1008394-GGA,Cl2,-7.39414664,-1.84853666,GGA_GGA+U,2025.09.25
Cl-Cs-Lu,mp-1183897-GGA,Cs,-17.13450952,-0.856725476,GGA_GGA+U,2025.09.25
Cl-Cs-Lu,mp-865324-GGA,LuCl3,-41.39510754,-5.1743884425,GGA_GGA+U,2025.09.25
Cl-Cs-Lu,mp-573697-GGA,CsCl,-7.25383928,-3.62691964,GGA_GGA+U,2025.09.25
Cl-Cs-Lu,mp-639727-GGA,Cs,-3.47676184,-0.86919046,GGA_GGA+U,2025.09.25
Cl-Cs-Lu,mp-145-GGA,Lu,-9.04190104,-4.52095052,GGA_GGA+U,2025.09.25
Cl-Cs-Lu,mp-22865-GGA,CsCl,-7.15836149,-3.579180745,GGA_GGA+U,2025.09.25
Cl-Cs-Lu,mp-1007976-GGA,Cs,-3.36194312,-0.84048578,GGA_GGA+U,2025.09.25
Cl-Cs-Lu,mp-1183694-GGA,Cs,-0.85803644,-0.85803644,GGA_GGA+U,2025.09.25
Cl-Cs-Lu,mp-672241-GGA,Cs,-6.63945841,-0.82993230125,GGA_GGA+U,2025.09.25
Cl-Cs-Lu,mp-949029-GGA,Cs,-6.78970224,-0.84871278,GGA_GGA+U,2025.09.25
Cl-Cs-Lu,mp-1-GGA,Cs,-0.85663276,-0.85663276,GGA_GGA+U,2025.09.25
Cl-Cs-Lu,mp-11832-GGA,Cs,-1.72060441,-0.860302205,GGA_GGA+U,2025.09.25
Cl-Cs-Lu,mp-22848-GGA,Cl2,-7.39263836,-1.84815959,GGA_GGA+U,2025.09.25
Cl-Cs-Lu,mp-10190-GGA,Lu,-4.38886897,-4.38886897,GGA_GGA+U,2025.09.25
Cl-Cs-Mg,mp-1096915-GGA,Cs,-0.853194399999999,-0.853194399999999,GGA_GGA+U,2025.09.25
Cl-Cs-Mg,mp-153-GGA,Mg,-3.18200267,-1.591001335,GGA_GGA+U,2025.09.25
Cl-Cs-Mg,mp-110-GGA,Mg,-1.57447816,-1.57447816,GGA_GGA+U,2025.09.25
Cl-Cs-Mg,mp-3-GGA,Cs,-1.61482758,-0.80741379,GGA_GGA+U,2025.09.25
Cl-Cs-Mg,mp-573579-GGA,Cs,-6.73141096,-0.84142637,GGA_GGA+U,2025.09.25
Cl-Cs-Mg,mp-570782-GGA,MgCl2,-23.45683168,-3.9094719466666654,GGA_GGA+U,2025.09.25
