material_id,formula,e_form_per_atom_mp2020_corrected,e_above_hull_mp2020_corrected_ppd_mp,wyckoff_spglib,unique_prototype,chemical_system,K300_PARC_release_seed_count,K300_raw_topK_requested_budget_seed_count,K300_raw_topR_matched_release_size_seed_count,K500_PARC_release_seed_count,K500_raw_topK_requested_budget_seed_count,K500_raw_topR_matched_release_size_seed_count,stable_exact_t0
wbm-1-58757,Te10 Ti2,-0.71714,-0.228066,A5B_oC24_63_c2f_c:Te-Ti,True,Te-Ti,0.0,0.0,0.0,0.0,3.0,0.0,True
wbm-1-59200,Br10 V2,-1.158828,-0.330503,A5B_aP12_2_5i_i:Br-V,True,Br-V,1.0,8.0,1.0,0.0,8.0,0.0,True
wbm-1-59380,I10 V2,-0.622331,-0.155593,A5B_aP12_2_5i_i:I-V,True,I-V,0.0,0.0,0.0,0.0,4.0,0.0,True
wbm-1-59615,Te8 V2,-0.506882,-0.153296,A4B_tP10_124_m_a:Te-V,True,Te-V,0.0,0.0,0.0,0.0,1.0,0.0,True
wbm-1-59616,Te10 V2,-0.494558,-0.199902,A5B_oC24_63_c2f_c:Te-V,True,Te-V,0.0,0.0,0.0,0.0,9.0,0.0,True
wbm-2-2321,Al1 Br3 Er3,-1.36244,-0.459001,AB3C3_cP7_221_a_c_d:Al-Br-Er,True,Al-Br-Er,0.0,13.0,0.0,0.0,13.0,0.0,True
wbm-2-2420,Al1 Cl6 K2,-1.904007,-0.026631,AB6C2_cF36_225_a_e_c:Al-Cl-K,True,Al-Cl-K,0.0,1.0,0.0,0.0,8.0,0.0,True
wbm-2-2421,Al1 Cl6 Rb2,-1.925662,0.029811,AB6C2_cF36_225_a_e_c:Al-Cl-Rb,True,Al-Cl-Rb,0.0,0.0,0.0,0.0,2.0,0.0,False
wbm-2-3305,Ac1 Al1 Se2,-1.304192,-0.252876,ABC2_cF16_225_a_b_c:Ac-Al-Se,True,Ac-Al-Se,0.0,0.0,0.0,0.0,3.0,0.0,True
wbm-2-3506,Al1 Pm1 Te2,-0.838493,-0.344349,ABC2_cF16_225_a_b_c:Al-Pm-Te,True,Al-Pm-Te,0.0,0.0,0.0,0.0,13.0,0.0,True
wbm-2-3984,As1 Br2 Er2,-1.933953,-1.238349,AB2C2_hP5_164_a_d_d:As-Br-Er,True,As-Br-Er,11.0,11.0,11.0,11.0,11.0,11.0,True
wbm-2-4001,As1 Br3 Er3,-1.577894,-1.048727,AB3C3_cP7_221_a_c_d:As-Br-Er,True,As-Br-Er,11.0,11.0,11.0,11.0,11.0,11.0,True
wbm-2-4112,As1 Gd2 I2,-1.677328,-1.009602,AB2C2_hP5_164_a_d_d:As-Gd-I,True,As-Gd-I,10.0,10.0,10.0,10.0,10.0,10.0,True
wbm-2-4129,As1 Gd2 I1,-1.366479,-0.531814,AB2C_hR12_166_a_c_b:As-Gd-I,True,As-Gd-I,0.0,9.0,0.0,0.0,10.0,0.0,True
wbm-2-6782,Br11 Sb1,-0.766608,-0.370614,A11B_aP12_2_b5i_c:Br-Sb,True,Br-Sb,0.0,5.0,0.0,0.0,9.0,0.0,True
wbm-2-6842,Ba2 Br6,-2.002989,-0.025478,AB3_oI16_71_e_gn:Ba-Br,True,Ba-Br,1.0,11.0,1.0,0.0,11.0,0.0,True
wbm-2-6859,Br6 Er4,-1.862558,-1.862534,A3B2_mC20_12_3i_2i:Br-Er,True,Br-Er,17.0,17.0,17.0,17.0,17.0,17.0,True
wbm-2-6860,Br6 Er2,-2.371316,-2.37129,A3B_hR24_148_f_c:Br-Er,True,Br-Er,17.0,17.0,17.0,17.0,17.0,17.0,True
wbm-2-6861,Br6 Er2,-2.319777,-2.319751,A3B_hP8_193_g_b:Br-Er,True,Br-Er,17.0,17.0,17.0,17.0,17.0,17.0,True
wbm-2-6867,Br6 Hg2,-0.547151,0.085285,A3B_mP8_11_3e_e:Br-Hg,True,Br-Hg,0.0,2.0,0.0,0.0,9.0,0.0,False
wbm-2-6880,Br6 Er2 In2,-1.615091,-0.572002,A3BC_oC20_63_cf_a_c:Br-Er-In,True,Br-Er-In,11.0,11.0,11.0,6.0,11.0,6.0,True
wbm-2-6957,Br6 Sr2,-1.937903,-0.017085,A3B_oI16_71_en_g:Br-Sr,True,Br-Sr,0.0,7.0,0.0,0.0,7.0,0.0,True
wbm-2-6980,Ba2 Br8 Er2,-2.274963,-0.956614,AB4C_mC24_15_e_2f_e:Ba-Br-Er,True,Ba-Br-Er,11.0,11.0,11.0,11.0,11.0,11.0,True
wbm-2-6993,Ba2 Br8,-1.707137,-0.125122,AB4_tI20_141_a_h:Ba-Br,True,Ba-Br,9.0,11.0,9.0,5.0,11.0,5.0,True
wbm-2-6996,Br8 Ce2,-2.064804,-0.204244,A4B_mP10_13_2g_e:Br-Ce,True,Br-Ce,2.0,10.0,2.0,0.0,10.0,0.0,True
wbm-2-7016,Br8 Dy2,-1.868834,-0.015942,A4B_mP10_13_2g_e:Br-Dy,True,Br-Dy,1.0,10.0,1.0,0.0,10.0,0.0,True
wbm-2-7017,Br8 Er2,-1.85921,-1.859184,A4B_mP10_13_2g_e:Br-Er,True,Br-Er,17.0,17.0,17.0,17.0,17.0,17.0,True
wbm-2-7019,Br8 Gd2,-1.885982,0.019083,A4B_mP10_13_2g_e:Br-Gd,True,Br-Gd,0.0,12.0,0.0,0.0,12.0,0.0,False
wbm-2-7020,Br8 Ho2,-1.863855,-0.021036,A4B_mP10_13_2g_e:Br-Ho,True,Br-Ho,0.0,10.0,0.0,0.0,10.0,0.0,True
wbm-2-7023,Br8 Lu2,-1.839788,-0.017486,A4B_mP10_13_2g_e:Br-Lu,True,Br-Lu,0.0,10.0,0.0,0.0,10.0,0.0,True
wbm-2-7024,Br8 Mo2,-1.016651,-0.183666,A4B_mC20_12_2ij_g:Br-Mo,True,Br-Mo,0.0,0.0,0.0,0.0,10.0,0.0,True
wbm-2-7037,Br8 Pu2,-1.798076,-0.172123,A4B_mP10_13_2g_e:Br-Pu,True,Br-Pu,0.0,0.0,0.0,0.0,9.0,0.0,True
wbm-2-7054,Br8 Sr2,-1.776308,-0.239648,A4B_aP10_2_4i_i:Br-Sr,True,Br-Sr,0.0,0.0,0.0,0.0,4.0,0.0,True
wbm-2-7059,Br8 Tb2,-1.873164,-0.019561,A4B_mP10_13_2g_e:Br-Tb,True,Br-Tb,0.0,11.0,0.0,0.0,11.0,0.0,True
wbm-2-7062,Br8 Tm2,-1.853246,-0.017631,A4B_mP10_13_2g_e:Br-Tm,True,Br-Tm,0.0,10.0,0.0,0.0,10.0,0.0,True
wbm-2-7066,Br8 Yb2,-1.743091,-0.235134,A4B_aP10_2_4i_i:Br-Yb,True,Br-Yb,0.0,0.0,0.0,0.0,3.0,0.0,True
wbm-2-7069,Br8 Y2,-1.836244,0.066946,A4B_mP10_13_2g_e:Br-Y,True,Br-Y,0.0,0.0,0.0,0.0,10.0,0.0,False
wbm-2-7073,Br6 Cs2 Dy1,-2.020029,0.028746,A6B2C_hP9_164_i_d_a:Br-Cs-Dy,True,Br-Cs-Dy,0.0,0.0,0.0,0.0,2.0,0.0,False
wbm-2-7078,Br6 Cs2 Lu1,-2.015571,0.01621,A6B2C_hP9_164_i_d_a:Br-Cs-Lu,True,Br-Cs-Lu,0.0,0.0,0.0,0.0,3.0,0.0,False
wbm-2-7083,Br6 Cs2 Pu1,-2.038256,-0.115558,A6B2C_cF36_225_e_c_a:Br-Cs-Pu,True,Br-Cs-Pu,0.0,0.0,0.0,0.0,2.0,0.0,True
wbm-2-7087,Br6 Cs2 Tm1,-2.019027,0.020149,A6B2C_hP9_164_i_d_a:Br-Cs-Tm,True,Br-Cs-Tm,0.0,0.0,0.0,0.0,3.0,0.0,False
wbm-2-7103,Br6 Rb2 Tm1,-1.982582,-0.033134,A6B2C_cF36_225_e_c_a:Br-Rb-Tm,True,Br-Rb-Tm,0.0,0.0,0.0,0.0,3.0,0.0,True
wbm-2-7138,Br2 Er2,-1.517895,-1.517872,AB_hR12_166_c_c:Br-Er,True,Br-Er,17.0,17.0,17.0,17.0,17.0,17.0,True
wbm-2-8105,C2 Cl2 N4 Np2,-1.012358,0.060997,ABC2D_mP10_11_e_e_2e_e:C-Cl-N-Np,True,C-Cl-N-Np,0.0,0.0,0.0,0.0,3.0,0.0,False
wbm-2-8140,C1 N2 Pr1,-0.788827,-0.050981,AB2C_hR12_166_a_c_b:C-N-Pr,True,C-N-Pr,0.0,0.0,0.0,0.0,1.0,0.0,True
wbm-2-10005,As1 Cl11,-0.724743,-0.249304,AB11_aP12_2_b_e5i:As-Cl,True,As-Cl,0.0,9.0,0.0,0.0,9.0,0.0,True
wbm-2-10006,Bi1 Cl11,-0.767962,-0.29983,AB11_aP12_2_b_c5i:Bi-Cl,True,Bi-Cl,0.0,15.0,0.0,0.0,15.0,0.0,True
wbm-2-10112,Ba2 Cl6,-2.281094,-0.054894,AB3_mC16_12_g_ij:Ba-Cl,True,Ba-Cl,0.0,6.0,0.0,0.0,6.0,0.0,True
wbm-2-10113,Ba2 Cl6,-2.104524,0.121676,AB3_hP8_176_c_h:Ba-Cl,True,Ba-Cl,4.0,6.0,4.0,1.0,6.0,1.0,False
wbm-2-10119,Cl6 Co2,-1.042155,-0.305775,A3B_hR24_148_f_c:Cl-Co,True,Cl-Co,0.0,11.0,0.0,0.0,11.0,0.0,True
wbm-2-10125,Cl6 Cs2,-1.485627,-0.358124,A3B_mC8_12_ai_d:Cl-Cs,True,Cl-Cs,0.0,0.0,0.0,0.0,8.0,0.0,True
wbm-2-10155,Cl6 Hg2,-0.612584,0.144856,A3B_mP8_11_3e_e:Cl-Hg,True,Cl-Hg,0.0,3.0,0.0,0.0,9.0,0.0,False
wbm-2-10211,Cl6 Mn2,-1.268021,-0.146728,A3B_hP8_176_h_c:Cl-Mn,True,Cl-Mn,0.0,14.0,0.0,0.0,14.0,0.0,True
wbm-2-10219,Cl6 Ni2,-0.915841,-0.138322,A3B_aP8_2_3i_i:Cl-Ni,True,Cl-Ni,0.0,8.0,0.0,0.0,9.0,0.0,True
wbm-2-10222,Cl6 Pb2,-1.165375,0.112247,A3B_hP8_176_h_c:Cl-Pb,True,Cl-Pb,0.0,5.0,0.0,0.0,10.0,0.0,False
wbm-2-10255,Cl6 Pr2 Rb2,-2.249113,0.163764,A3BC_hR30_167_e_b_a:Cl-Pr-Rb,True,Cl-Pr-Rb,0.0,0.0,0.0,0.0,5.0,0.0,False
wbm-2-10277,Cl6 Rb2 Y2,-2.244758,0.164023,A3BC_hR30_167_e_a_b:Cl-Rb-Y,True,Cl-Rb-Y,0.0,0.0,0.0,0.0,12.0,0.0,False
wbm-2-10287,Cl6 Rb2 Sc2,-2.246866,0.055741,A3BC_cP5_221_c_a_b:Cl-Rb-Sc,True,Cl-Rb-Sc,0.0,0.0,0.0,0.0,10.0,0.0,False
wbm-2-10302,Cl6 Sr2,-2.136141,0.034837,A3B_oI16_71_en_g:Cl-Sr,True,Cl-Sr,2.0,12.0,2.0,0.0,12.0,0.0,False
wbm-2-10315,Cl6 Zn2,-1.08522,0.082493,A3B_aP8_2_3i_i:Cl-Zn,True,Cl-Zn,0.0,7.0,0.0,0.0,7.0,0.0,False
wbm-2-10321,Ba2 Cl8,-1.944244,-0.163276,AB4_mP10_13_e_2g:Ba-Cl,True,Ba-Cl,5.0,6.0,5.0,2.0,6.0,2.0,True
wbm-2-10322,Ba2 Cl8,-1.979436,-0.198469,AB4_aP10_2_i_4i:Ba-Cl,True,Ba-Cl,0.0,3.0,0.0,0.0,6.0,0.0,True
wbm-2-10327,Ca2 Cl8,-1.744126,-0.061998,AB4_mC20_12_g_2ij:Ca-Cl,True,Ca-Cl,0.0,8.0,0.0,0.0,8.0,0.0,True
wbm-2-10328,Ca2 Cl8,-1.752403,-0.070275,AB4_mP10_13_e_2g:Ca-Cl,True,Ca-Cl,0.0,0.0,0.0,0.0,8.0,0.0,True
wbm-2-10335,Cl8 Co2,-0.850874,-0.261763,A4B_mP10_13_2g_e:Cl-Co,True,Cl-Co,4.0,11.0,4.0,1.0,11.0,1.0,True
wbm-2-10338,Cl8 Cr2,-1.331053,-0.055663,A4B_mP10_13_2g_e:Cl-Cr,True,Cl-Cr,0.0,0.0,0.0,0.0,6.0,0.0,True
wbm-2-10343,Cl8 Cs2 Cu2,-1.356548,-0.115387,A4BC_mC24_15_2f_e_c:Cl-Cs-Cu,True,Cl-Cs-Cu,0.0,0.0,0.0,0.0,3.0,0.0,True
wbm-2-10357,Cl8 Eu2,-1.923445,-0.070803,A4B_oP10_59_2e_a:Cl-Eu,True,Cl-Eu,0.0,12.0,0.0,0.0,12.0,0.0,True
wbm-2-10371,Cl8 In2,-1.218683,-0.065381,A4B_mP10_13_2g_e:Cl-In,True,Cl-In,0.0,12.0,0.0,0.0,12.0,0.0,True
wbm-2-10377,Cl8 La2,-2.177736,0.116081,A4B_oP10_59_2e_a:Cl-La,True,Cl-La,0.0,12.0,0.0,0.0,13.0,0.0,False
wbm-2-10382,Cl8 Mn2,-1.128119,-0.231078,A4B_mC20_12_2ij_g:Cl-Mn,True,Cl-Mn,1.0,14.0,1.0,0.0,14.0,0.0,True
wbm-2-10385,Cl8 Nd2,-2.126702,0.071692,A4B_mP10_13_2g_e:Cl-Nd,True,Cl-Nd,0.0,8.0,0.0,0.0,8.0,0.0,False
wbm-2-10391,Cl8 Ni2,-0.781286,-0.159263,A4B_mP10_13_2g_e:Cl-Ni,True,Cl-Ni,0.0,9.0,0.0,0.0,9.0,0.0,True
wbm-2-10397,Cl8 Pr2,-2.12821,0.078316,A4B_mP10_13_2g_e:Cl-Pr,True,Cl-Pr,0.0,0.0,0.0,0.0,7.0,0.0,False
wbm-2-10401,Cl8 Cs2 Rb2,-1.492657,0.007315,A4BC_tI24_141_f_a_b:Cl-Cs-Rb,True,Cl-Cs-Rb,0.0,2.0,0.0,0.0,10.0,0.0,False
wbm-2-10407,Cl8 Sc2,-2.117465,-0.054568,A4B_aP10_1_8a_2a:Cl-Sc,True,Cl-Sc,0.0,4.0,0.0,0.0,12.0,0.0,True
wbm-2-10409,Cl8 Sm2,-2.126027,0.002216,A4B_mP10_13_2g_e:Cl-Sm,True,Cl-Sm,2.0,14.0,2.0,0.0,14.0,0.0,False
wbm-2-10413,Cl8 Sr2,-1.786282,-0.049492,A4B_mC20_12_2ij_i:Cl-Sr,True,Cl-Sr,0.0,12.0,0.0,0.0,12.0,0.0,True
wbm-2-10414,Cl8 Sr2,-1.914541,-0.177752,A4B_mP10_13_2g_e:Cl-Sr,True,Cl-Sr,0.0,12.0,0.0,0.0,12.0,0.0,True
wbm-2-10426,Cl8 Yb2,-1.818953,-0.084113,A4B_mP10_13_2g_e:Cl-Yb,True,Cl-Yb,0.0,0.0,0.0,0.0,9.0,0.0,True
wbm-2-10479,Cl6 Dy1 K2,-2.194322,0.064577,A6BC2_hP9_164_i_a_d:Cl-Dy-K,True,Cl-Dy-K,0.0,0.0,0.0,0.0,6.0,0.0,False
wbm-2-10481,Cl6 Er1 K2,-2.198189,0.058759,A6BC2_hP9_164_i_a_d:Cl-Er-K,True,Cl-Er-K,0.0,0.0,0.0,0.0,12.0,0.0,False
wbm-2-10483,Cl6 Eu1 K2,-2.004829,0.067855,A6BC2_hP9_164_i_a_d:Cl-Eu-K,True,Cl-Eu-K,0.0,0.0,0.0,0.0,2.0,0.0,False
wbm-2-10484,Cl6 Gd1 K2,-2.187005,0.074179,A6BC2_hP9_164_i_a_d:Cl-Gd-K,True,Cl-Gd-K,0.0,0.0,0.0,0.0,4.0,0.0,False
wbm-2-10487,Cl6 Ho1 K2,-2.196264,0.059163,A6BC2_hP9_164_i_a_d:Cl-Ho-K,True,Cl-Ho-K,0.0,0.0,0.0,0.0,9.0,0.0,False
wbm-2-10490,Cl6 K2 Lu1,-2.200772,-0.00553,A6B2C_hP9_164_i_d_a:Cl-K-Lu,True,Cl-K-Lu,0.0,7.0,0.0,0.0,11.0,0.0,True
wbm-2-10491,Cl6 K2 Lu1,-2.193303,0.001939,A6B2C_cF36_225_e_c_a:Cl-K-Lu,True,Cl-K-Lu,0.0,0.0,0.0,0.0,11.0,0.0,False
wbm-2-10501,Cl6 K2 Sc1,-2.13811,0.039291,A6B2C_hP9_164_i_d_a:Cl-K-Sc,True,Cl-K-Sc,0.0,0.0,0.0,0.0,11.0,0.0,False
wbm-2-10502,Cl6 K2 Sm1,-2.176558,0.0883,A6B2C_hP9_164_i_d_a:Cl-K-Sm,True,Cl-K-Sm,0.0,0.0,0.0,0.0,5.0,0.0,False
wbm-2-10504,Cl6 K2 Tb1,-2.191783,0.071832,A6B2C_hP9_164_i_d_a:Cl-K-Tb,True,Cl-K-Tb,0.0,0.0,0.0,0.0,8.0,0.0,False
wbm-2-10512,Cl6 K2 Y1,-2.192148,0.063834,A6B2C_hP9_164_i_d_a:Cl-K-Y,True,Cl-K-Y,0.0,0.0,0.0,0.0,9.0,0.0,False
wbm-2-10514,Cl6 K2 Zn1,-1.471001,0.08413,A6B2C_cF36_225_e_c_a:Cl-K-Zn,True,Cl-K-Zn,0.0,0.0,0.0,0.0,9.0,0.0,False
wbm-2-10518,Ca1 Cl6 K3,-2.151075,0.057729,AB6C3_hR30_148_a_f_bc:Ca-Cl-K,True,Ca-Cl-K,0.0,0.0,0.0,0.0,4.0,0.0,False
wbm-2-10587,Ce1 Cl6 Rb2,-2.415678,-0.16645,AB6C2_hP9_164_a_i_d:Ce-Cl-Rb,True,Ce-Cl-Rb,0.0,0.0,0.0,0.0,1.0,0.0,True
wbm-2-10595,Cl6 Gd1 Rb2,-2.215962,0.047884,A6BC2_hP9_164_i_a_d:Cl-Gd-Rb,True,Cl-Gd-Rb,0.0,0.0,0.0,0.0,13.0,0.0,False
wbm-2-10596,Cl6 Gd1 Rb2,-2.205393,0.058453,A6BC2_cF36_225_e_a_c:Cl-Gd-Rb,True,Cl-Gd-Rb,0.0,0.0,0.0,0.0,4.0,0.0,False
wbm-2-10602,Cl6 Lu1 Rb2,-2.228989,0.030763,A6BC2_hP9_164_i_a_d:Cl-Lu-Rb,True,Cl-Lu-Rb,0.0,0.0,0.0,0.0,3.0,0.0,False
wbm-2-10603,Cl6 Lu1 Rb2,-2.225236,0.034516,A6BC2_cF36_225_e_a_c:Cl-Lu-Rb,True,Cl-Lu-Rb,0.0,0.0,0.0,0.0,10.0,0.0,False
wbm-2-10616,Cl6 Rb2 Sm1,-2.205221,0.062093,A6B2C_hP9_164_i_d_a:Cl-Rb-Sm,True,Cl-Rb-Sm,0.0,0.0,0.0,0.0,12.0,0.0,False
wbm-2-10617,Cl6 Rb2 Sm1,-2.185627,0.081687,A6B2C_cF36_225_e_c_a:Cl-Rb-Sm,True,Cl-Rb-Sm,0.0,0.0,0.0,0.0,6.0,0.0,False
wbm-2-10658,Cl6 Cs2 Zn1,-1.505257,0.085079,A6B2C_cF36_225_e_c_a:Cl-Cs-Zn,True,Cl-Cs-Zn,0.0,0.0,0.0,0.0,10.0,0.0,False
wbm-2-10659,Cl6 Rb2 Zn1,-1.488413,0.079688,A6B2C_cF36_225_e_c_a:Cl-Rb-Zn,True,Cl-Rb-Zn,0.0,0.0,0.0,0.0,12.0,0.0,False
wbm-2-10762,Cl2 Np2 Te2,-1.449079,0.071933,ABC_tP6_129_a_c_c:Cl-Np-Te,True,Cl-Np-Te,0.0,0.0,0.0,0.0,11.0,0.0,False
wbm-2-10799,Br8 Co2 Pd1,-0.734121,-0.130043,A8B2C_mC22_12_2ij_i_a:Br-Co-Pd,True,Br-Co-Pd,0.0,0.0,0.0,0.0,1.0,0.0,True
wbm-2-12544,Br10 Cr2,-0.920258,-0.066665,A5B_aP12_2_5i_i:Br-Cr,True,Br-Cr,0.0,4.0,0.0,0.0,9.0,0.0,True
wbm-2-14664,Cu1 Pm1 Te2,-0.708447,-0.496842,ABC2_cF16_225_a_b_c:Cu-Pm-Te,True,Cu-Pm-Te,0.0,3.0,0.0,0.0,8.0,0.0,True
wbm-2-14998,Ce1 F2,-3.616994,0.212554,AB2_cF12_225_a_c:Ce-F,True,Ce-F,0.0,6.0,0.0,0.0,10.0,0.0,False
wbm-2-15000,Dy1 F2,-3.564742,0.406779,AB2_cF12_225_a_c:Dy-F,True,Dy-F,0.0,0.0,0.0,0.0,9.0,0.0,False
wbm-2-15003,F2 Gd1,-3.666498,-0.010682,A2B_cF12_225_c_a:F-Gd,True,F-Gd,0.0,8.0,0.0,0.0,8.0,0.0,True
wbm-2-15007,F2 Lu1,-3.481708,0.476846,A2B_cF12_225_c_a:F-Lu,True,F-Lu,0.0,0.0,0.0,0.0,10.0,0.0,False
wbm-2-15010,F2 Pr1,-3.621522,0.300184,A2B_cF12_225_c_a:F-Pr,True,F-Pr,0.0,1.0,0.0,0.0,13.0,0.0,False
wbm-2-15017,F2 Tm1,-3.525067,0.139585,A2B_cF12_225_c_a:F-Tm,True,F-Tm,9.0,9.0,9.0,8.0,9.0,8.0,False
wbm-2-15027,Ca2 F6,-3.033822,0.134373,AB3_cP4_221_a_d:Ca-F,True,Ca-F,5.0,5.0,5.0,5.0,5.0,5.0,False
wbm-2-15028,Cd2 F6,-1.821558,0.038959,AB3_hR24_167_b_e:Cd-F,True,Cd-F,0.0,0.0,0.0,0.0,2.0,0.0,False
wbm-2-15210,F8 Na2 Sr2,-3.118287,-0.022514,A4BC_oI24_74_fg_e_e:F-Na-Sr,True,F-Na-Sr,1.0,9.0,1.0,0.0,9.0,0.0,True
wbm-2-15273,F8 Tm2 Zn2,-3.570344,-0.171104,A4BC_mC24_12_gij_h_i:F-Tm-Zn,True,F-Tm-Zn,0.0,0.0,0.0,0.0,1.0,0.0,True
wbm-2-15292,Al1 Ca1 F6,-3.510653,0.020547,ABC6_hR24_148_a_b_f:Al-Ca-F,True,Al-Ca-F,0.0,4.0,0.0,0.0,9.0,0.0,False
wbm-2-15329,Ba1 Dy1 F6,-3.723224,0.077625,ABC6_hR24_166_a_b_h:Ba-Dy-F,True,Ba-Dy-F,0.0,13.0,0.0,0.0,13.0,0.0,False
wbm-2-15330,Ba1 Er1 F6,-3.738916,0.083555,ABC6_hR24_166_a_b_h:Ba-Er-F,True,Ba-Er-F,0.0,9.0,0.0,0.0,9.0,0.0,False
wbm-2-15331,Ba1 F6 Gd1,-3.69482,-0.071557,AB6C_hR24_166_a_h_b:Ba-F-Gd,True,Ba-F-Gd,0.0,12.0,0.0,0.0,12.0,0.0,True
wbm-2-15333,Ba1 F6 Ho1,-3.731115,0.068383,AB6C_hR24_166_a_h_b:Ba-F-Ho,True,Ba-F-Ho,0.0,12.0,0.0,0.0,12.0,0.0,False
wbm-2-15335,Ba1 F6 Lu1,-3.764814,0.063113,AB6C_hR24_166_a_h_b:Ba-F-Lu,True,Ba-F-Lu,0.0,12.0,0.0,0.0,12.0,0.0,False
wbm-2-15340,Ba1 F6 Tm1,-3.754431,0.075942,AB6C_hR24_166_a_h_b:Ba-F-Tm,True,Ba-F-Tm,0.0,12.0,0.0,0.0,12.0,0.0,False
wbm-2-15347,Ca1 Eu1 F6,-3.471231,0.01905,ABC6_cF32_225_a_b_e:Ca-Eu-F,True,Ca-Eu-F,0.0,7.0,0.0,0.0,7.0,0.0,False
wbm-2-15348,Ca1 F6 Gd1,-3.711672,-0.07118,AB6C_cF32_225_a_e_b:Ca-F-Gd,True,Ca-F-Gd,0.0,2.0,0.0,0.0,8.0,0.0,True
wbm-2-15369,Ca1 F6 Sr1,-3.022623,0.148675,AB6C_cF32_225_a_e_b:Ca-F-Sr,True,Ca-F-Sr,8.0,8.0,8.0,8.0,8.0,8.0,False
wbm-2-15374,Ca1 F6 Yb1,-3.134207,0.157827,AB6C_cF32_225_a_e_b:Ca-F-Yb,True,Ca-F-Yb,7.0,8.0,7.0,5.0,8.0,5.0,False
wbm-2-15376,Ca1 F6 Zn1,-2.50317,0.05705,AB6C_cF32_225_a_e_b:Ca-F-Zn,True,Ca-F-Zn,1.0,8.0,1.0,0.0,8.0,0.0,False
wbm-2-15383,Cd1 Dy1 F6,-3.091756,0.072485,ABC6_hR24_148_a_b_f:Cd-Dy-F,True,Cd-Dy-F,0.0,0.0,0.0,0.0,6.0,0.0,False
wbm-2-15384,Cd1 Er1 F6,-3.099814,0.066265,ABC6_hR24_148_a_b_f:Cd-Er-F,True,Cd-Er-F,0.0,3.0,0.0,0.0,11.0,0.0,False
wbm-2-15385,Cd1 F6 Gd1,-3.081084,-0.094431,AB6C_hR24_148_a_f_b:Cd-F-Gd,True,Cd-F-Gd,0.0,11.0,0.0,0.0,11.0,0.0,True
wbm-2-15387,Cd1 F6 Ho1,-3.095927,0.066962,AB6C_hR24_148_a_f_b:Cd-F-Ho,True,Cd-F-Ho,0.0,2.0,0.0,0.0,11.0,0.0,False
wbm-2-15396,Cd1 F6 Tm1,-3.112107,-0.120483,AB6C_hR24_148_a_f_b:Cd-F-Tm,True,Cd-F-Tm,3.0,11.0,3.0,0.0,11.0,0.0,True
wbm-2-15448,Cs2 F6 Lu1,-3.068632,0.224195,A2B6C_hP9_189_c_fg_b:Cs-F-Lu,True,Cs-F-Lu,0.0,0.0,0.0,0.0,6.0,0.0,False
wbm-2-15450,Cs2 F6 Nd1,-3.315482,-0.058757,A2B6C_hP9_189_c_fg_b:Cs-F-Nd,True,Cs-F-Nd,0.0,8.0,0.0,0.0,11.0,0.0,True
wbm-2-15460,Cs2 F6 Tm1,-3.328114,-0.232426,A2B6C_hP9_189_c_fg_b:Cs-F-Tm,True,Cs-F-Tm,0.0,0.0,0.0,0.0,9.0,0.0,True
wbm-2-15500,Cu1 F6 Rb1,-1.755636,-0.134641,AB6C_hR24_166_a_h_b:Cu-F-Rb,True,Cu-F-Rb,0.0,5.0,0.0,0.0,9.0,0.0,True
wbm-2-15503,Cu1 F6 Sr1,-2.475456,-0.185909,AB6C_aP8_2_b_3i_c:Cu-F-Sr,True,Cu-F-Sr,0.0,0.0,0.0,0.0,1.0,0.0,True
wbm-2-15504,Cu1 F6,-0.91446,-0.137503,AB6_hR21_148_a_f:Cu-F,True,Cu-F,0.0,4.0,0.0,0.0,10.0,0.0,True
wbm-2-15599,F6 In1 K2,-2.599683,0.073516,A6BC2_hP9_189_fg_a_d:F-In-K,True,F-In-K,0.0,0.0,0.0,0.0,7.0,0.0,False
wbm-2-15724,Co1 F6 K1,-2.055683,-0.122985,AB6C_hR24_166_a_h_b:Co-F-K,True,Co-F-K,0.0,0.0,0.0,0.0,11.0,0.0,True
wbm-2-15780,F6 K1 Mn1,-2.402325,-0.024385,A6BC_hR24_166_h_a_b:F-K-Mn,True,F-K-Mn,0.0,0.0,0.0,0.0,3.0,0.0,True
wbm-2-15849,Ba1 F6 Mg1,-3.036498,-0.03361,AB6C_mC16_12_a_ij_d:Ba-F-Mg,True,Ba-F-Mg,0.0,0.0,0.0,0.0,6.0,0.0,True
wbm-2-15850,Ca1 F6 Mg1,-2.927205,0.092912,AB6C_cF32_225_a_e_b:Ca-F-Mg,True,Ca-F-Mg,0.0,0.0,0.0,0.0,8.0,0.0,False
wbm-2-15853,Dy1 F6 Mg1,-3.611996,0.058005,AB6C_cF32_225_a_e_b:Dy-F-Mg,True,Dy-F-Mg,0.0,9.0,0.0,0.0,9.0,0.0,False
wbm-2-15854,Er1 F6 Mg1,-3.623598,0.048242,AB6C_cF32_225_a_e_b:Er-F-Mg,True,Er-F-Mg,0.0,11.0,0.0,0.0,12.0,0.0,False
wbm-2-15855,Eu1 F6 Mg1,-3.321354,0.020849,AB6C_cF32_225_a_e_b:Eu-F-Mg,True,Eu-F-Mg,0.0,10.0,0.0,0.0,10.0,0.0,False
