dataset,video_id,path_id,query,category_id,score,objectness,semantic_margin,temporal_stability,association_score,matched_gt_id,matched_iou,temporal_overlap,is_unmatched,cell_id,novelty_bin,query_cluster,occ_bin,domain_bin,frame_start,frame_end,clip_path,montage_path,method,candidate_budget_M,selected_rank,e_value,p_any,p_block,tau_k,self_consistency_margin,release_source
OVT-B,618,ovtb_v618_p006505,umbrella,987,0.8403134047985077,0.8403134047985077,0.8403134047985077,8,0.875,5203.0,0.8994511911933016,1.0,False,cat:987,unknown,umbrella,unknown,global,0,20,,<PARC_ROOT>/outputs/phase2_1000/release_audit_parc_track_gamma_tuned_uniform_scs_M150_viewer/montages/ovtb_v618_p006505.jpg,parc_track_gamma_tuned_uniform_scs,150,99,21.14416661026871,0.0029940119760479,0.0029940119760479,11.904761904761903,0.00663771346211206,<PARC_ROOT>/outputs/phase2_1000/candidate_evalues_1000_small.csv
OVT-B,691,ovtb_v691_p007097,person,669,0.8397399857640266,0.8397399857640266,0.8397399857640266,8,0.875,5661.0,0.9915593437345044,1.0,False,cat:669,unknown,person,unknown,global,0,39,,<PARC_ROOT>/outputs/phase2_1000/release_audit_parc_track_gamma_tuned_uniform_scs_M150_viewer/montages/ovtb_v691_p007097.jpg,parc_track_gamma_tuned_uniform_scs,150,100,21.14416661026871,0.0029940119760479,0.0029940119760479,11.904761904761903,0.00663771346211206,<PARC_ROOT>/outputs/phase2_1000/candidate_evalues_1000_small.csv
OVT-B,262,ovtb_v262_p004016,person,669,0.8394347354769707,0.8394347354769707,0.8394347354769707,8,0.875,2870.0,0.9843778431054904,1.0,False,cat:669,unknown,person,unknown,global,0,23,,<PARC_ROOT>/outputs/phase2_1000/release_audit_parc_track_gamma_tuned_uniform_scs_M150_viewer/montages/ovtb_v262_p004016.jpg,parc_track_gamma_tuned_uniform_scs,150,101,21.14416661026871,0.0029940119760479,0.0029940119760479,11.904761904761903,0.00663771346211206,<PARC_ROOT>/outputs/phase2_1000/candidate_evalues_1000_small.csv
OVT-B,452,ovtb_v452_p005296,person,669,0.8388603925704956,0.8388603925704956,0.8388603925704956,8,0.875,4041.0,0.986461688290529,1.0,False,cat:669,unknown,person,unknown,global,0,29,,<PARC_ROOT>/outputs/phase2_1000/release_audit_parc_track_gamma_tuned_uniform_scs_M150_viewer/montages/ovtb_v452_p005296.jpg,parc_track_gamma_tuned_uniform_scs,150,102,21.14416661026871,0.0029940119760479,0.0029940119760479,11.904761904761903,0.00663771346211206,<PARC_ROOT>/outputs/phase2_1000/candidate_evalues_1000_small.csv
OVT-B,40,ovtb_v40_p002404,bee,73,0.8380967974662781,0.8380967974662781,0.8380967974662781,1,0.0,1549.0,0.6009680779929409,1.0,False,cat:73,unknown,bee,unknown,global,0,0,,<PARC_ROOT>/outputs/phase2_1000/release_audit_parc_track_gamma_tuned_uniform_scs_M150_viewer/montages/ovtb_v40_p002404.jpg,parc_track_gamma_tuned_uniform_scs,150,103,21.14416661026871,0.0029940119760479,0.0029940119760479,11.904761904761903,0.00663771346211206,<PARC_ROOT>/outputs/phase2_1000/candidate_evalues_1000_small.csv
OVT-B,651,ovtb_v651_p006754,cone,242,0.8378751277923584,0.8378751277923584,0.8378751277923584,1,0.0,5415.0,0.6327259103305848,1.0,False,cat:242,unknown,cone,unknown,global,17,17,,<PARC_ROOT>/outputs/phase2_1000/release_audit_parc_track_gamma_tuned_uniform_scs_M150_viewer/montages/ovtb_v651_p006754.jpg,parc_track_gamma_tuned_uniform_scs,150,104,21.14416661026871,0.0029940119760479,0.0029940119760479,11.904761904761903,0.00663771346211206,<PARC_ROOT>/outputs/phase2_1000/candidate_evalues_1000_small.csv
OVT-B,806,ovtb_v806_p007931,person,669,0.8375300616025925,0.8375300616025925,0.8375300616025925,8,0.875,6360.0,0.9920797575906376,1.0,False,cat:669,unknown,person,unknown,global,0,15,,<PARC_ROOT>/outputs/phase2_1000/release_audit_parc_track_gamma_tuned_uniform_scs_M150_viewer/montages/ovtb_v806_p007931.jpg,parc_track_gamma_tuned_uniform_scs,150,105,21.14416661026871,0.0029940119760479,0.0029940119760479,11.904761904761903,0.00663771346211206,<PARC_ROOT>/outputs/phase2_1000/candidate_evalues_1000_small.csv
OVT-B,561,ovtb_v561_p006083,person,669,0.836962416768074,0.836962416768074,0.836962416768074,8,0.875,4816.0,0.9926049374285542,1.0,False,cat:669,unknown,person,unknown,global,0,19,,<PARC_ROOT>/outputs/phase2_1000/release_audit_parc_track_gamma_tuned_uniform_scs_M150_viewer/montages/ovtb_v561_p006083.jpg,parc_track_gamma_tuned_uniform_scs,150,106,21.14416661026871,0.0029940119760479,0.0029940119760479,11.904761904761903,0.00663771346211206,<PARC_ROOT>/outputs/phase2_1000/candidate_evalues_1000_small.csv
OVT-B,100,ovtb_v100_p002969,whale,1025,0.8359350562095642,0.8359350562095642,0.8359350562095642,2,0.5,1932.0,0.9262234632353764,1.0,False,cat:1025,unknown,whale,unknown,global,31,62,,<PARC_ROOT>/outputs/phase2_1000/release_audit_parc_track_gamma_tuned_uniform_scs_M150_viewer/montages/ovtb_v100_p002969.jpg,parc_track_gamma_tuned_uniform_scs,150,107,11.911399618224015,0.0059880239520958,0.0059880239520958,11.904761904761903,0.00663771346211206,<PARC_ROOT>/outputs/phase2_1000/candidate_evalues_1000_small.csv
OVT-B,169,ovtb_v169_p003367,magic cube,557,0.8358848914504051,0.8358848914504051,0.8358848914504051,8,0.875,2284.0,0.9881512389185974,1.0,False,cat:557,unknown,magic cube,unknown,global,0,34,,<PARC_ROOT>/outputs/phase2_1000/release_audit_parc_track_gamma_tuned_uniform_scs_M150_viewer/montages/ovtb_v169_p003367.jpg,parc_track_gamma_tuned_uniform_scs,150,108,11.911399618224015,0.0059880239520958,0.0059880239520958,11.904761904761903,0.00663771346211206,<PARC_ROOT>/outputs/phase2_1000/candidate_evalues_1000_small.csv
OVT-B,959,ovtb_v959_p009072,person,669,0.8354226276278496,0.8354226276278496,0.8354226276278496,8,0.875,7322.0,0.9913639151776688,1.0,False,cat:669,unknown,person,unknown,global,0,11,,<PARC_ROOT>/outputs/phase2_1000/release_audit_parc_track_gamma_tuned_uniform_scs_M150_viewer/montages/ovtb_v959_p009072.jpg,parc_track_gamma_tuned_uniform_scs,150,109,11.911399618224015,0.0059880239520958,0.0059880239520958,11.904761904761903,0.00663771346211206,<PARC_ROOT>/outputs/phase2_1000/candidate_evalues_1000_small.csv
OVT-B,686,ovtb_v686_p007050,helmet,466,0.8353646496931711,0.8353646496931711,0.8353646496931711,6,0.8333333333333334,5618.0,0.9679667953292193,1.0,False,cat:466,unknown,helmet,unknown,global,0,10,,<PARC_ROOT>/outputs/phase2_1000/release_audit_parc_track_gamma_tuned_uniform_scs_M150_viewer/montages/ovtb_v686_p007050.jpg,parc_track_gamma_tuned_uniform_scs,150,110,11.911399618224015,0.0059880239520958,0.0059880239520958,11.904761904761903,0.00663771346211206,<PARC_ROOT>/outputs/phase2_1000/candidate_evalues_1000_small.csv
OVT-B,700,ovtb_v700_p007146,cable car,147,0.8352133259177208,0.8352133259177208,0.8352133259177208,8,0.875,5723.0,0.9629440982923696,1.0,False,cat:147,unknown,cable car,unknown,global,0,16,,<PARC_ROOT>/outputs/phase2_1000/release_audit_parc_track_gamma_tuned_uniform_scs_M150_viewer/montages/ovtb_v700_p007146.jpg,parc_track_gamma_tuned_uniform_scs,150,111,11.911399618224015,0.0059880239520958,0.0059880239520958,11.904761904761903,0.00663771346211206,<PARC_ROOT>/outputs/phase2_1000/candidate_evalues_1000_small.csv
OVT-B,505,ovtb_v505_p005658,laptop,530,0.8344661593437195,0.8344661593437195,0.8344661593437195,8,0.875,4378.0,0.9944057744794244,1.0,False,cat:530,unknown,laptop,unknown,global,0,34,,<PARC_ROOT>/outputs/phase2_1000/release_audit_parc_track_gamma_tuned_uniform_scs_M150_viewer/montages/ovtb_v505_p005658.jpg,parc_track_gamma_tuned_uniform_scs,150,112,11.911399618224015,0.0059880239520958,0.0059880239520958,11.904761904761903,0.00663771346211206,<PARC_ROOT>/outputs/phase2_1000/candidate_evalues_1000_small.csv
OVT-B,138,ovtb_v138_p003207,person,669,0.8320087268948555,0.8320087268948555,0.8320087268948555,8,0.875,2132.0,0.9874986368969924,1.0,False,cat:669,unknown,person,unknown,global,0,23,,<PARC_ROOT>/outputs/phase2_1000/release_audit_parc_track_gamma_tuned_uniform_scs_M150_viewer/montages/ovtb_v138_p003207.jpg,parc_track_gamma_tuned_uniform_scs,150,113,11.911399618224015,0.0059880239520958,0.0059880239520958,11.904761904761903,0.00663771346211206,<PARC_ROOT>/outputs/phase2_1000/candidate_evalues_1000_small.csv
OVT-B,40,ovtb_v40_p002423,bee,73,0.8313068747520447,0.8313068747520447,0.8313068747520447,1,0.0,1593.0,0.3066379888416499,0.0,True,cat:73,unknown,bee,unknown,global,105,105,,<PARC_ROOT>/outputs/phase2_1000/release_audit_parc_track_gamma_tuned_uniform_scs_M150_viewer/montages/ovtb_v40_p002423.jpg,parc_track_gamma_tuned_uniform_scs,150,114,11.911399618224015,0.0059880239520958,0.0059880239520958,11.904761904761903,0.00663771346211206,<PARC_ROOT>/outputs/phase2_1000/candidate_evalues_1000_small.csv
OVT-B,958,ovtb_v958_p009068,cargo ship,171,0.8312668800354004,0.8312668800354004,0.8312668800354004,8,0.875,7320.0,0.9773694975819004,1.0,False,cat:171,unknown,cargo ship,unknown,global,0,14,,<PARC_ROOT>/outputs/phase2_1000/release_audit_parc_track_gamma_tuned_uniform_scs_M150_viewer/montages/ovtb_v958_p009068.jpg,parc_track_gamma_tuned_uniform_scs,150,115,11.911399618224015,0.0059880239520958,0.0059880239520958,11.904761904761903,0.00663771346211206,<PARC_ROOT>/outputs/phase2_1000/candidate_evalues_1000_small.csv
OVT-B,427,ovtb_v427_p005121,person,669,0.8298946221669515,0.8298946221669515,0.8298946221669515,3,0.6666666666666666,3931.0,0.8582303825149323,1.0,False,cat:669,unknown,person,unknown,global,3,8,,<PARC_ROOT>/outputs/phase2_1000/release_audit_parc_track_gamma_tuned_uniform_scs_M150_viewer/montages/ovtb_v427_p005121.jpg,parc_track_gamma_tuned_uniform_scs,150,116,11.911399618224015,0.0059880239520958,0.0059880239520958,11.904761904761903,0.00663771346211206,<PARC_ROOT>/outputs/phase2_1000/candidate_evalues_1000_small.csv
OVT-B,184,ovtb_v184_p003440,person,669,0.829458937048912,0.829458937048912,0.829458937048912,8,0.875,2343.0,0.9963894467414804,1.0,False,cat:669,unknown,person,unknown,global,0,27,,<PARC_ROOT>/outputs/phase2_1000/release_audit_parc_track_gamma_tuned_uniform_scs_M150_viewer/montages/ovtb_v184_p003440.jpg,parc_track_gamma_tuned_uniform_scs,150,117,11.911399618224015,0.0059880239520958,0.0059880239520958,11.904761904761903,0.00663771346211206,<PARC_ROOT>/outputs/phase2_1000/candidate_evalues_1000_small.csv
OVT-B,524,ovtb_v524_p005785,seaplane,805,0.8290930390357971,0.8290930390357971,0.8290930390357971,8,0.875,4498.0,0.9804855836093408,1.0,False,cat:805,unknown,seaplane,unknown,global,0,19,,<PARC_ROOT>/outputs/phase2_1000/release_audit_parc_track_gamma_tuned_uniform_scs_M150_viewer/montages/ovtb_v524_p005785.jpg,parc_track_gamma_tuned_uniform_scs,150,118,11.911399618224015,0.0059880239520958,0.0059880239520958,11.904761904761903,0.00663771346211206,<PARC_ROOT>/outputs/phase2_1000/candidate_evalues_1000_small.csv
OVT-B,686,ovtb_v686_p007049,glove,412,0.8290240168571472,0.8290240168571472,0.8290240168571472,1,0.0,5623.0,0.9367573223257116,1.0,False,cat:412,unknown,glove,unknown,global,14,14,,<PARC_ROOT>/outputs/phase2_1000/release_audit_parc_track_gamma_tuned_uniform_scs_M150_viewer/montages/ovtb_v686_p007049.jpg,parc_track_gamma_tuned_uniform_scs,150,119,11.911399618224015,0.0059880239520958,0.0059880239520958,11.904761904761903,0.00663771346211206,<PARC_ROOT>/outputs/phase2_1000/candidate_evalues_1000_small.csv
OVT-B,682,ovtb_v682_p007019,golf club,419,0.828989565372467,0.828989565372467,0.828989565372467,2,0.5,5597.0,0.4590449743358057,0.0,True,cat:419,unknown,golf club,unknown,global,2,3,,<PARC_ROOT>/outputs/phase2_1000/release_audit_parc_track_gamma_tuned_uniform_scs_M150_viewer/montages/ovtb_v682_p007019.jpg,parc_track_gamma_tuned_uniform_scs,150,120,11.911399618224015,0.0059880239520958,0.0059880239520958,11.904761904761903,0.00663771346211206,<PARC_ROOT>/outputs/phase2_1000/candidate_evalues_1000_small.csv
OVT-B,245,ovtb_v245_p003871,person,669,0.8287811040878296,0.8287811040878296,0.8287811040878296,5,0.8,2754.0,0.9948790864202888,1.0,False,cat:669,unknown,person,unknown,global,6,14,,<PARC_ROOT>/outputs/phase2_1000/release_audit_parc_track_gamma_tuned_uniform_scs_M150_viewer/montages/ovtb_v245_p003871.jpg,parc_track_gamma_tuned_uniform_scs,150,121,11.911399618224015,0.0059880239520958,0.0059880239520958,11.904761904761903,0.00663771346211206,<PARC_ROOT>/outputs/phase2_1000/candidate_evalues_1000_small.csv
OVT-B,397,ovtb_v397_p004928,person,669,0.8285047113895416,0.8285047113895416,0.8285047113895416,8,0.875,3698.0,0.9805478320065556,1.0,False,cat:669,unknown,person,unknown,global,0,14,,<PARC_ROOT>/outputs/phase2_1000/release_audit_parc_track_gamma_tuned_uniform_scs_M150_viewer/montages/ovtb_v397_p004928.jpg,parc_track_gamma_tuned_uniform_scs,150,122,11.911399618224015,0.0059880239520958,0.0059880239520958,11.904761904761903,0.00663771346211206,<PARC_ROOT>/outputs/phase2_1000/candidate_evalues_1000_small.csv
OVT-B,582,ovtb_v582_p006276,tv,984,0.828356496989727,0.828356496989727,0.828356496989727,8,0.875,4987.0,0.9817219410170028,1.0,False,cat:984,unknown,tv,unknown,global,0,39,,<PARC_ROOT>/outputs/phase2_1000/release_audit_parc_track_gamma_tuned_uniform_scs_M150_viewer/montages/ovtb_v582_p006276.jpg,parc_track_gamma_tuned_uniform_scs,150,123,11.911399618224015,0.0059880239520958,0.0059880239520958,11.904761904761903,0.00663771346211206,<PARC_ROOT>/outputs/phase2_1000/candidate_evalues_1000_small.csv
OVT-B,612,ovtb_v612_p006473,wet suit,1024,0.8274454772472382,0.8274454772472382,0.8274454772472382,8,0.875,5179.0,0.9781185375287198,1.0,False,cat:1024,unknown,wet suit,unknown,global,0,19,,<PARC_ROOT>/outputs/phase2_1000/release_audit_parc_track_gamma_tuned_uniform_scs_M150_viewer/montages/ovtb_v612_p006473.jpg,parc_track_gamma_tuned_uniform_scs,150,124,11.911399618224015,0.0059880239520958,0.0059880239520958,11.904761904761903,0.00663771346211206,<PARC_ROOT>/outputs/phase2_1000/candidate_evalues_1000_small.csv
OVT-B,73,ovtb_v73_p002801,red panda,754,0.8274293541908264,0.8274293541908264,0.8274293541908264,1,0.0,1861.0,0.9116729478981322,1.0,False,cat:754,unknown,red panda,unknown,global,198,198,,<PARC_ROOT>/outputs/phase2_1000/release_audit_parc_track_gamma_tuned_uniform_scs_M150_viewer/montages/ovtb_v73_p002801.jpg,parc_track_gamma_tuned_uniform_scs,150,125,11.911399618224015,0.0059880239520958,0.0059880239520958,11.904761904761903,0.00663771346211206,<PARC_ROOT>/outputs/phase2_1000/candidate_evalues_1000_small.csv
OVT-B,73,ovtb_v73_p002802,red panda,754,0.8268676102161407,0.8268676102161407,0.8268676102161407,2,0.5,1861.0,0.8951440642571634,0.5,False,cat:754,unknown,red panda,unknown,global,297,347,,<PARC_ROOT>/outputs/phase2_1000/release_audit_parc_track_gamma_tuned_uniform_scs_M150_viewer/montages/ovtb_v73_p002802.jpg,parc_track_gamma_tuned_uniform_scs,150,126,11.911399618224015,0.0059880239520958,0.0059880239520958,11.904761904761903,0.00663771346211206,<PARC_ROOT>/outputs/phase2_1000/candidate_evalues_1000_small.csv
