method,alpha1,seed,candidate_budget_M,released,official_supported,unsupported,unsupported_actually_true,unsupported_actually_false,unsupported_uncertain,unsupported_unlabeled,utr,audited_ftr_on_labeled_released,audited_ftr_supported_plus_labeled,conservative_ftr_uncertain_and_unlabeled_false,self_consistency_margin,empty_reason,empty_diagnostic,unsupported_audited,unsupported_audit_coverage_rate,unsupported_audit_fully_covered
greedy_score_no_risk,0.2,0,150,150,145,5,,,,,0.0333333333333333,0.25,,0.98,,,,5.0,1.0,True
confidence_threshold,0.2,0,175,175,169,6,,,,,0.0342857142857142,0.25,,0.9828571428571428,,,,6.0,1.0,True
tracklet_p_bh,0.2,0,175,175,169,6,,,,,0.0342857142857142,0.25,,0.9828571428571428,,,,6.0,1.0,True
tracklet_e_bh,0.2,0,175,175,169,6,,,,,0.0342857142857142,0.25,,0.9828571428571428,2.5194193038203867,,,6.0,1.0,True
post_filter_e_bh,0.2,0,175,137,132,5,,,,,0.0364963503649635,0.25,,0.978102189781022,0.1973298289652598,,,5.0,1.0,True
greedy_score_no_risk,0.2,0,175,175,169,6,,,,,0.0342857142857142,0.25,,0.9828571428571428,,,,6.0,1.0,True
confidence_threshold,0.2,0,200,200,192,8,,,,,0.04,0.25,,0.985,,,,8.0,1.0,True
tracklet_p_bh,0.2,0,200,200,192,8,,,,,0.04,0.25,,0.985,,,,8.0,1.0,True
tracklet_e_bh,0.2,0,200,200,192,8,,,,,0.04,0.25,,0.985,2.5194193038203867,,,8.0,1.0,True
post_filter_e_bh,0.2,0,200,87,86,1,,,,,0.0114942528735632,0.0,,0.9655172413793104,1.9577940087918255,,,1.0,1.0,True
greedy_score_no_risk,0.2,0,200,200,192,8,,,,,0.04,0.25,,0.985,,,,8.0,1.0,True
confidence_threshold,0.2,0,250,250,239,11,,,,,0.044,0.25,,0.988,,,,11.0,1.0,True
tracklet_p_bh,0.2,0,250,250,239,11,,,,,0.044,0.25,,0.988,,,,11.0,1.0,True
tracklet_e_bh,0.2,0,250,250,239,11,,,,,0.044,0.25,,0.988,1.1395801521312876,,,11.0,1.0,True
post_filter_e_bh,0.2,0,250,41,41,0,,,,,0.0,0.0,,0.951219512195122,3.4831128077825824,,,0.0,1.0,True
greedy_score_no_risk,0.2,0,250,250,239,11,,,,,0.044,0.25,,0.988,,,,11.0,1.0,True
unmatched_as_false_block,0.2,1,75,75,75,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.103277807866852,,,0.0,1.0,True
unmatched_as_false_block,0.2,1,100,100,99,1,0.0,0.0,0.0,1.0,0.01,0.0,0.0,0.01,0.4589376255824726,,,0.0,0.0,False
unmatched_as_false_block,0.2,1,125,0,0,0,0.0,0.0,0.0,0.0,0.0,,,,,no_k_satisfies_uniform_self_consistency,insufficient_high_e_mass_for_uniform_scs,0.0,1.0,True
unmatched_as_false_block,0.2,1,150,0,0,0,0.0,0.0,0.0,0.0,0.0,,,,,no_k_satisfies_uniform_self_consistency,insufficient_high_e_mass_for_uniform_scs,0.0,1.0,True
unmatched_as_false_block,0.2,1,175,0,0,0,0.0,0.0,0.0,0.0,0.0,,,,,no_k_satisfies_uniform_self_consistency,insufficient_high_e_mass_for_uniform_scs,0.0,1.0,True
unmatched_as_false_block,0.2,1,200,0,0,0,0.0,0.0,0.0,0.0,0.0,,,,,no_k_satisfies_uniform_self_consistency,insufficient_high_e_mass_for_uniform_scs,0.0,1.0,True
unmatched_as_false_block,0.2,1,250,0,0,0,0.0,0.0,0.0,0.0,0.0,,,,,no_k_satisfies_uniform_self_consistency,insufficient_high_e_mass_for_uniform_scs,0.0,1.0,True
null_superset_no_audit,0.2,1,75,75,75,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.655899462622582,,,0.0,1.0,True
null_superset_no_audit,0.2,1,100,100,99,1,0.0,0.0,0.0,1.0,0.01,0.0,0.0,0.01,3.827656311572525,,,0.0,0.0,False
null_superset_no_audit,0.2,1,125,125,123,2,0.0,0.0,0.0,2.0,0.016,0.0,0.0,0.016,1.646373704503577,,,0.0,0.0,False
null_superset_no_audit,0.2,1,150,150,144,6,0.0,0.0,0.0,6.0,0.04,0.0,0.0,0.04,0.3767538601405542,,,0.0,0.0,False
null_superset_no_audit,0.2,1,175,164,157,7,1.0,0.0,0.0,6.0,0.0426829268292682,0.0,0.0,0.0365853658536585,0.041388006482018,,,1.0,0.14285714285714285,False
null_superset_no_audit,0.2,1,200,34,34,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.899329095044973,,,0.0,1.0,True
null_superset_no_audit,0.2,1,250,0,0,0,0.0,0.0,0.0,0.0,0.0,,,,,no_k_satisfies_uniform_self_consistency,insufficient_high_e_mass_for_uniform_scs,0.0,1.0,True
parc_track_gamma_tuned_uniform_scs,0.2,1,75,75,75,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.489320694998458,,,0.0,1.0,True
parc_track_gamma_tuned_uniform_scs,0.2,1,100,100,99,1,0.0,0.0,0.0,1.0,0.01,0.0,0.0,0.01,5.583483684930153,,,0.0,0.0,False
parc_track_gamma_tuned_uniform_scs,0.2,1,125,125,123,2,0.0,0.0,0.0,2.0,0.016,0.0,0.0,0.016,2.5184798890069366,,,0.0,0.0,False
parc_track_gamma_tuned_uniform_scs,0.2,1,150,150,144,6,0.0,0.0,0.0,6.0,0.04,0.0,0.0,0.04,0.8988670400788825,,,0.0,0.0,False
parc_track_gamma_tuned_uniform_scs,0.2,1,175,167,160,7,1.0,0.0,0.0,6.0,0.0419161676646706,0.0,0.0,0.0359281437125748,0.10158803062198,,,1.0,0.14285714285714285,False
parc_track_gamma_tuned_uniform_scs,0.2,1,200,106,104,2,0.0,0.0,0.0,2.0,0.0188679245283018,0.0,0.0,0.0188679245283018,1.1495214207792106,,,0.0,0.0,False
parc_track_gamma_tuned_uniform_scs,0.2,1,250,0,0,0,0.0,0.0,0.0,0.0,0.0,,,,,no_k_satisfies_uniform_self_consistency,insufficient_high_e_mass_for_uniform_scs,0.0,1.0,True
confidence_threshold,0.2,1,75,75,75,0,,,,,0.0,0.0,,0.9466666666666668,,,,0.0,1.0,True
tracklet_p_bh,0.2,1,75,75,75,0,,,,,0.0,0.0,,0.9466666666666668,,,,0.0,1.0,True
tracklet_e_bh,0.2,1,75,75,75,0,,,,,0.0,0.0,,0.9466666666666668,10.013882464794596,,,0.0,1.0,True
post_filter_e_bh,0.2,1,75,75,75,0,,,,,0.0,0.0,,0.9466666666666668,8.489320694998458,,,0.0,1.0,True
greedy_score_no_risk,0.2,1,75,75,75,0,,,,,0.0,0.0,,0.9466666666666668,,,,0.0,1.0,True
confidence_threshold,0.2,1,100,100,99,1,,,,,0.01,0.0,,0.96,,,,1.0,1.0,True
tracklet_p_bh,0.2,1,100,100,99,1,,,,,0.01,0.0,,0.96,,,,1.0,1.0,True
tracklet_e_bh,0.2,1,100,100,99,1,,,,,0.01,0.0,,0.96,8.002403623945844,,,1.0,1.0,True
post_filter_e_bh,0.2,1,100,100,99,1,,,,,0.01,0.0,,0.96,5.583483684930153,,,1.0,1.0,True
greedy_score_no_risk,0.2,1,100,100,99,1,,,,,0.01,0.0,,0.96,,,,1.0,1.0,True
confidence_threshold,0.2,1,125,125,123,2,,,,,0.016,0.0,,0.968,,,,2.0,1.0,True
tracklet_p_bh,0.2,1,125,125,123,2,,,,,0.016,0.0,,0.968,,,,2.0,1.0,True
tracklet_e_bh,0.2,1,125,125,123,2,,,,,0.016,0.0,,0.968,5.616418102794055,,,2.0,1.0,True
post_filter_e_bh,0.2,1,125,125,123,2,,,,,0.016,0.0,,0.968,2.5184798890069366,,,2.0,1.0,True
greedy_score_no_risk,0.2,1,125,125,123,2,,,,,0.016,0.0,,0.968,,,,2.0,1.0,True
confidence_threshold,0.2,1,150,150,144,6,,,,,0.04,0.0,,0.9733333333333334,,,,6.0,1.0,True
tracklet_p_bh,0.2,1,150,150,144,6,,,,,0.04,0.0,,0.9733333333333334,,,,6.0,1.0,True
tracklet_e_bh,0.2,1,150,150,144,6,,,,,0.04,0.0,,0.9733333333333334,3.6682690826305615,,,6.0,1.0,True
post_filter_e_bh,0.2,1,150,150,144,6,,,,,0.04,0.0,,0.9733333333333334,0.8988670400788825,,,6.0,1.0,True
greedy_score_no_risk,0.2,1,150,150,144,6,,,,,0.04,0.0,,0.9733333333333334,,,,6.0,1.0,True
confidence_threshold,0.2,1,175,175,167,8,,,,,0.0457142857142857,0.0,,0.9714285714285714,,,,8.0,1.0,True
tracklet_p_bh,0.2,1,175,175,167,8,,,,,0.0457142857142857,0.0,,0.9714285714285714,,,,8.0,1.0,True
tracklet_e_bh,0.2,1,175,175,167,8,,,,,0.0457142857142857,0.0,,0.9714285714285714,2.840744398797395,,,8.0,1.0,True
post_filter_e_bh,0.2,1,175,167,160,7,,,,,0.0419161676646706,0.0,,0.9700598802395208,0.10158803062198,,,7.0,1.0,True
greedy_score_no_risk,0.2,1,175,175,167,8,,,,,0.0457142857142857,0.0,,0.9714285714285714,,,,8.0,1.0,True
confidence_threshold,0.2,1,200,200,191,9,,,,,0.045,0.0,,0.975,,,,9.0,1.0,True
tracklet_p_bh,0.2,1,200,200,191,9,,,,,0.045,0.0,,0.975,,,,9.0,1.0,True
tracklet_e_bh,0.2,1,200,200,191,9,,,,,0.045,0.0,,0.975,2.506941232397298,,,9.0,1.0,True
post_filter_e_bh,0.2,1,200,106,104,2,,,,,0.0188679245283018,0.0,,0.9622641509433962,1.1495214207792106,,,2.0,1.0,True
greedy_score_no_risk,0.2,1,200,200,191,9,,,,,0.045,0.0,,0.975,,,,9.0,1.0,True
confidence_threshold,0.2,1,250,250,235,15,,,,,0.06,0.0,,0.976,,,,15.0,1.0,True
tracklet_p_bh,0.2,1,250,250,235,15,,,,,0.06,0.0,,0.976,,,,15.0,1.0,True
tracklet_e_bh,0.2,1,250,250,235,15,,,,,0.06,0.0,,0.976,1.5012018119729218,,,15.0,1.0,True
post_filter_e_bh,0.2,1,250,0,0,0,,,,,0.0,,,,,,baseline_selected_empty,0.0,1.0,True
greedy_score_no_risk,0.2,1,250,250,235,15,,,,,0.06,0.0,,0.976,,,,15.0,1.0,True
unmatched_as_false_block,0.2,2,75,75,75,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0570207197928587,,,0.0,1.0,True
unmatched_as_false_block,0.2,2,100,100,99,1,0.0,0.0,0.0,1.0,0.01,0.0,0.0,0.01,0.4175640282326149,,,0.0,0.0,False
unmatched_as_false_block,0.2,2,125,0,0,0,0.0,0.0,0.0,0.0,0.0,,,,,no_k_satisfies_uniform_self_consistency,insufficient_high_e_mass_for_uniform_scs,0.0,1.0,True
unmatched_as_false_block,0.2,2,150,0,0,0,0.0,0.0,0.0,0.0,0.0,,,,,no_k_satisfies_uniform_self_consistency,insufficient_high_e_mass_for_uniform_scs,0.0,1.0,True
unmatched_as_false_block,0.2,2,175,0,0,0,0.0,0.0,0.0,0.0,0.0,,,,,no_k_satisfies_uniform_self_consistency,insufficient_high_e_mass_for_uniform_scs,0.0,1.0,True
unmatched_as_false_block,0.2,2,200,0,0,0,0.0,0.0,0.0,0.0,0.0,,,,,no_k_satisfies_uniform_self_consistency,insufficient_high_e_mass_for_uniform_scs,0.0,1.0,True
unmatched_as_false_block,0.2,2,250,0,0,0,0.0,0.0,0.0,0.0,0.0,,,,,no_k_satisfies_uniform_self_consistency,insufficient_high_e_mass_for_uniform_scs,0.0,1.0,True
null_superset_no_audit,0.2,2,75,75,75,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.525486131175914,,,0.0,1.0,True
null_superset_no_audit,0.2,2,100,100,99,1,0.0,0.0,0.0,1.0,0.01,0.0,0.0,0.01,3.720344893593955,,,0.0,0.0,False
null_superset_no_audit,0.2,2,125,125,124,1,0.0,0.0,0.0,1.0,0.008,0.0,0.0,0.008,0.8672200308206293,,,0.0,0.0,False
null_superset_no_audit,0.2,2,150,124,123,1,0.0,0.0,0.0,1.0,0.0080645161290322,0.0,0.0,0.0080645161290322,0.5180166370059966,,,0.0,0.0,False
null_superset_no_audit,0.2,2,175,84,84,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1088194645092475,,,0.0,1.0,True
null_superset_no_audit,0.2,2,200,0,0,0,0.0,0.0,0.0,0.0,0.0,,,,,no_k_satisfies_uniform_self_consistency,insufficient_high_e_mass_for_uniform_scs,0.0,1.0,True
null_superset_no_audit,0.2,2,250,0,0,0,0.0,0.0,0.0,0.0,0.0,,,,,no_k_satisfies_uniform_self_consistency,insufficient_high_e_mass_for_uniform_scs,0.0,1.0,True
parc_track_gamma_tuned_uniform_scs,0.2,2,75,75,75,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.377444756848483,,,0.0,1.0,True
parc_track_gamma_tuned_uniform_scs,0.2,2,100,100,99,1,0.0,0.0,0.0,1.0,0.01,0.0,0.0,0.01,3.6964644408528144,,,0.0,0.0,False
parc_track_gamma_tuned_uniform_scs,0.2,2,125,125,124,1,0.0,0.0,0.0,1.0,0.008,0.0,0.0,0.008,0.8513838661689457,,,0.0,0.0,False
parc_track_gamma_tuned_uniform_scs,0.2,2,150,124,123,1,0.0,0.0,0.0,1.0,0.0080645161290322,0.0,0.0,0.0080645161290322,0.5002198370021622,,,0.0,0.0,False
parc_track_gamma_tuned_uniform_scs,0.2,2,175,87,87,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4389942749900157,,,0.0,1.0,True
parc_track_gamma_tuned_uniform_scs,0.2,2,200,84,84,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.472682852086578,,,0.0,1.0,True
parc_track_gamma_tuned_uniform_scs,0.2,2,250,0,0,0,0.0,0.0,0.0,0.0,0.0,,,,,no_k_satisfies_uniform_self_consistency,insufficient_high_e_mass_for_uniform_scs,0.0,1.0,True
confidence_threshold,0.2,2,75,75,75,0,,,,,0.0,0.0,,0.96,,,,0.0,1.0,True
tracklet_p_bh,0.2,2,75,75,75,0,,,,,0.0,0.0,,0.96,,,,0.0,1.0,True
tracklet_e_bh,0.2,2,75,75,75,0,,,,,0.0,0.0,,0.96,10.305227865013968,,,0.0,1.0,True
post_filter_e_bh,0.2,2,75,75,75,0,,,,,0.0,0.0,,0.96,8.377444756848485,,,0.0,1.0,True
greedy_score_no_risk,0.2,2,75,75,75,0,,,,,0.0,0.0,,0.96,,,,0.0,1.0,True
confidence_threshold,0.2,2,100,100,99,1,,,,,0.01,0.0,,0.97,,,,1.0,1.0,True
tracklet_p_bh,0.2,2,100,100,99,1,,,,,0.01,0.0,,0.97,,,,1.0,1.0,True
tracklet_e_bh,0.2,2,100,100,99,1,,,,,0.01,0.0,,0.97,6.85537852622176,,,1.0,1.0,True
post_filter_e_bh,0.2,2,100,100,99,1,,,,,0.01,0.0,,0.97,3.6964644408528144,,,1.0,1.0,True
greedy_score_no_risk,0.2,2,100,100,99,1,,,,,0.01,0.0,,0.97,,,,1.0,1.0,True
confidence_threshold,0.2,2,125,125,124,1,,,,,0.008,0.0,,0.976,,,,1.0,1.0,True
tracklet_p_bh,0.2,2,125,125,124,1,,,,,0.008,0.0,,0.976,,,,1.0,1.0,True
tracklet_e_bh,0.2,2,125,125,124,1,,,,,0.008,0.0,,0.976,4.372499666577749,,,1.0,1.0,True
post_filter_e_bh,0.2,2,125,125,124,1,,,,,0.008,0.0,,0.976,0.8513838661689457,,,1.0,1.0,True
greedy_score_no_risk,0.2,2,125,125,124,1,,,,,0.008,0.0,,0.976,,,,1.0,1.0,True
confidence_threshold,0.2,2,150,150,148,2,,,,,0.0133333333333333,0.0,,0.9733333333333334,,,,2.0,1.0,True
tracklet_p_bh,0.2,2,150,150,148,2,,,,,0.0133333333333333,0.0,,0.9733333333333334,,,,2.0,1.0,True
tracklet_e_bh,0.2,2,150,150,148,2,,,,,0.0133333333333333,0.0,,0.9733333333333334,2.6526139325069837,,,2.0,1.0,True
post_filter_e_bh,0.2,2,150,124,123,1,,,,,0.0080645161290322,0.0,,0.9758064516129032,0.5002198370021622,,,1.0,1.0,True
greedy_score_no_risk,0.2,2,150,150,148,2,,,,,0.0133333333333333,0.0,,0.9733333333333334,,,,2.0,1.0,True
confidence_threshold,0.2,2,175,175,170,5,,,,,0.0285714285714285,0.0,,0.9714285714285714,,,,5.0,1.0,True
tracklet_p_bh,0.2,2,175,175,170,5,,,,,0.0285714285714285,0.0,,0.9714285714285714,,,,5.0,1.0,True
tracklet_e_bh,0.2,2,175,175,170,5,,,,,0.0285714285714285,0.0,,0.9714285714285714,2.084943794514433,,,5.0,1.0,True
post_filter_e_bh,0.2,2,175,87,87,0,,,,,0.0,0.0,,0.9655172413793104,0.4389942749900157,,,0.0,1.0,True
greedy_score_no_risk,0.2,2,175,175,170,5,,,,,0.0285714285714285,0.0,,0.9714285714285714,,,,5.0,1.0,True
confidence_threshold,0.2,2,200,200,195,5,,,,,0.025,0.0,,0.975,,,,5.0,1.0,True
tracklet_p_bh,0.2,2,200,200,195,5,,,,,0.025,0.0,,0.975,,,,5.0,1.0,True
tracklet_e_bh,0.2,2,200,200,195,5,,,,,0.025,0.0,,0.975,1.844705983459041,,,5.0,1.0,True
post_filter_e_bh,0.2,2,200,84,84,0,,,,,0.0,0.0,,0.9642857142857144,1.4726828520865798,,,0.0,1.0,True
greedy_score_no_risk,0.2,2,200,200,195,5,,,,,0.025,0.0,,0.975,,,,5.0,1.0,True
confidence_threshold,0.2,2,250,250,242,8,,,,,0.032,0.0,,0.976,,,,8.0,1.0,True
tracklet_p_bh,0.2,2,250,250,242,8,,,,,0.032,0.0,,0.976,,,,8.0,1.0,True
tracklet_e_bh,0.2,2,250,250,242,8,,,,,0.032,0.0,,0.976,0.9276892631108796,,,8.0,1.0,True
post_filter_e_bh,0.2,2,250,0,0,0,,,,,0.0,,,,,,baseline_selected_empty,0.0,1.0,True
greedy_score_no_risk,0.2,2,250,250,242,8,,,,,0.032,0.0,,0.976,,,,8.0,1.0,True
