candidate_id,source,formula,n_sites,block_id,stable_DFT,structure_ref,structure_sha256,chgnet_energy_per_atom,frozen_model_score,score_status,element_reference_energy_per_atom,predicted_formation_energy_proxy
pgcgm-8db6660ba77b8386,PGCGM_generated_candidates,MgTaZn,24.0,ABC::Mg-Ta-Zn,,1.tar.gz::Pnma---496_1.cif,8db6660ba77b83862fdc4780888ff6c7eb698a8804ff98e38435c7f2753aba4a,7.392565727233887,-12.33466673745746,scored,-4.942101010223574,12.33466673745746
pgcgm-27612cb0f6ac25de,PGCGM_generated_candidates,ScNiC,36.0,ABC::C-Ni-Sc,,1.tar.gz::P6_3mc---922_2.cif,27612cb0f6ac25de8c0bfd612dc3431bb9a8a1bb0d8e1f49910100f9d3a55f68,4.701266765594482,-11.853077242922176,scored,-7.151810477327692,11.853077242922176
pgcgm-ebfc22f35a72d78f,PGCGM_generated_candidates,FeBO,24.0,ABC::B-Fe-O,,1.tar.gz::Pnma---616_1.cif,ebfc22f35a72d78f314eada7465c2e66854032b7571aed3bdc9b1a2461af0d45,1.0099782943725586,-7.724947282010039,scored,-6.71496898763748,7.724947282010039
pgcgm-3bff5b30d293b6da,PGCGM_generated_candidates,BeInRe,24.0,ABC::Be-In-Re,,1.tar.gz::Immm---711_2.cif,3bff5b30d293b6dae205d3a31b0a7fefc2617c6107912df5a2bd470c3e38cb1b,1.5225682258605957,-7.871957114321679,scored,-6.349388888461084,7.871957114321679
pgcgm-254d71a15016444a,PGCGM_generated_candidates,NaAlV,36.0,ABC::Al-Na-V,,1.tar.gz::P6_3mc---27_0.cif,254d71a15016444ab5d5264b5c7318b4f840326c26432f2ce34ca82ac267e4a4,6.93612813949585,-11.659914938282581,scored,-4.7237867987867315,11.659914938282581
pgcgm-29c6beb07cc62ee0,PGCGM_generated_candidates,Zn(SiAu)2,40.0,AB2C2::Au-Si-Zn,,1.tar.gz::Immm---491_1.cif,29c6beb07cc62ee06bf408959f30ca8092b9a88e3975b855479a63c4d1b54140,8.794468879699707,-12.550386648301311,scored,-3.755917768601604,12.550386648301311
pgcgm-6f5103fcb1acfe24,PGCGM_generated_candidates,Rb(GaBi2)2,28.0,AB2C4::Bi-Ga-Rb,,1.tar.gz::P4#mmm---309_0.cif,6f5103fcb1acfe240632149ad1474210d5c86d24977269431faa83dd11c05f30,9.822790145874023,-13.030454082632568,scored,-3.2076639367585447,13.030454082632568
pgcgm-aa7d72cac3ed729a,PGCGM_generated_candidates,BiTe2O,32.0,ABC2::Bi-O-Te,,1.tar.gz::P4#mmm---605_2.cif,aa7d72cac3ed729a5c311c7f98201dd335fa9c3256f34e6a772ef7da094b51ee,7.597513675689697,-11.378200086074166,scored,-3.780686410384469,11.378200086074166
pgcgm-e102a839f4498ae3,PGCGM_generated_candidates,HfIrI,24.0,ABC::Hf-I-Ir,,1.tar.gz::Pnma---487_2.cif,e102a839f4498ae370e396bb9c4bdc60eb6c295a341271cf27f5e786ab6ffd3d,-4.1726484298706055,-2.601251357294778,scored,-6.773899787165384,2.601251357294778
pgcgm-f5b79beff6a9dbe8,PGCGM_generated_candidates,FePdBr,24.0,ABC::Br-Fe-Pd,,1.tar.gz::Pnma---803_1.cif,f5b79beff6a9dbe8827d9d22ff46c22a605d8d768e7ccd717368991bab76cd19,1.2095823287963867,-6.291928191644913,scored,-5.082345862848526,6.291928191644913
pgcgm-3e966bdbb6883523,PGCGM_generated_candidates,Ga2AsN,32.0,ABC2::As-Ga-N,,1.tar.gz::Cmcm---523_2.cif,3e966bdbb68835233ec98cb5340f476c36c79db22815a225a971870d01332bdf,8.689476013183594,-13.464791327407106,scored,-4.775315314223512,13.464791327407106
pgcgm-71345836ca9e929c,PGCGM_generated_candidates,Cs2Si2Ir,40.0,AB2C2::Cs-Ir-Si,,1.tar.gz::P4#mmm---716_0.cif,71345836ca9e929c7668d27e716fe8cc05ec772c5432a4e6325822683ca606e0,8.071462631225586,-12.40481628759526,scored,-4.333353656369674,12.40481628759526
pgcgm-8651d4d3e39d366b,PGCGM_generated_candidates,TaBiIr,36.0,ABC::Bi-Ir-Ta,,1.tar.gz::P6_3mc---784_0.cif,8651d4d3e39d366b9623090aa0fd276b0b0c0111ea16c09ce9f7d02e937ff099,-0.7592463493347168,-7.458238112510308,scored,-8.217484461845025,7.458238112510308
pgcgm-a4c8a659b0377427,PGCGM_generated_candidates,Be4SnAu4,36.0,AB4C4::Au-Be-Sn,,1.tar.gz::Immm---56_2.cif,a4c8a659b03774270fbdfe5e263ca501b2944bdfe14b73b12b0f36d35ba7be30,11.70505142211914,-15.30039621105089,scored,-3.595344788931749,15.30039621105089
pgcgm-74059253c431037d,PGCGM_generated_candidates,NiHgTe,24.0,ABC::Hg-Ni-Te,,1.tar.gz::Pnma---274_2.cif,74059253c431037dd4cabfb4d55f06057f14c4159a192cb45782236d19c27834,3.8274834156036377,-6.9303699350865,scored,-3.102886519482862,6.9303699350865
pgcgm-8e9d03e94b23f6b0,PGCGM_generated_candidates,ReAgH,24.0,ABC::Ag-H-Re,,1.tar.gz::Cmcm---705_2.cif,8e9d03e94b23f6b013b44fc4dd538a4670a1b06dcb54e451b4935bfe9324f7d5,5.9295268058776855,-12.167440130214054,scored,-6.237913324336368,12.167440130214054
pgcgm-d567bf59c8e2ed44,PGCGM_generated_candidates,Nb2Si2O,40.0,AB2C2::Nb-O-Si,,1.tar.gz::Immm---165_0.cif,d567bf59c8e2ed44f25f8be8aa23f01f0d1d7f60fcf80f6f9192afa644c5cfcf,0.6106529235839844,-7.840261749830837,scored,-7.229608826246853,7.840261749830837
pgcgm-528582f1d16c41d1,PGCGM_generated_candidates,Ga2Ni2O,40.0,AB2C2::Ga-Ni-O,,1.tar.gz::Immm---482_0.cif,528582f1d16c41d19cc5d450fddf110063af5e42433ffde59903a30c09b7cee2,5.886224269866943,-10.42224085806554,scored,-4.536016588198597,10.42224085806554
pgcgm-ca21e3beb6d6c8fa,PGCGM_generated_candidates,Mn2Fe2B,40.0,AB2C2::B-Fe-Mn,,1.tar.gz::Immm---224_1.cif,ca21e3beb6d6c8fa62a3514635c15a1de0d7f2b3ec179e0602120d656ee5b41d,2.639582633972168,-11.056939274077056,scored,-8.417356640104888,11.056939274077056
pgcgm-010245398751a95f,PGCGM_generated_candidates,Al4CuPd2,28.0,AB2C4::Al-Cu-Pd,,1.tar.gz::P4#mmm---572_2.cif,010245398751a95fe6341dfe04b4ce27075f2ff01a284cb4c847eb37b6e3a9ec,3.183188915252685,-7.414768158392976,scored,-4.231579243140291,7.414768158392976
pgcgm-c5ede30a1054f5a0,PGCGM_generated_candidates,NiHgTe,24.0,ABC::Hg-Ni-Te,,1.tar.gz::Pnma---274_1.cif,c5ede30a1054f5a069ca636829d96ea9aecefc9ec323b66509bc3274d319458e,0.2931389808654785,-3.3960255003483404,scored,-3.102886519482862,3.3960255003483404
pgcgm-f99694f444114dfa,PGCGM_generated_candidates,Al2GaSe,32.0,ABC2::Al-Ga-Se,,1.tar.gz::P4#nmm---869_2.cif,f99694f444114dfa51704ef4ff10ad21ddf783cacd85af78c4e416baba42325b,4.324243068695068,-7.854285840945516,scored,-3.5300427722504475,7.854285840945516
pgcgm-5b1a5806066f1e7e,PGCGM_generated_candidates,TiCdRe,36.0,ABC::Cd-Re-Ti,,1.tar.gz::P-3m1---413_1.cif,5b1a5806066f1e7e23c79edec66e935697ef2ff04aa0b63fbca14f7613240167,5.377535343170166,-12.487472005938356,scored,-7.10993666276819,12.487472005938356
pgcgm-2770a42c229cab12,PGCGM_generated_candidates,Rb(CaRe)4,36.0,AB4C4::Ca-Rb-Re,,1.tar.gz::Immm---754_1.cif,2770a42c229cab12f3f90c075cda68d4e302bff9f46f655557dcc4550210364c,6.451539039611816,-12.988056125084258,scored,-6.5365170854724415,12.988056125084258
pgcgm-34892572b2a6b9e9,PGCGM_generated_candidates,Nb2SiRu2,40.0,AB2C2::Nb-Ru-Si,,1.tar.gz::Cmcm---783_2.cif,34892572b2a6b9e9c55d8dd316ca136cd89fd0045f7196aa80b3096f93c98f2d,3.013304710388184,-11.907318266379264,scored,-8.89401355599108,11.907318266379264
pgcgm-8aca614f1e32de44,PGCGM_generated_candidates,Ag(TeO)2,30.0,AB2C2::Ag-O-Te,,1.tar.gz::P-3m1---614_1.cif,8aca614f1e32de448557808a19cff77ff6fc7f129e059893ce3b9dcce0df5492,7.2621259689331055,-11.073298457793857,scored,-3.8111724888607528,11.073298457793857
pgcgm-c788e626feae44cf,PGCGM_generated_candidates,Tc(BS)2,40.0,AB2C2::B-S-Tc,,1.tar.gz::P4#mmm---885_2.cif,c788e626feae44cf2717fe11f60330781a38e4e6822c9fcc4e02caa9a0915077,7.134613513946533,-13.573112943361751,scored,-6.438499429415218,13.573112943361751
pgcgm-b48c83fa3fdb7a15,PGCGM_generated_candidates,Zn2HSe2,30.0,AB2C2::H-Se-Zn,,1.tar.gz::P6#mmm---617_0.cif,b48c83fa3fdb7a156a1c352ef1aed8811dceef3f9c45e26ef4cb1675a540faa6,4.8199782371521,-7.425849507937995,scored,-2.605871270785895,7.425849507937995
pgcgm-aec4b4b74169d569,PGCGM_generated_candidates,Be(HgAs)4,36.0,AB4C4::As-Be-Hg,,1.tar.gz::P4#mmm---317_0.cif,aec4b4b74169d5696d704cb6ef4620e5d6d44ac278e54412b33d9fa50e645a18,10.530532836914062,-13.174962508745406,scored,-2.6444296718313423,13.174962508745406
pgcgm-f215f012b37ee6c8,PGCGM_generated_candidates,HfInPb,24.0,ABC::Hf-In-Pb,,1.tar.gz::Pnma---483_1.cif,f215f012b37ee6c8257905635bd780d855dfb848508dd6f85cf115bf72ae2d92,4.03342342376709,-9.518018107113704,scored,-5.484594683346614,9.518018107113704
pgcgm-1bd7fbd3bc4a21cd,PGCGM_generated_candidates,Mg4Os2F,28.0,AB2C4::F-Mg-Os,,1.tar.gz::Immm---313_1.cif,1bd7fbd3bc4a21cd5d45a2ed4784c921e8f487fd5d2b8d6fc67a678dc64016ba,8.812673568725586,-13.22699328904891,scored,-4.414319720323324,13.22699328904891
pgcgm-de609d561d33f21d,PGCGM_generated_candidates,YCrAu,36.0,ABC::Au-Cr-Y,,1.tar.gz::P-3m1---422_1.cif,de609d561d33f21d36fe6ac0e6b80e7ce2ca0bc944fb12e7a350a5efd2b14f44,6.732667922973633,-13.211406155044255,scored,-6.478738232070623,13.211406155044255
pgcgm-48f32cdb4ca32de3,PGCGM_generated_candidates,TiReIr,36.0,ABC::Ir-Re-Ti,,1.tar.gz::P6_3mc---290_1.cif,48f32cdb4ca32de3208b9c081be5ff958c4d4d8fae4fdfac85f388ab939abd2b,3.3310413360595703,-13.09572477339039,scored,-9.76468343733082,13.09572477339039
pgcgm-888ffb3b2643465b,PGCGM_generated_candidates,TiGeI,24.0,ABC::Ge-I-Ti,,1.tar.gz::Pnma---411_1.cif,888ffb3b2643465b33f13d39a4bd33f5c23d9e4959344281c910c75006a8a28b,6.654743194580078,-11.338351387912176,scored,-4.683608193332097,11.338351387912176
pgcgm-036efe830c0fa573,PGCGM_generated_candidates,Bi(PIr2)2,28.0,AB2C4::Bi-Ir-P,,1.tar.gz::Immm---750_2.cif,036efe830c0fa57342f93f719d0225a5817dd501fe9a06db9ba96aa2934ce09e,4.98924732208252,-12.16871791228699,scored,-7.1794705902044695,12.16871791228699
pgcgm-2cf7debbb08f50ed,PGCGM_generated_candidates,Ta(AsSe2)2,28.0,AB2C4::As-Se-Ta,,1.tar.gz::Immm---448_2.cif,2cf7debbb08f50ed77ef3d18465abb6ff88170a707cffccc1ad73cada8954d94,5.199887275695801,-10.24675548506006,scored,-5.04686820936426,10.24675548506006
pgcgm-d7c11dcdb6b56e30,PGCGM_generated_candidates,Ni(BiI)2,40.0,AB2C2::Bi-I-Ni,,1.tar.gz::I4#mmm---374_2.cif,d7c11dcdb6b56e3039bd8ccff50c96f71585a5258be7b63549ed1906cd621291,6.854482650756836,-10.15216258531602,scored,-3.297679934559185,10.15216258531602
pgcgm-dcf2646336aad55d,PGCGM_generated_candidates,IrRhO,24.0,ABC::Ir-O-Rh,,1.tar.gz::Pnma---666_0.cif,dcf2646336aad55d1b8c886c237443e348aa756e81c56f123c3b83416b306a78,4.620491981506348,-11.695288812748629,scored,-7.074796831242282,11.695288812748629
pgcgm-59af532ede88b68a,PGCGM_generated_candidates,Zr2VW2,30.0,AB2C2::V-W-Zr,,1.tar.gz::P-3m1---657_2.cif,59af532ede88b68a774eefef73ae2ad3dc74670c1afd5890050df8f4b6078cb7,2.625798225402832,-13.040137164611743,scored,-10.41433893920891,13.040137164611743
pgcgm-850b1b291f6fbf9a,PGCGM_generated_candidates,RbHO,24.0,ABC::H-O-Rb,,1.tar.gz::Pnma---973_1.cif,850b1b291f6fbf9a204d60a64f5dc02cd379a616d0982b083b3cac2dd3ccc187,4.164320945739746,-7.267343502685502,scored,-3.1030225569457563,7.267343502685502
pgcgm-3f797f1cf8b41661,PGCGM_generated_candidates,ZnHC2,32.0,ABC2::C-H-Zn,,1.tar.gz::I4#mmm---440_2.cif,3f797f1cf8b4166101cd68c7292272b31d1de87ea53d6a7308e31d2c7e0b2b3f,6.0705342292785645,-11.881138313895491,scored,-5.8106040846169265,11.881138313895491
pgcgm-c6af9ac2e96ff68c,PGCGM_generated_candidates,RbTlAg,36.0,ABC::Ag-Rb-Tl,,1.tar.gz::P6_3mc---554_0.cif,c6af9ac2e96ff68c010ca5a1bc009142ac954fa8a4d2a910119fcc69bed88d15,10.817880630493164,-12.89498950126248,scored,-2.0771088707693153,12.89498950126248
pgcgm-0e5c546783d05613,PGCGM_generated_candidates,Cs2Be2Re,40.0,AB2C2::Be-Cs-Re,,1.tar.gz::Immm---706_0.cif,0e5c546783d056134858b2dcc073e456bf27f036cc60c402d15767e7797d8e32,7.641824245452881,-12.033763038644732,scored,-4.391938793191851,12.033763038644732
pgcgm-938aa956590cf096,PGCGM_generated_candidates,Cs2BaSi2,40.0,AB2C2::Ba-Cs-Si,,1.tar.gz::Immm---637_1.cif,938aa956590cf0960eaa04d59bb2948a494cc7c2dbf4fec166da04ad3ceddff6,7.049555778503418,-9.99584399038667,scored,-2.9462882118832514,9.99584399038667
pgcgm-86bf7b8026906d76,PGCGM_generated_candidates,KCoRu,24.0,ABC::Co-K-Ru,,1.tar.gz::Pnma---169_0.cif,86bf7b8026906d7667d485210b45301ad931a7a179dca35cf69018e740bed5b0,8.898884773254395,-14.766622031734649,scored,-5.867737258480255,14.766622031734649
pgcgm-78618c5de11142ec,PGCGM_generated_candidates,NiHgTe,24.0,ABC::Hg-Ni-Te,,1.tar.gz::Pnma---274_0.cif,78618c5de11142ecd3af90bc37b9e7c220c2711549749e87c32d4167ab28c83d,9.136220932006836,-12.239107451489698,scored,-3.102886519482862,12.239107451489698
pgcgm-9ece9f7b6dc2b091,PGCGM_generated_candidates,CrHgPb,36.0,ABC::Cr-Hg-Pb,,1.tar.gz::P6_3mc---14_2.cif,9ece9f7b6dc2b0910a7fe4075fb97ecd7a479ff609aa9376f39c9724e47f69c2,8.312902450561523,-12.886490170080481,scored,-4.573587719518959,12.886490170080481
pgcgm-1312a84d55bdce20,PGCGM_generated_candidates,RbLiMg,24.0,ABC::Li-Mg-Rb,,1.tar.gz::Pnma---421_1.cif,1312a84d55bdce201dbb3eab13cb416d765ff594833e76789fc377172c928873,8.76823616027832,-10.263169741779803,scored,-1.4949335815014835,10.263169741779803
pgcgm-cf11cebc0d2736fa,PGCGM_generated_candidates,Li4Ga4I,36.0,AB4C4::Ga-I-Li,,1.tar.gz::Immm---893_1.cif,cf11cebc0d2736faecd777b48b51be67cfcdbf9212fdd605a598500978931b53,7.226003170013428,-9.599819561964328,scored,-2.3738163919509008,9.599819561964328
pgcgm-c9d31fc00003247b,PGCGM_generated_candidates,AuS4I,24.0,ABC4::Au-I-S,,1.tar.gz::P4#mmm---156_2.cif,c9d31fc00003247b4ca6767854e19db453cdebf977253fdfec5d0623e12e9ae9,5.200026035308838,-8.777526069787973,scored,-3.5775000344791343,8.777526069787973
pgcgm-4046866f396654af,PGCGM_generated_candidates,CoSnO,36.0,ABC::Co-O-Sn,,1.tar.gz::P6_3mc---316_0.cif,4046866f396654af74477d611aa0488c36566811cf4aeac16a35551c97793057,1.6821017265319824,-7.042751161018882,scored,-5.360649434486899,7.042751161018882
pgcgm-f65fb95340b459b2,PGCGM_generated_candidates,RbGaBi,24.0,ABC::Bi-Ga-Rb,,1.tar.gz::Pnma---158_2.cif,f65fb95340b459b2dd4ecb76112eea5ec5e0b15328f761486bff0cb16b91ef6a,8.130617141723633,-10.755666647693989,scored,-2.625049505970355,10.755666647693989
pgcgm-681786d1f10a6829,PGCGM_generated_candidates,Sr(FeC)2,40.0,AB2C2::C-Fe-Sr,,1.tar.gz::Immm---444_0.cif,681786d1f10a68292ec72e962c841ba68bff0a6107358b9824548b01bf3132d5,1.3458657264709473,-8.787992174930062,scored,-7.442126448459115,8.787992174930062
pgcgm-3d10941b17ec4b88,PGCGM_generated_candidates,Li2Hf4Os,28.0,AB2C4::Hf-Li-Os,,1.tar.gz::Immm---517_2.cif,3d10941b17ec4b88bb81e7d8794d0c5c17076ca27c71b494571acaa4dc86b6d5,-6.134846210479736,-1.7148653812403785,scored,-7.849711591720115,1.7148653812403785
pgcgm-89426171a2128828,PGCGM_generated_candidates,Y2Os2S,40.0,AB2C2::Os-S-Y,,1.tar.gz::Immm---99_0.cif,89426171a2128828e08fa294180b93817f394c1767609d9305eb916945ef24f6,-1.5272459983825684,-6.422860764595801,scored,-7.950106762978369,6.422860764595801
pgcgm-97a0b5ea84911808,PGCGM_generated_candidates,NaMoO,24.0,ABC::Mo-Na-O,,1.tar.gz::Pnma---951_0.cif,97a0b5ea84911808f3b7e2c067d1741ec6c412ecf76084d7ba2cad344006ee2f,0.9404287338256836,-6.620764267510085,scored,-5.680335533684401,6.620764267510085
pgcgm-8bcaef1405b5f725,PGCGM_generated_candidates,PdBrN2,32.0,ABC2::Br-N-Pd,,1.tar.gz::Cmcm---918_2.cif,8bcaef1405b5f72525231e377982f225e06c303b05e65d08af3f40905e642b5f,6.063418388366699,-11.905743268078243,scored,-5.842324879711544,11.905743268078243
pgcgm-da67b525f2f3daa1,PGCGM_generated_candidates,Ca2AgB,32.0,ABC2::Ag-B-Ca,,1.tar.gz::P4#nmm---906_0.cif,da67b525f2f3daa116d9d437347e40976fc2c6f27bd6ba4acfd3d4ad3bd94145,4.161168575286865,-7.5451085009046155,scored,-3.3839399256177503,7.5451085009046155
pgcgm-2e3ed20813b2897b,PGCGM_generated_candidates,Ba2Mg2Mo,30.0,AB2C2::Ba-Mg-Mo,,1.tar.gz::P-3m1---468_2.cif,2e3ed20813b2897b43731bcd3eb907375cf7bd3b93246456acdb56e5293a3604,7.632974147796631,-11.204296036624825,scored,-3.5713218888281952,11.204296036624825
pgcgm-e886d65f76a897ec,PGCGM_generated_candidates,VPPb,24.0,ABC::P-Pb-V,,1.tar.gz::Pnma---839_0.cif,e886d65f76a897ec3bd65cbf4dc5ff41a06fa87ab656704c7f3a98dcb5e0304a,-2.802734613418579,-3.278027024771591,scored,-6.08076163819017,3.278027024771591
pgcgm-f0a8c232d2851d48,PGCGM_generated_candidates,Cr2GaO2,40.0,AB2C2::Cr-Ga-O,,1.tar.gz::Immm---279_2.cif,f0a8c232d2851d48abb6cebe4ef6a071f8c6933a56160c4eb57f88ee1749b959,3.436342239379883,-9.891297809526149,scored,-6.454955570146266,9.891297809526149
pgcgm-216550f642dedfb7,PGCGM_generated_candidates,CaAl2Ga,32.0,ABC2::Al-Ca-Ga,,1.tar.gz::Immm---772_2.cif,216550f642dedfb759c8181a437b111c7ef2dee642d4848629e20a536a740c84,8.888162612915039,-12.038697748006154,scored,-3.150535135091114,12.038697748006154
pgcgm-1ed099f795c58804,PGCGM_generated_candidates,Zn2SbC2,40.0,AB2C2::C-Sb-Zn,,1.tar.gz::Immm---799_1.cif,1ed099f795c588042642eb3eb6d9641b019db4a6e37acde275fc1bb574d3816e,0.2313394546508789,-5.283241545474874,scored,-5.051902090823995,5.283241545474874
pgcgm-04aafe966252deb1,PGCGM_generated_candidates,Ba(MoCl)4,36.0,AB4C4::Ba-Cl-Mo,,1.tar.gz::P4#mmm---990_0.cif,04aafe966252deb13d1cecc615fa5310dde0237162ab8bd88a74d19617ed5161,7.079847812652588,-12.915057180613987,scored,-5.835209367961399,12.915057180613987
pgcgm-3dd0d57414742c60,PGCGM_generated_candidates,Cs2NbGe,32.0,ABC2::Cs-Ge-Nb,,1.tar.gz::Immm---495_0.cif,3dd0d57414742c600532cb27ba738fb7b28ae1c57e1e239f08ce3b7fd4d5dddb,5.071745872497559,-9.239550930421125,scored,-4.167805057923567,9.239550930421125
pgcgm-853c40177d2ec94b,PGCGM_generated_candidates,Sr(NiRh)2,40.0,AB2C2::Ni-Rh-Sr,,1.tar.gz::Immm---824_1.cif,853c40177d2ec94b8206e19e5b2e444ae73d2cf4c5b7fe9df7610e19f86fb22c,5.378554344177246,-11.008245083298227,scored,-5.629690739120981,11.008245083298227
pgcgm-bc60ba0a32475498,PGCGM_generated_candidates,KZnRh2,32.0,ABC2::K-Rh-Zn,,1.tar.gz::Immm---814_1.cif,bc60ba0a3247549856275de20c2e61b35de62b8823b41e72d4cdce9d9293ab03,9.19480323791504,-13.508175438971993,scored,-4.313372201056951,13.508175438971993
pgcgm-7a2bddd43f14a5d4,PGCGM_generated_candidates,Ta2Cd2Tc,40.0,AB2C2::Cd-Ta-Tc,,1.tar.gz::P4#nmm---627_2.cif,7a2bddd43f14a5d47e365b3a638629180a3fcabecd89e52d190ee45f09946d24,7.158799171447754,-14.380201528185355,scored,-7.221402356737601,14.380201528185355
pgcgm-b72c2519d0117b4a,PGCGM_generated_candidates,TiNbCd,36.0,ABC::Cd-Nb-Ti,,1.tar.gz::P-3m1---209_1.cif,b72c2519d0117b4a5621f82ba0bf12f693cde8b77ab678e5354dcbc4e9261932,6.249858856201172,-12.58847215237347,scored,-6.338613296172299,12.58847215237347
pgcgm-cd9d7b876825d2ad,PGCGM_generated_candidates,FePdBr,24.0,ABC::Br-Fe-Pd,,1.tar.gz::Pnma---803_2.cif,cd9d7b876825d2adbbbcab93942ea9c237955f46cbcded52a71bd5cbfe1de1f7,8.170232772827148,-13.252578635675675,scored,-5.082345862848526,13.252578635675675
pgcgm-49ff296fcf073732,PGCGM_generated_candidates,TiGa2H,16.0,ABC2::Ga-H-Ti,,1.tar.gz::Immm---985_1.cif,49ff296fcf073732bab70d1ae2a1aaba744523a03e909cbfbadbc50c6fe1f64c,6.7617621421813965,-11.12119436472105,scored,-4.359432222539654,11.12119436472105
pgcgm-960e762e3e585ec7,PGCGM_generated_candidates,HfInPb,24.0,ABC::Hf-In-Pb,,1.tar.gz::Pnma---483_2.cif,960e762e3e585ec7639b399d76e2869b8f33748bd01a34fb412a736176af0a84,2.257944107055664,-7.742538790402278,scored,-5.484594683346614,7.742538790402278
pgcgm-7d439aaf3e34bd1c,PGCGM_generated_candidates,Rb2TiO,32.0,ABC2::O-Rb-Ti,,1.tar.gz::Immm---908_0.cif,7d439aaf3e34bd1c91d36a974c3e96e9a165e3cfd0f6a2c7a64f2227c9eb5e9e,6.783785343170166,-10.491790268785596,scored,-3.7080049256154295,10.491790268785596
pgcgm-9985d2946ad73d57,PGCGM_generated_candidates,MgBiN,36.0,ABC::Bi-Mg-N,,1.tar.gz::P6_3mc---859_0.cif,9985d2946ad73d5704da17104b3e2853a9fb4b8c251b88f5b31c38edb94d86ef,8.65471076965332,-13.234253541881412,scored,-4.579542772228092,13.234253541881412
pgcgm-9b4d6219ca80600d,PGCGM_generated_candidates,TaCu2W,32.0,ABC2::Cu-Ta-W,,1.tar.gz::Immm---83_0.cif,9b4d6219ca80600de541a1ad669fa59be48419587a379fd5befb08714992b836,2.34988784790039,-10.608149303079609,scored,-8.258261455179218,10.608149303079609
pgcgm-04adb91facebb564,PGCGM_generated_candidates,Pb(SeF)2,40.0,AB2C2::F-Pb-Se,,1.tar.gz::Immm---542_0.cif,04adb91facebb56407f977ad74bd8b2d065def1a733a5e45555b9de72fec4409,8.352033615112305,-11.26548472706176,scored,-2.913451111949456,11.26548472706176
pgcgm-d57fc8907cc49d6b,PGCGM_generated_candidates,Nb2S4N,28.0,AB2C4::N-Nb-S,,1.tar.gz::Immm---936_2.cif,d57fc8907cc49d6b039aec18e39bf0063b184adbeadef356340e42f0bb3e0fb1,4.011865139007568,-10.48576842855342,scored,-6.473903289545852,10.48576842855342
pgcgm-adf997e04c65b58a,PGCGM_generated_candidates,VTcBr,36.0,ABC::Br-Tc-V,,1.tar.gz::P6_3mc---470_2.cif,adf997e04c65b58a01009f8d2254a3402f3dc9309507f3344dc5679bc8c05a7c,5.599647045135498,-12.611880533876967,scored,-7.012233488741469,12.611880533876967
pgcgm-fbab87641ed662ed,PGCGM_generated_candidates,Zn2HIr,16.0,ABC2::H-Ir-Zn,,1.tar.gz::Immm---818_2.cif,fbab87641ed662edcc3de2f9ca37801331aa8a61c14fe60061232d1cfc94764c,7.990922927856445,-11.715861493671097,scored,-3.7249385658146514,11.715861493671097
pgcgm-600d1dd3887a58da,PGCGM_generated_candidates,MgOsF2,32.0,ABC2::F-Mg-Os,,1.tar.gz::Immm---313_2.cif,600d1dd3887a58da3bfa33afa84144b223e9f0ddcf7886dfb7ad57ee5bd7f95a,6.046031951904297,-10.2292638553302,scored,-4.183231903425904,10.2292638553302
pgcgm-b9e166ea68d54fcd,PGCGM_generated_candidates,Ta2Cu4W,28.0,AB2C4::Cu-Ta-W,,1.tar.gz::Immm---83_2.cif,b9e166ea68d54fcd2bd41b13c76411f40725f15a1c032e0e7f4b0e637319aa1f,2.113566398620605,-9.707361939942441,scored,-7.593795541321835,9.707361939942441
pgcgm-fc47ee0816d545a8,PGCGM_generated_candidates,RbLiTl2,32.0,ABC2::Li-Rb-Tl,,1.tar.gz::Immm---70_0.cif,fc47ee0816d545a889f8f4661bbd62d3e7cc61d38e0062050a95248f5c1cc755,3.1491048336029053,-5.076891863152858,scored,-1.927787029549953,5.076891863152858
pgcgm-24664db1b61754f3,PGCGM_generated_candidates,ZnCoBr,24.0,ABC::Br-Co-Zn,,1.tar.gz::Pnma---85_1.cif,24664db1b61754f3eee57093612eeb96d51d1ffc211dd090d47a3ecf03bc28e1,4.726400375366211,-8.057525687229088,scored,-3.331125311862876,8.057525687229088
pgcgm-de2d465a4f29d751,PGCGM_generated_candidates,Au(SI)4,36.0,AB4C4::Au-I-S,,1.tar.gz::P4#mmm---156_1.cif,de2d465a4f29d7516108d5860c2170d5ab1132db46f0560ba069086278896581,3.3292813301086426,-6.211226167299869,scored,-2.8819448371912264,6.211226167299869
pgcgm-32cf5f3ec64696af,PGCGM_generated_candidates,Ga2SbPt2,40.0,AB2C2::Ga-Pt-Sb,,1.tar.gz::Immm---500_1.cif,32cf5f3ec64696af1e8f89d3ba72d472dcd1dcfee32968878ca9aeb82455f421,3.5371651649475098,-8.031382287624387,scored,-4.4942171226768775,8.031382287624387
pgcgm-d8dd763a4bc1adc2,PGCGM_generated_candidates,TcPtRh,24.0,ABC::Pt-Rh-Tc,,1.tar.gz::Pnma---757_0.cif,d8dd763a4bc1adc28e7b538ff9ad3c9d16a9213a54c7ef83914feb4db978db77,4.468452453613281,-12.454508709283386,scored,-7.986056255670105,12.454508709283386
pgcgm-f2cac57888032bf5,PGCGM_generated_candidates,Ta(AsSe)2,40.0,AB2C2::As-Se-Ta,,1.tar.gz::Immm---448_1.cif,f2cac57888032bf5f1dc040c2735ae4122883f1cd7a1de142b2ebfdae7b7884e,2.998138427734375,-8.661446560307628,scored,-5.6633081325732535,8.661446560307628
