reannotation_sample_id,dataset,video_id,path_id,pending_montage_path,second_reviewer_label,second_reviewer_verified_positive_for_calibration,second_reviewer_reason,second_reviewer_confidence,review_status
audit2000_reann_0498,OVT-B,810,ovtb_v810_p007957,${PARC_TRACK_ROOT}/outputs/phase9_audit_benchmark/pending_montages/ovtb_ovtb_v810_p007957.jpg,,,,,
audit2000_reann_0422,OVT-B,288,ovtb_v288_p004208,${PARC_TRACK_ROOT}/outputs/phase9_audit_benchmark/pending_montages/ovtb_ovtb_v288_p004208.jpg,,,,,
audit2000_reann_0384,OVT-B,537,ovtb_v537_p005892,${PARC_TRACK_ROOT}/outputs/phase9_audit_benchmark/pending_montages/ovtb_ovtb_v537_p005892.jpg,,,,,
audit2000_reann_1613,BURST,2625,ovtb_v2625_p003379,${PARC_TRACK_ROOT}/outputs/phase9_audit_benchmark/pending_montages/burst_ovtb_v2625_p003379.jpg,,,,,
audit2000_reann_0223,OVT-B,899,ovtb_v899_p008632,${PARC_TRACK_ROOT}/outputs/phase9_audit_benchmark/pending_montages/ovtb_ovtb_v899_p008632.jpg,,,,,
audit2000_reann_0452,OVT-B,804,ovtb_v804_p007917,${PARC_TRACK_ROOT}/outputs/phase9_audit_benchmark/pending_montages/ovtb_ovtb_v804_p007917.jpg,,,,,
audit2000_reann_1737,BURST,1047,ovtb_v1047_p001559,${PARC_TRACK_ROOT}/outputs/phase9_audit_benchmark/pending_montages/burst_ovtb_v1047_p001559.jpg,,,,,
audit2000_reann_1092,TAO,47,ovtb_v47_p000035,${PARC_TRACK_ROOT}/outputs/phase9_audit_benchmark/pending_montages/tao_ovtb_v47_p000035.jpg,,,,,
audit2000_reann_0669,OVT-B,809,ovtb_v809_p007944,${PARC_TRACK_ROOT}/outputs/phase9_audit_benchmark/pending_montages/ovtb_ovtb_v809_p007944.jpg,,,,,
audit2000_reann_0573,OVT-B,453,ovtb_v453_p005308,${PARC_TRACK_ROOT}/outputs/phase9_audit_benchmark/pending_montages/ovtb_ovtb_v453_p005308.jpg,,,,,
audit2000_reann_0927,TAO,4668,ovtb_v4668_p002864,,,,,,
audit2000_reann_0907,TAO,5768,ovtb_v5768_p004259,${PARC_TRACK_ROOT}/outputs/phase9_audit_benchmark/pending_montages/tao_ovtb_v5768_p004259.jpg,,,,,
audit2000_reann_0472,OVT-B,876,ovtb_v876_p008448,${PARC_TRACK_ROOT}/outputs/phase9_audit_benchmark/pending_montages/ovtb_ovtb_v876_p008448.jpg,,,,,
audit2000_reann_0930,TAO,3106,ovtb_v3106_p001749,${PARC_TRACK_ROOT}/outputs/phase9_audit_benchmark/pending_montages/tao_ovtb_v3106_p001749.jpg,,,,,
audit2000_reann_1993,BURST,2445,ovtb_v2445_p003197,${PARC_TRACK_ROOT}/outputs/phase9_audit_benchmark/pending_montages/burst_ovtb_v2445_p003197.jpg,,,,,
audit2000_reann_1349,TAO,1779,ovtb_v1779_p000888,${PARC_TRACK_ROOT}/outputs/phase9_audit_benchmark/pending_montages/tao_ovtb_v1779_p000888.jpg,,,,,
audit2000_reann_1636,BURST,2416,ovtb_v2416_p003109,${PARC_TRACK_ROOT}/outputs/phase9_audit_benchmark/pending_montages/burst_ovtb_v2416_p003109.jpg,,,,,
audit2000_reann_1325,TAO,1277,ovtb_v1277_p000553,${PARC_TRACK_ROOT}/outputs/phase9_audit_benchmark/pending_montages/tao_ovtb_v1277_p000553.jpg,,,,,
audit2000_reann_1058,TAO,4537,ovtb_v4537_p002983,${PARC_TRACK_ROOT}/outputs/phase9_audit_benchmark/pending_montages/tao_ovtb_v4537_p002983.jpg,,,,,
audit2000_reann_0378,OVT-B,811,ovtb_v811_p007978,${PARC_TRACK_ROOT}/outputs/phase9_audit_benchmark/pending_montages/ovtb_ovtb_v811_p007978.jpg,,,,,
audit2000_reann_0451,OVT-B,291,ovtb_v291_p004230,${PARC_TRACK_ROOT}/outputs/phase9_audit_benchmark/pending_montages/ovtb_ovtb_v291_p004230.jpg,,,,,
audit2000_reann_0171,OVT-B,53,ovtb_v53_p002689,${PARC_TRACK_ROOT}/outputs/phase9_audit_benchmark/pending_montages/ovtb_ovtb_v53_p002689.jpg,,,,,
audit2000_reann_1824,BURST,2429,ovtb_v2429_p003174,${PARC_TRACK_ROOT}/outputs/phase9_audit_benchmark/pending_montages/burst_ovtb_v2429_p003174.jpg,,,,,
audit2000_reann_1526,BURST,823,ovtb_v823_p001101,${PARC_TRACK_ROOT}/outputs/phase9_audit_benchmark/pending_montages/burst_ovtb_v823_p001101.jpg,,,,,
audit2000_reann_1109,TAO,4455,ovtb_v4455_p002894,${PARC_TRACK_ROOT}/outputs/phase9_audit_benchmark/pending_montages/tao_ovtb_v4455_p002894.jpg,,,,,
audit2000_reann_0104,OVT-B,918,ovtb_v918_p008741,${PARC_TRACK_ROOT}/outputs/phase9_audit_benchmark/pending_montages/ovtb_ovtb_v918_p008741.jpg,,,,,
audit2000_reann_0728,TAO,5668,ovtb_v5668_p004122,,,,,,
audit2000_reann_1863,BURST,1611,ovtb_v1611_p002109,${PARC_TRACK_ROOT}/outputs/phase9_audit_benchmark/pending_montages/burst_ovtb_v1611_p002109.jpg,,,,,
audit2000_reann_0456,OVT-B,916,ovtb_v916_p008726,${PARC_TRACK_ROOT}/outputs/phase9_audit_benchmark/pending_montages/ovtb_ovtb_v916_p008726.jpg,,,,,
audit2000_reann_0181,OVT-B,242,ovtb_v242_p003851,,,,,,
audit2000_reann_1106,TAO,3100,ovtb_v3100_p001698,${PARC_TRACK_ROOT}/outputs/phase9_audit_benchmark/pending_montages/tao_ovtb_v3100_p001698.jpg,,,,,
audit2000_reann_1112,TAO,5132,ovtb_v5132_p003613,${PARC_TRACK_ROOT}/outputs/phase9_audit_benchmark/pending_montages/tao_ovtb_v5132_p003613.jpg,,,,,
audit2000_reann_0928,TAO,5283,ovtb_v5283_p003673,${PARC_TRACK_ROOT}/outputs/phase9_audit_benchmark/pending_montages/tao_ovtb_v5283_p003673.jpg,,,,,
audit2000_reann_0548,OVT-B,745,ovtb_v745_p007389,${PARC_TRACK_ROOT}/outputs/phase9_audit_benchmark/pending_montages/ovtb_ovtb_v745_p007389.jpg,,,,,
audit2000_reann_0132,OVT-B,664,ovtb_v664_p006864,${PARC_TRACK_ROOT}/outputs/phase9_audit_benchmark/pending_montages/ovtb_ovtb_v664_p006864.jpg,,,,,
audit2000_reann_0424,OVT-B,64,ovtb_v64_p002762,${PARC_TRACK_ROOT}/outputs/phase9_audit_benchmark/pending_montages/ovtb_ovtb_v64_p002762.jpg,,,,,
audit2000_reann_1356,TAO,5210,ovtb_v5210_p003667,${PARC_TRACK_ROOT}/outputs/phase9_audit_benchmark/pending_montages/tao_ovtb_v5210_p003667.jpg,,,,,
audit2000_reann_0520,OVT-B,80,ovtb_v80_p002843,${PARC_TRACK_ROOT}/outputs/phase9_audit_benchmark/pending_montages/ovtb_ovtb_v80_p002843.jpg,,,,,
audit2000_reann_1006,TAO,221,ovtb_v221_p000197,${PARC_TRACK_ROOT}/outputs/phase9_audit_benchmark/pending_montages/tao_ovtb_v221_p000197.jpg,,,,,
audit2000_reann_1336,TAO,3195,ovtb_v3195_p001710,${PARC_TRACK_ROOT}/outputs/phase9_audit_benchmark/pending_montages/tao_ovtb_v3195_p001710.jpg,,,,,
audit2000_reann_0759,TAO,3330,ovtb_v3330_p001880,${PARC_TRACK_ROOT}/outputs/phase9_audit_benchmark/pending_montages/tao_ovtb_v3330_p001880.jpg,,,,,
audit2000_reann_1277,TAO,4653,ovtb_v4653_p002937,${PARC_TRACK_ROOT}/outputs/phase9_audit_benchmark/pending_montages/tao_ovtb_v4653_p002937.jpg,,,,,
audit2000_reann_0301,OVT-B,256,ovtb_v256_p003964,${PARC_TRACK_ROOT}/outputs/phase9_audit_benchmark/pending_montages/ovtb_ovtb_v256_p003964.jpg,,,,,
audit2000_reann_1841,BURST,2905,ovtb_v2905_p003579,${PARC_TRACK_ROOT}/outputs/phase9_audit_benchmark/pending_montages/burst_ovtb_v2905_p003579.jpg,,,,,
audit2000_reann_1031,TAO,3050,ovtb_v3050_p001457,${PARC_TRACK_ROOT}/outputs/phase9_audit_benchmark/pending_montages/tao_ovtb_v3050_p001457.jpg,,,,,
audit2000_reann_0057,OVT-B,35,ovtb_v35_p002133,${PARC_TRACK_ROOT}/outputs/phase9_audit_benchmark/pending_montages/ovtb_ovtb_v35_p002133.jpg,,,,,
audit2000_reann_1192,TAO,1779,ovtb_v1779_p000897,${PARC_TRACK_ROOT}/outputs/phase9_audit_benchmark/pending_montages/tao_ovtb_v1779_p000897.jpg,,,,,
audit2000_reann_1273,TAO,3078,ovtb_v3078_p001532,${PARC_TRACK_ROOT}/outputs/phase9_audit_benchmark/pending_montages/tao_ovtb_v3078_p001532.jpg,,,,,
audit2000_reann_0899,TAO,2516,ovtb_v2516_p001225,,,,,,
audit2000_reann_0235,OVT-B,1,ovtb_v1_p000044,,,,,,
audit2000_reann_0800,TAO,3129,ovtb_v3129_p001584,${PARC_TRACK_ROOT}/outputs/phase9_audit_benchmark/pending_montages/tao_ovtb_v3129_p001584.jpg,,,,,
audit2000_reann_1040,TAO,847,ovtb_v847_p000445,${PARC_TRACK_ROOT}/outputs/phase9_audit_benchmark/pending_montages/tao_ovtb_v847_p000445.jpg,,,,,
audit2000_reann_1219,TAO,5280,ovtb_v5280_p003716,${PARC_TRACK_ROOT}/outputs/phase9_audit_benchmark/pending_montages/tao_ovtb_v5280_p003716.jpg,,,,,
audit2000_reann_1486,BURST,162,ovtb_v162_p000488,${PARC_TRACK_ROOT}/outputs/phase9_audit_benchmark/pending_montages/burst_ovtb_v162_p000488.jpg,,,,,
audit2000_reann_1874,BURST,39,ovtb_v39_p000055,${PARC_TRACK_ROOT}/outputs/phase9_audit_benchmark/pending_montages/burst_ovtb_v39_p000055.jpg,,,,,
audit2000_reann_1837,BURST,624,ovtb_v624_p000997,${PARC_TRACK_ROOT}/outputs/phase9_audit_benchmark/pending_montages/burst_ovtb_v624_p000997.jpg,,,,,
audit2000_reann_0966,TAO,1780,ovtb_v1780_p000727,${PARC_TRACK_ROOT}/outputs/phase9_audit_benchmark/pending_montages/tao_ovtb_v1780_p000727.jpg,,,,,
audit2000_reann_0296,OVT-B,707,ovtb_v707_p007194,${PARC_TRACK_ROOT}/outputs/phase9_audit_benchmark/pending_montages/ovtb_ovtb_v707_p007194.jpg,,,,,
audit2000_reann_1995,BURST,1174,ovtb_v1174_p001729,${PARC_TRACK_ROOT}/outputs/phase9_audit_benchmark/pending_montages/burst_ovtb_v1174_p001729.jpg,,,,,
audit2000_reann_1279,TAO,3600,ovtb_v3600_p002253,,,,,,
audit2000_reann_0114,OVT-B,30,ovtb_v30_p001638,${PARC_TRACK_ROOT}/outputs/phase9_audit_benchmark/pending_montages/ovtb_ovtb_v30_p001638.jpg,,,,,
audit2000_reann_0761,TAO,4861,ovtb_v4861_p003148,${PARC_TRACK_ROOT}/outputs/phase9_audit_benchmark/pending_montages/tao_ovtb_v4861_p003148.jpg,,,,,
audit2000_reann_0364,OVT-B,770,ovtb_v770_p007650,${PARC_TRACK_ROOT}/outputs/phase9_audit_benchmark/pending_montages/ovtb_ovtb_v770_p007650.jpg,,,,,
audit2000_reann_0711,TAO,3326,ovtb_v3326_p001814,,,,,,
audit2000_reann_1447,BURST,2492,ovtb_v2492_p003000,${PARC_TRACK_ROOT}/outputs/phase9_audit_benchmark/pending_montages/burst_ovtb_v2492_p003000.jpg,,,,,
audit2000_reann_0116,OVT-B,371,ovtb_v371_p004745,${PARC_TRACK_ROOT}/outputs/phase9_audit_benchmark/pending_montages/ovtb_ovtb_v371_p004745.jpg,,,,,
audit2000_reann_1870,BURST,1155,ovtb_v1155_p001558,${PARC_TRACK_ROOT}/outputs/phase9_audit_benchmark/pending_montages/burst_ovtb_v1155_p001558.jpg,,,,,
audit2000_reann_0141,OVT-B,255,ovtb_v255_p003950,${PARC_TRACK_ROOT}/outputs/phase9_audit_benchmark/pending_montages/ovtb_ovtb_v255_p003950.jpg,,,,,
audit2000_reann_0471,OVT-B,989,ovtb_v989_p009271,${PARC_TRACK_ROOT}/outputs/phase9_audit_benchmark/pending_montages/ovtb_ovtb_v989_p009271.jpg,,,,,
audit2000_reann_0868,TAO,5719,ovtb_v5719_p004086,${PARC_TRACK_ROOT}/outputs/phase9_audit_benchmark/pending_montages/tao_ovtb_v5719_p004086.jpg,,,,,
audit2000_reann_0684,OVT-B,713,ovtb_v713_p007217,${PARC_TRACK_ROOT}/outputs/phase9_audit_benchmark/pending_montages/ovtb_ovtb_v713_p007217.jpg,,,,,
audit2000_reann_0438,OVT-B,223,ovtb_v223_p003709,,,,,,
audit2000_reann_0601,OVT-B,980,ovtb_v980_p009221,${PARC_TRACK_ROOT}/outputs/phase9_audit_benchmark/pending_montages/ovtb_ovtb_v980_p009221.jpg,,,,,
audit2000_reann_1791,BURST,2384,ovtb_v2384_p003077,${PARC_TRACK_ROOT}/outputs/phase9_audit_benchmark/pending_montages/burst_ovtb_v2384_p003077.jpg,,,,,
audit2000_reann_0196,OVT-B,39,ovtb_v39_p002379,,,,,,
audit2000_reann_0982,TAO,3100,ovtb_v3100_p001700,${PARC_TRACK_ROOT}/outputs/phase9_audit_benchmark/pending_montages/tao_ovtb_v3100_p001700.jpg,,,,,
audit2000_reann_1438,BURST,22,ovtb_v22_p000022,${PARC_TRACK_ROOT}/outputs/phase9_audit_benchmark/pending_montages/burst_ovtb_v22_p000022.jpg,,,,,
audit2000_reann_1179,TAO,3418,ovtb_v3418_p001949,${PARC_TRACK_ROOT}/outputs/phase9_audit_benchmark/pending_montages/tao_ovtb_v3418_p001949.jpg,,,,,
audit2000_reann_0078,OVT-B,33,ovtb_v33_p001951,${PARC_TRACK_ROOT}/outputs/phase9_audit_benchmark/pending_montages/ovtb_ovtb_v33_p001951.jpg,,,,,
audit2000_reann_1057,TAO,3423,ovtb_v3423_p002022,${PARC_TRACK_ROOT}/outputs/phase9_audit_benchmark/pending_montages/tao_ovtb_v3423_p002022.jpg,,,,,
audit2000_reann_0662,OVT-B,852,ovtb_v852_p008249,${PARC_TRACK_ROOT}/outputs/phase9_audit_benchmark/pending_montages/ovtb_ovtb_v852_p008249.jpg,,,,,
audit2000_reann_1485,BURST,118,ovtb_v118_p000158,${PARC_TRACK_ROOT}/outputs/phase9_audit_benchmark/pending_montages/burst_ovtb_v118_p000158.jpg,,,,,
audit2000_reann_0779,TAO,825,ovtb_v825_p000442,${PARC_TRACK_ROOT}/outputs/phase9_audit_benchmark/pending_montages/tao_ovtb_v825_p000442.jpg,,,,,
audit2000_reann_1596,BURST,272,ovtb_v272_p000412,${PARC_TRACK_ROOT}/outputs/phase9_audit_benchmark/pending_montages/burst_ovtb_v272_p000412.jpg,,,,,
audit2000_reann_0680,OVT-B,940,ovtb_v940_p008939,${PARC_TRACK_ROOT}/outputs/phase9_audit_benchmark/pending_montages/ovtb_ovtb_v940_p008939.jpg,,,,,
audit2000_reann_1619,BURST,291,ovtb_v291_p000537,${PARC_TRACK_ROOT}/outputs/phase9_audit_benchmark/pending_montages/burst_ovtb_v291_p000537.jpg,,,,,
audit2000_reann_0050,OVT-B,36,ovtb_v36_p002215,${PARC_TRACK_ROOT}/outputs/phase9_audit_benchmark/pending_montages/ovtb_ovtb_v36_p002215.jpg,,,,,
audit2000_reann_0014,OVT-B,259,ovtb_v259_p003991,${PARC_TRACK_ROOT}/outputs/phase9_audit_benchmark/pending_montages/ovtb_ovtb_v259_p003991.jpg,,,,,
audit2000_reann_0368,OVT-B,940,ovtb_v940_p008935,${PARC_TRACK_ROOT}/outputs/phase9_audit_benchmark/pending_montages/ovtb_ovtb_v940_p008935.jpg,,,,,
audit2000_reann_0916,TAO,1982,ovtb_v1982_p000862,${PARC_TRACK_ROOT}/outputs/phase9_audit_benchmark/pending_montages/tao_ovtb_v1982_p000862.jpg,,,,,
audit2000_reann_1246,TAO,3195,ovtb_v3195_p001719,${PARC_TRACK_ROOT}/outputs/phase9_audit_benchmark/pending_montages/tao_ovtb_v3195_p001719.jpg,,,,,
audit2000_reann_1033,TAO,3394,ovtb_v3394_p002071,${PARC_TRACK_ROOT}/outputs/phase9_audit_benchmark/pending_montages/tao_ovtb_v3394_p002071.jpg,,,,,
audit2000_reann_0540,OVT-B,80,ovtb_v80_p002850,${PARC_TRACK_ROOT}/outputs/phase9_audit_benchmark/pending_montages/ovtb_ovtb_v80_p002850.jpg,,,,,
audit2000_reann_1886,BURST,1169,ovtb_v1169_p001488,${PARC_TRACK_ROOT}/outputs/phase9_audit_benchmark/pending_montages/burst_ovtb_v1169_p001488.jpg,,,,,
audit2000_reann_1688,BURST,2888,ovtb_v2888_p003358,${PARC_TRACK_ROOT}/outputs/phase9_audit_benchmark/pending_montages/burst_ovtb_v2888_p003358.jpg,,,,,
audit2000_reann_1940,BURST,876,ovtb_v876_p001348,${PARC_TRACK_ROOT}/outputs/phase9_audit_benchmark/pending_montages/burst_ovtb_v876_p001348.jpg,,,,,
audit2000_reann_0061,OVT-B,636,ovtb_v636_p006631,${PARC_TRACK_ROOT}/outputs/phase9_audit_benchmark/pending_montages/ovtb_ovtb_v636_p006631.jpg,,,,,
audit2000_reann_0856,TAO,5370,ovtb_v5370_p003860,,,,,,
audit2000_reann_0762,TAO,1632,ovtb_v1632_p000670,${PARC_TRACK_ROOT}/outputs/phase9_audit_benchmark/pending_montages/tao_ovtb_v1632_p000670.jpg,,,,,
audit2000_reann_1512,BURST,2638,ovtb_v2638_p003426,${PARC_TRACK_ROOT}/outputs/phase9_audit_benchmark/pending_montages/burst_ovtb_v2638_p003426.jpg,,,,,
audit2000_reann_1602,BURST,359,ovtb_v359_p000613,${PARC_TRACK_ROOT}/outputs/phase9_audit_benchmark/pending_montages/burst_ovtb_v359_p000613.jpg,,,,,
audit2000_reann_1852,BURST,910,ovtb_v910_p001146,${PARC_TRACK_ROOT}/outputs/phase9_audit_benchmark/pending_montages/burst_ovtb_v910_p001146.jpg,,,,,
audit2000_reann_0752,TAO,3259,ovtb_v3259_p001710,${PARC_TRACK_ROOT}/outputs/phase9_audit_benchmark/pending_montages/tao_ovtb_v3259_p001710.jpg,,,,,
audit2000_reann_1002,TAO,5877,ovtb_v5877_p004238,${PARC_TRACK_ROOT}/outputs/phase9_audit_benchmark/pending_montages/tao_ovtb_v5877_p004238.jpg,,,,,
audit2000_reann_0045,OVT-B,92,ovtb_v92_p002927,${PARC_TRACK_ROOT}/outputs/phase9_audit_benchmark/pending_montages/ovtb_ovtb_v92_p002927.jpg,,,,,
audit2000_reann_0037,OVT-B,591,ovtb_v591_p006323,${PARC_TRACK_ROOT}/outputs/phase9_audit_benchmark/pending_montages/ovtb_ovtb_v591_p006323.jpg,,,,,
audit2000_reann_1661,BURST,584,ovtb_v584_p001033,${PARC_TRACK_ROOT}/outputs/phase9_audit_benchmark/pending_montages/burst_ovtb_v584_p001033.jpg,,,,,
audit2000_reann_1603,BURST,1171,ovtb_v1171_p001622,${PARC_TRACK_ROOT}/outputs/phase9_audit_benchmark/pending_montages/burst_ovtb_v1171_p001622.jpg,,,,,
audit2000_reann_0615,OVT-B,836,ovtb_v836_p008144,${PARC_TRACK_ROOT}/outputs/phase9_audit_benchmark/pending_montages/ovtb_ovtb_v836_p008144.jpg,,,,,
audit2000_reann_0063,OVT-B,864,ovtb_v864_p008362,${PARC_TRACK_ROOT}/outputs/phase9_audit_benchmark/pending_montages/ovtb_ovtb_v864_p008362.jpg,,,,,
audit2000_reann_1930,BURST,1897,ovtb_v1897_p002318,${PARC_TRACK_ROOT}/outputs/phase9_audit_benchmark/pending_montages/burst_ovtb_v1897_p002318.jpg,,,,,
audit2000_reann_1549,BURST,1665,ovtb_v1665_p002144,${PARC_TRACK_ROOT}/outputs/phase9_audit_benchmark/pending_montages/burst_ovtb_v1665_p002144.jpg,,,,,
audit2000_reann_0867,TAO,3995,ovtb_v3995_p002266,${PARC_TRACK_ROOT}/outputs/phase9_audit_benchmark/pending_montages/tao_ovtb_v3995_p002266.jpg,,,,,
audit2000_reann_0465,OVT-B,611,ovtb_v611_p006463,${PARC_TRACK_ROOT}/outputs/phase9_audit_benchmark/pending_montages/ovtb_ovtb_v611_p006463.jpg,,,,,
audit2000_reann_0793,TAO,5480,ovtb_v5480_p003945,${PARC_TRACK_ROOT}/outputs/phase9_audit_benchmark/pending_montages/tao_ovtb_v5480_p003945.jpg,,,,,
audit2000_reann_1286,TAO,4866,ovtb_v4866_p003168,${PARC_TRACK_ROOT}/outputs/phase9_audit_benchmark/pending_montages/tao_ovtb_v4866_p003168.jpg,,,,,
audit2000_reann_1439,BURST,2638,ovtb_v2638_p003419,${PARC_TRACK_ROOT}/outputs/phase9_audit_benchmark/pending_montages/burst_ovtb_v2638_p003419.jpg,,,,,
audit2000_reann_0288,OVT-B,155,ovtb_v155_p003300,,,,,,
audit2000_reann_0297,OVT-B,940,ovtb_v940_p008950,${PARC_TRACK_ROOT}/outputs/phase9_audit_benchmark/pending_montages/ovtb_ovtb_v940_p008950.jpg,,,,,
audit2000_reann_0228,OVT-B,32,ovtb_v32_p001661,,,,,,
audit2000_reann_1380,TAO,3072,ovtb_v3072_p001507,${PARC_TRACK_ROOT}/outputs/phase9_audit_benchmark/pending_montages/tao_ovtb_v3072_p001507.jpg,,,,,
audit2000_reann_0025,OVT-B,601,ovtb_v601_p006384,${PARC_TRACK_ROOT}/outputs/phase9_audit_benchmark/pending_montages/ovtb_ovtb_v601_p006384.jpg,,,,,
audit2000_reann_1601,BURST,430,ovtb_v430_p000796,${PARC_TRACK_ROOT}/outputs/phase9_audit_benchmark/pending_montages/burst_ovtb_v430_p000796.jpg,,,,,
audit2000_reann_1448,BURST,31,ovtb_v31_p000043,${PARC_TRACK_ROOT}/outputs/phase9_audit_benchmark/pending_montages/burst_ovtb_v31_p000043.jpg,,,,,
audit2000_reann_1659,BURST,1263,ovtb_v1263_p001796,${PARC_TRACK_ROOT}/outputs/phase9_audit_benchmark/pending_montages/burst_ovtb_v1263_p001796.jpg,,,,,
audit2000_reann_1621,BURST,931,ovtb_v931_p001399,${PARC_TRACK_ROOT}/outputs/phase9_audit_benchmark/pending_montages/burst_ovtb_v931_p001399.jpg,,,,,
audit2000_reann_1375,TAO,2010,ovtb_v2010_p000869,${PARC_TRACK_ROOT}/outputs/phase9_audit_benchmark/pending_montages/tao_ovtb_v2010_p000869.jpg,,,,,
audit2000_reann_0588,OVT-B,477,ovtb_v477_p005494,${PARC_TRACK_ROOT}/outputs/phase9_audit_benchmark/pending_montages/ovtb_ovtb_v477_p005494.jpg,,,,,
audit2000_reann_1628,BURST,432,ovtb_v432_p000789,${PARC_TRACK_ROOT}/outputs/phase9_audit_benchmark/pending_montages/burst_ovtb_v432_p000789.jpg,,,,,
audit2000_reann_1384,TAO,5887,ovtb_v5887_p004401,${PARC_TRACK_ROOT}/outputs/phase9_audit_benchmark/pending_montages/tao_ovtb_v5887_p004401.jpg,,,,,
audit2000_reann_0423,OVT-B,724,ovtb_v724_p007283,${PARC_TRACK_ROOT}/outputs/phase9_audit_benchmark/pending_montages/ovtb_ovtb_v724_p007283.jpg,,,,,
audit2000_reann_1398,TAO,3392,ovtb_v3392_p001901,${PARC_TRACK_ROOT}/outputs/phase9_audit_benchmark/pending_montages/tao_ovtb_v3392_p001901.jpg,,,,,
audit2000_reann_1803,BURST,1697,ovtb_v1697_p002043,${PARC_TRACK_ROOT}/outputs/phase9_audit_benchmark/pending_montages/burst_ovtb_v1697_p002043.jpg,,,,,
audit2000_reann_1599,BURST,2638,ovtb_v2638_p003428,${PARC_TRACK_ROOT}/outputs/phase9_audit_benchmark/pending_montages/burst_ovtb_v2638_p003428.jpg,,,,,
audit2000_reann_0599,OVT-B,704,ovtb_v704_p007172,${PARC_TRACK_ROOT}/outputs/phase9_audit_benchmark/pending_montages/ovtb_ovtb_v704_p007172.jpg,,,,,
audit2000_reann_0136,OVT-B,805,ovtb_v805_p007924,${PARC_TRACK_ROOT}/outputs/phase9_audit_benchmark/pending_montages/ovtb_ovtb_v805_p007924.jpg,,,,,
audit2000_reann_0074,OVT-B,81,ovtb_v81_p002853,${PARC_TRACK_ROOT}/outputs/phase9_audit_benchmark/pending_montages/ovtb_ovtb_v81_p002853.jpg,,,,,
audit2000_reann_0458,OVT-B,67,ovtb_v67_p002778,${PARC_TRACK_ROOT}/outputs/phase9_audit_benchmark/pending_montages/ovtb_ovtb_v67_p002778.jpg,,,,,
audit2000_reann_1186,TAO,5148,ovtb_v5148_p003626,${PARC_TRACK_ROOT}/outputs/phase9_audit_benchmark/pending_montages/tao_ovtb_v5148_p003626.jpg,,,,,
audit2000_reann_0606,OVT-B,556,ovtb_v556_p006047,${PARC_TRACK_ROOT}/outputs/phase9_audit_benchmark/pending_montages/ovtb_ovtb_v556_p006047.jpg,,,,,
audit2000_reann_1574,BURST,938,ovtb_v938_p001349,${PARC_TRACK_ROOT}/outputs/phase9_audit_benchmark/pending_montages/burst_ovtb_v938_p001349.jpg,,,,,
audit2000_reann_0094,OVT-B,40,ovtb_v40_p002413,${PARC_TRACK_ROOT}/outputs/phase9_audit_benchmark/pending_montages/ovtb_ovtb_v40_p002413.jpg,,,,,
audit2000_reann_1222,TAO,516,ovtb_v516_p000246,${PARC_TRACK_ROOT}/outputs/phase9_audit_benchmark/pending_montages/tao_ovtb_v516_p000246.jpg,,,,,
audit2000_reann_0803,TAO,1982,ovtb_v1982_p000855,${PARC_TRACK_ROOT}/outputs/phase9_audit_benchmark/pending_montages/tao_ovtb_v1982_p000855.jpg,,,,,
audit2000_reann_1215,TAO,4133,ovtb_v4133_p002358,${PARC_TRACK_ROOT}/outputs/phase9_audit_benchmark/pending_montages/tao_ovtb_v4133_p002358.jpg,,,,,
audit2000_reann_0315,OVT-B,38,ovtb_v38_p002326,${PARC_TRACK_ROOT}/outputs/phase9_audit_benchmark/pending_montages/ovtb_ovtb_v38_p002326.jpg,,,,,
audit2000_reann_0954,TAO,2048,ovtb_v2048_p000873,${PARC_TRACK_ROOT}/outputs/phase9_audit_benchmark/pending_montages/tao_ovtb_v2048_p000873.jpg,,,,,
audit2000_reann_1235,TAO,1330,ovtb_v1330_p000569,${PARC_TRACK_ROOT}/outputs/phase9_audit_benchmark/pending_montages/tao_ovtb_v1330_p000569.jpg,,,,,
audit2000_reann_1754,BURST,165,ovtb_v165_p000333,${PARC_TRACK_ROOT}/outputs/phase9_audit_benchmark/pending_montages/burst_ovtb_v165_p000333.jpg,,,,,
audit2000_reann_0363,OVT-B,231,ovtb_v231_p003782,,,,,,
audit2000_reann_0267,OVT-B,34,ovtb_v34_p001974,${PARC_TRACK_ROOT}/outputs/phase9_audit_benchmark/pending_montages/ovtb_ovtb_v34_p001974.jpg,,,,,
audit2000_reann_1873,BURST,39,ovtb_v39_p000065,${PARC_TRACK_ROOT}/outputs/phase9_audit_benchmark/pending_montages/burst_ovtb_v39_p000065.jpg,,,,,
audit2000_reann_1256,TAO,5828,ovtb_v5828_p004299,${PARC_TRACK_ROOT}/outputs/phase9_audit_benchmark/pending_montages/tao_ovtb_v5828_p004299.jpg,,,,,
audit2000_reann_1400,BURST,2306,ovtb_v2306_p002927,${PARC_TRACK_ROOT}/outputs/phase9_audit_benchmark/pending_montages/burst_ovtb_v2306_p002927.jpg,,,,,
audit2000_reann_0538,OVT-B,523,ovtb_v523_p005772,${PARC_TRACK_ROOT}/outputs/phase9_audit_benchmark/pending_montages/ovtb_ovtb_v523_p005772.jpg,,,,,
audit2000_reann_1808,BURST,2820,ovtb_v2820_p003578,${PARC_TRACK_ROOT}/outputs/phase9_audit_benchmark/pending_montages/burst_ovtb_v2820_p003578.jpg,,,,,
