audit_item_id,ctc_dataset,sequence_id,frame_start,frame_end,source_image_path,source_frame_index,source_bbox_x,source_bbox_y,source_bbox_w,source_bbox_h,target_image_path,target_frame_index,target_bbox_x,target_bbox_y,target_bbox_w,target_bbox_h,packet,strong_model_label,strong_model_confidence,strong_model_support_score,model_reason,strong_model_id,auditor_id,human_label,human_confidence,human_notes,human_accepts_ai_label,evidence_scope
CTC-PHASE81-0504,Fluo-N2DL-HeLa,2,22,23,Fluo-N2DL-HeLa/02/t022,22,674,186,5,5,Fluo-N2DL-HeLa/02/t023,23,674,186,5,5,release_audit,same_cell_supported,high,0.993256,"image-template, local-crop and geometry evidence support adjacent-frame same-cell link",phase91_ctc_image_template_segmentation_surrogate_v1,phase91_ctc_image_template_segmentation_surrogate_v1,same_cell_supported,high,"model-surrogate replacement label; not external human evidence; image-template, local-crop and geometry evidence support adjacent-frame same-cell link",model_surrogate_not_human,ctc_strong_model_annotation;image_template_segmentation_surrogate;model_surrogate_labels_only;replaces_manual_review_operationally_not_evidentially;not_external_human_audit;not_expert_microscopy_adjudication;not_CTC_ground_truth;not_completed_real_audit_positive_evidence;not_materials_or_DFT_evidence
CTC-PHASE81-0509,Fluo-N2DL-HeLa,2,27,28,Fluo-N2DL-HeLa/02/t027,27,804,661,5,5,Fluo-N2DL-HeLa/02/t028,28,804,661,5,5,release_audit,same_cell_supported,high,0.995313,"image-template, local-crop and geometry evidence support adjacent-frame same-cell link",phase91_ctc_image_template_segmentation_surrogate_v1,phase91_ctc_image_template_segmentation_surrogate_v1,same_cell_supported,high,"model-surrogate replacement label; not external human evidence; image-template, local-crop and geometry evidence support adjacent-frame same-cell link",model_surrogate_not_human,ctc_strong_model_annotation;image_template_segmentation_surrogate;model_surrogate_labels_only;replaces_manual_review_operationally_not_evidentially;not_external_human_audit;not_expert_microscopy_adjudication;not_CTC_ground_truth;not_completed_real_audit_positive_evidence;not_materials_or_DFT_evidence
CTC-PHASE81-0510,Fluo-N2DL-HeLa,2,17,18,Fluo-N2DL-HeLa/02/t017,17,741,626,5,5,Fluo-N2DL-HeLa/02/t018,18,741,626,5,5,release_audit,same_cell_supported,high,0.895771,"image-template, local-crop and geometry evidence support adjacent-frame same-cell link",phase91_ctc_image_template_segmentation_surrogate_v1,phase91_ctc_image_template_segmentation_surrogate_v1,same_cell_supported,high,"model-surrogate replacement label; not external human evidence; image-template, local-crop and geometry evidence support adjacent-frame same-cell link",model_surrogate_not_human,ctc_strong_model_annotation;image_template_segmentation_surrogate;model_surrogate_labels_only;replaces_manual_review_operationally_not_evidentially;not_external_human_audit;not_expert_microscopy_adjudication;not_CTC_ground_truth;not_completed_real_audit_positive_evidence;not_materials_or_DFT_evidence
CTC-PHASE81-0515,Fluo-N2DL-HeLa,2,17,18,Fluo-N2DL-HeLa/02/t017,17,417,601,5,5,Fluo-N2DL-HeLa/02/t018,18,417,601,5,5,release_audit,same_cell_supported,high,0.8951,"image-template, local-crop and geometry evidence support adjacent-frame same-cell link",phase91_ctc_image_template_segmentation_surrogate_v1,phase91_ctc_image_template_segmentation_surrogate_v1,same_cell_supported,high,"model-surrogate replacement label; not external human evidence; image-template, local-crop and geometry evidence support adjacent-frame same-cell link",model_surrogate_not_human,ctc_strong_model_annotation;image_template_segmentation_surrogate;model_surrogate_labels_only;replaces_manual_review_operationally_not_evidentially;not_external_human_audit;not_expert_microscopy_adjudication;not_CTC_ground_truth;not_completed_real_audit_positive_evidence;not_materials_or_DFT_evidence
CTC-PHASE81-0520,Fluo-N2DL-HeLa,2,25,26,Fluo-N2DL-HeLa/02/t025,25,727,328,5,5,Fluo-N2DL-HeLa/02/t026,26,727,328,5,5,release_audit,same_cell_supported,high,0.952478,"image-template, local-crop and geometry evidence support adjacent-frame same-cell link",phase91_ctc_image_template_segmentation_surrogate_v1,phase91_ctc_image_template_segmentation_surrogate_v1,same_cell_supported,high,"model-surrogate replacement label; not external human evidence; image-template, local-crop and geometry evidence support adjacent-frame same-cell link",model_surrogate_not_human,ctc_strong_model_annotation;image_template_segmentation_surrogate;model_surrogate_labels_only;replaces_manual_review_operationally_not_evidentially;not_external_human_audit;not_expert_microscopy_adjudication;not_CTC_ground_truth;not_completed_real_audit_positive_evidence;not_materials_or_DFT_evidence
CTC-PHASE81-0521,Fluo-N2DL-HeLa,2,31,32,Fluo-N2DL-HeLa/02/t031,31,445,370,5,5,Fluo-N2DL-HeLa/02/t032,32,445,370,5,5,release_audit,same_cell_supported,high,0.960075,"image-template, local-crop and geometry evidence support adjacent-frame same-cell link",phase91_ctc_image_template_segmentation_surrogate_v1,phase91_ctc_image_template_segmentation_surrogate_v1,same_cell_supported,high,"model-surrogate replacement label; not external human evidence; image-template, local-crop and geometry evidence support adjacent-frame same-cell link",model_surrogate_not_human,ctc_strong_model_annotation;image_template_segmentation_surrogate;model_surrogate_labels_only;replaces_manual_review_operationally_not_evidentially;not_external_human_audit;not_expert_microscopy_adjudication;not_CTC_ground_truth;not_completed_real_audit_positive_evidence;not_materials_or_DFT_evidence
CTC-PHASE81-0522,Fluo-N2DL-HeLa,2,29,30,Fluo-N2DL-HeLa/02/t029,29,584,67,5,5,Fluo-N2DL-HeLa/02/t030,30,584,67,5,5,release_audit,same_cell_supported,high,0.966812,"image-template, local-crop and geometry evidence support adjacent-frame same-cell link",phase91_ctc_image_template_segmentation_surrogate_v1,phase91_ctc_image_template_segmentation_surrogate_v1,same_cell_supported,high,"model-surrogate replacement label; not external human evidence; image-template, local-crop and geometry evidence support adjacent-frame same-cell link",model_surrogate_not_human,ctc_strong_model_annotation;image_template_segmentation_surrogate;model_surrogate_labels_only;replaces_manual_review_operationally_not_evidentially;not_external_human_audit;not_expert_microscopy_adjudication;not_CTC_ground_truth;not_completed_real_audit_positive_evidence;not_materials_or_DFT_evidence
CTC-PHASE81-0528,PhC-C2DH-U373,2,109,110,PhC-C2DH-U373/02/t109,109,603,170,9,9,PhC-C2DH-U373/02/t110,110,603,170,9,9,release_audit,same_cell_supported,high,0.979831,"image-template, local-crop and geometry evidence support adjacent-frame same-cell link",phase91_ctc_image_template_segmentation_surrogate_v1,phase91_ctc_image_template_segmentation_surrogate_v1,same_cell_supported,high,"model-surrogate replacement label; not external human evidence; image-template, local-crop and geometry evidence support adjacent-frame same-cell link",model_surrogate_not_human,ctc_strong_model_annotation;image_template_segmentation_surrogate;model_surrogate_labels_only;replaces_manual_review_operationally_not_evidentially;not_external_human_audit;not_expert_microscopy_adjudication;not_CTC_ground_truth;not_completed_real_audit_positive_evidence;not_materials_or_DFT_evidence
CTC-PHASE81-0530,Fluo-N2DL-HeLa,2,23,24,Fluo-N2DL-HeLa/02/t023,23,566,235,5,5,Fluo-N2DL-HeLa/02/t024,24,566,235,5,5,release_audit,same_cell_supported,high,0.875342,"image-template, local-crop and geometry evidence support adjacent-frame same-cell link",phase91_ctc_image_template_segmentation_surrogate_v1,phase91_ctc_image_template_segmentation_surrogate_v1,same_cell_supported,high,"model-surrogate replacement label; not external human evidence; image-template, local-crop and geometry evidence support adjacent-frame same-cell link",model_surrogate_not_human,ctc_strong_model_annotation;image_template_segmentation_surrogate;model_surrogate_labels_only;replaces_manual_review_operationally_not_evidentially;not_external_human_audit;not_expert_microscopy_adjudication;not_CTC_ground_truth;not_completed_real_audit_positive_evidence;not_materials_or_DFT_evidence
CTC-PHASE81-0531,Fluo-N2DL-HeLa,2,4,5,Fluo-N2DL-HeLa/02/t004,4,490,666,5,5,Fluo-N2DL-HeLa/02/t005,5,490,666,5,5,release_audit,same_cell_supported,high,0.948814,"image-template, local-crop and geometry evidence support adjacent-frame same-cell link",phase91_ctc_image_template_segmentation_surrogate_v1,phase91_ctc_image_template_segmentation_surrogate_v1,same_cell_supported,high,"model-surrogate replacement label; not external human evidence; image-template, local-crop and geometry evidence support adjacent-frame same-cell link",model_surrogate_not_human,ctc_strong_model_annotation;image_template_segmentation_surrogate;model_surrogate_labels_only;replaces_manual_review_operationally_not_evidentially;not_external_human_audit;not_expert_microscopy_adjudication;not_CTC_ground_truth;not_completed_real_audit_positive_evidence;not_materials_or_DFT_evidence
CTC-PHASE81-0532,Fluo-N2DL-HeLa,2,17,18,Fluo-N2DL-HeLa/02/t017,17,583,246,5,5,Fluo-N2DL-HeLa/02/t018,18,583,246,5,5,release_audit,same_cell_supported,high,0.8931,"image-template, local-crop and geometry evidence support adjacent-frame same-cell link",phase91_ctc_image_template_segmentation_surrogate_v1,phase91_ctc_image_template_segmentation_surrogate_v1,same_cell_supported,high,"model-surrogate replacement label; not external human evidence; image-template, local-crop and geometry evidence support adjacent-frame same-cell link",model_surrogate_not_human,ctc_strong_model_annotation;image_template_segmentation_surrogate;model_surrogate_labels_only;replaces_manual_review_operationally_not_evidentially;not_external_human_audit;not_expert_microscopy_adjudication;not_CTC_ground_truth;not_completed_real_audit_positive_evidence;not_materials_or_DFT_evidence
CTC-PHASE81-0533,Fluo-N2DL-HeLa,2,16,17,Fluo-N2DL-HeLa/02/t016,16,637,129,5,5,Fluo-N2DL-HeLa/02/t017,17,637,129,5,5,release_audit,same_cell_supported,high,0.913291,"image-template, local-crop and geometry evidence support adjacent-frame same-cell link",phase91_ctc_image_template_segmentation_surrogate_v1,phase91_ctc_image_template_segmentation_surrogate_v1,same_cell_supported,high,"model-surrogate replacement label; not external human evidence; image-template, local-crop and geometry evidence support adjacent-frame same-cell link",model_surrogate_not_human,ctc_strong_model_annotation;image_template_segmentation_surrogate;model_surrogate_labels_only;replaces_manual_review_operationally_not_evidentially;not_external_human_audit;not_expert_microscopy_adjudication;not_CTC_ground_truth;not_completed_real_audit_positive_evidence;not_materials_or_DFT_evidence
CTC-PHASE81-0534,PhC-C2DH-U373,2,8,9,PhC-C2DH-U373/02/t008,8,616,438,11,11,PhC-C2DH-U373/02/t009,9,616,438,11,11,release_audit,same_cell_supported,high,0.846694,"image-template, local-crop and geometry evidence support adjacent-frame same-cell link",phase91_ctc_image_template_segmentation_surrogate_v1,phase91_ctc_image_template_segmentation_surrogate_v1,same_cell_supported,high,"model-surrogate replacement label; not external human evidence; image-template, local-crop and geometry evidence support adjacent-frame same-cell link",model_surrogate_not_human,ctc_strong_model_annotation;image_template_segmentation_surrogate;model_surrogate_labels_only;replaces_manual_review_operationally_not_evidentially;not_external_human_audit;not_expert_microscopy_adjudication;not_CTC_ground_truth;not_completed_real_audit_positive_evidence;not_materials_or_DFT_evidence
CTC-PHASE81-0535,Fluo-N2DL-HeLa,2,2,3,Fluo-N2DL-HeLa/02/t002,2,706,418,5,5,Fluo-N2DL-HeLa/02/t003,3,706,418,5,5,release_audit,same_cell_supported,high,0.965679,"image-template, local-crop and geometry evidence support adjacent-frame same-cell link",phase91_ctc_image_template_segmentation_surrogate_v1,phase91_ctc_image_template_segmentation_surrogate_v1,same_cell_supported,high,"model-surrogate replacement label; not external human evidence; image-template, local-crop and geometry evidence support adjacent-frame same-cell link",model_surrogate_not_human,ctc_strong_model_annotation;image_template_segmentation_surrogate;model_surrogate_labels_only;replaces_manual_review_operationally_not_evidentially;not_external_human_audit;not_expert_microscopy_adjudication;not_CTC_ground_truth;not_completed_real_audit_positive_evidence;not_materials_or_DFT_evidence
CTC-PHASE81-0536,Fluo-N2DL-HeLa,2,12,13,Fluo-N2DL-HeLa/02/t012,12,469,209,5,5,Fluo-N2DL-HeLa/02/t013,13,469,209,5,5,release_audit,same_cell_supported,high,0.85194,"image-template, local-crop and geometry evidence support adjacent-frame same-cell link",phase91_ctc_image_template_segmentation_surrogate_v1,phase91_ctc_image_template_segmentation_surrogate_v1,same_cell_supported,high,"model-surrogate replacement label; not external human evidence; image-template, local-crop and geometry evidence support adjacent-frame same-cell link",model_surrogate_not_human,ctc_strong_model_annotation;image_template_segmentation_surrogate;model_surrogate_labels_only;replaces_manual_review_operationally_not_evidentially;not_external_human_audit;not_expert_microscopy_adjudication;not_CTC_ground_truth;not_completed_real_audit_positive_evidence;not_materials_or_DFT_evidence
CTC-PHASE81-0541,Fluo-N2DL-HeLa,2,17,18,Fluo-N2DL-HeLa/02/t017,17,777,573,5,5,Fluo-N2DL-HeLa/02/t018,18,777,573,5,5,release_audit,same_cell_supported,high,0.877547,"image-template, local-crop and geometry evidence support adjacent-frame same-cell link",phase91_ctc_image_template_segmentation_surrogate_v1,phase91_ctc_image_template_segmentation_surrogate_v1,same_cell_supported,high,"model-surrogate replacement label; not external human evidence; image-template, local-crop and geometry evidence support adjacent-frame same-cell link",model_surrogate_not_human,ctc_strong_model_annotation;image_template_segmentation_surrogate;model_surrogate_labels_only;replaces_manual_review_operationally_not_evidentially;not_external_human_audit;not_expert_microscopy_adjudication;not_CTC_ground_truth;not_completed_real_audit_positive_evidence;not_materials_or_DFT_evidence
CTC-PHASE81-0545,PhC-C2DH-U373,2,45,46,PhC-C2DH-U373/02/t045,45,638,296,3,3,PhC-C2DH-U373/02/t046,46,637,297,3,4,release_audit,same_cell_supported,medium,0.792905,"image-template, local-crop and geometry evidence support adjacent-frame same-cell link",phase91_ctc_image_template_segmentation_surrogate_v1,phase91_ctc_image_template_segmentation_surrogate_v1,same_cell_supported,medium,"model-surrogate replacement label; not external human evidence; image-template, local-crop and geometry evidence support adjacent-frame same-cell link",model_surrogate_not_human,ctc_strong_model_annotation;image_template_segmentation_surrogate;model_surrogate_labels_only;replaces_manual_review_operationally_not_evidentially;not_external_human_audit;not_expert_microscopy_adjudication;not_CTC_ground_truth;not_completed_real_audit_positive_evidence;not_materials_or_DFT_evidence
CTC-PHASE81-0548,Fluo-N2DL-HeLa,2,18,19,Fluo-N2DL-HeLa/02/t018,18,417,601,5,5,Fluo-N2DL-HeLa/02/t019,19,417,601,5,5,release_audit,same_cell_supported,high,0.908875,"image-template, local-crop and geometry evidence support adjacent-frame same-cell link",phase91_ctc_image_template_segmentation_surrogate_v1,phase91_ctc_image_template_segmentation_surrogate_v1,same_cell_supported,high,"model-surrogate replacement label; not external human evidence; image-template, local-crop and geometry evidence support adjacent-frame same-cell link",model_surrogate_not_human,ctc_strong_model_annotation;image_template_segmentation_surrogate;model_surrogate_labels_only;replaces_manual_review_operationally_not_evidentially;not_external_human_audit;not_expert_microscopy_adjudication;not_CTC_ground_truth;not_completed_real_audit_positive_evidence;not_materials_or_DFT_evidence
CTC-PHASE81-0549,PhC-C2DH-U373,2,71,72,PhC-C2DH-U373/02/t071,71,73,246,9,9,PhC-C2DH-U373/02/t072,72,73,246,9,9,release_audit,same_cell_supported,high,0.906128,"image-template, local-crop and geometry evidence support adjacent-frame same-cell link",phase91_ctc_image_template_segmentation_surrogate_v1,phase91_ctc_image_template_segmentation_surrogate_v1,same_cell_supported,high,"model-surrogate replacement label; not external human evidence; image-template, local-crop and geometry evidence support adjacent-frame same-cell link",model_surrogate_not_human,ctc_strong_model_annotation;image_template_segmentation_surrogate;model_surrogate_labels_only;replaces_manual_review_operationally_not_evidentially;not_external_human_audit;not_expert_microscopy_adjudication;not_CTC_ground_truth;not_completed_real_audit_positive_evidence;not_materials_or_DFT_evidence
CTC-PHASE81-0551,PhC-C2DH-U373,2,74,75,PhC-C2DH-U373/02/t074,74,74,243,9,9,PhC-C2DH-U373/02/t075,75,74,243,9,9,release_audit,same_cell_supported,high,0.950632,"image-template, local-crop and geometry evidence support adjacent-frame same-cell link",phase91_ctc_image_template_segmentation_surrogate_v1,phase91_ctc_image_template_segmentation_surrogate_v1,same_cell_supported,high,"model-surrogate replacement label; not external human evidence; image-template, local-crop and geometry evidence support adjacent-frame same-cell link",model_surrogate_not_human,ctc_strong_model_annotation;image_template_segmentation_surrogate;model_surrogate_labels_only;replaces_manual_review_operationally_not_evidentially;not_external_human_audit;not_expert_microscopy_adjudication;not_CTC_ground_truth;not_completed_real_audit_positive_evidence;not_materials_or_DFT_evidence
CTC-PHASE81-0555,Fluo-N2DL-HeLa,2,23,24,Fluo-N2DL-HeLa/02/t023,23,807,662,5,5,Fluo-N2DL-HeLa/02/t024,24,807,662,5,5,release_audit,same_cell_supported,high,0.964116,"image-template, local-crop and geometry evidence support adjacent-frame same-cell link",phase91_ctc_image_template_segmentation_surrogate_v1,phase91_ctc_image_template_segmentation_surrogate_v1,same_cell_supported,high,"model-surrogate replacement label; not external human evidence; image-template, local-crop and geometry evidence support adjacent-frame same-cell link",model_surrogate_not_human,ctc_strong_model_annotation;image_template_segmentation_surrogate;model_surrogate_labels_only;replaces_manual_review_operationally_not_evidentially;not_external_human_audit;not_expert_microscopy_adjudication;not_CTC_ground_truth;not_completed_real_audit_positive_evidence;not_materials_or_DFT_evidence
CTC-PHASE81-0556,Fluo-N2DL-HeLa,2,27,28,Fluo-N2DL-HeLa/02/t027,27,546,199,5,5,Fluo-N2DL-HeLa/02/t028,28,546,199,5,5,release_audit,same_cell_supported,high,0.922124,"image-template, local-crop and geometry evidence support adjacent-frame same-cell link",phase91_ctc_image_template_segmentation_surrogate_v1,phase91_ctc_image_template_segmentation_surrogate_v1,same_cell_supported,high,"model-surrogate replacement label; not external human evidence; image-template, local-crop and geometry evidence support adjacent-frame same-cell link",model_surrogate_not_human,ctc_strong_model_annotation;image_template_segmentation_surrogate;model_surrogate_labels_only;replaces_manual_review_operationally_not_evidentially;not_external_human_audit;not_expert_microscopy_adjudication;not_CTC_ground_truth;not_completed_real_audit_positive_evidence;not_materials_or_DFT_evidence
CTC-PHASE81-0558,Fluo-N2DL-HeLa,2,20,21,Fluo-N2DL-HeLa/02/t020,20,761,59,5,5,Fluo-N2DL-HeLa/02/t021,21,761,59,5,5,release_audit,same_cell_supported,high,0.941702,"image-template, local-crop and geometry evidence support adjacent-frame same-cell link",phase91_ctc_image_template_segmentation_surrogate_v1,phase91_ctc_image_template_segmentation_surrogate_v1,same_cell_supported,high,"model-surrogate replacement label; not external human evidence; image-template, local-crop and geometry evidence support adjacent-frame same-cell link",model_surrogate_not_human,ctc_strong_model_annotation;image_template_segmentation_surrogate;model_surrogate_labels_only;replaces_manual_review_operationally_not_evidentially;not_external_human_audit;not_expert_microscopy_adjudication;not_CTC_ground_truth;not_completed_real_audit_positive_evidence;not_materials_or_DFT_evidence
CTC-PHASE81-0559,Fluo-N2DL-HeLa,2,43,44,Fluo-N2DL-HeLa/02/t043,43,909,277,5,5,Fluo-N2DL-HeLa/02/t044,44,909,277,5,5,release_audit,same_cell_supported,high,0.993629,"image-template, local-crop and geometry evidence support adjacent-frame same-cell link",phase91_ctc_image_template_segmentation_surrogate_v1,phase91_ctc_image_template_segmentation_surrogate_v1,same_cell_supported,high,"model-surrogate replacement label; not external human evidence; image-template, local-crop and geometry evidence support adjacent-frame same-cell link",model_surrogate_not_human,ctc_strong_model_annotation;image_template_segmentation_surrogate;model_surrogate_labels_only;replaces_manual_review_operationally_not_evidentially;not_external_human_audit;not_expert_microscopy_adjudication;not_CTC_ground_truth;not_completed_real_audit_positive_evidence;not_materials_or_DFT_evidence
CTC-PHASE81-0561,PhC-C2DH-U373,2,14,15,PhC-C2DH-U373/02/t014,14,548,96,9,10,PhC-C2DH-U373/02/t015,15,548,97,9,9,release_audit,same_cell_supported,high,0.888511,"image-template, local-crop and geometry evidence support adjacent-frame same-cell link",phase91_ctc_image_template_segmentation_surrogate_v1,phase91_ctc_image_template_segmentation_surrogate_v1,same_cell_supported,high,"model-surrogate replacement label; not external human evidence; image-template, local-crop and geometry evidence support adjacent-frame same-cell link",model_surrogate_not_human,ctc_strong_model_annotation;image_template_segmentation_surrogate;model_surrogate_labels_only;replaces_manual_review_operationally_not_evidentially;not_external_human_audit;not_expert_microscopy_adjudication;not_CTC_ground_truth;not_completed_real_audit_positive_evidence;not_materials_or_DFT_evidence
CTC-PHASE81-0563,Fluo-N2DL-HeLa,2,49,50,Fluo-N2DL-HeLa/02/t049,49,710,384,5,5,Fluo-N2DL-HeLa/02/t050,50,710,384,5,5,release_audit,same_cell_supported,high,0.970293,"image-template, local-crop and geometry evidence support adjacent-frame same-cell link",phase91_ctc_image_template_segmentation_surrogate_v1,phase91_ctc_image_template_segmentation_surrogate_v1,same_cell_supported,high,"model-surrogate replacement label; not external human evidence; image-template, local-crop and geometry evidence support adjacent-frame same-cell link",model_surrogate_not_human,ctc_strong_model_annotation;image_template_segmentation_surrogate;model_surrogate_labels_only;replaces_manual_review_operationally_not_evidentially;not_external_human_audit;not_expert_microscopy_adjudication;not_CTC_ground_truth;not_completed_real_audit_positive_evidence;not_materials_or_DFT_evidence
CTC-PHASE81-0565,Fluo-N2DL-HeLa,2,23,24,Fluo-N2DL-HeLa/02/t023,23,634,70,5,5,Fluo-N2DL-HeLa/02/t024,24,634,70,5,5,release_audit,same_cell_supported,high,0.905787,"image-template, local-crop and geometry evidence support adjacent-frame same-cell link",phase91_ctc_image_template_segmentation_surrogate_v1,phase91_ctc_image_template_segmentation_surrogate_v1,same_cell_supported,high,"model-surrogate replacement label; not external human evidence; image-template, local-crop and geometry evidence support adjacent-frame same-cell link",model_surrogate_not_human,ctc_strong_model_annotation;image_template_segmentation_surrogate;model_surrogate_labels_only;replaces_manual_review_operationally_not_evidentially;not_external_human_audit;not_expert_microscopy_adjudication;not_CTC_ground_truth;not_completed_real_audit_positive_evidence;not_materials_or_DFT_evidence
CTC-PHASE81-0566,Fluo-N2DL-HeLa,2,11,12,Fluo-N2DL-HeLa/02/t011,11,692,665,5,5,Fluo-N2DL-HeLa/02/t012,12,692,665,5,5,release_audit,same_cell_supported,high,0.918377,"image-template, local-crop and geometry evidence support adjacent-frame same-cell link",phase91_ctc_image_template_segmentation_surrogate_v1,phase91_ctc_image_template_segmentation_surrogate_v1,same_cell_supported,high,"model-surrogate replacement label; not external human evidence; image-template, local-crop and geometry evidence support adjacent-frame same-cell link",model_surrogate_not_human,ctc_strong_model_annotation;image_template_segmentation_surrogate;model_surrogate_labels_only;replaces_manual_review_operationally_not_evidentially;not_external_human_audit;not_expert_microscopy_adjudication;not_CTC_ground_truth;not_completed_real_audit_positive_evidence;not_materials_or_DFT_evidence
CTC-PHASE81-0570,Fluo-N2DL-HeLa,2,22,23,Fluo-N2DL-HeLa/02/t022,22,825,449,5,5,Fluo-N2DL-HeLa/02/t023,23,825,449,5,5,release_audit,same_cell_supported,high,0.910282,"image-template, local-crop and geometry evidence support adjacent-frame same-cell link",phase91_ctc_image_template_segmentation_surrogate_v1,phase91_ctc_image_template_segmentation_surrogate_v1,same_cell_supported,high,"model-surrogate replacement label; not external human evidence; image-template, local-crop and geometry evidence support adjacent-frame same-cell link",model_surrogate_not_human,ctc_strong_model_annotation;image_template_segmentation_surrogate;model_surrogate_labels_only;replaces_manual_review_operationally_not_evidentially;not_external_human_audit;not_expert_microscopy_adjudication;not_CTC_ground_truth;not_completed_real_audit_positive_evidence;not_materials_or_DFT_evidence
CTC-PHASE81-0571,Fluo-N2DL-HeLa,2,25,26,Fluo-N2DL-HeLa/02/t025,25,699,644,5,5,Fluo-N2DL-HeLa/02/t026,26,699,644,5,5,release_audit,same_cell_supported,high,0.886125,"image-template, local-crop and geometry evidence support adjacent-frame same-cell link",phase91_ctc_image_template_segmentation_surrogate_v1,phase91_ctc_image_template_segmentation_surrogate_v1,same_cell_supported,high,"model-surrogate replacement label; not external human evidence; image-template, local-crop and geometry evidence support adjacent-frame same-cell link",model_surrogate_not_human,ctc_strong_model_annotation;image_template_segmentation_surrogate;model_surrogate_labels_only;replaces_manual_review_operationally_not_evidentially;not_external_human_audit;not_expert_microscopy_adjudication;not_CTC_ground_truth;not_completed_real_audit_positive_evidence;not_materials_or_DFT_evidence
CTC-PHASE81-0573,Fluo-N2DL-HeLa,2,5,6,Fluo-N2DL-HeLa/02/t005,5,501,346,5,5,Fluo-N2DL-HeLa/02/t006,6,501,346,5,5,release_audit,same_cell_supported,high,0.94847,"image-template, local-crop and geometry evidence support adjacent-frame same-cell link",phase91_ctc_image_template_segmentation_surrogate_v1,phase91_ctc_image_template_segmentation_surrogate_v1,same_cell_supported,high,"model-surrogate replacement label; not external human evidence; image-template, local-crop and geometry evidence support adjacent-frame same-cell link",model_surrogate_not_human,ctc_strong_model_annotation;image_template_segmentation_surrogate;model_surrogate_labels_only;replaces_manual_review_operationally_not_evidentially;not_external_human_audit;not_expert_microscopy_adjudication;not_CTC_ground_truth;not_completed_real_audit_positive_evidence;not_materials_or_DFT_evidence
CTC-PHASE81-0576,Fluo-N2DL-HeLa,2,9,10,Fluo-N2DL-HeLa/02/t009,9,583,162,5,5,Fluo-N2DL-HeLa/02/t010,10,583,162,5,5,release_audit,same_cell_supported,high,0.920455,"image-template, local-crop and geometry evidence support adjacent-frame same-cell link",phase91_ctc_image_template_segmentation_surrogate_v1,phase91_ctc_image_template_segmentation_surrogate_v1,same_cell_supported,high,"model-surrogate replacement label; not external human evidence; image-template, local-crop and geometry evidence support adjacent-frame same-cell link",model_surrogate_not_human,ctc_strong_model_annotation;image_template_segmentation_surrogate;model_surrogate_labels_only;replaces_manual_review_operationally_not_evidentially;not_external_human_audit;not_expert_microscopy_adjudication;not_CTC_ground_truth;not_completed_real_audit_positive_evidence;not_materials_or_DFT_evidence
CTC-PHASE81-0580,Fluo-N2DL-HeLa,2,17,18,Fluo-N2DL-HeLa/02/t017,17,915,340,5,5,Fluo-N2DL-HeLa/02/t018,18,915,340,5,5,release_audit,same_cell_supported,high,0.91987,"image-template, local-crop and geometry evidence support adjacent-frame same-cell link",phase91_ctc_image_template_segmentation_surrogate_v1,phase91_ctc_image_template_segmentation_surrogate_v1,same_cell_supported,high,"model-surrogate replacement label; not external human evidence; image-template, local-crop and geometry evidence support adjacent-frame same-cell link",model_surrogate_not_human,ctc_strong_model_annotation;image_template_segmentation_surrogate;model_surrogate_labels_only;replaces_manual_review_operationally_not_evidentially;not_external_human_audit;not_expert_microscopy_adjudication;not_CTC_ground_truth;not_completed_real_audit_positive_evidence;not_materials_or_DFT_evidence
CTC-PHASE81-0584,Fluo-N2DL-HeLa,2,38,39,Fluo-N2DL-HeLa/02/t038,38,879,294,5,5,Fluo-N2DL-HeLa/02/t039,39,879,294,5,5,release_audit,same_cell_supported,high,0.921881,"image-template, local-crop and geometry evidence support adjacent-frame same-cell link",phase91_ctc_image_template_segmentation_surrogate_v1,phase91_ctc_image_template_segmentation_surrogate_v1,same_cell_supported,high,"model-surrogate replacement label; not external human evidence; image-template, local-crop and geometry evidence support adjacent-frame same-cell link",model_surrogate_not_human,ctc_strong_model_annotation;image_template_segmentation_surrogate;model_surrogate_labels_only;replaces_manual_review_operationally_not_evidentially;not_external_human_audit;not_expert_microscopy_adjudication;not_CTC_ground_truth;not_completed_real_audit_positive_evidence;not_materials_or_DFT_evidence
CTC-PHASE81-0586,Fluo-N2DL-HeLa,2,7,8,Fluo-N2DL-HeLa/02/t007,7,718,447,5,5,Fluo-N2DL-HeLa/02/t008,8,718,447,5,5,release_audit,same_cell_supported,high,0.927908,"image-template, local-crop and geometry evidence support adjacent-frame same-cell link",phase91_ctc_image_template_segmentation_surrogate_v1,phase91_ctc_image_template_segmentation_surrogate_v1,same_cell_supported,high,"model-surrogate replacement label; not external human evidence; image-template, local-crop and geometry evidence support adjacent-frame same-cell link",model_surrogate_not_human,ctc_strong_model_annotation;image_template_segmentation_surrogate;model_surrogate_labels_only;replaces_manual_review_operationally_not_evidentially;not_external_human_audit;not_expert_microscopy_adjudication;not_CTC_ground_truth;not_completed_real_audit_positive_evidence;not_materials_or_DFT_evidence
