risk_model,n_rows,base_flip_rate,mean_roc_auc,std_roc_auc,mean_average_precision,std_average_precision,mean_brier_score,top20_risk_flip_rate,bottom20_risk_flip_rate,top20_enrichment_vs_base,feature_names,cv_scheme,evidence_scope,delta_auc_vs_candidate_margin,system_beats_candidate_margin,combined_beats_candidate_margin,primary_prediction_signal,model_role,panel,K,retain_fraction,flagged_fraction,n_total,n_retained_low_risk,n_flagged_high_risk,retained_flip_rate,flagged_flip_rate,relative_flip_rate_reduction_retained,fraction_flips_flagged,retained_beta_UCB_observed,triage_secondary_success,alpha0,release_size_candidate_level,nonempty_folds,fold_count,min_test_retained_n_across_folds,safe_folds_t1,observed_FTR_t1,observed_flip_rate_retained,mean_FTR_t0_by_design,beta_UCB_max_across_calibration_folds,beta_UCB_mean_across_calibration_folds,alpha0_plus_beta_UCB,budget_pass_pre_eval,seed_level_gate_available,primary_success_candidate_level,primary_success_full_certificate,paper_role
candidate_t0_score_only,,,,,,,,,,,,,durability_budgeted_release_card_diagnostic;crossfit_risk_scores_grouped_by_chemical_system;t0_public_label_features_not_label_free;candidate_level_t0_stable_release_rows;not_full_release_alpha_certificate;not_DFT_evidence;not_prospective_materials_discovery,,,,,,durability_budget_frontier,300.0,0.5,,,,,,,,,,,0.01,131.0,5.0,5.0,13.0,0.0,0.21374045801526717,0.21374045801526717,0.0,0.31658349092862736,0.29111286001058145,0.3265834909286274,False,False,False,False,risk_triage_or_boundary_diagnostic
candidate_t0_score_only,,,,,,,,,,,,,durability_budgeted_release_card_diagnostic;crossfit_risk_scores_grouped_by_chemical_system;t0_public_label_features_not_label_free;candidate_level_t0_stable_release_rows;not_full_release_alpha_certificate;not_DFT_evidence;not_prospective_materials_discovery,,,,,,durability_budget_frontier,300.0,0.5,,,,,,,,,,,0.025,131.0,5.0,5.0,13.0,0.0,0.21374045801526717,0.21374045801526717,0.0,0.31658349092862736,0.29111286001058145,0.3415834909286274,False,False,False,False,risk_triage_or_boundary_diagnostic
candidate_t0_score_only,,,,,,,,,,,,,durability_budgeted_release_card_diagnostic;crossfit_risk_scores_grouped_by_chemical_system;t0_public_label_features_not_label_free;candidate_level_t0_stable_release_rows;not_full_release_alpha_certificate;not_DFT_evidence;not_prospective_materials_discovery,,,,,,durability_budget_frontier,300.0,0.5,,,,,,,,,,,0.05,131.0,5.0,5.0,13.0,0.0,0.21374045801526717,0.21374045801526717,0.0,0.31658349092862736,0.29111286001058145,0.36658349092862735,False,False,False,False,risk_triage_or_boundary_diagnostic
candidate_t0_score_only,,,,,,,,,,,,,durability_budgeted_release_card_diagnostic;crossfit_risk_scores_grouped_by_chemical_system;t0_public_label_features_not_label_free;candidate_level_t0_stable_release_rows;not_full_release_alpha_certificate;not_DFT_evidence;not_prospective_materials_discovery,,,,,,durability_budget_frontier,300.0,0.5,,,,,,,,,,,0.075,131.0,5.0,5.0,13.0,0.0,0.21374045801526717,0.21374045801526717,0.0,0.31658349092862736,0.29111286001058145,0.3915834909286274,False,False,False,False,risk_triage_or_boundary_diagnostic
candidate_t0_score_only,,,,,,,,,,,,,durability_budgeted_release_card_diagnostic;crossfit_risk_scores_grouped_by_chemical_system;t0_public_label_features_not_label_free;candidate_level_t0_stable_release_rows;not_full_release_alpha_certificate;not_DFT_evidence;not_prospective_materials_discovery,,,,,,durability_budget_frontier,300.0,0.6,,,,,,,,,,,0.01,150.0,5.0,5.0,14.0,0.0,0.22666666666666666,0.22666666666666666,0.0,0.33703145559481595,0.30524418101227063,0.34703145559481596,False,False,False,False,risk_triage_or_boundary_diagnostic
candidate_t0_score_only,,,,,,,,,,,,,durability_budgeted_release_card_diagnostic;crossfit_risk_scores_grouped_by_chemical_system;t0_public_label_features_not_label_free;candidate_level_t0_stable_release_rows;not_full_release_alpha_certificate;not_DFT_evidence;not_prospective_materials_discovery,,,,,,durability_budget_frontier,300.0,0.6,,,,,,,,,,,0.025,150.0,5.0,5.0,14.0,0.0,0.22666666666666666,0.22666666666666666,0.0,0.33703145559481595,0.30524418101227063,0.362031455594816,False,False,False,False,risk_triage_or_boundary_diagnostic
candidate_t0_score_only,,,,,,,,,,,,,durability_budgeted_release_card_diagnostic;crossfit_risk_scores_grouped_by_chemical_system;t0_public_label_features_not_label_free;candidate_level_t0_stable_release_rows;not_full_release_alpha_certificate;not_DFT_evidence;not_prospective_materials_discovery,,,,,,durability_budget_frontier,300.0,0.6,,,,,,,,,,,0.05,150.0,5.0,5.0,14.0,0.0,0.22666666666666666,0.22666666666666666,0.0,0.33703145559481595,0.30524418101227063,0.38703145559481594,False,False,False,False,risk_triage_or_boundary_diagnostic
candidate_t0_score_only,,,,,,,,,,,,,durability_budgeted_release_card_diagnostic;crossfit_risk_scores_grouped_by_chemical_system;t0_public_label_features_not_label_free;candidate_level_t0_stable_release_rows;not_full_release_alpha_certificate;not_DFT_evidence;not_prospective_materials_discovery,,,,,,durability_budget_frontier,300.0,0.6,,,,,,,,,,,0.075,150.0,5.0,5.0,14.0,0.0,0.22666666666666666,0.22666666666666666,0.0,0.33703145559481595,0.30524418101227063,0.41203145559481597,False,False,False,False,risk_triage_or_boundary_diagnostic
candidate_t0_score_only,,,,,,,,,,,,,durability_budgeted_release_card_diagnostic;crossfit_risk_scores_grouped_by_chemical_system;t0_public_label_features_not_label_free;candidate_level_t0_stable_release_rows;not_full_release_alpha_certificate;not_DFT_evidence;not_prospective_materials_discovery,,,,,,durability_budget_frontier,300.0,0.7,,,,,,,,,,,0.01,167.0,5.0,5.0,18.0,0.0,0.25748502994011974,0.25748502994011974,0.0,0.3299671116997692,0.3188115098401586,0.33996711169976923,False,False,False,False,risk_triage_or_boundary_diagnostic
candidate_t0_score_only,,,,,,,,,,,,,durability_budgeted_release_card_diagnostic;crossfit_risk_scores_grouped_by_chemical_system;t0_public_label_features_not_label_free;candidate_level_t0_stable_release_rows;not_full_release_alpha_certificate;not_DFT_evidence;not_prospective_materials_discovery,,,,,,durability_budget_frontier,300.0,0.7,,,,,,,,,,,0.025,167.0,5.0,5.0,18.0,0.0,0.25748502994011974,0.25748502994011974,0.0,0.3299671116997692,0.3188115098401586,0.35496711169976924,False,False,False,False,risk_triage_or_boundary_diagnostic
candidate_t0_score_only,,,,,,,,,,,,,durability_budgeted_release_card_diagnostic;crossfit_risk_scores_grouped_by_chemical_system;t0_public_label_features_not_label_free;candidate_level_t0_stable_release_rows;not_full_release_alpha_certificate;not_DFT_evidence;not_prospective_materials_discovery,,,,,,durability_budget_frontier,300.0,0.7,,,,,,,,,,,0.05,167.0,5.0,5.0,18.0,0.0,0.25748502994011974,0.25748502994011974,0.0,0.3299671116997692,0.3188115098401586,0.3799671116997692,False,False,False,False,risk_triage_or_boundary_diagnostic
candidate_t0_score_only,,,,,,,,,,,,,durability_budgeted_release_card_diagnostic;crossfit_risk_scores_grouped_by_chemical_system;t0_public_label_features_not_label_free;candidate_level_t0_stable_release_rows;not_full_release_alpha_certificate;not_DFT_evidence;not_prospective_materials_discovery,,,,,,durability_budget_frontier,300.0,0.7,,,,,,,,,,,0.075,167.0,5.0,5.0,18.0,0.0,0.25748502994011974,0.25748502994011974,0.0,0.3299671116997692,0.3188115098401586,0.40496711169976923,False,False,False,False,risk_triage_or_boundary_diagnostic
candidate_t0_score_only,,,,,,,,,,,,,durability_budgeted_release_card_diagnostic;crossfit_risk_scores_grouped_by_chemical_system;t0_public_label_features_not_label_free;candidate_level_t0_stable_release_rows;not_full_release_alpha_certificate;not_DFT_evidence;not_prospective_materials_discovery,,,,,,durability_budget_frontier,300.0,0.8,,,,,,,,,,,0.01,197.0,5.0,5.0,26.0,0.0,0.24873096446700507,0.24873096446700507,0.0,0.33021060516380535,0.31998981808677546,0.34021060516380536,False,False,False,False,risk_triage_or_boundary_diagnostic
candidate_t0_score_only,,,,,,,,,,,,,durability_budgeted_release_card_diagnostic;crossfit_risk_scores_grouped_by_chemical_system;t0_public_label_features_not_label_free;candidate_level_t0_stable_release_rows;not_full_release_alpha_certificate;not_DFT_evidence;not_prospective_materials_discovery,,,,,,durability_budget_frontier,300.0,0.8,,,,,,,,,,,0.025,197.0,5.0,5.0,26.0,0.0,0.24873096446700507,0.24873096446700507,0.0,0.33021060516380535,0.31998981808677546,0.35521060516380537,False,False,False,False,risk_triage_or_boundary_diagnostic
candidate_t0_score_only,,,,,,,,,,,,,durability_budgeted_release_card_diagnostic;crossfit_risk_scores_grouped_by_chemical_system;t0_public_label_features_not_label_free;candidate_level_t0_stable_release_rows;not_full_release_alpha_certificate;not_DFT_evidence;not_prospective_materials_discovery,,,,,,durability_budget_frontier,300.0,0.8,,,,,,,,,,,0.05,197.0,5.0,5.0,26.0,0.0,0.24873096446700507,0.24873096446700507,0.0,0.33021060516380535,0.31998981808677546,0.38021060516380534,False,False,False,False,risk_triage_or_boundary_diagnostic
candidate_t0_score_only,,,,,,,,,,,,,durability_budgeted_release_card_diagnostic;crossfit_risk_scores_grouped_by_chemical_system;t0_public_label_features_not_label_free;candidate_level_t0_stable_release_rows;not_full_release_alpha_certificate;not_DFT_evidence;not_prospective_materials_discovery,,,,,,durability_budget_frontier,300.0,0.8,,,,,,,,,,,0.075,197.0,5.0,5.0,26.0,0.0,0.24873096446700507,0.24873096446700507,0.0,0.33021060516380535,0.31998981808677546,0.40521060516380536,False,False,False,False,risk_triage_or_boundary_diagnostic
candidate_t0_score_only,,,,,,,,,,,,,durability_budgeted_release_card_diagnostic;crossfit_risk_scores_grouped_by_chemical_system;t0_public_label_features_not_label_free;candidate_level_t0_stable_release_rows;not_full_release_alpha_certificate;not_DFT_evidence;not_prospective_materials_discovery,,,,,,durability_budget_frontier,300.0,1.0,,,,,,,,,,,0.01,243.0,5.0,5.0,47.0,0.0,0.23045267489711935,0.23045267489711935,0.0,0.31113386377119284,0.28784599788336307,0.32113386377119285,False,False,False,False,risk_triage_or_boundary_diagnostic
candidate_t0_score_only,,,,,,,,,,,,,durability_budgeted_release_card_diagnostic;crossfit_risk_scores_grouped_by_chemical_system;t0_public_label_features_not_label_free;candidate_level_t0_stable_release_rows;not_full_release_alpha_certificate;not_DFT_evidence;not_prospective_materials_discovery,,,,,,durability_budget_frontier,300.0,1.0,,,,,,,,,,,0.025,243.0,5.0,5.0,47.0,0.0,0.23045267489711935,0.23045267489711935,0.0,0.31113386377119284,0.28784599788336307,0.33613386377119286,False,False,False,False,risk_triage_or_boundary_diagnostic
candidate_t0_score_only,,,,,,,,,,,,,durability_budgeted_release_card_diagnostic;crossfit_risk_scores_grouped_by_chemical_system;t0_public_label_features_not_label_free;candidate_level_t0_stable_release_rows;not_full_release_alpha_certificate;not_DFT_evidence;not_prospective_materials_discovery,,,,,,durability_budget_frontier,300.0,1.0,,,,,,,,,,,0.05,243.0,5.0,5.0,47.0,0.0,0.23045267489711935,0.23045267489711935,0.0,0.31113386377119284,0.28784599788336307,0.36113386377119283,False,False,False,False,risk_triage_or_boundary_diagnostic
candidate_t0_score_only,,,,,,,,,,,,,durability_budgeted_release_card_diagnostic;crossfit_risk_scores_grouped_by_chemical_system;t0_public_label_features_not_label_free;candidate_level_t0_stable_release_rows;not_full_release_alpha_certificate;not_DFT_evidence;not_prospective_materials_discovery,,,,,,durability_budget_frontier,300.0,1.0,,,,,,,,,,,0.075,243.0,5.0,5.0,47.0,0.0,0.23045267489711935,0.23045267489711935,0.0,0.31113386377119284,0.28784599788336307,0.38613386377119285,False,False,False,False,risk_triage_or_boundary_diagnostic
candidate_t0_score_only,,,,,,,,,,,,,durability_budgeted_release_card_diagnostic;crossfit_risk_scores_grouped_by_chemical_system;t0_public_label_features_not_label_free;candidate_level_t0_stable_release_rows;not_full_release_alpha_certificate;not_DFT_evidence;not_prospective_materials_discovery,,,,,,durability_budget_frontier,500.0,0.3,,,,,,,,,,,0.01,58.0,5.0,5.0,8.0,1.0,0.29310344827586204,0.29310344827586204,0.0,0.47032537255672924,0.41907010932810795,0.48032537255672925,False,False,False,False,risk_triage_or_boundary_diagnostic
candidate_t0_score_only,,,,,,,,,,,,,durability_budgeted_release_card_diagnostic;crossfit_risk_scores_grouped_by_chemical_system;t0_public_label_features_not_label_free;candidate_level_t0_stable_release_rows;not_full_release_alpha_certificate;not_DFT_evidence;not_prospective_materials_discovery,,,,,,durability_budget_frontier,500.0,0.3,,,,,,,,,,,0.025,58.0,5.0,5.0,8.0,1.0,0.29310344827586204,0.29310344827586204,0.0,0.47032537255672924,0.41907010932810795,0.49532537255672926,False,False,False,False,risk_triage_or_boundary_diagnostic
candidate_t0_score_only,,,,,,,,,,,,,durability_budgeted_release_card_diagnostic;crossfit_risk_scores_grouped_by_chemical_system;t0_public_label_features_not_label_free;candidate_level_t0_stable_release_rows;not_full_release_alpha_certificate;not_DFT_evidence;not_prospective_materials_discovery,,,,,,durability_budget_frontier,500.0,0.3,,,,,,,,,,,0.05,58.0,5.0,5.0,8.0,1.0,0.29310344827586204,0.29310344827586204,0.0,0.47032537255672924,0.41907010932810795,0.5203253725567293,False,False,False,False,risk_triage_or_boundary_diagnostic
candidate_t0_score_only,,,,,,,,,,,,,durability_budgeted_release_card_diagnostic;crossfit_risk_scores_grouped_by_chemical_system;t0_public_label_features_not_label_free;candidate_level_t0_stable_release_rows;not_full_release_alpha_certificate;not_DFT_evidence;not_prospective_materials_discovery,,,,,,durability_budget_frontier,500.0,0.3,,,,,,,,,,,0.075,58.0,5.0,5.0,8.0,1.0,0.29310344827586204,0.29310344827586204,0.0,0.47032537255672924,0.41907010932810795,0.5453253725567292,False,False,False,False,risk_triage_or_boundary_diagnostic
candidate_t0_score_only,,,,,,,,,,,,,durability_budgeted_release_card_diagnostic;crossfit_risk_scores_grouped_by_chemical_system;t0_public_label_features_not_label_free;candidate_level_t0_stable_release_rows;not_full_release_alpha_certificate;not_DFT_evidence;not_prospective_materials_discovery,,,,,,durability_budget_frontier,500.0,0.4,,,,,,,,,,,0.01,81.0,5.0,5.0,10.0,0.0,0.25925925925925924,0.25925925925925924,0.0,0.40171668631273205,0.386848421653768,0.41171668631273206,False,False,False,False,risk_triage_or_boundary_diagnostic
candidate_t0_score_only,,,,,,,,,,,,,durability_budgeted_release_card_diagnostic;crossfit_risk_scores_grouped_by_chemical_system;t0_public_label_features_not_label_free;candidate_level_t0_stable_release_rows;not_full_release_alpha_certificate;not_DFT_evidence;not_prospective_materials_discovery,,,,,,durability_budget_frontier,500.0,0.4,,,,,,,,,,,0.025,81.0,5.0,5.0,10.0,0.0,0.25925925925925924,0.25925925925925924,0.0,0.40171668631273205,0.386848421653768,0.4267166863127321,False,False,False,False,risk_triage_or_boundary_diagnostic
candidate_t0_score_only,,,,,,,,,,,,,durability_budgeted_release_card_diagnostic;crossfit_risk_scores_grouped_by_chemical_system;t0_public_label_features_not_label_free;candidate_level_t0_stable_release_rows;not_full_release_alpha_certificate;not_DFT_evidence;not_prospective_materials_discovery,,,,,,durability_budget_frontier,500.0,0.4,,,,,,,,,,,0.05,81.0,5.0,5.0,10.0,0.0,0.25925925925925924,0.25925925925925924,0.0,0.40171668631273205,0.386848421653768,0.45171668631273204,False,False,False,False,risk_triage_or_boundary_diagnostic
candidate_t0_score_only,,,,,,,,,,,,,durability_budgeted_release_card_diagnostic;crossfit_risk_scores_grouped_by_chemical_system;t0_public_label_features_not_label_free;candidate_level_t0_stable_release_rows;not_full_release_alpha_certificate;not_DFT_evidence;not_prospective_materials_discovery,,,,,,durability_budget_frontier,500.0,0.4,,,,,,,,,,,0.075,81.0,5.0,5.0,10.0,0.0,0.25925925925925924,0.25925925925925924,0.0,0.40171668631273205,0.386848421653768,0.47671668631273206,False,False,False,False,risk_triage_or_boundary_diagnostic
candidate_t0_score_only,,,,,,,,,,,,,durability_budgeted_release_card_diagnostic;crossfit_risk_scores_grouped_by_chemical_system;t0_public_label_features_not_label_free;candidate_level_t0_stable_release_rows;not_full_release_alpha_certificate;not_DFT_evidence;not_prospective_materials_discovery,,,,,,durability_budget_frontier,500.0,0.5,,,,,,,,,,,0.01,100.0,5.0,5.0,12.0,0.0,0.26,0.26,0.0,0.39959767308556926,0.37298943992455424,0.40959767308556927,False,False,False,False,risk_triage_or_boundary_diagnostic
candidate_t0_score_only,,,,,,,,,,,,,durability_budgeted_release_card_diagnostic;crossfit_risk_scores_grouped_by_chemical_system;t0_public_label_features_not_label_free;candidate_level_t0_stable_release_rows;not_full_release_alpha_certificate;not_DFT_evidence;not_prospective_materials_discovery,,,,,,durability_budget_frontier,500.0,0.5,,,,,,,,,,,0.025,100.0,5.0,5.0,12.0,0.0,0.26,0.26,0.0,0.39959767308556926,0.37298943992455424,0.4245976730855693,False,False,False,False,risk_triage_or_boundary_diagnostic
candidate_t0_score_only,,,,,,,,,,,,,durability_budgeted_release_card_diagnostic;crossfit_risk_scores_grouped_by_chemical_system;t0_public_label_features_not_label_free;candidate_level_t0_stable_release_rows;not_full_release_alpha_certificate;not_DFT_evidence;not_prospective_materials_discovery,,,,,,durability_budget_frontier,500.0,0.5,,,,,,,,,,,0.05,100.0,5.0,5.0,12.0,0.0,0.26,0.26,0.0,0.39959767308556926,0.37298943992455424,0.44959767308556925,False,False,False,False,risk_triage_or_boundary_diagnostic
candidate_t0_score_only,,,,,,,,,,,,,durability_budgeted_release_card_diagnostic;crossfit_risk_scores_grouped_by_chemical_system;t0_public_label_features_not_label_free;candidate_level_t0_stable_release_rows;not_full_release_alpha_certificate;not_DFT_evidence;not_prospective_materials_discovery,,,,,,durability_budget_frontier,500.0,0.5,,,,,,,,,,,0.075,100.0,5.0,5.0,12.0,0.0,0.26,0.26,0.0,0.39959767308556926,0.37298943992455424,0.47459767308556927,False,False,False,False,risk_triage_or_boundary_diagnostic
candidate_t0_score_only,,,,,,,,,,,,,durability_budgeted_release_card_diagnostic;crossfit_risk_scores_grouped_by_chemical_system;t0_public_label_features_not_label_free;candidate_level_t0_stable_release_rows;not_full_release_alpha_certificate;not_DFT_evidence;not_prospective_materials_discovery,,,,,,durability_budget_frontier,500.0,0.6,,,,,,,,,,,0.01,118.0,5.0,5.0,13.0,0.0,0.2542372881355932,0.2542372881355932,0.0,0.3588881959653265,0.34736090919021123,0.3688881959653265,False,False,False,False,risk_triage_or_boundary_diagnostic
candidate_t0_score_only,,,,,,,,,,,,,durability_budgeted_release_card_diagnostic;crossfit_risk_scores_grouped_by_chemical_system;t0_public_label_features_not_label_free;candidate_level_t0_stable_release_rows;not_full_release_alpha_certificate;not_DFT_evidence;not_prospective_materials_discovery,,,,,,durability_budget_frontier,500.0,0.6,,,,,,,,,,,0.025,118.0,5.0,5.0,13.0,0.0,0.2542372881355932,0.2542372881355932,0.0,0.3588881959653265,0.34736090919021123,0.38388819596532653,False,False,False,False,risk_triage_or_boundary_diagnostic
candidate_t0_score_only,,,,,,,,,,,,,durability_budgeted_release_card_diagnostic;crossfit_risk_scores_grouped_by_chemical_system;t0_public_label_features_not_label_free;candidate_level_t0_stable_release_rows;not_full_release_alpha_certificate;not_DFT_evidence;not_prospective_materials_discovery,,,,,,durability_budget_frontier,500.0,0.6,,,,,,,,,,,0.05,118.0,5.0,5.0,13.0,0.0,0.2542372881355932,0.2542372881355932,0.0,0.3588881959653265,0.34736090919021123,0.4088881959653265,False,False,False,False,risk_triage_or_boundary_diagnostic
candidate_t0_score_only,,,,,,,,,,,,,durability_budgeted_release_card_diagnostic;crossfit_risk_scores_grouped_by_chemical_system;t0_public_label_features_not_label_free;candidate_level_t0_stable_release_rows;not_full_release_alpha_certificate;not_DFT_evidence;not_prospective_materials_discovery,,,,,,durability_budget_frontier,500.0,0.6,,,,,,,,,,,0.075,118.0,5.0,5.0,13.0,0.0,0.2542372881355932,0.2542372881355932,0.0,0.3588881959653265,0.34736090919021123,0.4338881959653265,False,False,False,False,risk_triage_or_boundary_diagnostic
candidate_t0_score_only,,,,,,,,,,,,,durability_budgeted_release_card_diagnostic;crossfit_risk_scores_grouped_by_chemical_system;t0_public_label_features_not_label_free;candidate_level_t0_stable_release_rows;not_full_release_alpha_certificate;not_DFT_evidence;not_prospective_materials_discovery,,,,,,durability_budget_frontier,500.0,0.7,,,,,,,,,,,0.01,137.0,5.0,5.0,13.0,0.0,0.26277372262773724,0.26277372262773724,0.0,0.3785115913043965,0.35034339839434303,0.3885115913043965,False,False,False,False,risk_triage_or_boundary_diagnostic
candidate_t0_score_only,,,,,,,,,,,,,durability_budgeted_release_card_diagnostic;crossfit_risk_scores_grouped_by_chemical_system;t0_public_label_features_not_label_free;candidate_level_t0_stable_release_rows;not_full_release_alpha_certificate;not_DFT_evidence;not_prospective_materials_discovery,,,,,,durability_budget_frontier,500.0,0.7,,,,,,,,,,,0.025,137.0,5.0,5.0,13.0,0.0,0.26277372262773724,0.26277372262773724,0.0,0.3785115913043965,0.35034339839434303,0.4035115913043965,False,False,False,False,risk_triage_or_boundary_diagnostic
candidate_t0_score_only,,,,,,,,,,,,,durability_budgeted_release_card_diagnostic;crossfit_risk_scores_grouped_by_chemical_system;t0_public_label_features_not_label_free;candidate_level_t0_stable_release_rows;not_full_release_alpha_certificate;not_DFT_evidence;not_prospective_materials_discovery,,,,,,durability_budget_frontier,500.0,0.7,,,,,,,,,,,0.05,137.0,5.0,5.0,13.0,0.0,0.26277372262773724,0.26277372262773724,0.0,0.3785115913043965,0.35034339839434303,0.4285115913043965,False,False,False,False,risk_triage_or_boundary_diagnostic
candidate_t0_score_only,,,,,,,,,,,,,durability_budgeted_release_card_diagnostic;crossfit_risk_scores_grouped_by_chemical_system;t0_public_label_features_not_label_free;candidate_level_t0_stable_release_rows;not_full_release_alpha_certificate;not_DFT_evidence;not_prospective_materials_discovery,,,,,,durability_budget_frontier,500.0,0.7,,,,,,,,,,,0.075,137.0,5.0,5.0,13.0,0.0,0.26277372262773724,0.26277372262773724,0.0,0.3785115913043965,0.35034339839434303,0.4535115913043965,False,False,False,False,risk_triage_or_boundary_diagnostic
candidate_t0_score_only,,,,,,,,,,,,,durability_budgeted_release_card_diagnostic;crossfit_risk_scores_grouped_by_chemical_system;t0_public_label_features_not_label_free;candidate_level_t0_stable_release_rows;not_full_release_alpha_certificate;not_DFT_evidence;not_prospective_materials_discovery,,,,,,durability_budget_frontier,500.0,0.8,,,,,,,,,,,0.01,152.0,5.0,5.0,14.0,0.0,0.26973684210526316,0.26973684210526316,0.0,0.3613195107165133,0.3485957193990076,0.3713195107165133,False,False,False,False,risk_triage_or_boundary_diagnostic
candidate_t0_score_only,,,,,,,,,,,,,durability_budgeted_release_card_diagnostic;crossfit_risk_scores_grouped_by_chemical_system;t0_public_label_features_not_label_free;candidate_level_t0_stable_release_rows;not_full_release_alpha_certificate;not_DFT_evidence;not_prospective_materials_discovery,,,,,,durability_budget_frontier,500.0,0.8,,,,,,,,,,,0.025,152.0,5.0,5.0,14.0,0.0,0.26973684210526316,0.26973684210526316,0.0,0.3613195107165133,0.3485957193990076,0.3863195107165133,False,False,False,False,risk_triage_or_boundary_diagnostic
candidate_t0_score_only,,,,,,,,,,,,,durability_budgeted_release_card_diagnostic;crossfit_risk_scores_grouped_by_chemical_system;t0_public_label_features_not_label_free;candidate_level_t0_stable_release_rows;not_full_release_alpha_certificate;not_DFT_evidence;not_prospective_materials_discovery,,,,,,durability_budget_frontier,500.0,0.8,,,,,,,,,,,0.05,152.0,5.0,5.0,14.0,0.0,0.26973684210526316,0.26973684210526316,0.0,0.3613195107165133,0.3485957193990076,0.4113195107165133,False,False,False,False,risk_triage_or_boundary_diagnostic
candidate_t0_score_only,,,,,,,,,,,,,durability_budgeted_release_card_diagnostic;crossfit_risk_scores_grouped_by_chemical_system;t0_public_label_features_not_label_free;candidate_level_t0_stable_release_rows;not_full_release_alpha_certificate;not_DFT_evidence;not_prospective_materials_discovery,,,,,,durability_budget_frontier,500.0,0.8,,,,,,,,,,,0.075,152.0,5.0,5.0,14.0,0.0,0.26973684210526316,0.26973684210526316,0.0,0.3613195107165133,0.3485957193990076,0.4363195107165133,False,False,False,False,risk_triage_or_boundary_diagnostic
candidate_t0_score_only,,,,,,,,,,,,,durability_budgeted_release_card_diagnostic;crossfit_risk_scores_grouped_by_chemical_system;t0_public_label_features_not_label_free;candidate_level_t0_stable_release_rows;not_full_release_alpha_certificate;not_DFT_evidence;not_prospective_materials_discovery,,,,,,durability_budget_frontier,500.0,1.0,,,,,,,,,,,0.01,191.0,5.0,5.0,34.0,0.0,0.23036649214659685,0.23036649214659685,0.0,0.31039356286752195,0.3017322584799502,0.32039356286752196,False,False,False,False,risk_triage_or_boundary_diagnostic
candidate_t0_score_only,,,,,,,,,,,,,durability_budgeted_release_card_diagnostic;crossfit_risk_scores_grouped_by_chemical_system;t0_public_label_features_not_label_free;candidate_level_t0_stable_release_rows;not_full_release_alpha_certificate;not_DFT_evidence;not_prospective_materials_discovery,,,,,,durability_budget_frontier,500.0,1.0,,,,,,,,,,,0.025,191.0,5.0,5.0,34.0,0.0,0.23036649214659685,0.23036649214659685,0.0,0.31039356286752195,0.3017322584799502,0.335393562867522,False,False,False,False,risk_triage_or_boundary_diagnostic
candidate_t0_score_only,,,,,,,,,,,,,durability_budgeted_release_card_diagnostic;crossfit_risk_scores_grouped_by_chemical_system;t0_public_label_features_not_label_free;candidate_level_t0_stable_release_rows;not_full_release_alpha_certificate;not_DFT_evidence;not_prospective_materials_discovery,,,,,,durability_budget_frontier,500.0,1.0,,,,,,,,,,,0.05,191.0,5.0,5.0,34.0,0.0,0.23036649214659685,0.23036649214659685,0.0,0.31039356286752195,0.3017322584799502,0.36039356286752194,False,False,False,False,risk_triage_or_boundary_diagnostic
candidate_t0_score_only,,,,,,,,,,,,,durability_budgeted_release_card_diagnostic;crossfit_risk_scores_grouped_by_chemical_system;t0_public_label_features_not_label_free;candidate_level_t0_stable_release_rows;not_full_release_alpha_certificate;not_DFT_evidence;not_prospective_materials_discovery,,,,,,durability_budget_frontier,500.0,1.0,,,,,,,,,,,0.075,191.0,5.0,5.0,34.0,0.0,0.23036649214659685,0.23036649214659685,0.0,0.31039356286752195,0.3017322584799502,0.38539356286752197,False,False,False,False,risk_triage_or_boundary_diagnostic
chemical_system_exploration_only,,,,,,,,,,,,,durability_budgeted_release_card_diagnostic;crossfit_risk_scores_grouped_by_chemical_system;t0_public_label_features_not_label_free;candidate_level_t0_stable_release_rows;not_full_release_alpha_certificate;not_DFT_evidence;not_prospective_materials_discovery,,,,,,durability_budget_frontier,300.0,0.3,,,,,,,,,,,0.01,75.0,5.0,5.0,4.0,2.0,0.09333333333333334,0.09333333333333334,0.0,0.2217902059985814,0.15806316445293642,0.2317902059985814,False,False,False,False,risk_triage_or_boundary_diagnostic
chemical_system_exploration_only,,,,,,,,,,,,,durability_budgeted_release_card_diagnostic;crossfit_risk_scores_grouped_by_chemical_system;t0_public_label_features_not_label_free;candidate_level_t0_stable_release_rows;not_full_release_alpha_certificate;not_DFT_evidence;not_prospective_materials_discovery,,,,,,durability_budget_frontier,300.0,0.3,,,,,,,,,,,0.025,75.0,5.0,5.0,4.0,2.0,0.09333333333333334,0.09333333333333334,0.0,0.2217902059985814,0.15806316445293642,0.2467902059985814,False,False,False,False,risk_triage_or_boundary_diagnostic
chemical_system_exploration_only,,,,,,,,,,,,,durability_budgeted_release_card_diagnostic;crossfit_risk_scores_grouped_by_chemical_system;t0_public_label_features_not_label_free;candidate_level_t0_stable_release_rows;not_full_release_alpha_certificate;not_DFT_evidence;not_prospective_materials_discovery,,,,,,durability_budget_frontier,300.0,0.3,,,,,,,,,,,0.05,75.0,5.0,5.0,4.0,2.0,0.09333333333333334,0.09333333333333334,0.0,0.2217902059985814,0.15806316445293642,0.2717902059985814,False,False,False,False,risk_triage_or_boundary_diagnostic
