audit_id,sample_set,dataset,domain,generator,aoi,video_id,path_id,source_building_id,target_building_id,frame_start,frame_end,source_year,source_month,target_year,target_month,score,candidate_rank,bbox_iou,centroid_distance_score,area_ratio,base_geometry_score,deterministic_noise,_true,audit_role
SPCAL-000970,prospective_calibration_audit,SpaceNet7,earth_observation_building_links,spacenet7_learned_geometry,L15-0760E-0887N_3041_4643_13,11007,SN7::L15-0760E-0887N_3041_4643_13::2018-08->2018-09::1891->1891::c6bb0cb37c6a483a->c6bb0cb37c6a483a,1891,1891,7,8,2018,8,2018,9,0.9997051931795631,326519,1.0,1.0,1.0,1.0,0.0005863325301085,True,calibration
SPCAL-000971,prospective_calibration_audit,SpaceNet7,earth_observation_building_links,spacenet7_learned_geometry,L15-0760E-0887N_3041_4643_13,11008,SN7::L15-0760E-0887N_3041_4643_13::2018-09->2018-10::9446->9446::7199e160bdafeff4->7199e160bdafeff4,9446,9446,8,9,2018,9,2018,10,0.9997080080213305,283280,1.0,1.0,1.0,1.0,0.0004565769282187,True,calibration
SPCAL-000972,prospective_calibration_audit,SpaceNet7,earth_observation_building_links,spacenet7_learned_geometry,L15-0760E-0887N_3041_4643_13,11009,SN7::L15-0760E-0887N_3041_4643_13::2018-10->2018-11::477->477::4434f31c78530d8e->4434f31c78530d8e,477,477,9,10,2018,10,2018,11,0.9997107920323713,242890,1.0,1.0,1.0,1.0,0.0003862131706142,True,calibration
SPCAL-000973,prospective_calibration_audit,SpaceNet7,earth_observation_building_links,spacenet7_learned_geometry,L15-0760E-0887N_3041_4643_13,11010,SN7::L15-0760E-0887N_3041_4643_13::2018-11->2018-12::4473->4473::b3f909aa965530f7->b3f909aa965530f7,4473,4473,10,11,2018,11,2018,12,0.999713537915354,205390,1.0,1.0,1.0,1.0,0.0004913485742967,True,calibration
SPCAL-000974,prospective_calibration_audit,SpaceNet7,earth_observation_building_links,spacenet7_learned_geometry,L15-0760E-0887N_3041_4643_13,11011,SN7::L15-0760E-0887N_3041_4643_13::2018-12->2019-01::3758->3758::5bd35d02ba329dcb->5bd35d02ba329dcb,3758,3758,11,12,2018,12,2019,1,0.9997162553558213,171052,1.0,1.0,1.0,1.0,0.0006328429633804,True,calibration
SPCAL-000975,prospective_calibration_audit,SpaceNet7,earth_observation_building_links,spacenet7_learned_geometry,L15-0760E-0887N_3041_4643_13,11012,SN7::L15-0760E-0887N_3041_4643_13::2019-01->2019-02::1263->1263::b9ed367ffd613f3f->b9ed367ffd613f3f,1263,1263,12,13,2019,1,2019,2,0.9997189678486453,140002,1.0,1.0,1.0,1.0,0.0004530122715493,True,calibration
SPCAL-000976,prospective_calibration_audit,SpaceNet7,earth_observation_building_links,spacenet7_learned_geometry,L15-0760E-0887N_3041_4643_13,11013,SN7::L15-0760E-0887N_3041_4643_13::2019-02->2019-03::6557->6557::5fbb90fa317df3d1->5fbb90fa317df3d1,6557,6557,13,14,2019,2,2019,3,0.9997216497834879,111998,1.0,1.0,1.0,1.0,0.0003454145882919,True,calibration
SPCAL-000977,prospective_calibration_audit,SpaceNet7,earth_observation_building_links,spacenet7_learned_geometry,L15-0760E-0887N_3041_4643_13,11014,SN7::L15-0760E-0887N_3041_4643_13::2019-03->2019-04::1146->1146::3f47439c05b213f6->3f47439c05b213f6,1146,1146,14,15,2019,3,2019,4,0.9997243114761521,87421,1.0,1.0,1.0,1.0,0.0001537281044434,True,calibration
SPCAL-000978,prospective_calibration_audit,SpaceNet7,earth_observation_building_links,spacenet7_learned_geometry,L15-0760E-0887N_3041_4643_13,11015,SN7::L15-0760E-0887N_3041_4643_13::2019-04->2019-05::78->78::0e08f5d4a0fbdff1->0e08f5d4a0fbdff1,78,78,15,16,2019,4,2019,5,0.9997269121405686,66371,1.0,1.0,1.0,1.0,0.0005271318902195,True,calibration
SPCAL-000979,prospective_calibration_audit,SpaceNet7,earth_observation_building_links,spacenet7_learned_geometry,L15-0760E-0887N_3041_4643_13,11016,SN7::L15-0760E-0887N_3041_4643_13::2019-05->2019-06::116->116::935588ca1e9c2507->935588ca1e9c2507,116,116,16,17,2019,5,2019,6,0.9997295212119476,47863,1.0,1.0,1.0,1.0,0.0003725517026502,True,calibration
SPCAL-000980,prospective_calibration_audit,SpaceNet7,earth_observation_building_links,spacenet7_learned_geometry,L15-0760E-0887N_3041_4643_13,11017,SN7::L15-0760E-0887N_3041_4643_13::2019-06->2019-07::1117->1117::0a9293548ee1b938->0a9293548ee1b938,1117,1117,17,18,2019,6,2019,7,0.9997320851950688,33026,1.0,1.0,1.0,1.0,0.000544433312033,True,calibration
SPCAL-000981,prospective_calibration_audit,SpaceNet7,earth_observation_building_links,spacenet7_learned_geometry,L15-0760E-0887N_3041_4643_13,11018,SN7::L15-0760E-0887N_3041_4643_13::2019-07->2019-08::4044->4044::05ac712a9fc11991->05ac712a9fc11991,4044,4044,18,19,2019,7,2019,8,0.9997346629594501,21194,1.0,1.0,1.0,1.0,9.399212040506234e-05,True,calibration
SPCAL-000982,prospective_calibration_audit,SpaceNet7,earth_observation_building_links,spacenet7_learned_geometry,L15-0760E-0887N_3041_4643_13,11019,SN7::L15-0760E-0887N_3041_4643_13::2019-08->2019-09::9271->9271::f0f578dbff92cd2e->f0f578dbff92cd2e,9271,9271,19,20,2019,8,2019,9,0.9997371661078854,12770,1.0,1.0,1.0,1.0,0.0004655872042746,True,calibration
SPCAL-000983,prospective_calibration_audit,SpaceNet7,earth_observation_building_links,spacenet7_learned_geometry,L15-0760E-0887N_3041_4643_13,11020,SN7::L15-0760E-0887N_3041_4643_13::2019-09->2019-10::1232->1232::ecfc7528deaadaaa->ecfc7528deaadaaa,1232,1232,20,21,2019,9,2019,10,0.999739675568022,7049,1.0,1.0,1.0,1.0,0.0003388677008508,True,calibration
SPCAL-000984,prospective_calibration_audit,SpaceNet7,earth_observation_building_links,spacenet7_learned_geometry,L15-0760E-0887N_3041_4643_13,11021,SN7::L15-0760E-0887N_3041_4643_13::2019-10->2019-11::4717->4717::13459a9ec1d07ad7->13459a9ec1d07ad7,4717,4717,21,22,2019,10,2019,11,0.9997421446635639,3340,1.0,1.0,1.0,1.0,0.0004881005478765,True,calibration
SPCAL-000985,prospective_calibration_audit,SpaceNet7,earth_observation_building_links,spacenet7_learned_geometry,L15-0760E-0887N_3041_4643_13,11022,SN7::L15-0760E-0887N_3041_4643_13::2019-11->2019-12::9586->9586::08e3f7c6ef9008d6->08e3f7c6ef9008d6,9586,9586,22,23,2019,11,2019,12,0.9997446026147289,1011,1.0,1.0,1.0,1.0,0.000429066737734,True,calibration
SPCAL-000986,prospective_calibration_audit,SpaceNet7,earth_observation_building_links,spacenet7_learned_geometry,L15-0760E-0887N_3041_4643_13,11023,SN7::L15-0760E-0887N_3041_4643_13::2019-12->2020-01::1983->1983::5d663a0785b9b39f->5d663a0785b9b39f,1983,1983,23,24,2019,12,2020,1,0.9997470378884521,12,1.0,1.0,1.0,1.0,0.0003572408166228,True,calibration
SPCAL-000987,prospective_calibration_audit,SpaceNet7,earth_observation_building_links,spacenet7_learned_geometry,L15-0683E-1006N_2732_4164_13,12000,SN7::L15-0683E-1006N_2732_4164_13::2018-01->2018-02::19->19::cfb9392934205530->cfb9392934205530,19,19,0,1,2018,1,2018,2,0.9996848079462712,711660,1.0,1.0,1.0,1.0,0.0002147452022143,True,calibration
SPCAL-000988,prospective_calibration_audit,SpaceNet7,earth_observation_building_links,spacenet7_learned_geometry,L15-0683E-1006N_2732_4164_13,12001,SN7::L15-0683E-1006N_2732_4164_13::2018-02->2018-03::3640->3640::cd5e177816c692b7->cd5e177816c692b7,3640,3640,1,2,2018,2,2018,3,0.999687802494551,647093,1.0,1.0,1.0,1.0,0.0002916155501608,True,calibration
SPCAL-000989,prospective_calibration_audit,SpaceNet7,earth_observation_building_links,spacenet7_learned_geometry,L15-0683E-1006N_2732_4164_13,12002,SN7::L15-0683E-1006N_2732_4164_13::2018-03->2018-04::9892->9892::13e1b564214d4785->13e1b564214d4785,9892,9892,2,3,2018,3,2018,4,0.9996907902903484,585354,1.0,1.0,1.0,1.0,6.423967227320327e-05,True,calibration
SPCAL-000990,prospective_calibration_audit,SpaceNet7,earth_observation_building_links,spacenet7_learned_geometry,L15-0683E-1006N_2732_4164_13,12003,SN7::L15-0683E-1006N_2732_4164_13::2018-04->2018-06::7038->7038::4a918539bb289f39->4a918539bb289f39,7038,7038,3,4,2018,4,2018,6,0.9996937262047616,527849,1.0,1.0,1.0,1.0,0.0001667750151383,True,calibration
SPCAL-000991,prospective_calibration_audit,SpaceNet7,earth_observation_building_links,spacenet7_learned_geometry,L15-0683E-1006N_2732_4164_13,12004,SN7::L15-0683E-1006N_2732_4164_13::2018-06->2018-07::13338->13338::fcf313a7a75794c1->fcf313a7a75794c1,13338,13338,4,5,2018,6,2018,7,0.9996966183774263,473349,1.0,1.0,1.0,1.0,0.0004962716064298,True,calibration
SPCAL-000992,prospective_calibration_audit,SpaceNet7,earth_observation_building_links,spacenet7_learned_geometry,L15-0683E-1006N_2732_4164_13,12005,SN7::L15-0683E-1006N_2732_4164_13::2018-07->2018-08::8381->8381::a0aa5bed247d671c->a0aa5bed247d671c,8381,8381,5,6,2018,7,2018,8,0.9996995109032389,421264,1.0,1.0,1.0,1.0,0.0004266276976956,True,calibration
SPCAL-000993,prospective_calibration_audit,SpaceNet7,earth_observation_building_links,spacenet7_learned_geometry,L15-0683E-1006N_2732_4164_13,12006,SN7::L15-0683E-1006N_2732_4164_13::2018-08->2018-09::9978->9978::2948535eb04795fe->2948535eb04795fe,9978,9978,6,7,2018,8,2018,9,0.9997023730731204,372286,1.0,1.0,1.0,1.0,0.0003975358694567,True,calibration
SPCAL-000994,prospective_calibration_audit,SpaceNet7,earth_observation_building_links,spacenet7_learned_geometry,L15-0683E-1006N_2732_4164_13,12007,SN7::L15-0683E-1006N_2732_4164_13::2018-09->2018-10::1445->1445::504de5b79a88f3da->504de5b79a88f3da,1445,1445,7,8,2018,9,2018,10,0.9997052010139412,326383,1.0,1.0,1.0,1.0,0.0004710741321183,True,calibration
SPCAL-000995,prospective_calibration_audit,SpaceNet7,earth_observation_building_links,spacenet7_learned_geometry,L15-0683E-1006N_2732_4164_13,12008,SN7::L15-0683E-1006N_2732_4164_13::2018-10->2018-11::3255->3255::b0784018c110f401->b0784018c110f401,3255,3255,8,9,2018,10,2018,11,0.9997080143703174,283189,1.0,1.0,1.0,1.0,0.0003622668880005,True,calibration
SPCAL-000996,prospective_calibration_audit,SpaceNet7,earth_observation_building_links,spacenet7_learned_geometry,L15-0683E-1006N_2732_4164_13,12009,SN7::L15-0683E-1006N_2732_4164_13::2018-11->2019-01::13611->13611::8f00f9965f47bebc->8f00f9965f47bebc,13611,13611,9,10,2018,11,2019,1,0.9997107384566846,243686,1.0,1.0,1.0,1.0,0.0011895329096205,True,calibration
SPCAL-000997,prospective_calibration_audit,SpaceNet7,earth_observation_building_links,spacenet7_learned_geometry,L15-0683E-1006N_2732_4164_13,12010,SN7::L15-0683E-1006N_2732_4164_13::2019-01->2019-03::2103->2103::2cb668240efcffa3->2cb668240efcffa3,2103,2103,10,11,2019,1,2019,3,0.9997135053012374,205815,1.0,1.0,1.0,1.0,0.0009850750947251,True,calibration
SPCAL-000998,prospective_calibration_audit,SpaceNet7,earth_observation_building_links,spacenet7_learned_geometry,L15-0683E-1006N_2732_4164_13,12011,SN7::L15-0683E-1006N_2732_4164_13::2019-03->2019-04::257->257::df568e2e7b0a5643->df568e2e7b0a5643,257,257,11,12,2019,3,2019,4,0.999716267391246,170904,1.0,1.0,1.0,1.0,0.0004488863174358,True,calibration
SPCAL-000999,prospective_calibration_audit,SpaceNet7,earth_observation_building_links,spacenet7_learned_geometry,L15-0683E-1006N_2732_4164_13,12012,SN7::L15-0683E-1006N_2732_4164_13::2019-04->2019-05::3267->3267::9cd96fae6a0afabd->9cd96fae6a0afabd,3267,3267,12,13,2019,4,2019,5,0.9997189723720821,139959,1.0,1.0,1.0,1.0,0.000383222596902,True,calibration
SPCAL-001000,prospective_calibration_audit,SpaceNet7,earth_observation_building_links,spacenet7_learned_geometry,L15-0683E-1006N_2732_4164_13,12013,SN7::L15-0683E-1006N_2732_4164_13::2019-05->2019-06::3751->3751::a3d5c292d28d1082->a3d5c292d28d1082,3751,3751,13,14,2019,5,2019,6,0.9997216422359617,112086,1.0,1.0,1.0,1.0,0.0004630128981517,True,calibration
SPCAL-001001,prospective_calibration_audit,SpaceNet7,earth_observation_building_links,spacenet7_learned_geometry,L15-0683E-1006N_2732_4164_13,12014,SN7::L15-0683E-1006N_2732_4164_13::2019-06->2019-07::792->792::95aefeb91c270f22->95aefeb91c270f22,792,792,14,15,2019,6,2019,7,0.9997243047006467,87492,1.0,1.0,1.0,1.0,0.0002602960641269,True,calibration
SPCAL-001002,prospective_calibration_audit,SpaceNet7,earth_observation_building_links,spacenet7_learned_geometry,L15-0683E-1006N_2732_4164_13,12015,SN7::L15-0683E-1006N_2732_4164_13::2019-07->2019-08::2365->2365::d5f6927888467591->d5f6927888467591,2365,2365,15,16,2019,7,2019,8,0.99972693303042,66187,1.0,1.0,1.0,1.0,0.0001953912752341,True,calibration
SPCAL-001003,prospective_calibration_audit,SpaceNet7,earth_observation_building_links,spacenet7_learned_geometry,L15-0683E-1006N_2732_4164_13,12016,SN7::L15-0683E-1006N_2732_4164_13::2019-08->2019-09::6051->6051::4dfab607dcfc166e->4dfab607dcfc166e,6051,6051,16,17,2019,8,2019,9,0.9997295141653325,47917,1.0,1.0,1.0,1.0,0.0004855368776084,True,calibration
SPCAL-001004,prospective_calibration_audit,SpaceNet7,earth_observation_building_links,spacenet7_learned_geometry,L15-0683E-1006N_2732_4164_13,12017,SN7::L15-0683E-1006N_2732_4164_13::2019-09->2019-10::6493->6493::5d5393fea5e0ba46->5d5393fea5e0ba46,6493,6493,17,18,2019,9,2019,10,0.9997321035130834,32916,1.0,1.0,1.0,1.0,0.0002479075363197,True,calibration
SPCAL-001005,prospective_calibration_audit,SpaceNet7,earth_observation_building_links,spacenet7_learned_geometry,L15-0683E-1006N_2732_4164_13,12018,SN7::L15-0683E-1006N_2732_4164_13::2019-10->2019-11::11182->11182::208d350d99cfd123->208d350d99cfd123,11182,11182,18,19,2019,10,2019,11,0.9997346395662787,21297,1.0,1.0,1.0,1.0,0.0004762928307329,True,calibration
SPCAL-001006,prospective_calibration_audit,SpaceNet7,earth_observation_building_links,spacenet7_learned_geometry,L15-0683E-1006N_2732_4164_13,12019,SN7::L15-0683E-1006N_2732_4164_13::2019-11->2019-12::757->757::a5177d792f2f68d4->a5177d792f2f68d4,757,757,19,20,2019,11,2019,12,0.9997371680094738,12761,1.0,1.0,1.0,1.0,0.0004342641844736,True,calibration
SPCAL-001007,prospective_calibration_audit,SpaceNet7,earth_observation_building_links,spacenet7_learned_geometry,L15-0683E-1006N_2732_4164_13,12020,SN7::L15-0683E-1006N_2732_4164_13::2019-12->2020-01::1556->1556::c19ea6c693fe7fef->c19ea6c693fe7fef,1556,1556,20,21,2019,12,2020,1,0.9997396798738863,7036,1.0,1.0,1.0,1.0,0.0002671582635471,True,calibration
SPCAL-001008,prospective_calibration_audit,SpaceNet7,earth_observation_building_links,spacenet7_learned_geometry,L15-0577E-1243N_2309_3217_13,13000,SN7::L15-0577E-1243N_2309_3217_13::2018-02->2018-04::2226->2226::b7ff9d9dd33e2ec7->b7ff9d9dd33e2ec7,2226,2226,0,1,2018,2,2018,4,0.9996847267906719,713464,1.0,1.0,1.0,1.0,0.0013313067201963,True,calibration
SPCAL-001009,prospective_calibration_audit,SpaceNet7,earth_observation_building_links,spacenet7_learned_geometry,L15-0577E-1243N_2309_3217_13,13001,SN7::L15-0577E-1243N_2309_3217_13::2018-04->2018-05::1727->1727::1e2f9057807c69f3->1e2f9057807c69f3,1727,1727,1,2,2018,4,2018,5,0.9996876986101142,649314,1.0,1.0,1.0,1.0,0.0017344875879246,True,calibration
SPCAL-001010,prospective_calibration_audit,SpaceNet7,earth_observation_building_links,spacenet7_learned_geometry,L15-0577E-1243N_2309_3217_13,13002,SN7::L15-0577E-1243N_2309_3217_13::2018-05->2018-06::1267->1267::1fb9ad815deb1c1a->1fb9ad815deb1c1a,1267,1267,2,3,2018,5,2018,6,0.9996907029925921,587282,1.0,1.0,1.0,1.0,0.0012885411782441,True,calibration
SPCAL-001011,prospective_calibration_audit,SpaceNet7,earth_observation_building_links,spacenet7_learned_geometry,L15-0577E-1243N_2309_3217_13,13003,SN7::L15-0577E-1243N_2309_3217_13::2018-06->2018-07::2591->2591::cd209094d4793153->cd209094d4793153,2591,2591,3,4,2018,6,2018,7,0.9996935888122865,530527,1.0,1.0,1.0,1.0,0.0021118873119796,True,calibration
SPCAL-001012,prospective_calibration_audit,SpaceNet7,earth_observation_building_links,spacenet7_learned_geometry,L15-0577E-1243N_2309_3217_13,13004,SN7::L15-0577E-1243N_2309_3217_13::2018-07->2018-08::3119->3119::fc664989dfeac257->fc664989dfeac257,3119,3119,4,5,2018,7,2018,8,0.9996965555187627,474576,1.0,1.0,1.0,1.0,0.0013947449200593,True,calibration
SPCAL-001013,prospective_calibration_audit,SpaceNet7,earth_observation_building_links,spacenet7_learned_geometry,L15-0577E-1243N_2309_3217_13,13005,SN7::L15-0577E-1243N_2309_3217_13::2018-08->2018-09::1194->1194::5491a6ea9be210ae->5491a6ea9be210ae,1194,1194,5,6,2018,8,2018,9,0.9996994427188916,422418,1.0,1.0,1.0,1.0,0.0014105759915992,True,calibration
SPCAL-001014,prospective_calibration_audit,SpaceNet7,earth_observation_building_links,spacenet7_learned_geometry,L15-0577E-1243N_2309_3217_13,13006,SN7::L15-0577E-1243N_2309_3217_13::2018-09->2018-10::3562->3562::5545ea3dc84547a5->5545ea3dc84547a5,3562,3562,6,7,2018,9,2018,10,0.9997023260663,373088,1.0,1.0,1.0,1.0,0.0010824634294692,True,calibration
SPCAL-001015,prospective_calibration_audit,SpaceNet7,earth_observation_building_links,spacenet7_learned_geometry,L15-0577E-1243N_2309_3217_13,13007,SN7::L15-0577E-1243N_2309_3217_13::2018-10->2018-11::1436->1436::ca7f103aa6a82faa->ca7f103aa6a82faa,1436,1436,7,8,2018,10,2018,11,0.999705207987532,326269,1.0,1.0,1.0,1.0,0.0003685183570745,True,calibration
SPCAL-001016,prospective_calibration_audit,SpaceNet7,earth_observation_building_links,spacenet7_learned_geometry,L15-0577E-1243N_2309_3217_13,13008,SN7::L15-0577E-1243N_2309_3217_13::2018-11->2018-12::2756->2756::48654ce4c88b6730->48654ce4c88b6730,2756,2756,8,9,2018,11,2018,12,0.9997079621914966,283933,1.0,1.0,1.0,1.0,0.0011371855218627,True,calibration
SPCAL-001017,prospective_calibration_audit,SpaceNet7,earth_observation_building_links,spacenet7_learned_geometry,L15-0577E-1243N_2309_3217_13,13009,SN7::L15-0577E-1243N_2309_3217_13::2018-12->2019-01::3344->3344::8bdcaf0f077e474c->8bdcaf0f077e474c,3344,3344,9,10,2018,12,2019,1,0.9997107180586048,243983,1.0,1.0,1.0,1.0,0.0014953506166257,True,calibration
SPCAL-001018,prospective_calibration_audit,SpaceNet7,earth_observation_building_links,spacenet7_learned_geometry,L15-0577E-1243N_2309_3217_13,13010,SN7::L15-0577E-1243N_2309_3217_13::2019-01->2019-02::4004->4004::8be569dfd5a4622b->8be569dfd5a4622b,4004,4004,10,11,2019,1,2019,2,0.9997135160192396,205684,1.0,1.0,1.0,1.0,0.0008228475425227,True,calibration
SPCAL-001019,prospective_calibration_audit,SpaceNet7,earth_observation_building_links,spacenet7_learned_geometry,L15-0577E-1243N_2309_3217_13,13011,SN7::L15-0577E-1243N_2309_3217_13::2019-02->2019-03::350->350::d65f477d95c263d2->d65f477d95c263d2,350,350,11,12,2019,2,2019,3,0.9997161963147504,171760,1.0,1.0,1.0,1.0,0.001535135995951,True,calibration
SPCAL-001020,prospective_calibration_audit,SpaceNet7,earth_observation_building_links,spacenet7_learned_geometry,L15-0577E-1243N_2309_3217_13,13012,SN7::L15-0577E-1243N_2309_3217_13::2019-03->2019-04::3174->3174::695b2d68abcbca28->695b2d68abcbca28,3174,3174,12,13,2019,3,2019,4,0.9997189402494234,140306,1.0,1.0,1.0,1.0,0.0008788982309155,True,calibration
SPCAL-001021,prospective_calibration_audit,SpaceNet7,earth_observation_building_links,spacenet7_learned_geometry,L15-0577E-1243N_2309_3217_13,13013,SN7::L15-0577E-1243N_2309_3217_13::2019-04->2019-05::2586->2586::050f9ea52d95201f->050f9ea52d95201f,2586,2586,13,14,2019,4,2019,5,0.9997216090469426,112447,1.0,1.0,1.0,1.0,0.0009800534604949,True,calibration
SPCAL-001022,prospective_calibration_audit,SpaceNet7,earth_observation_building_links,spacenet7_learned_geometry,L15-0577E-1243N_2309_3217_13,13014,SN7::L15-0577E-1243N_2309_3217_13::2019-05->2019-06::2740->2740::5ac3f1a249fdf711->5ac3f1a249fdf711,2740,2740,14,15,2019,5,2019,6,0.9997242683773367,87802,1.0,1.0,1.0,1.0,0.0008316364208269,True,calibration
SPCAL-001023,prospective_calibration_audit,SpaceNet7,earth_observation_building_links,spacenet7_learned_geometry,L15-0577E-1243N_2309_3217_13,13015,SN7::L15-0577E-1243N_2309_3217_13::2019-06->2019-07::974->974::0261183e56e26a76->0261183e56e26a76,974,974,15,16,2019,6,2019,7,0.9997269123268795,66369,1.0,1.0,1.0,1.0,0.000524149591893,True,calibration
SPCAL-001024,prospective_calibration_audit,SpaceNet7,earth_observation_building_links,spacenet7_learned_geometry,L15-0577E-1243N_2309_3217_13,13016,SN7::L15-0577E-1243N_2309_3217_13::2019-07->2019-08::4055->4055::9a8f1b728175fd61->9a8f1b728175fd61,4055,4055,16,17,2019,7,2019,8,0.9997294915672907,48067,1.0,1.0,1.0,1.0,0.0008478438877368,True,calibration
SPCAL-001025,prospective_calibration_audit,SpaceNet7,earth_observation_building_links,spacenet7_learned_geometry,L15-0577E-1243N_2309_3217_13,13017,SN7::L15-0577E-1243N_2309_3217_13::2019-08->2019-09::1529->1529::1cb45a39d642a209->1cb45a39d642a209,1529,1529,17,18,2019,8,2019,9,0.999731993135477,33559,1.0,1.0,1.0,1.0,0.0020343578989319,True,calibration
SPCAL-001026,prospective_calibration_audit,SpaceNet7,earth_observation_building_links,spacenet7_learned_geometry,L15-0577E-1243N_2309_3217_13,13018,SN7::L15-0577E-1243N_2309_3217_13::2019-09->2019-10::2684->2684::a9be3bd643b019a4->a9be3bd643b019a4,2684,2684,18,19,2019,9,2019,10,0.9997346295225595,21344,1.0,1.0,1.0,1.0,0.0006404655797069,True,calibration
SPCAL-001027,prospective_calibration_audit,SpaceNet7,earth_observation_building_links,spacenet7_learned_geometry,L15-0577E-1243N_2309_3217_13,13019,SN7::L15-0577E-1243N_2309_3217_13::2019-10->2019-11::2170->2170::517c42a6da369950->517c42a6da369950,2170,2170,19,20,2019,10,2019,11,0.9997370761482987,13059,1.0,1.0,1.0,1.0,0.0019496898237463,True,calibration
SPCAL-001028,prospective_calibration_audit,SpaceNet7,earth_observation_building_links,spacenet7_learned_geometry,L15-0595E-1278N_2383_3079_13,14000,SN7::L15-0595E-1278N_2383_3079_13::2018-01->2018-02::1091->1091::001118656b4b3c0d->001118656b4b3c0d,1091,1091,0,1,2018,1,2018,2,0.9996846742136828,714644,1.0,1.0,1.0,1.0,0.002054482083448,True,calibration
SPCAL-001029,prospective_calibration_audit,SpaceNet7,earth_observation_building_links,spacenet7_learned_geometry,L15-0595E-1278N_2383_3079_13,14001,SN7::L15-0595E-1278N_2383_3079_13::2018-02->2018-03::1521->1521::6b76a4360696b720->6b76a4360696b720,1521,1521,1,2,2018,2,2018,3,0.9996877414561035,648372,1.0,1.0,1.0,1.0,0.0011394767258998,True,calibration
SPCAL-001030,prospective_calibration_audit,SpaceNet7,earth_observation_building_links,spacenet7_learned_geometry,L15-0595E-1278N_2383_3079_13,14002,SN7::L15-0595E-1278N_2383_3079_13::2018-03->2018-04::1876->1876::5f00ef2a2ea0d39d->5f00ef2a2ea0d39d,1876,1876,2,3,2018,3,2018,4,0.9996907479435257,586299,1.0,1.0,1.0,1.0,0.0006581961167313,True,calibration
SPCAL-001031,prospective_calibration_audit,SpaceNet7,earth_observation_building_links,spacenet7_learned_geometry,L15-0595E-1278N_2383_3079_13,14003,SN7::L15-0595E-1278N_2383_3079_13::2018-04->2018-05::972->972::e7cad975137fcd0c->e7cad975137fcd0c,972,972,3,4,2018,4,2018,5,0.9996934023468464,534124,1.0,1.0,1.0,1.0,0.0047503206315404,True,calibration
SPCAL-001032,prospective_calibration_audit,SpaceNet7,earth_observation_building_links,spacenet7_learned_geometry,L15-0595E-1278N_2383_3079_13,14004,SN7::L15-0595E-1278N_2383_3079_13::2018-05->2018-06::2509->2509::1fb8657028a5f284->1fb8657028a5f284,2509,2509,4,5,2018,5,2018,6,0.9996964911350709,475787,1.0,1.0,1.0,1.0,0.0023148690983276,True,calibration
SPCAL-001033,prospective_calibration_audit,SpaceNet7,earth_observation_building_links,spacenet7_learned_geometry,L15-0595E-1278N_2383_3079_13,14005,SN7::L15-0595E-1278N_2383_3079_13::2018-06->2018-07::1611->1611::d829204c04f10548->d829204c04f10548,1611,1611,5,6,2018,6,2018,7,0.999699333297439,424434,1.0,1.0,1.0,1.0,0.0029891977459897,True,calibration
SPCAL-001034,prospective_calibration_audit,SpaceNet7,earth_observation_building_links,spacenet7_learned_geometry,L15-0595E-1278N_2383_3079_13,14006,SN7::L15-0595E-1278N_2383_3079_13::2018-07->2018-08::1555->1555::214f6a250dbf7234->214f6a250dbf7234,1555,1555,6,7,2018,7,2018,8,0.9997023188380005,373225,1.0,1.0,1.0,1.0,0.0011877451010988,True,calibration
SPCAL-001035,prospective_calibration_audit,SpaceNet7,earth_observation_building_links,spacenet7_learned_geometry,L15-0595E-1278N_2383_3079_13,14007,SN7::L15-0595E-1278N_2383_3079_13::2018-08->2018-09::677->677::15a83b4d2f1e3815->15a83b4d2f1e3815,677,677,7,8,2018,8,2018,9,0.9997051109224,327894,1.0,1.0,1.0,1.0,0.0017962407792993,True,calibration
SPCAL-001036,prospective_calibration_audit,SpaceNet7,earth_observation_building_links,spacenet7_learned_geometry,L15-0595E-1278N_2383_3079_13,14008,SN7::L15-0595E-1278N_2383_3079_13::2018-09->2018-10::90->90::2009809efc742c0e->2009809efc742c0e,90,90,8,9,2018,9,2018,10,0.9997078543087302,285572,1.0,1.0,1.0,1.0,0.0027390181925781,True,calibration
SPCAL-001037,prospective_calibration_audit,SpaceNet7,earth_observation_building_links,spacenet7_learned_geometry,L15-0595E-1278N_2383_3079_13,14009,SN7::L15-0595E-1278N_2383_3079_13::2018-10->2018-11::941->941::7ac1650a264f0dde->7ac1650a264f0dde,941,941,9,10,2018,10,2018,11,0.9997106598855453,244919,1.0,1.0,1.0,1.0,0.0023673951929481,True,calibration
SPCAL-001038,prospective_calibration_audit,SpaceNet7,earth_observation_building_links,spacenet7_learned_geometry,L15-0595E-1278N_2383_3079_13,14010,SN7::L15-0595E-1278N_2383_3079_13::2018-11->2018-12::2178->2178::82d3fbc10ea19537->82d3fbc10ea19537,2178,2178,10,11,2018,11,2018,12,0.999713400643292,207241,1.0,1.0,1.0,1.0,0.0025690760492267,True,calibration
SPCAL-001039,prospective_calibration_audit,SpaceNet7,earth_observation_building_links,spacenet7_learned_geometry,L15-0595E-1278N_2383_3079_13,14011,SN7::L15-0595E-1278N_2383_3079_13::2018-12->2019-01::2286->2286::59cb87d05fea0aa1->59cb87d05fea0aa1,2286,2286,11,12,2018,12,2019,1,0.9997162196967263,171483,1.0,1.0,1.0,1.0,0.0011778343085211,True,calibration
