source_milestone,source_file,copied_to,bytes,sha256,path_sanitized,coverage_role
ijcv_burst_owlv2_stress_v1,outputs/milestones/ijcv_burst_owlv2_stress_v1/burst_owlv2_released_unsupported_audit_candidates.csv,outputs/milestones/legacy_core_results_v1/ijcv_burst_owlv2_stress_v1/burst_owlv2_released_unsupported_audit_candidates.csv,444,6ffd99f40244b467e50c6afbd36403782d8a72093f056307e6584d7d016fb87e,no,BURST OWLv2 stress-test tables
ijcv_burst_owlv2_stress_v1,outputs/milestones/ijcv_burst_owlv2_stress_v1/burst_owlv2_released_unsupported_audit_candidates_manifest.json,outputs/milestones/legacy_core_results_v1/ijcv_burst_owlv2_stress_v1/burst_owlv2_released_unsupported_audit_candidates_manifest.json,3227,d9fe9232f2de5cd8a319813f4f3e595dca0c1347028bff6e6aaf5574bc2f31ae,yes,BURST OWLv2 stress-test tables
ijcv_burst_owlv2_stress_v1,outputs/milestones/ijcv_burst_owlv2_stress_v1/burst_owlv2_released_unsupported_audit_labels.csv,outputs/milestones/legacy_core_results_v1/ijcv_burst_owlv2_stress_v1/burst_owlv2_released_unsupported_audit_labels.csv,105,1343a53d8a83d6a4f61898cc59c049a9cd053ce3f376cbc8e33b5ffb17ca1821,no,BURST OWLv2 stress-test tables
ijcv_burst_owlv2_stress_v1,outputs/milestones/ijcv_burst_owlv2_stress_v1/candidate_hashes.json,outputs/milestones/legacy_core_results_v1/ijcv_burst_owlv2_stress_v1/candidate_hashes.json,697,e434237000ace18ef0f65d733ef083bdf2db30fcb9fd1e9ac4215bedd5ca5785,yes,BURST OWLv2 stress-test tables
ijcv_burst_owlv2_stress_v1,outputs/milestones/ijcv_burst_owlv2_stress_v1/manifest.json,outputs/milestones/legacy_core_results_v1/ijcv_burst_owlv2_stress_v1/manifest.json,1009,216fec4bcbd3a4de5b2ac271e180bab46165fe44b1b60a5344fa4b0e5408d8b1,yes,BURST OWLv2 stress-test tables
ijcv_burst_owlv2_stress_v1,outputs/milestones/ijcv_burst_owlv2_stress_v1/phase7_burst_owlv2_audit.yaml,outputs/milestones/legacy_core_results_v1/ijcv_burst_owlv2_stress_v1/phase7_burst_owlv2_audit.yaml,1866,5b9809081b86dc066bb8dba74927c745212791cd9ff338f4311181d01c471a05,yes,BURST OWLv2 stress-test tables
ijcv_burst_owlv2_stress_v1,outputs/milestones/ijcv_burst_owlv2_stress_v1/phase7_burst_owlv2_matrix.yaml,outputs/milestones/legacy_core_results_v1/ijcv_burst_owlv2_stress_v1/phase7_burst_owlv2_matrix.yaml,1273,d6dd1c4ffa2aa07edeb64cc259707cecc01a99fe31f8f0da3a0035763386d218,yes,BURST OWLv2 stress-test tables
ijcv_burst_owlv2_stress_v1,outputs/milestones/ijcv_burst_owlv2_stress_v1/table_alpha_sweep.csv,outputs/milestones/legacy_core_results_v1/ijcv_burst_owlv2_stress_v1/table_alpha_sweep.csv,1136,b13f6ea39f24094365a41e1d3ba04e80f4eb8b490740fc7e6d760fd6fcf45f37,no,BURST OWLv2 stress-test tables
ijcv_burst_owlv2_stress_v1,outputs/milestones/ijcv_burst_owlv2_stress_v1/table_baseline_expanded.csv,outputs/milestones/legacy_core_results_v1/ijcv_burst_owlv2_stress_v1/table_baseline_expanded.csv,16139,b2a3483cc294bec03d9bd5fb4847756fd57be3a01708932ecda424629dcdb826,no,BURST OWLv2 stress-test tables
ijcv_burst_owlv2_stress_v1,outputs/milestones/ijcv_burst_owlv2_stress_v1/table_burst_owlv2_prop5_mass_ratio.csv,outputs/milestones/legacy_core_results_v1/ijcv_burst_owlv2_stress_v1/table_burst_owlv2_prop5_mass_ratio.csv,1036,5629c44f6e5679f8ca06038754f683d86b37d3d00a3dac68543188856cc8dbf7,no,BURST OWLv2 stress-test tables
owlv2_diagnostic_v1,outputs/milestones/owlv2_diagnostic_v1/MANIFEST_SHA256.txt,outputs/milestones/legacy_core_results_v1/owlv2_diagnostic_v1/MANIFEST_SHA256.txt,4234,5ecc50b66437aa71d25f005edd2fc126f1fcfdd9d7148b61ec5a16f611f0ec6d,yes,OWLv2 failure/small-M/rerank diagnostics
owlv2_diagnostic_v1,outputs/milestones/owlv2_diagnostic_v1/README.md,outputs/milestones/legacy_core_results_v1/owlv2_diagnostic_v1/README.md,524,9d8aff2c986c176b6802535960487ef3cb2c43ad6755e67f5eda2d2ae582dffa,no,OWLv2 failure/small-M/rerank diagnostics
owlv2_diagnostic_v1,outputs/milestones/owlv2_diagnostic_v1/build_owlv2_rerank_v1.py,outputs/milestones/legacy_core_results_v1/owlv2_diagnostic_v1/build_owlv2_rerank_v1.py,3086,86fd6a909cd009d648f6e7d73d660ab6f623f119c9597baf987204fcf75f0835,no,OWLv2 failure/small-M/rerank diagnostics
owlv2_diagnostic_v1,outputs/milestones/owlv2_diagnostic_v1/candidate_scores.csv,outputs/milestones/legacy_core_results_v1/owlv2_diagnostic_v1/candidate_scores.csv,6783315,679adc24a3a31ff31bf8c8bc8a62bc5f04f23acda59ccd4add36f70b56bf0678,no,OWLv2 failure/small-M/rerank diagnostics
owlv2_diagnostic_v1,outputs/milestones/owlv2_diagnostic_v1/manifest.json,outputs/milestones/legacy_core_results_v1/owlv2_diagnostic_v1/manifest.json,6640,f854b372f0ca97838130cd6dda8b50d94fc5b1adee0b99c8c3cd93720de7cc20,yes,OWLv2 failure/small-M/rerank diagnostics
owlv2_diagnostic_v1,outputs/milestones/owlv2_diagnostic_v1/ovtb_alpha_seed_m_matrix.csv,outputs/milestones/legacy_core_results_v1/owlv2_diagnostic_v1/ovtb_alpha_seed_m_matrix.csv,16843,9980de29c61a5614faaf62dc8b66f8cb63236fe1f7b3ab153822de7e09c10c76,no,OWLv2 failure/small-M/rerank diagnostics
owlv2_diagnostic_v1,outputs/milestones/owlv2_diagnostic_v1/owlv2_failure_analysis.md,outputs/milestones/legacy_core_results_v1/owlv2_diagnostic_v1/owlv2_failure_analysis.md,1711,07ad15eb806b725180b37875b9afd215d57ebbe0f88a4a3149a19fac4cc49dfe,no,OWLv2 failure/small-M/rerank diagnostics
owlv2_diagnostic_v1,outputs/milestones/owlv2_diagnostic_v1/owlv2_rerank_v1_parc_matrix_combined.csv,outputs/milestones/legacy_core_results_v1/owlv2_diagnostic_v1/owlv2_rerank_v1_parc_matrix_combined.csv,80774,ce443ba895df86f823a9f16ef8742341efe0100a59e1aabeed17cd314c457fcc,no,OWLv2 failure/small-M/rerank diagnostics
owlv2_diagnostic_v1,outputs/milestones/owlv2_diagnostic_v1/owlv2_rerank_v1_parc_summary.csv,outputs/milestones/legacy_core_results_v1/owlv2_diagnostic_v1/owlv2_rerank_v1_parc_summary.csv,3173,85fe624e1fc2444c4b1e2214cca45379a19272084ead3b4d51c5197f9bb27cd3,no,OWLv2 failure/small-M/rerank diagnostics
owlv2_diagnostic_v1,outputs/milestones/owlv2_diagnostic_v1/owlv2_rerank_v1_psr.csv,outputs/milestones/legacy_core_results_v1/owlv2_diagnostic_v1/owlv2_rerank_v1_psr.csv,2095,f401c6fef5330e01dd200dbb29212dd03a1a8ed5f2d8a9a688e0fc3824aa2067,no,OWLv2 failure/small-M/rerank diagnostics
owlv2_diagnostic_v1,outputs/milestones/owlv2_diagnostic_v1/owlv2_smallM_matrix_combined.csv,outputs/milestones/legacy_core_results_v1/owlv2_diagnostic_v1/owlv2_smallM_matrix_combined.csv,226772,0f9617c2d6adc4651b12d6992a455126ca976a8c0f3c7fbee872475f98f317cf,no,OWLv2 failure/small-M/rerank diagnostics
owlv2_diagnostic_v1,outputs/milestones/owlv2_diagnostic_v1/owlv2_smallM_method_summary.csv,outputs/milestones/legacy_core_results_v1/owlv2_diagnostic_v1/owlv2_smallM_method_summary.csv,15704,686626f2b7eb6a081b94a49a5a0a81442cfcb81edf45e9a145413d8997e44845,no,OWLv2 failure/small-M/rerank diagnostics
owlv2_diagnostic_v1,outputs/milestones/owlv2_diagnostic_v1/owlv2_smallM_parc_best_by_seed.csv,outputs/milestones/legacy_core_results_v1/owlv2_diagnostic_v1/owlv2_smallM_parc_best_by_seed.csv,1756,febf1f2ffb6ca6e1728fe7cbb8772444ed09936450d5f16256285677c74a7179,no,OWLv2 failure/small-M/rerank diagnostics
owlv2_diagnostic_v1,outputs/milestones/owlv2_diagnostic_v1/owlv2_smallM_parc_rows.csv,outputs/milestones/legacy_core_results_v1/owlv2_diagnostic_v1/owlv2_smallM_parc_rows.csv,11091,ec962d923865e881665811a10b4e24ec0f6149bd3de2130177c151f7f1e5f037,no,OWLv2 failure/small-M/rerank diagnostics
owlv2_diagnostic_v1,outputs/milestones/owlv2_diagnostic_v1/parc_release_margin_comparison.csv,outputs/milestones/legacy_core_results_v1/owlv2_diagnostic_v1/parc_release_margin_comparison.csv,14091,540b53ae24ecb37f3791b7e0cc91a0295f9e4e21568cfe93a844cfe1cd16e7a9,no,OWLv2 failure/small-M/rerank diagnostics
owlv2_diagnostic_v1,outputs/milestones/owlv2_diagnostic_v1/phase3_cross_generator_report.yaml,outputs/milestones/legacy_core_results_v1/owlv2_diagnostic_v1/phase3_cross_generator_report.yaml,660,fddf65a977ae6ad1217585ed4120c9add0444bcac81b420768fe4a8ffcd10f11,yes,OWLv2 failure/small-M/rerank diagnostics
owlv2_diagnostic_v1,outputs/milestones/owlv2_diagnostic_v1/phase3_ovtb_owlv2_matrix.yaml,outputs/milestones/legacy_core_results_v1/owlv2_diagnostic_v1/phase3_ovtb_owlv2_matrix.yaml,1449,956ea467660eb1bacd90e9c63079a47187bca7d5aaf15d17f8cfc93bb8ef2088,yes,OWLv2 failure/small-M/rerank diagnostics
owlv2_diagnostic_v1,outputs/milestones/owlv2_diagnostic_v1/phase3_ovtb_owlv2_rerank__ovtb_alpha_seed_m_matrix.csv,outputs/milestones/legacy_core_results_v1/owlv2_diagnostic_v1/phase3_ovtb_owlv2_rerank__ovtb_alpha_seed_m_matrix.csv,47236,cf59aea21e45eb13680836ae470b631da37c0125f3374fa32944c50f023ee2d7,no,OWLv2 failure/small-M/rerank diagnostics
owlv2_diagnostic_v1,outputs/milestones/owlv2_diagnostic_v1/phase3_ovtb_owlv2_rerank_matrix.yaml,outputs/milestones/legacy_core_results_v1/owlv2_diagnostic_v1/phase3_ovtb_owlv2_rerank_matrix.yaml,1160,e0d374e70a171256b5e96fef09175658e23c359bd4cab99b5b5ac6a73ee56976,yes,OWLv2 failure/small-M/rerank diagnostics
owlv2_diagnostic_v1,outputs/milestones/owlv2_diagnostic_v1/phase3_ovtb_owlv2_smallM__ovtb_alpha_seed_m_matrix.csv,outputs/milestones/legacy_core_results_v1/owlv2_diagnostic_v1/phase3_ovtb_owlv2_smallM__ovtb_alpha_seed_m_matrix.csv,109143,cea006fe77cf7fa1446ef8f54168ad0cd340270ae535b450e43cf0bc2aef42c4,no,OWLv2 failure/small-M/rerank diagnostics
owlv2_diagnostic_v1,outputs/milestones/owlv2_diagnostic_v1/phase3_ovtb_owlv2_smallM_matrix.yaml,outputs/milestones/legacy_core_results_v1/owlv2_diagnostic_v1/phase3_ovtb_owlv2_smallM_matrix.yaml,1529,228a2097eaa0c1b27b68f0445d3bc8fc7684378e274ad65574f048b7eaf7e699,yes,OWLv2 failure/small-M/rerank diagnostics
owlv2_diagnostic_v1,outputs/milestones/owlv2_diagnostic_v1/phase3_tao_owlv2_matrix.yaml,outputs/milestones/legacy_core_results_v1/owlv2_diagnostic_v1/phase3_tao_owlv2_matrix.yaml,1432,dd286afc837cc33dc185de2421992ed5542133e9f5b5f001ac500d899a3bc2d3,yes,OWLv2 failure/small-M/rerank diagnostics
owlv2_diagnostic_v1,outputs/milestones/owlv2_diagnostic_v1/phase3_tao_owlv2_rerank__candidate_scores.csv,outputs/milestones/legacy_core_results_v1/owlv2_diagnostic_v1/phase3_tao_owlv2_rerank__candidate_scores.csv,9222306,a4cda536d4467aaf74a346eb64819ca5bfab76dfadea309a44e50088f39ecb2f,no,OWLv2 failure/small-M/rerank diagnostics
owlv2_diagnostic_v1,outputs/milestones/owlv2_diagnostic_v1/phase3_tao_owlv2_rerank__tao_alpha_seed_m_matrix.csv,outputs/milestones/legacy_core_results_v1/owlv2_diagnostic_v1/phase3_tao_owlv2_rerank__tao_alpha_seed_m_matrix.csv,47151,30ad3adfcaf32fa6b6455b78f7b0cbba9b9bf1b8468860b32219d6aa94dbc1c2,no,OWLv2 failure/small-M/rerank diagnostics
owlv2_diagnostic_v1,outputs/milestones/owlv2_diagnostic_v1/phase3_tao_owlv2_rerank_matrix.yaml,outputs/milestones/legacy_core_results_v1/owlv2_diagnostic_v1/phase3_tao_owlv2_rerank_matrix.yaml,1147,1ec133de1d71de78cc6819f70a6cdcaa0b21bcf1d3cdae318b349d2e3903f2cd,yes,OWLv2 failure/small-M/rerank diagnostics
owlv2_diagnostic_v1,outputs/milestones/owlv2_diagnostic_v1/phase3_tao_owlv2_smallM__tao_alpha_seed_m_matrix.csv,outputs/milestones/legacy_core_results_v1/owlv2_diagnostic_v1/phase3_tao_owlv2_smallM__tao_alpha_seed_m_matrix.csv,108085,fddeca846df28644d84401c3dc4d1528aa11c3217459e3832ece9279062ab2cd,no,OWLv2 failure/small-M/rerank diagnostics
owlv2_diagnostic_v1,outputs/milestones/owlv2_diagnostic_v1/phase3_tao_owlv2_smallM_matrix.yaml,outputs/milestones/legacy_core_results_v1/owlv2_diagnostic_v1/phase3_tao_owlv2_smallM_matrix.yaml,1512,97131e1bf1b298677f17645cb12d0f11b6f6b104b8f35ad86f5f0fe81754b70d,yes,OWLv2 failure/small-M/rerank diagnostics
owlv2_diagnostic_v1,outputs/milestones/owlv2_diagnostic_v1/tao_alpha_seed_m_matrix.csv,outputs/milestones/legacy_core_results_v1/owlv2_diagnostic_v1/tao_alpha_seed_m_matrix.csv,16774,b314c21b9fe840fc29ea542e64dd6b13ca6eb1ff484c45c9b6866ae84db44ff9,no,OWLv2 failure/small-M/rerank diagnostics
owlv2_diagnostic_v1,outputs/milestones/owlv2_diagnostic_v1/topm_support_comparison.csv,outputs/milestones/legacy_core_results_v1/owlv2_diagnostic_v1/topm_support_comparison.csv,4853,e3210a4f0872132b72905106c7967eb22b64d9b3c592fc0c9d909041846e34da,no,OWLv2 failure/small-M/rerank diagnostics
phase4_prop5_three_generator_v1,outputs/milestones/phase4_prop5_three_generator_v1/README.md,outputs/milestones/legacy_core_results_v1/phase4_prop5_three_generator_v1/README.md,186,97fa427db554feb9256ef417b6bc3beac08470b0a9f03691356f70b1adfb88e8,no,Proposition 5 three-generator validation
phase4_prop5_three_generator_v1,outputs/milestones/phase4_prop5_three_generator_v1/build_prop5_three_generator_validation.py,outputs/milestones/legacy_core_results_v1/phase4_prop5_three_generator_v1/build_prop5_three_generator_validation.py,9613,d482b09d86e87c7fc25fd564edcdaf9ac129903a9b702d11b201fb84de0e352d,yes,Proposition 5 three-generator validation
phase4_prop5_three_generator_v1,outputs/milestones/phase4_prop5_three_generator_v1/manifest.json,outputs/milestones/legacy_core_results_v1/phase4_prop5_three_generator_v1/manifest.json,2003,205c4ea3952bf01d34fc6df68b3271d7a279dce646aa890893791c2d39e806ae,yes,Proposition 5 three-generator validation
phase4_prop5_three_generator_v1,outputs/milestones/phase4_prop5_three_generator_v1/prop5_three_generator_by_seed.csv,outputs/milestones/legacy_core_results_v1/phase4_prop5_three_generator_v1/prop5_three_generator_by_seed.csv,3814,ef87716d60ce44586efb74aba2f88e8a4865dd501f4182cf89cc3e391450c464,no,Proposition 5 three-generator validation
phase4_prop5_three_generator_v1,outputs/milestones/phase4_prop5_three_generator_v1/prop5_three_generator_summary.json,outputs/milestones/legacy_core_results_v1/phase4_prop5_three_generator_v1/prop5_three_generator_summary.json,289,0bbceb91ae0a332cceeda77cbe9ea120ceb3bfee11d7a7fb83c8c019ec946dac,yes,Proposition 5 three-generator validation
phase4_prop5_three_generator_v1,outputs/milestones/phase4_prop5_three_generator_v1/table_prop5_three_generator.csv,outputs/milestones/legacy_core_results_v1/phase4_prop5_three_generator_v1/table_prop5_three_generator.csv,1664,54492072016178898d13212483d5557002bf29cf324bf52f5392e937befed5ef,no,Proposition 5 three-generator validation
phase4_prop5_three_generator_v1,outputs/milestones/phase4_prop5_three_generator_v1/table_three_generator_fixed_M150_prop5_source.csv,outputs/milestones/legacy_core_results_v1/phase4_prop5_three_generator_v1/table_three_generator_fixed_M150_prop5_source.csv,1564,2be49e2a18b837ac30a9b7ddbf137eb2e08c16cfe34c3840f417536e85768d02,yes,Proposition 5 three-generator validation
phase4_third_generator_and_owlv2_audit,outputs/milestones/phase4_third_generator_and_owlv2_audit/README.md,outputs/milestones/legacy_core_results_v1/phase4_third_generator_and_owlv2_audit/README.md,814,c59d7380425d357b6761045aadea6b310304602fcd9b440d18cab76b1408da44,no,OWL-ViT/OWLv2 audit support assets
phase4_third_generator_and_owlv2_audit,outputs/milestones/phase4_third_generator_and_owlv2_audit/manifest.json,outputs/milestones/legacy_core_results_v1/phase4_third_generator_and_owlv2_audit/manifest.json,3017,6de7c0f56c3d26bf8d7cc749475bc3e1d5e6a37c55d0c7f8066b4b8a46e7d3db,yes,OWL-ViT/OWLv2 audit support assets
phase4_third_generator_and_owlv2_audit,outputs/milestones/phase4_third_generator_and_owlv2_audit/owlv2_top150_mini_audit_label_manifest.json,outputs/milestones/legacy_core_results_v1/phase4_third_generator_and_owlv2_audit/owlv2_top150_mini_audit_label_manifest.json,1614,3f01ede8e2b3234592d2fdb0254a1ee80338d0ecd1ed241a8e23a8eaf8b36641,yes,OWL-ViT/OWLv2 audit support assets
phase4_third_generator_and_owlv2_audit,outputs/milestones/phase4_third_generator_and_owlv2_audit/owlv2_top150_mini_audit_labels.csv,outputs/milestones/legacy_core_results_v1/phase4_third_generator_and_owlv2_audit/owlv2_top150_mini_audit_labels.csv,19458,c8962ab78d7c3f49c6ad1ad20f470ac61c5c38d2034c90988c0627080f155144,no,OWL-ViT/OWLv2 audit support assets
phase4_third_generator_and_owlv2_audit,outputs/milestones/phase4_third_generator_and_owlv2_audit/owlv2_top150_mini_audit_labels_with_montages.csv,outputs/milestones/legacy_core_results_v1/phase4_third_generator_and_owlv2_audit/owlv2_top150_mini_audit_labels_with_montages.csv,27686,be72ec2e50cde887817936209184e1c657ff241d2533da2cad5e2f0cb25dfac8,yes,OWL-ViT/OWLv2 audit support assets
phase4_third_generator_and_owlv2_audit,outputs/milestones/phase4_third_generator_and_owlv2_audit/owlv2_top150_mini_audit_summary.csv,outputs/milestones/legacy_core_results_v1/phase4_third_generator_and_owlv2_audit/owlv2_top150_mini_audit_summary.csv,277,8bd029b22f200693e5d44c1cbb87868b1c5d6b47e769d1c44bb8024614ec8904,no,OWL-ViT/OWLv2 audit support assets
phase4_third_generator_and_owlv2_audit,outputs/milestones/phase4_third_generator_and_owlv2_audit/phase4_ovtb_owlvit_audit.yaml,outputs/milestones/legacy_core_results_v1/phase4_third_generator_and_owlv2_audit/phase4_ovtb_owlvit_audit.yaml,1868,5d6ced0ca1cf959ecf2f1438ce0164411b9892b8b9803b513461358c9093fb3b,yes,OWL-ViT/OWLv2 audit support assets
phase4_third_generator_and_owlv2_audit,outputs/milestones/phase4_third_generator_and_owlv2_audit/phase4_ovtb_owlvit_audit_manifest.json,outputs/milestones/legacy_core_results_v1/phase4_third_generator_and_owlv2_audit/phase4_ovtb_owlvit_audit_manifest.json,3965,07b9d0435657933476ebe6abb325b3e2289ce35e3ac9df5450700ece5ecb16dc,yes,OWL-ViT/OWLv2 audit support assets
phase4_third_generator_and_owlv2_audit,outputs/milestones/phase4_third_generator_and_owlv2_audit/phase4_tao_owlvit_audit.yaml,outputs/milestones/legacy_core_results_v1/phase4_third_generator_and_owlv2_audit/phase4_tao_owlvit_audit.yaml,1846,55a75ff5c19b7b789aeeb78f7fe83704c33831ed524d1a1b2a9a061b195f8b16,yes,OWL-ViT/OWLv2 audit support assets
phase4_third_generator_and_owlv2_audit,outputs/milestones/phase4_third_generator_and_owlv2_audit/phase4_tao_owlvit_audit_manifest.json,outputs/milestones/legacy_core_results_v1/phase4_third_generator_and_owlv2_audit/phase4_tao_owlvit_audit_manifest.json,4039,eeeff7c6e10b17366a4636fba31434bc20b801aa32da9465dbdc5e7cc892d5d0,yes,OWL-ViT/OWLv2 audit support assets
phase4_third_generator_matrix,outputs/milestones/phase4_third_generator_matrix/README.md,outputs/milestones/legacy_core_results_v1/phase4_third_generator_matrix/README.md,504,42e54d9471e2f271f6592973ccd07926f98075a8381c521d87e53fe4140d0576,no,OWL-ViT third-generator fixed-M matrix
phase4_third_generator_matrix,outputs/milestones/phase4_third_generator_matrix/audit_manifest.json,outputs/milestones/legacy_core_results_v1/phase4_third_generator_matrix/audit_manifest.json,3965,07b9d0435657933476ebe6abb325b3e2289ce35e3ac9df5450700ece5ecb16dc,yes,OWL-ViT third-generator fixed-M matrix
phase4_third_generator_matrix,outputs/milestones/phase4_third_generator_matrix/manifest.json,outputs/milestones/legacy_core_results_v1/phase4_third_generator_matrix/manifest.json,3466,347988aa7c5115206b1066bd2cf7a9d2886ffa89f333ffe56e3ec9e2eb3e5147,yes,OWL-ViT third-generator fixed-M matrix
phase4_third_generator_matrix,outputs/milestones/phase4_third_generator_matrix/ovtb_alpha_seed_m_matrix.csv,outputs/milestones/legacy_core_results_v1/phase4_third_generator_matrix/ovtb_alpha_seed_m_matrix.csv,15869,bf9d1aaeaa2a58bbafa9c73fc0cfb838a6dfb1e13ab5dd3a0e3b1feb26e80ff3,no,OWL-ViT third-generator fixed-M matrix
phase4_third_generator_matrix,outputs/milestones/phase4_third_generator_matrix/owlv2_top150_mini_audit_summary.csv,outputs/milestones/legacy_core_results_v1/phase4_third_generator_matrix/owlv2_top150_mini_audit_summary.csv,277,8bd029b22f200693e5d44c1cbb87868b1c5d6b47e769d1c44bb8024614ec8904,no,OWL-ViT third-generator fixed-M matrix
phase4_third_generator_matrix,outputs/milestones/phase4_third_generator_matrix/phase4_ovtb_owlvit_audit.yaml,outputs/milestones/legacy_core_results_v1/phase4_third_generator_matrix/phase4_ovtb_owlvit_audit.yaml,1868,5d6ced0ca1cf959ecf2f1438ce0164411b9892b8b9803b513461358c9093fb3b,yes,OWL-ViT third-generator fixed-M matrix
phase4_third_generator_matrix,outputs/milestones/phase4_third_generator_matrix/phase4_ovtb_owlvit_matrix.yaml,outputs/milestones/legacy_core_results_v1/phase4_third_generator_matrix/phase4_ovtb_owlvit_matrix.yaml,999,8bd3fd79fd74524686b79bafbf734b60e1dd51f02ab04e5c7811b807fc48ff09,yes,OWL-ViT third-generator fixed-M matrix
phase4_third_generator_matrix,outputs/milestones/phase4_third_generator_matrix/phase4_tao_owlvit__audit_manifest.json,outputs/milestones/legacy_core_results_v1/phase4_third_generator_matrix/phase4_tao_owlvit__audit_manifest.json,4039,eeeff7c6e10b17366a4636fba31434bc20b801aa32da9465dbdc5e7cc892d5d0,yes,OWL-ViT third-generator fixed-M matrix
phase4_third_generator_matrix,outputs/milestones/phase4_third_generator_matrix/phase4_tao_owlvit_audit.yaml,outputs/milestones/legacy_core_results_v1/phase4_third_generator_matrix/phase4_tao_owlvit_audit.yaml,1846,55a75ff5c19b7b789aeeb78f7fe83704c33831ed524d1a1b2a9a061b195f8b16,yes,OWL-ViT third-generator fixed-M matrix
phase4_third_generator_matrix,outputs/milestones/phase4_third_generator_matrix/phase4_tao_owlvit_matrix.yaml,outputs/milestones/legacy_core_results_v1/phase4_third_generator_matrix/phase4_tao_owlvit_matrix.yaml,987,b6d3e3825bee5a3d709194078b6e35a1e346c1b87cfd86824302cd280e3dc6e8,yes,OWL-ViT third-generator fixed-M matrix
phase4_third_generator_matrix,outputs/milestones/phase4_third_generator_matrix/table_three_generator_fixed_M150.csv,outputs/milestones/legacy_core_results_v1/phase4_third_generator_matrix/table_three_generator_fixed_M150.csv,1556,5c0c1a914ef96efb97620409166d7a128d47259ea12bb25be5430dc9ab146955,yes,OWL-ViT third-generator fixed-M matrix
phase4_third_generator_matrix,outputs/milestones/phase4_third_generator_matrix/tao_alpha_seed_m_matrix.csv,outputs/milestones/legacy_core_results_v1/phase4_third_generator_matrix/tao_alpha_seed_m_matrix.csv,16332,4a703e46d01616ae57fb86f1097ad763f89e4b21a744badbe53e9b6385e94130,no,OWL-ViT third-generator fixed-M matrix
cross_generator,outputs/milestones/cross_generator/MANIFEST_SHA256.txt,outputs/milestones/legacy_core_results_v1/cross_generator/MANIFEST_SHA256.txt,15658,a965598d310488aba8b940ac06ebaf2082009bc95fe87bf247d8cef41f328d83,yes,early cross-generator table and configs
cross_generator,outputs/milestones/cross_generator/RUN_REPORT.md,outputs/milestones/legacy_core_results_v1/cross_generator/RUN_REPORT.md,1130,b384f1dbe27c7f631a1007deaed9a92644983c640950c53495532c8d6c2604e0,yes,early cross-generator table and configs
cross_generator,outputs/milestones/cross_generator/cross_generator_manifest.json,outputs/milestones/legacy_core_results_v1/cross_generator/cross_generator_manifest.json,421,587ac7f3c37410ffc6c98750d28130ca5518c6b189c77bc25383538cea15908f,yes,early cross-generator table and configs
cross_generator,outputs/milestones/cross_generator/phase3_cross_generator_report.yaml,outputs/milestones/legacy_core_results_v1/cross_generator/phase3_cross_generator_report.yaml,662,8c397bf133ab320075497ce2cb36cc76d26169e34f0532771756026621d5a802,yes,early cross-generator table and configs
cross_generator,outputs/milestones/cross_generator/phase3_ovtb_owlv2_audit.yaml,outputs/milestones/legacy_core_results_v1/cross_generator/phase3_ovtb_owlv2_audit.yaml,1832,775adc198e888b88a196e4a9ec257379a721562499e0b7f8af792b6f42e6f1fd,yes,early cross-generator table and configs
cross_generator,outputs/milestones/cross_generator/phase3_ovtb_owlv2_matrix.yaml,outputs/milestones/legacy_core_results_v1/cross_generator/phase3_ovtb_owlv2_matrix.yaml,1449,956ea467660eb1bacd90e9c63079a47187bca7d5aaf15d17f8cfc93bb8ef2088,yes,early cross-generator table and configs
cross_generator,outputs/milestones/cross_generator/phase3_tao_owlv2_audit.yaml,outputs/milestones/legacy_core_results_v1/cross_generator/phase3_tao_owlv2_audit.yaml,1810,4fc07c871a4104ca372ea1aaa565db9b316acfb0749f06241ba170a0c184ee84,yes,early cross-generator table and configs
cross_generator,outputs/milestones/cross_generator/phase3_tao_owlv2_matrix.yaml,outputs/milestones/legacy_core_results_v1/cross_generator/phase3_tao_owlv2_matrix.yaml,1432,dd286afc837cc33dc185de2421992ed5542133e9f5b5f001ac500d899a3bc2d3,yes,early cross-generator table and configs
cross_generator,outputs/milestones/cross_generator/table_cross_generator.csv,outputs/milestones/legacy_core_results_v1/cross_generator/table_cross_generator.csv,1639,dcf36e77616c16507fef67afbc8e37ec1166d1f0f170283abaa8304a69047d68,yes,early cross-generator table and configs
cross_generator,outputs/milestones/cross_generator/table_cross_generator.tex,outputs/milestones/legacy_core_results_v1/cross_generator/table_cross_generator.tex,2148,afa36cc1bf5f95fdcca073641b7e7bb5e0117542cde9514769f1f3bafe2b69a5,yes,early cross-generator table and configs
ovtrack_adapter,outputs/milestones/ovtrack_adapter/MANIFEST_SHA256.txt,outputs/milestones/legacy_core_results_v1/ovtrack_adapter/MANIFEST_SHA256.txt,677,dea1e94a7239edb4728b994c14548f3a93c9e5a18184db9f77569780f29fc260,no,published tracker adapter scaffold/status
ovtrack_adapter,outputs/milestones/ovtrack_adapter/ovtrack_adapter.py,outputs/milestones/legacy_core_results_v1/ovtrack_adapter/ovtrack_adapter.py,14518,4eccd06c0917d25767fdfc71da2154adcc97421ee54b638e1ba7d58b7df0ec24,yes,published tracker adapter scaffold/status
