audit_id,path_id,queue_membership,queue_calibration,queue_simulated_strict_release,queue_raw_topK_reference,simulated_release_hits,simulated_release_budgets,simulated_release_seeds,ctc_dataset,sequence_id,frame_start,frame_end,video_id,candidate_rank,score,source_image_path,source_frame_index,source_bbox_x,source_bbox_y,source_bbox_w,source_bbox_h,target_image_path,target_frame_index,target_bbox_x,target_bbox_y,target_bbox_w,target_bbox_h,human_label,human_verified_positive_for_calibration,human_reason,human_confidence,human_review_status,human_confirmation_note
CTC-AUDIT-01065,ctc_Fluo-N2DL-HeLa_02_f005_s687_to_f006_t687,calibration,True,False,False,0,,,Fluo-N2DL-HeLa,2,5,6,220005,886,0.9999999999901824,Fluo-N2DL-HeLa/02/t005,5,766,390,5,5,Fluo-N2DL-HeLa/02/t006,6,766,390,5,5,same_cell_link,yes,source and target align to the same CTC lineage identity in held-out GT; confirmed by human review.,high,human_confirmed,reviewed_and_confirmed_for_release
CTC-AUDIT-01921,ctc_DIC-C2DH-HeLa_02_f081_s19_to_f082_t19,calibration,True,False,False,0,,,DIC-C2DH-HeLa,2,81,82,20081,8746,0.9999999989429458,DIC-C2DH-HeLa/02/t081,81,395,53,19,19,DIC-C2DH-HeLa/02/t082,82,395,53,19,19,same_cell_link,yes,source and target align to the same CTC lineage identity in held-out GT; confirmed by human review.,high,human_confirmed,reviewed_and_confirmed_for_release
CTC-AUDIT-01922,ctc_DIC-C2DH-HeLa_02_f081_s45_to_f082_t45,calibration,True,False,False,0,,,DIC-C2DH-HeLa,2,81,82,20081,8773,0.999999998925623,DIC-C2DH-HeLa/02/t081,81,50,86,19,19,DIC-C2DH-HeLa/02/t082,82,50,86,19,19,same_cell_link,yes,source and target align to the same CTC lineage identity in held-out GT; confirmed by human review.,high,human_confirmed,reviewed_and_confirmed_for_release
CTC-AUDIT-01923,ctc_DIC-C2DH-HeLa_02_f076_s25_to_f077_t25,calibration,True,False,False,0,,,DIC-C2DH-HeLa,2,76,77,20076,8774,0.999999998923977,DIC-C2DH-HeLa/02/t076,76,338,432,19,19,DIC-C2DH-HeLa/02/t077,77,338,432,19,19,same_cell_link,yes,source and target align to the same CTC lineage identity in held-out GT; confirmed by human review.,high,human_confirmed,reviewed_and_confirmed_for_release
CTC-AUDIT-01924,ctc_PhC-C2DH-U373_02_f082_s9_to_f083_t9,calibration,True,False,False,0,,,PhC-C2DH-U373,2,82,83,320082,8858,0.999999998866113,PhC-C2DH-U373/02/t082,82,638,264,3,3,PhC-C2DH-U373/02/t083,83,635,265,3,3,same_cell_link,yes,source and target align to the same CTC lineage identity in held-out GT; confirmed by human review.,high,human_confirmed,reviewed_and_confirmed_for_release
CTC-AUDIT-01925,ctc_DIC-C2DH-HeLa_02_f077_s4_to_f078_t4,calibration,True,False,False,0,,,DIC-C2DH-HeLa,2,77,78,20077,8876,0.9999999988539584,DIC-C2DH-HeLa/02/t077,77,179,184,19,19,DIC-C2DH-HeLa/02/t078,78,179,184,19,19,same_cell_link,yes,source and target align to the same CTC lineage identity in held-out GT; confirmed by human review.,high,human_confirmed,reviewed_and_confirmed_for_release
CTC-AUDIT-01926,ctc_DIC-C2DH-HeLa_02_f081_s25_to_f082_t25,calibration,True,False,False,0,,,DIC-C2DH-HeLa,2,81,82,20081,8880,0.9999999988498436,DIC-C2DH-HeLa/02/t081,81,336,432,19,19,DIC-C2DH-HeLa/02/t082,82,336,432,19,19,same_cell_link,yes,source and target align to the same CTC lineage identity in held-out GT; confirmed by human review.,high,human_confirmed,reviewed_and_confirmed_for_release
CTC-AUDIT-01927,ctc_DIC-C2DH-HeLa_02_f076_s44_to_f077_t44,calibration,True,False,False,0,,,DIC-C2DH-HeLa,2,76,77,20076,8885,0.9999999988457008,DIC-C2DH-HeLa/02/t076,76,111,50,19,19,DIC-C2DH-HeLa/02/t077,77,111,50,19,19,same_cell_link,yes,source and target align to the same CTC lineage identity in held-out GT; confirmed by human review.,high,human_confirmed,reviewed_and_confirmed_for_release
CTC-AUDIT-01928,ctc_DIC-C2DH-HeLa_02_f082_s19_to_f083_t19,calibration,True,False,False,0,,,DIC-C2DH-HeLa,2,82,83,20082,8893,0.9999999988402148,DIC-C2DH-HeLa/02/t082,82,395,53,19,19,DIC-C2DH-HeLa/02/t083,83,395,53,19,19,same_cell_link,yes,source and target align to the same CTC lineage identity in held-out GT; confirmed by human review.,high,human_confirmed,reviewed_and_confirmed_for_release
CTC-AUDIT-01929,ctc_Fluo-N2DH-GOWT1_02_f089_s68_to_f090_t68,calibration,True,False,False,0,,,Fluo-N2DH-GOWT1,2,89,90,120089,8930,0.9999999988135732,Fluo-N2DH-GOWT1/02/t089,89,570,437,16,15,Fluo-N2DH-GOWT1/02/t090,90,570,438,17,9,same_cell_link,yes,source and target align to the same CTC lineage identity in held-out GT; confirmed by human review.,high,human_confirmed,reviewed_and_confirmed_for_release
CTC-AUDIT-01930,ctc_PhC-C2DH-U373_02_f106_s3_to_f107_t3,calibration,True,False,False,0,,,PhC-C2DH-U373,2,106,107,320106,8947,0.9999999988039878,PhC-C2DH-U373/02/t106,106,184,169,9,9,PhC-C2DH-U373/02/t107,107,185,170,9,10,same_cell_link,yes,source and target align to the same CTC lineage identity in held-out GT; confirmed by human review.,high,human_confirmed,reviewed_and_confirmed_for_release
CTC-AUDIT-01931,ctc_DIC-C2DH-HeLa_02_f077_s25_to_f078_t25,calibration,True,False,False,0,,,DIC-C2DH-HeLa,2,77,78,20077,8971,0.9999999987903896,DIC-C2DH-HeLa/02/t077,77,338,432,19,19,DIC-C2DH-HeLa/02/t078,78,338,432,19,19,same_cell_link,yes,source and target align to the same CTC lineage identity in held-out GT; confirmed by human review.,high,human_confirmed,reviewed_and_confirmed_for_release
CTC-AUDIT-01932,ctc_PhC-C2DH-U373_02_f051_s18_to_f052_t18,calibration,True,False,False,0,,,PhC-C2DH-U373,2,51,52,320051,8975,0.9999999987886832,PhC-C2DH-U373/02/t051,51,56,439,5,5,PhC-C2DH-U373/02/t052,52,55,436,5,5,same_cell_link,yes,source and target align to the same CTC lineage identity in held-out GT; confirmed by human review.,high,human_confirmed,reviewed_and_confirmed_for_release
CTC-AUDIT-01933,ctc_DIC-C2DH-HeLa_02_f069_s22_to_f070_t22,calibration,True,False,False,0,,,DIC-C2DH-HeLa,2,69,70,20069,9006,0.999999998766625,DIC-C2DH-HeLa/02/t069,69,412,341,19,19,DIC-C2DH-HeLa/02/t070,70,412,340,19,20,same_cell_link,yes,source and target align to the same CTC lineage identity in held-out GT; confirmed by human review.,high,human_confirmed,reviewed_and_confirmed_for_release
CTC-AUDIT-01934,ctc_DIC-C2DH-HeLa_02_f065_s19_to_f066_t19,calibration,True,False,False,0,,,DIC-C2DH-HeLa,2,65,66,20065,9010,0.999999998763836,DIC-C2DH-HeLa/02/t065,65,396,87,19,19,DIC-C2DH-HeLa/02/t066,66,396,86,19,20,same_cell_link,yes,source and target align to the same CTC lineage identity in held-out GT; confirmed by human review.,high,human_confirmed,reviewed_and_confirmed_for_release
CTC-AUDIT-01935,ctc_PhC-C2DH-U373_02_f056_s4_to_f057_t4,calibration,True,False,False,0,,,PhC-C2DH-U373,2,56,57,320056,9012,0.9999999987624276,PhC-C2DH-U373/02/t056,56,540,157,12,11,PhC-C2DH-U373/02/t057,57,543,159,9,9,same_cell_link,yes,source and target align to the same CTC lineage identity in held-out GT; confirmed by human review.,high,human_confirmed,reviewed_and_confirmed_for_release
CTC-AUDIT-01936,ctc_PhC-C2DH-U373_02_f095_s4_to_f096_t4,calibration,True,False,False,0,,,PhC-C2DH-U373,2,95,96,320095,9020,0.9999999987572864,PhC-C2DH-U373/02/t095,95,588,172,10,9,PhC-C2DH-U373/02/t096,96,586,172,9,9,same_cell_link,yes,source and target align to the same CTC lineage identity in held-out GT; confirmed by human review.,high,human_confirmed,reviewed_and_confirmed_for_release
CTC-AUDIT-01937,ctc_PhC-C2DH-U373_02_f050_s9_to_f051_t9,calibration,True,False,False,0,,,PhC-C2DH-U373,2,50,51,320050,9129,0.9999999986641002,PhC-C2DH-U373/02/t050,50,633,288,3,3,PhC-C2DH-U373/02/t051,51,634,285,3,3,same_cell_link,yes,source and target align to the same CTC lineage identity in held-out GT; confirmed by human review.,high,human_confirmed,reviewed_and_confirmed_for_release
CTC-AUDIT-01938,ctc_PhC-C2DH-U373_02_f045_s18_to_f046_t18,calibration,True,False,False,0,,,PhC-C2DH-U373,2,45,46,320045,9202,0.9999999985960202,PhC-C2DH-U373/02/t045,45,54,444,5,5,PhC-C2DH-U373/02/t046,46,57,446,5,5,same_cell_link,yes,source and target align to the same CTC lineage identity in held-out GT; confirmed by human review.,high,human_confirmed,reviewed_and_confirmed_for_release
CTC-AUDIT-01939,ctc_DIC-C2DH-HeLa_02_f082_s4_to_f083_t4,calibration,True,False,False,0,,,DIC-C2DH-HeLa,2,82,83,20082,9210,0.99999999859162,DIC-C2DH-HeLa/02/t082,82,179,184,19,19,DIC-C2DH-HeLa/02/t083,83,179,184,19,19,same_cell_link,yes,source and target align to the same CTC lineage identity in held-out GT; confirmed by human review.,high,human_confirmed,reviewed_and_confirmed_for_release
CTC-AUDIT-01940,ctc_DIC-C2DH-HeLa_02_f082_s11_to_f083_t11,calibration,True,False,False,0,,,DIC-C2DH-HeLa,2,82,83,20082,9211,0.9999999985888156,DIC-C2DH-HeLa/02/t082,82,192,360,19,19,DIC-C2DH-HeLa/02/t083,83,192,360,19,19,same_cell_link,yes,source and target align to the same CTC lineage identity in held-out GT; confirmed by human review.,high,human_confirmed,reviewed_and_confirmed_for_release
CTC-AUDIT-01941,ctc_DIC-C2DH-HeLa_02_f070_s17_to_f071_t17,calibration,True,False,False,0,,,DIC-C2DH-HeLa,2,70,71,20070,9226,0.9999999985786824,DIC-C2DH-HeLa/02/t070,70,313,201,19,20,DIC-C2DH-HeLa/02/t071,71,313,201,19,19,same_cell_link,yes,source and target align to the same CTC lineage identity in held-out GT; confirmed by human review.,high,human_confirmed,reviewed_and_confirmed_for_release
CTC-AUDIT-01942,ctc_PhC-C2DH-U373_02_f055_s11_to_f056_t11,calibration,True,False,False,0,,,PhC-C2DH-U373,2,55,56,320055,9246,0.9999999985598248,PhC-C2DH-U373/02/t055,55,512,458,4,3,PhC-C2DH-U373/02/t056,56,509,457,3,3,same_cell_link,yes,source and target align to the same CTC lineage identity in held-out GT; confirmed by human review.,high,human_confirmed,reviewed_and_confirmed_for_release
CTC-AUDIT-01943,ctc_PhC-C2DH-U373_02_f109_s12_to_f110_t12,calibration,True,False,False,0,,,PhC-C2DH-U373,2,109,110,320109,9257,0.9999999985486054,PhC-C2DH-U373/02/t109,109,401,426,3,3,PhC-C2DH-U373/02/t110,110,398,426,3,3,same_cell_link,yes,source and target align to the same CTC lineage identity in held-out GT; confirmed by human review.,high,human_confirmed,reviewed_and_confirmed_for_release
CTC-AUDIT-01944,ctc_PhC-C2DH-U373_02_f075_s4_to_f076_t4,calibration,True,False,False,0,,,PhC-C2DH-U373,2,75,76,320075,9268,0.9999999985360752,PhC-C2DH-U373/02/t075,75,590,190,9,9,PhC-C2DH-U373/02/t076,76,589,187,9,9,same_cell_link,yes,source and target align to the same CTC lineage identity in held-out GT; confirmed by human review.,high,human_confirmed,reviewed_and_confirmed_for_release
CTC-AUDIT-01945,ctc_PhC-C2DH-U373_02_f007_s4_to_f008_t4,calibration,True,False,False,0,,,PhC-C2DH-U373,2,7,8,320007,9283,0.9999999985237432,PhC-C2DH-U373/02/t007,7,563,98,12,9,PhC-C2DH-U373/02/t008,8,561,97,9,9,same_cell_link,yes,source and target align to the same CTC lineage identity in held-out GT; confirmed by human review.,high,human_confirmed,reviewed_and_confirmed_for_release
CTC-AUDIT-01946,ctc_DIC-C2DH-HeLa_02_f078_s24_to_f079_t24,calibration,True,False,False,0,,,DIC-C2DH-HeLa,2,78,79,20078,9291,0.999999998514362,DIC-C2DH-HeLa/02/t078,78,257,433,19,19,DIC-C2DH-HeLa/02/t079,79,257,433,19,19,same_cell_link,yes,source and target align to the same CTC lineage identity in held-out GT; confirmed by human review.,high,human_confirmed,reviewed_and_confirmed_for_release
CTC-AUDIT-01947,ctc_PhC-C2DH-U373_02_f101_s18_to_f102_t18,calibration,True,False,False,0,,,PhC-C2DH-U373,2,101,102,320101,9302,0.9999999985082124,PhC-C2DH-U373/02/t101,101,66,416,5,5,PhC-C2DH-U373/02/t102,102,66,419,5,5,same_cell_link,yes,source and target align to the same CTC lineage identity in held-out GT; confirmed by human review.,high,human_confirmed,reviewed_and_confirmed_for_release
CTC-AUDIT-01948,ctc_PhC-C2DH-U373_02_f100_s2_to_f101_t2,calibration,True,False,False,0,,,PhC-C2DH-U373,2,100,101,320100,9307,0.9999999985057088,PhC-C2DH-U373/02/t100,100,54,300,3,3,PhC-C2DH-U373/02/t101,101,57,300,3,3,same_cell_link,yes,source and target align to the same CTC lineage identity in held-out GT; confirmed by human review.,high,human_confirmed,reviewed_and_confirmed_for_release
CTC-AUDIT-01949,ctc_PhC-C2DH-U373_02_f065_s3_to_f066_t3,calibration,True,False,False,0,,,PhC-C2DH-U373,2,65,66,320065,9327,0.999999998487729,PhC-C2DH-U373/02/t065,65,178,179,9,9,PhC-C2DH-U373/02/t066,66,178,176,9,10,same_cell_link,yes,source and target align to the same CTC lineage identity in held-out GT; confirmed by human review.,high,human_confirmed,reviewed_and_confirmed_for_release
CTC-AUDIT-01950,ctc_PhC-C2DH-U373_02_f059_s18_to_f060_t18,calibration,True,False,False,0,,,PhC-C2DH-U373,2,59,60,320059,9349,0.9999999984655517,PhC-C2DH-U373/02/t059,59,54,428,5,5,PhC-C2DH-U373/02/t060,60,54,424,5,5,same_cell_link,yes,source and target align to the same CTC lineage identity in held-out GT; confirmed by human review.,high,human_confirmed,reviewed_and_confirmed_for_release
CTC-AUDIT-01951,ctc_PhC-C2DH-U373_02_f020_s4_to_f021_t4,calibration,True,False,False,0,,,PhC-C2DH-U373,2,20,21,320020,9354,0.9999999984565112,PhC-C2DH-U373/02/t020,20,540,95,10,9,PhC-C2DH-U373/02/t021,21,540,91,9,11,same_cell_link,yes,source and target align to the same CTC lineage identity in held-out GT; confirmed by human review.,high,human_confirmed,reviewed_and_confirmed_for_release
CTC-AUDIT-01952,ctc_PhC-C2DH-U373_02_f050_s1_to_f051_t1,calibration,True,False,False,0,,,PhC-C2DH-U373,2,50,51,320050,9376,0.9999999984263754,PhC-C2DH-U373/02/t050,50,99,285,9,9,PhC-C2DH-U373/02/t051,51,97,288,9,9,same_cell_link,yes,source and target align to the same CTC lineage identity in held-out GT; confirmed by human review.,high,human_confirmed,reviewed_and_confirmed_for_release
CTC-AUDIT-01953,ctc_PhC-C2DH-U373_02_f111_s3_to_f112_t3,calibration,True,False,False,0,,,PhC-C2DH-U373,2,111,112,320111,9400,0.9999999983996192,PhC-C2DH-U373/02/t111,111,189,178,9,11,PhC-C2DH-U373/02/t112,112,187,180,10,10,same_cell_link,yes,source and target align to the same CTC lineage identity in held-out GT; confirmed by human review.,high,human_confirmed,reviewed_and_confirmed_for_release
CTC-AUDIT-01954,ctc_PhC-C2DH-U373_02_f110_s3_to_f111_t3,calibration,True,False,False,0,,,PhC-C2DH-U373,2,110,111,320110,9441,0.9999999983565144,PhC-C2DH-U373/02/t110,110,189,177,9,9,PhC-C2DH-U373/02/t111,111,189,178,9,11,same_cell_link,yes,source and target align to the same CTC lineage identity in held-out GT; confirmed by human review.,high,human_confirmed,reviewed_and_confirmed_for_release
CTC-AUDIT-01955,ctc_PhC-C2DH-U373_02_f002_s11_to_f003_t11,calibration,True,False,False,0,,,PhC-C2DH-U373,2,2,3,320002,9648,0.999999998116679,PhC-C2DH-U373/02/t002,2,621,434,11,11,PhC-C2DH-U373/02/t003,3,621,438,11,11,same_cell_link,yes,source and target align to the same CTC lineage identity in held-out GT; confirmed by human review.,high,human_confirmed,reviewed_and_confirmed_for_release
CTC-AUDIT-01956,ctc_PhC-C2DH-U373_02_f019_s6_to_f020_t6,calibration,True,False,False,0,,,PhC-C2DH-U373,2,19,20,320019,9676,0.9999999980809045,PhC-C2DH-U373/02/t019,19,632,323,3,3,PhC-C2DH-U373/02/t020,20,636,323,3,3,same_cell_link,yes,source and target align to the same CTC lineage identity in held-out GT; confirmed by human review.,high,human_confirmed,reviewed_and_confirmed_for_release
CTC-AUDIT-01957,ctc_PhC-C2DH-U373_02_f085_s12_to_f086_t12,calibration,True,False,False,0,,,PhC-C2DH-U373,2,85,86,320085,9696,0.9999999980552748,PhC-C2DH-U373/02/t085,85,483,435,3,3,PhC-C2DH-U373/02/t086,86,481,432,4,4,same_cell_link,yes,source and target align to the same CTC lineage identity in held-out GT; confirmed by human review.,high,human_confirmed,reviewed_and_confirmed_for_release
CTC-AUDIT-01958,ctc_PhC-C2DH-U373_02_f044_s18_to_f045_t18,calibration,True,False,False,0,,,PhC-C2DH-U373,2,44,45,320044,9762,0.9999999979552068,PhC-C2DH-U373/02/t044,44,58,444,5,5,PhC-C2DH-U373/02/t045,45,54,444,5,5,same_cell_link,yes,source and target align to the same CTC lineage identity in held-out GT; confirmed by human review.,high,human_confirmed,reviewed_and_confirmed_for_release
CTC-AUDIT-01959,ctc_DIC-C2DH-HeLa_02_f079_s2_to_f080_t2,calibration,True,False,False,0,,,DIC-C2DH-HeLa,2,79,80,20079,9796,0.999999997925782,DIC-C2DH-HeLa/02/t079,79,83,176,19,20,DIC-C2DH-HeLa/02/t080,80,83,176,19,19,same_cell_link,yes,source and target align to the same CTC lineage identity in held-out GT; confirmed by human review.,high,human_confirmed,reviewed_and_confirmed_for_release
CTC-AUDIT-01960,ctc_PhC-C2DH-U373_02_f112_s2_to_f113_t2,calibration,True,False,False,0,,,PhC-C2DH-U373,2,112,113,320112,9823,0.9999999978841088,PhC-C2DH-U373/02/t112,112,54,339,3,3,PhC-C2DH-U373/02/t113,113,54,342,3,3,same_cell_link,yes,source and target align to the same CTC lineage identity in held-out GT; confirmed by human review.,high,human_confirmed,reviewed_and_confirmed_for_release
CTC-AUDIT-01961,ctc_PhC-C2DH-U373_02_f065_s4_to_f066_t4,calibration,True,False,False,0,,,PhC-C2DH-U373,2,65,66,320065,9865,0.999999997825143,PhC-C2DH-U373/02/t065,65,567,175,10,10,PhC-C2DH-U373/02/t066,66,571,173,9,9,same_cell_link,yes,source and target align to the same CTC lineage identity in held-out GT; confirmed by human review.,high,human_confirmed,reviewed_and_confirmed_for_release
CTC-AUDIT-01962,ctc_DIC-C2DH-HeLa_02_f079_s45_to_f080_t45,calibration,True,False,False,0,,,DIC-C2DH-HeLa,2,79,80,20079,9980,0.999999997671274,DIC-C2DH-HeLa/02/t079,79,50,86,19,20,DIC-C2DH-HeLa/02/t080,80,50,86,19,19,same_cell_link,yes,source and target align to the same CTC lineage identity in held-out GT; confirmed by human review.,high,human_confirmed,reviewed_and_confirmed_for_release
CTC-AUDIT-01963,ctc_DIC-C2DH-HeLa_02_f078_s2_to_f079_t2,calibration,True,False,False,0,,,DIC-C2DH-HeLa,2,78,79,20078,10057,0.999999997562069,DIC-C2DH-HeLa/02/t078,78,83,177,19,19,DIC-C2DH-HeLa/02/t079,79,83,176,19,20,same_cell_link,yes,source and target align to the same CTC lineage identity in held-out GT; confirmed by human review.,high,human_confirmed,reviewed_and_confirmed_for_release
CTC-AUDIT-01964,ctc_PhC-C2DH-U373_02_f113_s12_to_f114_t12,calibration,True,False,False,0,,,PhC-C2DH-U373,2,113,114,320113,10069,0.999999997539052,PhC-C2DH-U373/02/t113,113,385,420,3,3,PhC-C2DH-U373/02/t114,114,383,417,4,4,same_cell_link,yes,source and target align to the same CTC lineage identity in held-out GT; confirmed by human review.,high,human_confirmed,reviewed_and_confirmed_for_release
CTC-AUDIT-01965,ctc_DIC-C2DH-HeLa_02_f057_s23_to_f058_t23,calibration,True,False,False,0,,,DIC-C2DH-HeLa,2,57,58,20057,10105,0.9999999975083004,DIC-C2DH-HeLa/02/t057,57,311,420,19,20,DIC-C2DH-HeLa/02/t058,58,310,419,20,20,same_cell_link,yes,source and target align to the same CTC lineage identity in held-out GT; confirmed by human review.,high,human_confirmed,reviewed_and_confirmed_for_release
CTC-AUDIT-01966,ctc_DIC-C2DH-HeLa_02_f077_s22_to_f078_t22,calibration,True,False,False,0,,,DIC-C2DH-HeLa,2,77,78,20077,10161,0.9999999974135764,DIC-C2DH-HeLa/02/t077,77,401,327,20,19,DIC-C2DH-HeLa/02/t078,78,402,327,19,19,same_cell_link,yes,source and target align to the same CTC lineage identity in held-out GT; confirmed by human review.,high,human_confirmed,reviewed_and_confirmed_for_release
CTC-AUDIT-01967,ctc_PhC-C2DH-U373_02_f035_s9_to_f036_t9,calibration,True,False,False,0,,,PhC-C2DH-U373,2,35,36,320035,10192,0.999999997379398,PhC-C2DH-U373/02/t035,35,641,292,3,3,PhC-C2DH-U373/02/t036,36,637,292,3,3,same_cell_link,yes,source and target align to the same CTC lineage identity in held-out GT; confirmed by human review.,high,human_confirmed,reviewed_and_confirmed_for_release
CTC-AUDIT-01968,ctc_DIC-C2DH-HeLa_02_f060_s16_to_f061_t16,calibration,True,False,False,0,,,DIC-C2DH-HeLa,2,60,61,20060,10194,0.9999999973770316,DIC-C2DH-HeLa/02/t060,60,356,177,19,21,DIC-C2DH-HeLa/02/t061,61,356,179,19,19,same_cell_link,yes,source and target align to the same CTC lineage identity in held-out GT; confirmed by human review.,high,human_confirmed,reviewed_and_confirmed_for_release
CTC-AUDIT-01969,ctc_DIC-C2DH-HeLa_02_f057_s45_to_f058_t45,calibration,True,False,False,0,,,DIC-C2DH-HeLa,2,57,58,20057,10229,0.999999997318828,DIC-C2DH-HeLa/02/t057,57,47,84,19,19,DIC-C2DH-HeLa/02/t058,58,48,85,19,19,same_cell_link,yes,source and target align to the same CTC lineage identity in held-out GT; confirmed by human review.,high,human_confirmed,reviewed_and_confirmed_for_release
CTC-AUDIT-01970,ctc_PhC-C2DH-U373_02_f101_s3_to_f102_t3,calibration,True,False,False,0,,,PhC-C2DH-U373,2,101,102,320101,10280,0.9999999972382612,PhC-C2DH-U373/02/t101,101,174,170,9,9,PhC-C2DH-U373/02/t102,102,173,168,11,9,same_cell_link,yes,source and target align to the same CTC lineage identity in held-out GT; confirmed by human review.,high,human_confirmed,reviewed_and_confirmed_for_release
CTC-AUDIT-01971,ctc_PhC-C2DH-U373_02_f003_s11_to_f004_t11,calibration,True,False,False,0,,,PhC-C2DH-U373,2,3,4,320003,10384,0.9999999970598392,PhC-C2DH-U373/02/t003,3,621,438,11,11,PhC-C2DH-U373/02/t004,4,620,442,11,11,same_cell_link,yes,source and target align to the same CTC lineage identity in held-out GT; confirmed by human review.,high,human_confirmed,reviewed_and_confirmed_for_release
CTC-AUDIT-01972,ctc_PhC-C2DH-U373_02_f079_s4_to_f080_t4,calibration,True,False,False,0,,,PhC-C2DH-U373,2,79,80,320079,10398,0.9999999970438777,PhC-C2DH-U373/02/t079,79,578,188,9,9,PhC-C2DH-U373/02/t080,80,579,191,9,9,same_cell_link,yes,source and target align to the same CTC lineage identity in held-out GT; confirmed by human review.,high,human_confirmed,reviewed_and_confirmed_for_release
CTC-AUDIT-01973,ctc_DIC-C2DH-HeLa_02_f065_s8_to_f066_t8,calibration,True,False,False,0,,,DIC-C2DH-HeLa,2,65,66,20065,10492,0.9999999968867774,DIC-C2DH-HeLa/02/t065,65,81,274,19,19,DIC-C2DH-HeLa/02/t066,66,82,274,19,19,same_cell_link,yes,source and target align to the same CTC lineage identity in held-out GT; confirmed by human review.,high,human_confirmed,reviewed_and_confirmed_for_release
CTC-AUDIT-01974,ctc_PhC-C2DH-U373_02_f027_s14_to_f028_t14,calibration,True,False,False,0,,,PhC-C2DH-U373,2,27,28,320027,10531,0.9999999968221164,PhC-C2DH-U373/02/t027,27,113,426,8,12,PhC-C2DH-U373/02/t028,28,112,431,7,10,same_cell_link,yes,source and target align to the same CTC lineage identity in held-out GT; confirmed by human review.,high,human_confirmed,reviewed_and_confirmed_for_release
CTC-AUDIT-01975,ctc_PhC-C2DH-U373_02_f014_s6_to_f015_t6,calibration,True,False,False,0,,,PhC-C2DH-U373,2,14,15,320014,10554,0.9999999967891062,PhC-C2DH-U373/02/t014,14,643,318,3,3,PhC-C2DH-U373/02/t015,15,642,323,3,3,same_cell_link,yes,source and target align to the same CTC lineage identity in held-out GT; confirmed by human review.,high,human_confirmed,reviewed_and_confirmed_for_release
CTC-AUDIT-01976,ctc_DIC-C2DH-HeLa_02_f060_s26_to_f061_t26,calibration,True,False,False,0,,,DIC-C2DH-HeLa,2,60,61,20060,10670,0.999999996559517,DIC-C2DH-HeLa/02/t060,60,128,443,19,19,DIC-C2DH-HeLa/02/t061,61,127,443,19,19,same_cell_link,yes,source and target align to the same CTC lineage identity in held-out GT; confirmed by human review.,high,human_confirmed,reviewed_and_confirmed_for_release
CTC-AUDIT-01977,ctc_DIC-C2DH-HeLa_02_f076_s45_to_f077_t45,calibration,True,False,False,0,,,DIC-C2DH-HeLa,2,76,77,20076,10706,0.9999999965152742,DIC-C2DH-HeLa/02/t076,76,50,89,19,19,DIC-C2DH-HeLa/02/t077,77,50,88,19,19,same_cell_link,yes,source and target align to the same CTC lineage identity in held-out GT; confirmed by human review.,high,human_confirmed,reviewed_and_confirmed_for_release
CTC-AUDIT-01978,ctc_PhC-C2DH-U373_02_f092_s9_to_f093_t9,calibration,True,False,False,0,,,PhC-C2DH-U373,2,92,93,320092,10711,0.99999999650924,PhC-C2DH-U373/02/t092,92,634,293,3,3,PhC-C2DH-U373/02/t093,93,637,291,3,3,same_cell_link,yes,source and target align to the same CTC lineage identity in held-out GT; confirmed by human review.,high,human_confirmed,reviewed_and_confirmed_for_release
CTC-AUDIT-01979,ctc_PhC-C2DH-U373_02_f026_s1_to_f027_t1,calibration,True,False,False,0,,,PhC-C2DH-U373,2,26,27,320026,10720,0.999999996475302,PhC-C2DH-U373/02/t026,26,82,244,9,9,PhC-C2DH-U373/02/t027,27,82,240,10,9,same_cell_link,yes,source and target align to the same CTC lineage identity in held-out GT; confirmed by human review.,high,human_confirmed,reviewed_and_confirmed_for_release
CTC-AUDIT-01980,ctc_PhC-C2DH-U373_02_f071_s3_to_f072_t3,calibration,True,False,False,0,,,PhC-C2DH-U373,2,71,72,320071,10742,0.9999999964265984,PhC-C2DH-U373/02/t071,71,182,174,9,9,PhC-C2DH-U373/02/t072,72,183,171,10,10,same_cell_link,yes,source and target align to the same CTC lineage identity in held-out GT; confirmed by human review.,high,human_confirmed,reviewed_and_confirmed_for_release
CTC-AUDIT-01981,ctc_PhC-C2DH-U373_02_f035_s14_to_f036_t14,calibration,True,False,False,0,,,PhC-C2DH-U373,2,35,36,320035,10789,0.9999999963326672,PhC-C2DH-U373/02/t035,35,98,457,7,7,PhC-C2DH-U373/02/t036,36,95,460,7,7,same_cell_link,yes,source and target align to the same CTC lineage identity in held-out GT; confirmed by human review.,high,human_confirmed,reviewed_and_confirmed_for_release
CTC-AUDIT-01982,ctc_PhC-C2DH-U373_02_f086_s3_to_f087_t3,calibration,True,False,False,0,,,PhC-C2DH-U373,2,86,87,320086,10803,0.9999999963030516,PhC-C2DH-U373/02/t086,86,174,178,9,10,PhC-C2DH-U373/02/t087,87,170,179,10,9,same_cell_link,yes,source and target align to the same CTC lineage identity in held-out GT; confirmed by human review.,high,human_confirmed,reviewed_and_confirmed_for_release
