material_id,formula,n_sites,e_form_per_atom_mp2020_corrected,e_above_hull_mp2020_corrected_ppd_mp,wyckoff_spglib,unique_prototype,chemical_system,n_elements,first_two_elements,composition_family_pair,composition_family_anchor,wyckoff_family,stable_DFT,candidate_id,block_id,structure_ref,structure_sha256
wbm-1-24006,Li2 Rh1,3.0,-0.142263,-0.01624,A2B_hP3_191_c_b:Li-Rh,True,Li-Rh,2,Li-Rh,2|Li-Rh,2|Li,A2B_hP3_191_c,True,wbm-1-24006,2|Li-Rh,step_1.json.bz2::entry_24005,
wbm-1-24009,Li2 Ru1 Sb1,4.0,-0.293398,0.207591,A2BC_cF16_216_ac_b_d:Li-Ru-Sb,True,Li-Ru-Sb,3,Li-Ru,3|Li-Ru,3|Li,A2BC_cF16_216_ac_b,False,wbm-1-24009,3|Li-Ru,step_1.json.bz2::entry_24008,
wbm-1-24012,Li2 Ru1,3.0,0.195832,0.195849,A2B_hP3_191_c_b:Li-Ru,True,Li-Ru,2,Li-Ru,2|Li-Ru,2|Li,A2B_hP3_191_c,False,wbm-1-24012,2|Li-Ru,step_1.json.bz2::entry_24011,
wbm-1-24016,Li2 S2 Sb1,5.0,-1.002865,0.09898,A2B2C_oI10_44_c_c_a:Li-S-Sb,True,Li-S-Sb,3,Li-S,3|Li-S,3|Li,A2B2C_oI10_44_c_c,False,wbm-1-24016,3|Li-S,step_1.json.bz2::entry_24015,
wbm-1-24020,Ge1 In1 Li2 S4,8.0,-1.002993,0.075665,ABC2D4_oF32_42_a_a_b_cd:Ge-In-Li-S,True,Ge-In-Li-S,4,Ge-In,4|Ge-In,4|Ge,ABC2D4_oF32_42_a_a_b,False,wbm-1-24020,4|Ge-In,step_1.json.bz2::entry_24019,
wbm-1-24022,Li2 Mo1 S4,7.0,-1.09604,0.063413,A2BC4_tP7_111_e_a_n:Li-Mo-S,True,Li-Mo-S,3,Li-Mo,3|Li-Mo,3|Li,A2BC4_tP7_111_e_a,False,wbm-1-24022,3|Li-Mo,step_1.json.bz2::entry_24021,
wbm-1-24024,Li2 Pb1 S4 Sn1,8.0,-1.045037,0.001231,A2BC4D_tI16_121_d_a_i_b:Li-Pb-S-Sn,True,Li-Pb-S-Sn,4,Li-Pb,4|Li-Pb,4|Li,A2BC4D_tI16_121_d_a_i,False,wbm-1-24024,4|Li-Pb,step_1.json.bz2::entry_24023,
wbm-1-24031,Li2 Sc1 Sn1,4.0,-0.355834,0.102137,A2BC_cF16_225_c_a_b:Li-Sc-Sn,True,Li-Sc-Sn,3,Li-Sc,3|Li-Sc,3|Li,A2BC_cF16_225_c_a,False,wbm-1-24031,3|Li-Sc,step_1.json.bz2::entry_24030,
wbm-1-24036,Li2 Se4 W1,7.0,-0.959833,0.021618,A2B4C_tP7_111_e_n_a:Li-Se-W,True,Li-Se-W,3,Li-Se,3|Li-Se,3|Li,A2B4C_tP7_111_e_n,False,wbm-1-24036,3|Li-Se,step_1.json.bz2::entry_24035,
wbm-1-24042,Li8 Se4,12.0,-1.369443,0.048376,A2B_oP12_62_2c_c:Li-Se,True,Li-Se,2,Li-Se,2|Li-Se,2|Li,A2B_oP12_62_2c,False,wbm-1-24042,2|Li-Se,step_1.json.bz2::entry_24041,
wbm-1-24072,In1 Li2 S4 Si1,8.0,-1.115873,0.061595,AB2C4D_oF32_42_a_b_cd_a:In-Li-S-Si,True,In-Li-S-Si,4,In-Li,4|In-Li,4|In,AB2C4D_oF32_42_a_b_cd,False,wbm-1-24072,4|In-Li,step_1.json.bz2::entry_24071,
wbm-1-24074,Li2 Se4 Si1 Sn1,8.0,-0.991012,-0.005061,A2B4CD_mC16_8_b_2ab_a_a:Li-Se-Si-Sn,True,Li-Se-Si-Sn,4,Li-Se,4|Li-Se,4|Li,A2B4CD_mC16_8_b_2ab_a,True,wbm-1-24074,4|Li-Se,step_1.json.bz2::entry_24073,
wbm-1-24075,Li2 Si1 Sr1,4.0,-0.227895,0.03278,A2BC_cF16_225_c_a_b:Li-Si-Sr,True,Li-Si-Sr,3,Li-Si,3|Li-Si,3|Li,A2BC_cF16_225_c_a,False,wbm-1-24075,3|Li-Si,step_1.json.bz2::entry_24074,
wbm-1-24098,Li2 Pr1 Sn1,4.0,-0.471947,0.023508,A2BC_cF16_225_c_a_b:Li-Pr-Sn,True,Li-Pr-Sn,3,Li-Pr,3|Li-Pr,3|Li,A2BC_cF16_225_c_a,False,wbm-1-24098,3|Li-Pr,step_1.json.bz2::entry_24097,
wbm-1-24100,Li2 Sb1 Sn1,4.0,-0.399125,0.07876,A2BC_cF16_225_c_a_b:Li-Sb-Sn,True,Li-Sb-Sn,3,Li-Sb,3|Li-Sb,3|Li,A2BC_cF16_225_c_a,False,wbm-1-24100,3|Li-Sb,step_1.json.bz2::entry_24099,
wbm-1-24101,Li2 Sm1 Sn1,4.0,-0.449523,0.048146,A2BC_cF16_225_c_a_b:Li-Sm-Sn,True,Li-Sm-Sn,3,Li-Sm,3|Li-Sm,3|Li,A2BC_cF16_225_c_a,False,wbm-1-24101,3|Li-Sm,step_1.json.bz2::entry_24100,
wbm-1-24102,Li2 Sn1 Tb1,4.0,-0.415133,0.057863,A2BC_cF16_225_c_a_b:Li-Sn-Tb,True,Li-Sn-Tb,3,Li-Sn,3|Li-Sn,3|Li,A2BC_cF16_225_c_a,False,wbm-1-24102,3|Li-Sn,step_1.json.bz2::entry_24101,
wbm-1-24106,Li4 Sn2,6.0,-0.387292,-0.004101,A2B_oC12_63_g_c:Li-Sn,True,Li-Sn,2,Li-Sn,2|Li-Sn,2|Li,A2B_oC12_63_g,True,wbm-1-24106,2|Li-Sn,step_1.json.bz2::entry_24105,
wbm-1-24109,Li2 Sr1 Tl1,4.0,-0.201166,0.031458,A2BC_cF16_225_c_a_b:Li-Sr-Tl,True,Li-Sr-Tl,3,Li-Sr,3|Li-Sr,3|Li,A2BC_cF16_225_c_a,False,wbm-1-24109,3|Li-Sr,step_1.json.bz2::entry_24108,
wbm-1-24110,Li8 Sr4,12.0,0.00892,0.011715,A2B_hP12_194_ah_f:Li-Sr,True,Li-Sr,2,Li-Sr,2|Li-Sr,2|Li,A2B_hP12_194_ah,False,wbm-1-24110,2|Li-Sr,step_1.json.bz2::entry_24109,
wbm-1-24115,Li2 Ta1 Tl1,4.0,0.551274,0.728132,A2BC_cF16_225_c_a_b:Li-Ta-Tl,True,Li-Ta-Tl,3,Li-Ta,3|Li-Ta,3|Li,A2BC_cF16_225_c_a,False,wbm-1-24115,3|Li-Ta,step_1.json.bz2::entry_24114,
wbm-1-24117,Li2 Tb1 Tl1,4.0,-0.232198,-0.010468,A2BC_cF16_225_c_a_b:Li-Tb-Tl,True,Li-Tb-Tl,3,Li-Tb,3|Li-Tb,3|Li,A2BC_cF16_225_c_a,True,wbm-1-24117,3|Li-Tb,step_1.json.bz2::entry_24116,
wbm-1-24120,Li2 Ti1 Tl1,4.0,0.103527,0.280389,A2BC_cF16_225_c_a_b:Li-Ti-Tl,True,Li-Ti-Tl,3,Li-Ti,3|Li-Ti,3|Li,A2BC_cF16_225_c_a,False,wbm-1-24120,3|Li-Ti,step_1.json.bz2::entry_24119,
wbm-1-24122,Li2 Pu1 Tl1,4.0,0.058775,0.235647,A2BC_cF16_225_c_a_b:Li-Pu-Tl,True,Li-Pu-Tl,3,Li-Pu,3|Li-Pu,3|Li,A2BC_cF16_225_c_a,False,wbm-1-24122,3|Li-Pu,step_1.json.bz2::entry_24121,
wbm-1-24123,Li2 Th1 Tl1,4.0,-0.027571,0.153337,A2BC_cF16_225_c_a_b:Li-Th-Tl,True,Li-Th-Tl,3,Li-Th,3|Li-Th,3|Li,A2BC_cF16_225_c_a,False,wbm-1-24123,3|Li-Th,step_1.json.bz2::entry_24122,
wbm-1-24124,Li2 Tl1 U1,4.0,0.403384,0.580249,A2BC_cF16_225_c_a_b:Li-Tl-U,True,Li-Tl-U,3,Li-Tl,3|Li-Tl,3|Li,A2BC_cF16_225_c_a,False,wbm-1-24124,3|Li-Tl,step_1.json.bz2::entry_24123,
wbm-1-24125,Li4 Tl2,6.0,-0.235274,0.000544,A2B_mP6_11_2e_e:Li-Tl,True,Li-Tl,2,Li-Tl,2|Li-Tl,2|Li,A2B_mP6_11_2e,False,wbm-1-24125,2|Li-Tl,step_1.json.bz2::entry_24124,
wbm-1-24133,Li8 Yb4,12.0,0.011306,0.011324,A2B_hP12_194_ah_f:Li-Yb,True,Li-Yb,2,Li-Yb,2|Li-Yb,2|Li,A2B_hP12_194_ah,False,wbm-1-24133,2|Li-Yb,step_1.json.bz2::entry_24132,
wbm-1-24154,Li4 Zn2,6.0,-0.116322,0.029495,A2B_mC12_12_2i_i:Li-Zn,True,Li-Zn,2,Li-Zn,2|Li-Zn,2|Li,A2B_mC12_12_2i,False,wbm-1-24154,2|Li-Zn,step_1.json.bz2::entry_24153,
wbm-1-24162,Al1 Li3,4.0,-0.084423,0.037776,AB3_cF16_225_a_bc:Al-Li,True,Al-Li,2,Al-Li,2|Al-Li,2|Al,AB3_cF16_225_a,False,wbm-1-24162,2|Al-Li,step_1.json.bz2::entry_24161,
wbm-1-24178,As1 Li3,4.0,-0.68993,0.02197,AB3_cF16_225_a_bc:As-Li,True,As-Li,2,As-Li,2|As-Li,2|As,AB3_cF16_225_a,False,wbm-1-24178,2|As-Li,step_1.json.bz2::entry_24177,
wbm-1-24199,Bi2 Dy1 Li3,6.0,-0.66991,-0.017097,A2BC3_hP6_164_d_a_bd:Bi-Dy-Li,True,Bi-Dy-Li,3,Bi-Dy,3|Bi-Dy,3|Bi,A2BC3_hP6_164_d_a,True,wbm-1-24199,3|Bi-Dy,step_1.json.bz2::entry_24198,
wbm-1-24200,Bi2 Er1 Li3,6.0,-0.653064,-0.015741,A2BC3_hP6_164_d_a_bd:Bi-Er-Li,True,Bi-Er-Li,3,Bi-Er,3|Bi-Er,3|Bi,A2BC3_hP6_164_d_a,True,wbm-1-24200,3|Bi-Er,step_1.json.bz2::entry_24199,
wbm-1-24201,Bi2 Eu1 Li3,6.0,-0.65835,0.015588,A2BC3_hP6_164_d_a_bd:Bi-Eu-Li,True,Bi-Eu-Li,3,Bi-Eu,3|Bi-Eu,3|Bi,A2BC3_hP6_164_d_a,False,wbm-1-24201,3|Bi-Eu,step_1.json.bz2::entry_24200,
wbm-1-24220,Bi2 Ho1 Li3,6.0,-0.661641,-0.016385,A2BC3_hP6_164_d_a_bd:Bi-Ho-Li,True,Bi-Ho-Li,3,Bi-Ho,3|Bi-Ho,3|Bi,A2BC3_hP6_164_d_a,True,wbm-1-24220,3|Bi-Ho,step_1.json.bz2::entry_24219,
wbm-1-24226,K2 Li6,8.0,0.138474,0.13849,AB3_hP8_194_c_h:K-Li,True,K-Li,2,K-Li,2|K-Li,2|K,AB3_hP8_194_c,False,wbm-1-24226,2|K-Li,step_1.json.bz2::entry_24225,
wbm-1-24237,Hf1 Li3 O4,8.0,-2.717617,0.073369,AB3C4_tI16_139_a_bd_ce:Hf-Li-O,True,Hf-Li-O,3,Hf-Li,3|Hf-Li,3|Hf,AB3C4_tI16_139_a_bd,False,wbm-1-24237,3|Hf-Li,step_1.json.bz2::entry_24236,
wbm-1-24241,Cd2 Li3 O6 Sb1,12.0,-1.915451,0.0159,A2B3C6D_mC24_12_g_ch_ij_b:Cd-Li-O-Sb,True,Cd-Li-O-Sb,4,Cd-Li,4|Cd-Li,4|Cd,A2B3C6D_mC24_12_g_ch_ij,False,wbm-1-24241,4|Cd-Li,step_1.json.bz2::entry_24240,
wbm-1-24242,Co1 Li3 Nb2 O6,12.0,-2.262949,0.299251,AB3C2D6_mC24_12_a_ci_i_3i:Co-Li-Nb-O,True,Co-Li-Nb-O,4,Co-Li,4|Co-Li,4|Co,AB3C2D6_mC24_12_a_ci_i_3i,False,wbm-1-24242,4|Co-Li,step_1.json.bz2::entry_24241,
wbm-1-24244,Li3 Mn2 O6 Sb1,12.0,-2.134297,0.001893,A3B2C6D_mC24_12_ag_h_ij_d:Li-Mn-O-Sb,True,Li-Mn-O-Sb,4,Li-Mn,4|Li-Mn,4|Li,A3B2C6D_mC24_12_ag_h_ij,False,wbm-1-24244,4|Li-Mn,step_1.json.bz2::entry_24243,
wbm-1-24255,Bi1 Li3 O6 Zn2,12.0,-1.832826,0.025386,AB3C6D2_mC24_12_a_dh_ij_g:Bi-Li-O-Zn,True,Bi-Li-O-Zn,4,Bi-Li,4|Bi-Li,4|Bi,AB3C6D2_mC24_12_a_dh_ij,False,wbm-1-24255,4|Bi-Li,step_1.json.bz2::entry_24254,
wbm-1-24276,Li3 P1,4.0,-0.664953,0.031637,A3B_cF16_225_ac_b:Li-P,True,Li-P,2,Li-P,2|Li-P,2|Li,A3B_cF16_225_ac,False,wbm-1-24276,2|Li-P,step_1.json.bz2::entry_24275,
wbm-1-24278,Li3 Rb1,4.0,0.249971,0.249996,A3B_cF16_225_ac_b:Li-Rb,True,Li-Rb,2,Li-Rb,2|Li-Rb,2|Li,A3B_cF16_225_ac,False,wbm-1-24278,2|Li-Rb,step_1.json.bz2::entry_24277,
wbm-1-24313,Li3 Si1,4.0,-0.19281,0.043567,A3B_cF16_225_ac_b:Li-Si,True,Li-Si,2,Li-Si,2|Li-Si,2|Li,A3B_cF16_225_ac,False,wbm-1-24313,2|Li-Si,step_1.json.bz2::entry_24312,
wbm-1-24383,Cs2 Li5,7.0,0.276889,0.276906,A2B5_hR21_166_c_a2c:Cs-Li,True,Cs-Li,2,Cs-Li,2|Cs-Li,2|Cs,A2B5_hR21_166_c_a2c,False,wbm-1-24383,2|Cs-Li,step_1.json.bz2::entry_24382,
wbm-1-24389,Ga2 Li5,7.0,-0.261647,-0.005331,A2B5_hR21_166_c_a2c:Ga-Li,True,Ga-Li,2,Ga-Li,2|Ga-Li,2|Ga,A2B5_hR21_166_c_a2c,True,wbm-1-24389,2|Ga-Li,step_1.json.bz2::entry_24388,
wbm-1-24391,In2 Li5,7.0,-0.266572,-0.005625,A2B5_hR21_166_c_a2c:In-Li,True,In-Li,2,In-Li,2|In-Li,2|In,A2B5_hR21_166_c_a2c,True,wbm-1-24391,2|In-Li,step_1.json.bz2::entry_24390,
wbm-1-24436,Li5 Pb2,7.0,-0.312191,0.01253,A5B2_hR21_166_a2c_c:Li-Pb,True,Li-Pb,2,Li-Pb,2|Li-Pb,2|Li,A5B2_hR21_166_a2c,False,wbm-1-24436,2|Li-Pb,step_1.json.bz2::entry_24435,
wbm-1-24437,Cl2 Li5 P1 Se4,12.0,-1.372266,-0.024221,A2B5CD4_oC24_38_d_af_b_ce:Cl-Li-P-Se,True,Cl-Li-P-Se,4,Cl-Li,4|Cl-Li,4|Cl,A2B5CD4_oC24_38_d_af_b,True,wbm-1-24437,4|Cl-Li,step_1.json.bz2::entry_24436,
wbm-1-24438,Br2 Li5 P1 S4,12.0,-1.383412,0.030916,A2B5CD4_oC24_38_d_af_b_ce:Br-Li-P-S,True,Br-Li-P-S,4,Br-Li,4|Br-Li,4|Br,A2B5CD4_oC24_38_d_af_b,False,wbm-1-24438,4|Br-Li,step_1.json.bz2::entry_24437,
wbm-1-24511,Al1 Br6 Cs2 Li1,10.0,-1.839479,0.077834,AB6C2D_cF40_225_a_e_c_b:Al-Br-Cs-Li,True,Al-Br-Cs-Li,4,Al-Br,4|Al-Br,4|Al,AB6C2D_cF40_225_a_e_c,False,wbm-1-24511,4|Al-Br,step_1.json.bz2::entry_24510,
wbm-1-24514,Al1 Cl6 Li1 Rb2,10.0,-2.134455,0.052858,AB6CD2_cF40_225_a_e_b_c:Al-Cl-Li-Rb,True,Al-Cl-Li-Rb,4,Al-Cl,4|Al-Cl,4|Al,AB6CD2_cF40_225_a_e_b,False,wbm-1-24514,4|Al-Cl,step_1.json.bz2::entry_24513,
wbm-1-24531,Al2 As4 K4 Li2,12.0,-0.646967,-0.065357,AB2C2D_oI24_72_a_j_j_b:Al-As-K-Li,True,Al-As-K-Li,4,Al-As,4|Al-As,4|Al,AB2C2D_oI24_72_a_j_j,True,wbm-1-24531,4|Al-As,step_1.json.bz2::entry_24530,
wbm-1-24596,B2 Li1 O5 Sb1,9.0,-2.406125,0.107009,A2BC5D_mC18_5_c_a_a2c_b:B-Li-O-Sb,True,B-Li-O-Sb,4,B-Li,4|B-Li,4|B,A2BC5D_mC18_5_c_a_a2c,False,wbm-1-24596,4|B-Li,step_1.json.bz2::entry_24595,
wbm-1-24610,Be2 Li1 Mn1,4.0,0.148203,0.335946,A2BC_cF16_225_c_a_b:Be-Li-Mn,True,Be-Li-Mn,3,Be-Li,3|Be-Li,3|Be,A2BC_cF16_225_c_a,False,wbm-1-24610,3|Be-Li,step_1.json.bz2::entry_24609,
wbm-1-24630,B4 Li4 Mn4,12.0,-0.025646,0.307988,ABC_oF48_70_e_c_f:B-Li-Mn,True,B-Li-Mn,3,B-Li,3|B-Li,3|B,ABC_oF48_70_e_c,False,wbm-1-24630,3|B-Li,step_1.json.bz2::entry_24629,
wbm-1-24649,Br6 In1 Li1 Tl2,10.0,-1.32647,0.047753,A6BCD2_cF40_225_e_a_b_c:Br-In-Li-Tl,True,Br-In-Li-Tl,4,Br-In,4|Br-In,4|Br,A6BCD2_cF40_225_e_a_b,False,wbm-1-24649,4|Br-In,step_1.json.bz2::entry_24648,
wbm-1-24656,Br2 Li2,4.0,-1.843983,0.033896,AB_hP4_194_c_a:Br-Li,True,Br-Li,2,Br-Li,2|Br-Li,2|Br,AB_hP4_194_c,False,wbm-1-24656,2|Br-Li,step_1.json.bz2::entry_24655,
wbm-1-24658,C2 Li1 Pd1,4.0,0.451785,0.670623,A2BC_hP4_187_g_c_b:C-Li-Pd,True,C-Li-Pd,3,C-Li,3|C-Li,3|C,A2BC_hP4_187_g_c,False,wbm-1-24658,3|C-Li,step_1.json.bz2::entry_24657,
wbm-1-24706,Au1 Cd1 Li1 Sn1,4.0,-0.25427,0.092238,ABCD_cF16_216_a_c_b_d:Au-Cd-Li-Sn,True,Au-Cd-Li-Sn,4,Au-Cd,4|Au-Cd,4|Au,ABCD_cF16_216_a_c_b,False,wbm-1-24706,4|Au-Cd,step_1.json.bz2::entry_24705,
wbm-1-24756,Cl6 Ga2 In1 Li1,10.0,-1.37798,0.137488,A6B2CD_cF40_225_e_c_a_b:Cl-Ga-In-Li,True,Cl-Ga-In-Li,4,Cl-Ga,4|Cl-Ga,4|Cl,A6B2CD_cF40_225_e_c_a,False,wbm-1-24756,4|Cl-Ga,step_1.json.bz2::entry_24755,
wbm-1-24777,Cl2 Li2,4.0,-2.101237,0.035717,AB_hP4_194_c_a:Cl-Li,True,Cl-Li,2,Cl-Li,2|Cl-Li,2|Cl,AB_hP4_194_c,False,wbm-1-24777,2|Cl-Li,step_1.json.bz2::entry_24776,
wbm-1-24806,C2 Li2 Ni2 O6,12.0,-1.545127,0.269028,ABCD3_mC24_12_i_i_e_ij:C-Li-Ni-O,True,C-Li-Ni-O,4,C-Li,4|C-Li,4|C,ABCD3_mC24_12_i_i_e,False,wbm-1-24806,4|C-Li,step_1.json.bz2::entry_24805,
wbm-1-24832,Au1 Co1 Li1 Sn1,4.0,0.02601,0.351337,ABCD_cF16_216_a_c_b_d:Au-Co-Li-Sn,True,Au-Co-Li-Sn,4,Au-Co,4|Au-Co,4|Au,ABCD_cF16_216_a_c_b,False,wbm-1-24832,4|Au-Co,step_1.json.bz2::entry_24831,
wbm-1-24861,Cr3 Li1,4.0,0.477811,0.477852,A3B_oI8_44_ac_b:Cr-Li,True,Cr-Li,2,Cr-Li,2|Cr-Li,2|Cr,A3B_oI8_44_ac,False,wbm-1-24861,2|Cr-Li,step_1.json.bz2::entry_24860,
wbm-1-24882,As2 Cu2 Li1 Y1,6.0,-0.713714,-0.008806,A2B2CD_hP6_164_d_d_a_b:As-Cu-Li-Y,True,As-Cu-Li-Y,4,As-Cu,4|As-Cu,4|As,A2B2CD_hP6_164_d_d_a,True,wbm-1-24882,4|As-Cu,step_1.json.bz2::entry_24881,
wbm-1-24945,Eu1 Hg2 Li1,4.0,-0.379646,0.084306,AB2C_cF16_225_a_c_b:Eu-Hg-Li,True,Eu-Hg-Li,3,Eu-Hg,3|Eu-Hg,3|Eu,AB2C_cF16_225_a_c,False,wbm-1-24945,3|Eu-Hg,step_1.json.bz2::entry_24944,
wbm-1-25163,Au1 Fe1 Li1 Sn1,4.0,0.047927,0.365585,ABCD_cF16_216_a_c_b_d:Au-Fe-Li-Sn,True,Au-Fe-Li-Sn,4,Au-Fe,4|Au-Fe,4|Au,ABCD_cF16_216_a_c_b,False,wbm-1-25163,4|Au-Fe,step_1.json.bz2::entry_25162,
wbm-1-25288,Hf1 Hg2 Li1,4.0,-0.146573,0.084893,AB2C_cF16_225_a_c_b:Hf-Hg-Li,True,Hf-Hg-Li,3,Hf-Hg,3|Hf-Hg,3|Hf,AB2C_cF16_225_a_c,False,wbm-1-25288,3|Hf-Hg,step_1.json.bz2::entry_25287,
wbm-1-25296,Hg2 Li2,4.0,-0.303609,0.070197,AB_cF16_227_a_b:Hg-Li,True,Hg-Li,2,Hg-Li,2|Hg-Li,2|Hg,AB_cF16_227_a,False,wbm-1-25296,2|Hg-Li,step_1.json.bz2::entry_25295,
wbm-1-25302,Ce2 I6 Li2,10.0,-1.435439,0.061417,AB3C_hP10_188_a_k_c:Ce-I-Li,True,Ce-I-Li,3,Ce-I,3|Ce-I,3|Ce,AB3C_hP10_188_a_k,False,wbm-1-25302,3|Ce-I,step_1.json.bz2::entry_25301,
wbm-1-25303,Dy2 I6 Li2,10.0,-1.420563,0.061234,AB3C_hP10_188_a_k_c:Dy-I-Li,True,Dy-I-Li,3,Dy-I,3|Dy-I,3|Dy,AB3C_hP10_188_a_k,False,wbm-1-25303,3|Dy-I,step_1.json.bz2::entry_25302,
wbm-1-25304,Er2 I6 Li2,10.0,-1.39336,0.073903,AB3C_hP10_188_a_k_c:Er-I-Li,True,Er-I-Li,3,Er-I,3|Er-I,3|Er,AB3C_hP10_188_a_k,False,wbm-1-25304,3|Er-I,step_1.json.bz2::entry_25303,
wbm-1-25306,Ho2 I6 Li2,10.0,-1.407085,0.069618,AB3C_hP10_188_a_k_c:Ho-I-Li,True,Ho-I-Li,3,Ho-I,3|Ho-I,3|Ho,AB3C_hP10_188_a_k,False,wbm-1-25306,3|Ho-I,step_1.json.bz2::entry_25305,
wbm-1-25307,I6 La2 Li2,10.0,-1.536276,0.070418,A3BC_hP10_188_k_a_c:I-La-Li,True,I-La-Li,3,I-La,3|I-La,3|I,A3BC_hP10_188_k_a,False,wbm-1-25307,3|I-La,step_1.json.bz2::entry_25306,
wbm-1-25330,Cs2 I6 In1 Li1,10.0,-1.303919,0.055166,A2B6CD_cF40_225_c_e_a_b:Cs-I-In-Li,True,Cs-I-In-Li,4,Cs-I,4|Cs-I,4|Cs,A2B6CD_cF40_225_c_e_a,False,wbm-1-25330,4|Cs-I,step_1.json.bz2::entry_25329,
wbm-1-25377,K1 Li1 Se2 Zn1,5.0,-1.259694,-0.027615,ABC2D_tI10_119_c_a_f_b:K-Li-Se-Zn,True,K-Li-Se-Zn,4,K-Li,4|K-Li,4|K,ABC2D_tI10_119_c_a_f,True,wbm-1-25377,4|K-Li,step_1.json.bz2::entry_25376,
wbm-1-25409,Ag1 Li1 Mg1 Sn1,4.0,-0.253908,0.034361,ABCD_cF16_216_a_b_c_d:Ag-Li-Mg-Sn,True,Ag-Li-Mg-Sn,4,Ag-Li,4|Ag-Li,4|Ag,ABCD_cF16_216_a_b_c,False,wbm-1-25409,4|Ag-Li,step_1.json.bz2::entry_25408,
wbm-1-25411,Au1 Li1 Mg1 Pb1,4.0,-0.290347,0.149143,ABCD_cF16_216_a_b_c_d:Au-Li-Mg-Pb,True,Au-Li-Mg-Pb,4,Au-Li,4|Au-Li,4|Au,ABCD_cF16_216_a_b_c,False,wbm-1-25411,4|Au-Li,step_1.json.bz2::entry_25410,
wbm-1-25425,Au1 Ge1 Li1 Mg1,4.0,-0.358832,0.085908,ABCD_cF16_216_a_c_b_d:Au-Ge-Li-Mg,True,Au-Ge-Li-Mg,4,Au-Ge,4|Au-Ge,4|Au,ABCD_cF16_216_a_c_b,False,wbm-1-25425,4|Au-Ge,step_1.json.bz2::entry_25424,
wbm-1-25430,Au1 In1 Li1 Mg1,4.0,-0.450232,-0.019231,ABCD_cF16_216_a_c_b_d:Au-In-Li-Mg,True,Au-In-Li-Mg,4,Au-In,4|Au-In,4|Au,ABCD_cF16_216_a_c_b,True,wbm-1-25430,4|Au-In,step_1.json.bz2::entry_25429,
wbm-1-25455,Ir1 Li1 Mg1 Sb1,4.0,-0.441328,0.087075,ABCD_cF16_216_a_b_c_d:Ir-Li-Mg-Sb,True,Ir-Li-Mg-Sb,4,Ir-Li,4|Ir-Li,4|Ir,ABCD_cF16_216_a_b_c,False,wbm-1-25455,4|Ir-Li,step_1.json.bz2::entry_25454,
wbm-1-25466,Li2 Mg2,4.0,-0.041937,0.01805,AB_cF16_227_a_b:Li-Mg,True,Li-Mg,2,Li-Mg,2|Li-Mg,2|Li,AB_cF16_227_a,False,wbm-1-25466,2|Li-Mg,step_1.json.bz2::entry_25465,
wbm-1-25714,Fe2 K2 Li2 O4,10.0,-1.553811,0.164397,ABCD2_mC20_12_i_i_i_2i:Fe-K-Li-O,True,Fe-K-Li-O,4,Fe-K,4|Fe-K,4|Fe,ABCD2_mC20_12_i_i_i_2i,False,wbm-1-25714,4|Fe-K,step_1.json.bz2::entry_25713,
wbm-1-25778,Cs2 Li2 O4 Zn2,10.0,-1.748427,0.005881,ABC2D_mC20_12_i_i_2i_i:Cs-Li-O-Zn,True,Cs-Li-O-Zn,4,Cs-Li,4|Cs-Li,4|Cs,ABC2D_mC20_12_i_i_2i,False,wbm-1-25778,4|Cs-Li,step_1.json.bz2::entry_25777,
wbm-1-25844,Li1 Mo1 O4 Rb1,7.0,-2.227809,0.030565,ABC4D_cF28_216_c_a_e_b:Li-Mo-O-Rb,True,Li-Mo-O-Rb,4,Li-Mo,4|Li-Mo,4|Li,ABC4D_cF28_216_c_a_e,False,wbm-1-25844,4|Li-Mo,step_1.json.bz2::entry_25843,
wbm-1-25850,Ba1 Ca1 Li1 O6 Te1,10.0,-2.322014,0.121302,ABCD6E_cF40_216_c_d_a_f_b:Ba-Ca-Li-O-Te,True,Ba-Ca-Li-O-Te,5,Ba-Ca,5|Ba-Ca,5|Ba,ABCD6E_cF40_216_c_d_a_f,False,wbm-1-25850,5|Ba-Ca,step_1.json.bz2::entry_25849,
wbm-1-25851,Ca1 La1 Li1 O6 Te1,10.0,-2.667244,0.084753,ABCD6E_cF40_216_c_d_a_f_b:Ca-La-Li-O-Te,True,Ca-La-Li-O-Te,5,Ca-La,5|Ca-La,5|Ca,ABCD6E_cF40_216_c_d_a_f,False,wbm-1-25851,5|Ca-La,step_1.json.bz2::entry_25850,
wbm-1-25862,Ca1 F1 Li1 Nb2 O6,11.0,-3.161141,0.064066,ABCD2E6_tI22_119_a_b_c_e_e2f:Ca-F-Li-Nb-O,True,Ca-F-Li-Nb-O,5,Ca-F,5|Ca-F,5|Ca,ABCD2E6_tI22_119_a_b_c_e_e2f,False,wbm-1-25862,5|Ca-F,step_1.json.bz2::entry_25861,
wbm-1-25864,Ba1 F1 Li1 Nb2 O6,11.0,-3.17617,0.023071,ABCD2E6_tI22_119_a_b_c_e_e2f:Ba-F-Li-Nb-O,True,Ba-F-Li-Nb-O,5,Ba-F,5|Ba-F,5|Ba,ABCD2E6_tI22_119_a_b_c_e_e2f,False,wbm-1-25864,5|Ba-F,step_1.json.bz2::entry_25863,
