candidate_id,formula,reduced_formula,chemical_system,anonymous_formula,n_sites,source_parent_material_id,source_parent_rank,parent_formula,parent_e_above_hull,parent_block_id,wyckoff_spglib,substitution_rule,generation_rule,structure_ref,structure_sha256,public_label_status,public_label_index_scope,keep_for_followup,evidence_status,n_elements,first_two_elements,composition_family_pair,composition_family_anchor,wyckoff_family,block_id
nh-25ea1d19519e2743,Dy2CBr,Dy2CBr,Br-C-Dy,ABC2,4,wbm-1-7197,381,C1Cl1Dy2,-0.161748,3|C-Cl,ABC2_hR12_166_a_b_c:C-Cl-Dy,Cl->Br,near_hull_parent_isovalent_or_chemically_similar_substitution,wbm_step1::wbm-1-7197::Cl->Br,ce8ba2f08279f99dbf12aecfd38f4f74ff700ec0166b41d6a26027723e2e2cb4,no_known_public_stability_label_in_available_indexes,WBM_Matbench_formula_exclusion; other public indexes unavailable locally,True,generated_before_DFT_outcomes,3,Br-C,3|Br-C,3|Br,ABC2_hR12_166_a_b,3|Br-C
nh-9aa8553925dd0825,Dy2CI,Dy2CI,C-Dy-I,ABC2,4,wbm-1-7197,381,C1Cl1Dy2,-0.161748,3|C-Cl,ABC2_hR12_166_a_b_c:C-Cl-Dy,Cl->I,near_hull_parent_isovalent_or_chemically_similar_substitution,wbm_step1::wbm-1-7197::Cl->I,df04d8ed1e66d03058e65a613b3b8f6cd0577b5c977450e54054e4362fda31b0,no_known_public_stability_label_in_available_indexes,WBM_Matbench_formula_exclusion; other public indexes unavailable locally,True,generated_before_DFT_outcomes,3,C-Dy,3|C-Dy,3|C,ABC2_hR12_166_a_b,3|C-Dy
nh-bd25d13cc592b582,Dy2SiF,Dy2SiF,Dy-F-Si,ABC2,4,wbm-1-7197,381,C1Cl1Dy2,-0.161748,3|C-Cl,ABC2_hR12_166_a_b_c:C-Cl-Dy,C->Si;Cl->F,near_hull_parent_isovalent_or_chemically_similar_substitution,wbm_step1::wbm-1-7197::C->Si;Cl->F,f3e676922b26ad4f51f044e55e95b32dacc82f00d60a788ca117f3175160cdcc,no_known_public_stability_label_in_available_indexes,WBM_Matbench_formula_exclusion; other public indexes unavailable locally,True,generated_before_DFT_outcomes,3,Dy-F,3|Dy-F,3|Dy,ABC2_hR12_166_a_b,3|Dy-F
nh-a2307dab0ad139da,Tm2SiS,Tm2SiS,S-Si-Tm,ABC2,8,wbm-1-7942,382,C2S2Tm4,-0.161742,3|C-S,ABC2_hP8_194_a_c_f:C-S-Tm,C->Si,near_hull_parent_isovalent_or_chemically_similar_substitution,wbm_step1::wbm-1-7942::C->Si,4ef1aa8b8172be994e09c5a92bf55b6bfb32198a3ab45c27a08d27e0488b9519,no_known_public_stability_label_in_available_indexes,WBM_Matbench_formula_exclusion; other public indexes unavailable locally,True,generated_before_DFT_outcomes,3,S-Si,3|S-Si,3|S,ABC2_hP8_194_a_c,3|S-Si
nh-ffb4556107136f29,Tm2GeS,Tm2GeS,Ge-S-Tm,ABC2,8,wbm-1-7942,382,C2S2Tm4,-0.161742,3|C-S,ABC2_hP8_194_a_c_f:C-S-Tm,C->Ge,near_hull_parent_isovalent_or_chemically_similar_substitution,wbm_step1::wbm-1-7942::C->Ge,19228bf4418375a7d1248f88abd66097b25944459f620bb38237cb24d3269728,no_known_public_stability_label_in_available_indexes,WBM_Matbench_formula_exclusion; other public indexes unavailable locally,True,generated_before_DFT_outcomes,3,Ge-S,3|Ge-S,3|Ge,ABC2_hP8_194_a_c,3|Ge-S
nh-0866fa1d3fec55f0,Tm2SnS,Tm2SnS,S-Sn-Tm,ABC2,8,wbm-1-7942,382,C2S2Tm4,-0.161742,3|C-S,ABC2_hP8_194_a_c_f:C-S-Tm,C->Sn,near_hull_parent_isovalent_or_chemically_similar_substitution,wbm_step1::wbm-1-7942::C->Sn,10e9d2c277370954e34ece0df8576008011f40ab27e81c2c578380e0f6f16b2b,no_known_public_stability_label_in_available_indexes,WBM_Matbench_formula_exclusion; other public indexes unavailable locally,True,generated_before_DFT_outcomes,3,S-Sn,3|S-Sn,3|S,ABC2_hP8_194_a_c,3|S-Sn
nh-8a7718196ce71d5c,Tm2PbS,Tm2PbS,Pb-S-Tm,ABC2,8,wbm-1-7942,382,C2S2Tm4,-0.161742,3|C-S,ABC2_hP8_194_a_c_f:C-S-Tm,C->Pb,near_hull_parent_isovalent_or_chemically_similar_substitution,wbm_step1::wbm-1-7942::C->Pb,ae17c343140ac4c6db67bdfc90ccbb3ea7c858eff3c8004aa7aa95228e5bb2ba,no_known_public_stability_label_in_available_indexes,WBM_Matbench_formula_exclusion; other public indexes unavailable locally,True,generated_before_DFT_outcomes,3,Pb-S,3|Pb-S,3|Pb,ABC2_hP8_194_a_c,3|Pb-S
nh-50586d02304dd363,Tm2CO,Tm2CO,C-O-Tm,ABC2,8,wbm-1-7942,382,C2S2Tm4,-0.161742,3|C-S,ABC2_hP8_194_a_c_f:C-S-Tm,S->O,near_hull_parent_isovalent_or_chemically_similar_substitution,wbm_step1::wbm-1-7942::S->O,e82693d0f6907e4aa54a497392b42c13c95483a3e4cc62f82337e589523e3550,no_known_public_stability_label_in_available_indexes,WBM_Matbench_formula_exclusion; other public indexes unavailable locally,True,generated_before_DFT_outcomes,3,C-O,3|C-O,3|C,ABC2_hP8_194_a_c,3|C-O
nh-fd8a5988ea908b4f,Tm2CSe,Tm2CSe,C-Se-Tm,ABC2,8,wbm-1-7942,382,C2S2Tm4,-0.161742,3|C-S,ABC2_hP8_194_a_c_f:C-S-Tm,S->Se,near_hull_parent_isovalent_or_chemically_similar_substitution,wbm_step1::wbm-1-7942::S->Se,9a6f9c0b481f0e030a24ad37c3f7dac1dae91077cbdd4dc74a94bec58ca1a255,no_known_public_stability_label_in_available_indexes,WBM_Matbench_formula_exclusion; other public indexes unavailable locally,True,generated_before_DFT_outcomes,3,C-Se,3|C-Se,3|C,ABC2_hP8_194_a_c,3|C-Se
nh-96dca340e2a7b2bd,Tm2TeC,Tm2TeC,C-Te-Tm,ABC2,8,wbm-1-7942,382,C2S2Tm4,-0.161742,3|C-S,ABC2_hP8_194_a_c_f:C-S-Tm,S->Te,near_hull_parent_isovalent_or_chemically_similar_substitution,wbm_step1::wbm-1-7942::S->Te,121270c9651f604bafbdb5c5d245c36dc45995946b842cae3b6dfa9e72b5b1ca,no_known_public_stability_label_in_available_indexes,WBM_Matbench_formula_exclusion; other public indexes unavailable locally,True,generated_before_DFT_outcomes,3,C-Te,3|C-Te,3|C,ABC2_hP8_194_a_c,3|C-Te
nh-bd3e03cf7cf20ab4,Tm2SiO,Tm2SiO,O-Si-Tm,ABC2,8,wbm-1-7942,382,C2S2Tm4,-0.161742,3|C-S,ABC2_hP8_194_a_c_f:C-S-Tm,C->Si;S->O,near_hull_parent_isovalent_or_chemically_similar_substitution,wbm_step1::wbm-1-7942::C->Si;S->O,1cd1a13b6a0360452edaa961db81c00401126c1d5bb5cb658bf15e5ffaf7272f,no_known_public_stability_label_in_available_indexes,WBM_Matbench_formula_exclusion; other public indexes unavailable locally,True,generated_before_DFT_outcomes,3,O-Si,3|O-Si,3|O,ABC2_hP8_194_a_c,3|O-Si
nh-a76fee8f017c9e59,Ca2EuP2,Ca2EuP2,Ca-Eu-P,AB2C2,5,wbm-1-5685,383,Be2Eu1P2,-0.161739,3|Be-Eu,A2BC2_hP5_164_d_a_d:Be-Eu-P,Be->Ca,near_hull_parent_isovalent_or_chemically_similar_substitution,wbm_step1::wbm-1-5685::Be->Ca,766a8772b2b184cb170359bf70a37c0d4981f9cd7f8d146506d087e62cc21e8e,no_known_public_stability_label_in_available_indexes,WBM_Matbench_formula_exclusion; other public indexes unavailable locally,True,generated_before_DFT_outcomes,3,Ca-Eu,3|Ca-Eu,3|Ca,A2BC2_hP5_164_d_a,3|Ca-Eu
nh-84cd493fc4eafc58,Sr2EuP2,Sr2EuP2,Eu-P-Sr,AB2C2,5,wbm-1-5685,383,Be2Eu1P2,-0.161739,3|Be-Eu,A2BC2_hP5_164_d_a_d:Be-Eu-P,Be->Sr,near_hull_parent_isovalent_or_chemically_similar_substitution,wbm_step1::wbm-1-5685::Be->Sr,db916fbd5386b071a57bb5862f5973467ed5ccf830a510bf39609f4d07ddf3fe,no_known_public_stability_label_in_available_indexes,WBM_Matbench_formula_exclusion; other public indexes unavailable locally,True,generated_before_DFT_outcomes,3,Eu-P,3|Eu-P,3|Eu,A2BC2_hP5_164_d_a,3|Eu-P
nh-d84832d84e089426,Ba2EuP2,Ba2EuP2,Ba-Eu-P,AB2C2,5,wbm-1-5685,383,Be2Eu1P2,-0.161739,3|Be-Eu,A2BC2_hP5_164_d_a_d:Be-Eu-P,Be->Ba,near_hull_parent_isovalent_or_chemically_similar_substitution,wbm_step1::wbm-1-5685::Be->Ba,71231dd58049117024049526f881a331d09b8861e2870cefd6a9f04064d0490c,no_known_public_stability_label_in_available_indexes,WBM_Matbench_formula_exclusion; other public indexes unavailable locally,True,generated_before_DFT_outcomes,3,Ba-Eu,3|Ba-Eu,3|Ba,A2BC2_hP5_164_d_a,3|Ba-Eu
nh-c7517f1311c9929b,Eu(BeN)2,Eu(BeN)2,Be-Eu-N,AB2C2,5,wbm-1-5685,383,Be2Eu1P2,-0.161739,3|Be-Eu,A2BC2_hP5_164_d_a_d:Be-Eu-P,P->N,near_hull_parent_isovalent_or_chemically_similar_substitution,wbm_step1::wbm-1-5685::P->N,058849e0c371f99cd0e711bd2babc56cd15a1a642e2fa3df51f53f5d1a1ceffe,no_known_public_stability_label_in_available_indexes,WBM_Matbench_formula_exclusion; other public indexes unavailable locally,True,generated_before_DFT_outcomes,3,Be-Eu,3|Be-Eu,3|Be,A2BC2_hP5_164_d_a,3|Be-Eu
nh-754739e9a36a9d89,Eu(BeAs)2,Eu(BeAs)2,As-Be-Eu,AB2C2,5,wbm-1-5685,383,Be2Eu1P2,-0.161739,3|Be-Eu,A2BC2_hP5_164_d_a_d:Be-Eu-P,P->As,near_hull_parent_isovalent_or_chemically_similar_substitution,wbm_step1::wbm-1-5685::P->As,19a29182a722936e7c58caed9ad4f57efdc718554236f1195535ec55308cb089,no_known_public_stability_label_in_available_indexes,WBM_Matbench_formula_exclusion; other public indexes unavailable locally,True,generated_before_DFT_outcomes,3,As-Be,3|As-Be,3|As,A2BC2_hP5_164_d_a,3|As-Be
nh-b6d62c77e6eba3f4,Eu(BeSb)2,Eu(BeSb)2,Be-Eu-Sb,AB2C2,5,wbm-1-5685,383,Be2Eu1P2,-0.161739,3|Be-Eu,A2BC2_hP5_164_d_a_d:Be-Eu-P,P->Sb,near_hull_parent_isovalent_or_chemically_similar_substitution,wbm_step1::wbm-1-5685::P->Sb,80bd5f824f65674beded14b6d931392fc4a64dd39ba8721c04e765c23437800a,no_known_public_stability_label_in_available_indexes,WBM_Matbench_formula_exclusion; other public indexes unavailable locally,True,generated_before_DFT_outcomes,3,Be-Eu,3|Be-Eu,3|Be,A2BC2_hP5_164_d_a,3|Be-Eu
nh-31960ae9284be773,Eu(BeBi)2,Eu(BeBi)2,Be-Bi-Eu,AB2C2,5,wbm-1-5685,383,Be2Eu1P2,-0.161739,3|Be-Eu,A2BC2_hP5_164_d_a_d:Be-Eu-P,P->Bi,near_hull_parent_isovalent_or_chemically_similar_substitution,wbm_step1::wbm-1-5685::P->Bi,a3180eb9007c144c4a93a1e185395774851e4d244d801e3d4bb7fc6383b67e0b,no_known_public_stability_label_in_available_indexes,WBM_Matbench_formula_exclusion; other public indexes unavailable locally,True,generated_before_DFT_outcomes,3,Be-Bi,3|Be-Bi,3|Be,A2BC2_hP5_164_d_a,3|Be-Bi
nh-79dcafacd6e078cf,Eu(MgAs)2,Eu(MgAs)2,As-Eu-Mg,AB2C2,5,wbm-1-5685,383,Be2Eu1P2,-0.161739,3|Be-Eu,A2BC2_hP5_164_d_a_d:Be-Eu-P,Be->Mg;P->As,near_hull_parent_isovalent_or_chemically_similar_substitution,wbm_step1::wbm-1-5685::Be->Mg;P->As,175f2bff779d119ee1f1b10c7c037cb620cff181a72f82c70a0b83b1b9bf6ef3,no_known_public_stability_label_in_available_indexes,WBM_Matbench_formula_exclusion; other public indexes unavailable locally,True,generated_before_DFT_outcomes,3,As-Eu,3|As-Eu,3|As,A2BC2_hP5_164_d_a,3|As-Eu
nh-77769f645c067d10,RbSrP,RbSrP,P-Rb-Sr,ABC,6,wbm-1-28376,384,Mg2P2Rb2,-0.161522,3|Mg-P,ABC_tP6_129_a_c_c:Mg-P-Rb,Mg->Sr,near_hull_parent_isovalent_or_chemically_similar_substitution,wbm_step1::wbm-1-28376::Mg->Sr,83b26855df1059fe977fccd125337eddfdd3b2a9a07b646c2310352439bc3101,no_known_public_stability_label_in_available_indexes,WBM_Matbench_formula_exclusion; other public indexes unavailable locally,True,generated_before_DFT_outcomes,3,P-Rb,3|P-Rb,3|P,ABC_tP6_129_a_c,3|P-Rb
nh-3ca02d1f01b23c2e,RbBaP,RbBaP,Ba-P-Rb,ABC,6,wbm-1-28376,384,Mg2P2Rb2,-0.161522,3|Mg-P,ABC_tP6_129_a_c_c:Mg-P-Rb,Mg->Ba,near_hull_parent_isovalent_or_chemically_similar_substitution,wbm_step1::wbm-1-28376::Mg->Ba,e8ee655c360862283195bd7efb6670effb8b1e85fc536317470a4b156bd65b16,no_known_public_stability_label_in_available_indexes,WBM_Matbench_formula_exclusion; other public indexes unavailable locally,True,generated_before_DFT_outcomes,3,Ba-P,3|Ba-P,3|Ba,ABC_tP6_129_a_c,3|Ba-P
nh-40ae2f070c997828,NaBeP,NaBeP,Be-Na-P,ABC,6,wbm-1-28376,384,Mg2P2Rb2,-0.161522,3|Mg-P,ABC_tP6_129_a_c_c:Mg-P-Rb,Mg->Be;Rb->Na,near_hull_parent_isovalent_or_chemically_similar_substitution,wbm_step1::wbm-1-28376::Mg->Be;Rb->Na,643fa16a7edb2e2050d38f24731d8cecd070c96e04584f6007b7822d2ee75031,no_known_public_stability_label_in_available_indexes,WBM_Matbench_formula_exclusion; other public indexes unavailable locally,True,generated_before_DFT_outcomes,3,Be-Na,3|Be-Na,3|Be,ABC_tP6_129_a_c,3|Be-Na
nh-6c9605ea89b13e57,Pr(CoSi)2,Pr(CoSi)2,Co-Pr-Si,AB2C2,10,wbm-1-53669,385,Ir4Pr2Si4,-0.161375,3|Ir-Pr,A2BC2_tP10_129_ac_c_bc:Ir-Pr-Si,Ir->Co,near_hull_parent_isovalent_or_chemically_similar_substitution,wbm_step1::wbm-1-53669::Ir->Co,e257fb5ffa4dd25b27ce39404f96913a468f7baf9fbff8bc779d7f52eb062ccc,no_known_public_stability_label_in_available_indexes,WBM_Matbench_formula_exclusion; other public indexes unavailable locally,True,generated_before_DFT_outcomes,3,Co-Pr,3|Co-Pr,3|Co,A2BC2_tP10_129_ac_c,3|Co-Pr
nh-9b657bf8d6fadd79,Pr(SiRh)2,Pr(SiRh)2,Pr-Rh-Si,AB2C2,10,wbm-1-53669,385,Ir4Pr2Si4,-0.161375,3|Ir-Pr,A2BC2_tP10_129_ac_c_bc:Ir-Pr-Si,Ir->Rh,near_hull_parent_isovalent_or_chemically_similar_substitution,wbm_step1::wbm-1-53669::Ir->Rh,784e02665ffca010841937f14a9c875ef99396dd729387142cb0939a3aa816d7,no_known_public_stability_label_in_available_indexes,WBM_Matbench_formula_exclusion; other public indexes unavailable locally,True,generated_before_DFT_outcomes,3,Pr-Rh,3|Pr-Rh,3|Pr,A2BC2_tP10_129_ac_c,3|Pr-Rh
nh-0d0b85312223e74f,Pr(IrC)2,Pr(IrC)2,C-Ir-Pr,AB2C2,10,wbm-1-53669,385,Ir4Pr2Si4,-0.161375,3|Ir-Pr,A2BC2_tP10_129_ac_c_bc:Ir-Pr-Si,Si->C,near_hull_parent_isovalent_or_chemically_similar_substitution,wbm_step1::wbm-1-53669::Si->C,1e38a5ded48c67d8540eb275b3f1354daf555fe0a60662b74c103e905e72aa2a,no_known_public_stability_label_in_available_indexes,WBM_Matbench_formula_exclusion; other public indexes unavailable locally,True,generated_before_DFT_outcomes,3,C-Ir,3|C-Ir,3|C,A2BC2_tP10_129_ac_c,3|C-Ir
nh-80e629ecdeec9b39,Pr(GeIr)2,Pr(GeIr)2,Ge-Ir-Pr,AB2C2,10,wbm-1-53669,385,Ir4Pr2Si4,-0.161375,3|Ir-Pr,A2BC2_tP10_129_ac_c_bc:Ir-Pr-Si,Si->Ge,near_hull_parent_isovalent_or_chemically_similar_substitution,wbm_step1::wbm-1-53669::Si->Ge,4af0f6b0d56d1b39ecb5eb19eedae49c6e9be8c7837b307e24afe2b9c0330bc4,no_known_public_stability_label_in_available_indexes,WBM_Matbench_formula_exclusion; other public indexes unavailable locally,True,generated_before_DFT_outcomes,3,Ge-Ir,3|Ge-Ir,3|Ge,A2BC2_tP10_129_ac_c,3|Ge-Ir
nh-c87f0b91e7e08453,Pr(SnIr)2,Pr(SnIr)2,Ir-Pr-Sn,AB2C2,10,wbm-1-53669,385,Ir4Pr2Si4,-0.161375,3|Ir-Pr,A2BC2_tP10_129_ac_c_bc:Ir-Pr-Si,Si->Sn,near_hull_parent_isovalent_or_chemically_similar_substitution,wbm_step1::wbm-1-53669::Si->Sn,9a923e2e5f0ed3c97095269d95ba2fd3f9a49924a11052759ba913faefa74fed,no_known_public_stability_label_in_available_indexes,WBM_Matbench_formula_exclusion; other public indexes unavailable locally,True,generated_before_DFT_outcomes,3,Ir-Pr,3|Ir-Pr,3|Ir,A2BC2_tP10_129_ac_c,3|Ir-Pr
nh-6b25112a453115bb,Pr(IrPb)2,Pr(IrPb)2,Ir-Pb-Pr,AB2C2,10,wbm-1-53669,385,Ir4Pr2Si4,-0.161375,3|Ir-Pr,A2BC2_tP10_129_ac_c_bc:Ir-Pr-Si,Si->Pb,near_hull_parent_isovalent_or_chemically_similar_substitution,wbm_step1::wbm-1-53669::Si->Pb,f540dcb7b2150366a88867bb93e97b04cc0099d0058d8deb8718948ded34aa24,no_known_public_stability_label_in_available_indexes,WBM_Matbench_formula_exclusion; other public indexes unavailable locally,True,generated_before_DFT_outcomes,3,Ir-Pb,3|Ir-Pb,3|Ir,A2BC2_tP10_129_ac_c,3|Ir-Pb
nh-d4f336433c1c6bff,Pr(CoC)2,Pr(CoC)2,C-Co-Pr,AB2C2,10,wbm-1-53669,385,Ir4Pr2Si4,-0.161375,3|Ir-Pr,A2BC2_tP10_129_ac_c_bc:Ir-Pr-Si,Ir->Co;Si->C,near_hull_parent_isovalent_or_chemically_similar_substitution,wbm_step1::wbm-1-53669::Ir->Co;Si->C,52644d79c6efba4fa2b8fc84c0cc783e15fb2090ea29c8c6e065d1482e3a28bd,no_known_public_stability_label_in_available_indexes,WBM_Matbench_formula_exclusion; other public indexes unavailable locally,True,generated_before_DFT_outcomes,3,C-Co,3|C-Co,3|C,A2BC2_tP10_129_ac_c,3|C-Co
nh-33f01b35cbfdcbfe,Pr(CoGe)2,Pr(CoGe)2,Co-Ge-Pr,AB2C2,10,wbm-1-53669,385,Ir4Pr2Si4,-0.161375,3|Ir-Pr,A2BC2_tP10_129_ac_c_bc:Ir-Pr-Si,Ir->Co;Si->Ge,near_hull_parent_isovalent_or_chemically_similar_substitution,wbm_step1::wbm-1-53669::Ir->Co;Si->Ge,55cebed9abcd7044fd2977c35cb4386f9e6fa651718e019edb6624aa73b45d93,no_known_public_stability_label_in_available_indexes,WBM_Matbench_formula_exclusion; other public indexes unavailable locally,True,generated_before_DFT_outcomes,3,Co-Ge,3|Co-Ge,3|Co,A2BC2_tP10_129_ac_c,3|Co-Ge
nh-36496aba72eada23,Hf(S2F3)2,Hf(S2F3)2,F-Hf-S,AB4C6,11,wbm-1-50002,387,Cl6Hf1S4,-0.161318,3|Cl-Hf,A6BC4_aP11_2_3i_a_2i:Cl-Hf-S,Cl->F,near_hull_parent_isovalent_or_chemically_similar_substitution,wbm_step1::wbm-1-50002::Cl->F,d731ce2641aaafbb3ce37eb36593e508e68e780cfe1bb0a34bfab405012e9e16,no_known_public_stability_label_in_available_indexes,WBM_Matbench_formula_exclusion; other public indexes unavailable locally,True,generated_before_DFT_outcomes,3,F-Hf,3|F-Hf,3|F,A6BC4_aP11_2_3i_a_2i,3|F-Hf
nh-65368720aaa1eaaa,Hf(S2Br3)2,Hf(S2Br3)2,Br-Hf-S,AB4C6,11,wbm-1-50002,387,Cl6Hf1S4,-0.161318,3|Cl-Hf,A6BC4_aP11_2_3i_a_2i:Cl-Hf-S,Cl->Br,near_hull_parent_isovalent_or_chemically_similar_substitution,wbm_step1::wbm-1-50002::Cl->Br,8f4415baabc703e140e0f613d588246b1159ba1a4decca8eb28db3b09df5cf97,no_known_public_stability_label_in_available_indexes,WBM_Matbench_formula_exclusion; other public indexes unavailable locally,True,generated_before_DFT_outcomes,3,Br-Hf,3|Br-Hf,3|Br,A6BC4_aP11_2_3i_a_2i,3|Br-Hf
nh-7b34b53daba117ff,Hf(S2I3)2,Hf(S2I3)2,Hf-I-S,AB4C6,11,wbm-1-50002,387,Cl6Hf1S4,-0.161318,3|Cl-Hf,A6BC4_aP11_2_3i_a_2i:Cl-Hf-S,Cl->I,near_hull_parent_isovalent_or_chemically_similar_substitution,wbm_step1::wbm-1-50002::Cl->I,d20f5e07ee0e7271a8d35549eb765530b392248a53f993df24331dfc5716bd45,no_known_public_stability_label_in_available_indexes,WBM_Matbench_formula_exclusion; other public indexes unavailable locally,True,generated_before_DFT_outcomes,3,Hf-I,3|Hf-I,3|Hf,A6BC4_aP11_2_3i_a_2i,3|Hf-I
nh-b5a767918f5f76fe,Ti(S2Cl3)2,Ti(S2Cl3)2,Cl-S-Ti,AB4C6,11,wbm-1-50002,387,Cl6Hf1S4,-0.161318,3|Cl-Hf,A6BC4_aP11_2_3i_a_2i:Cl-Hf-S,Hf->Ti,near_hull_parent_isovalent_or_chemically_similar_substitution,wbm_step1::wbm-1-50002::Hf->Ti,4a2bbf2e8f061be81b0d794ddeab4bcfdb1ff780baa02be6a0cd2c5f13792a9e,no_known_public_stability_label_in_available_indexes,WBM_Matbench_formula_exclusion; other public indexes unavailable locally,True,generated_before_DFT_outcomes,3,Cl-S,3|Cl-S,3|Cl,A6BC4_aP11_2_3i_a_2i,3|Cl-S
nh-5a283145f31be7e3,Zr(S2Cl3)2,Zr(S2Cl3)2,Cl-S-Zr,AB4C6,11,wbm-1-50002,387,Cl6Hf1S4,-0.161318,3|Cl-Hf,A6BC4_aP11_2_3i_a_2i:Cl-Hf-S,Hf->Zr,near_hull_parent_isovalent_or_chemically_similar_substitution,wbm_step1::wbm-1-50002::Hf->Zr,af2834b3ce2d7d87f7745c45444cf590a427b3f85b2effb6189d0a88faa3a55c,no_known_public_stability_label_in_available_indexes,WBM_Matbench_formula_exclusion; other public indexes unavailable locally,True,generated_before_DFT_outcomes,3,Cl-S,3|Cl-S,3|Cl,A6BC4_aP11_2_3i_a_2i,3|Cl-S
nh-574668a424ab77e5,Hf(Cl3O2)2,Hf(Cl3O2)2,Cl-Hf-O,AB4C6,11,wbm-1-50002,387,Cl6Hf1S4,-0.161318,3|Cl-Hf,A6BC4_aP11_2_3i_a_2i:Cl-Hf-S,S->O,near_hull_parent_isovalent_or_chemically_similar_substitution,wbm_step1::wbm-1-50002::S->O,9922dda4ef659d793e89a34df1ab670c46c353d9dc099f85b6eff96823b3b1a7,no_known_public_stability_label_in_available_indexes,WBM_Matbench_formula_exclusion; other public indexes unavailable locally,True,generated_before_DFT_outcomes,3,Cl-Hf,3|Cl-Hf,3|Cl,A6BC4_aP11_2_3i_a_2i,3|Cl-Hf
nh-e3141c4835fdf7e9,Hf(Se2Cl3)2,Hf(Se2Cl3)2,Cl-Hf-Se,AB4C6,11,wbm-1-50002,387,Cl6Hf1S4,-0.161318,3|Cl-Hf,A6BC4_aP11_2_3i_a_2i:Cl-Hf-S,S->Se,near_hull_parent_isovalent_or_chemically_similar_substitution,wbm_step1::wbm-1-50002::S->Se,29dc4f600bdd5be0e0df42ca33626033d047c1a0990971a01eba057d3f5c5f36,no_known_public_stability_label_in_available_indexes,WBM_Matbench_formula_exclusion; other public indexes unavailable locally,True,generated_before_DFT_outcomes,3,Cl-Hf,3|Cl-Hf,3|Cl,A6BC4_aP11_2_3i_a_2i,3|Cl-Hf
nh-ac5283db6ee49b18,Hf(Te2Cl3)2,Hf(Te2Cl3)2,Cl-Hf-Te,AB4C6,11,wbm-1-50002,387,Cl6Hf1S4,-0.161318,3|Cl-Hf,A6BC4_aP11_2_3i_a_2i:Cl-Hf-S,S->Te,near_hull_parent_isovalent_or_chemically_similar_substitution,wbm_step1::wbm-1-50002::S->Te,895136de5b3dd341f32e01b1f6231f7cee4e024a6760b1d7d9194853d7c8854e,no_known_public_stability_label_in_available_indexes,WBM_Matbench_formula_exclusion; other public indexes unavailable locally,True,generated_before_DFT_outcomes,3,Cl-Hf,3|Cl-Hf,3|Cl,A6BC4_aP11_2_3i_a_2i,3|Cl-Hf
nh-0db0984aa1a46fe6,Zn(ReO4)2,Zn(ReO4)2,O-Re-Zn,AB2C8,11,wbm-1-43499,388,Cd1O8Re2,-0.161063,3|Cd-O,AB8C2_hP11_164_a_di_d:Cd-O-Re,Cd->Zn,near_hull_parent_isovalent_or_chemically_similar_substitution,wbm_step1::wbm-1-43499::Cd->Zn,aa5d03020e2b8287e7a81b2cc8814192a95151aa3ee42f42b1957ecd5389dbf3,no_known_public_stability_label_in_available_indexes,WBM_Matbench_formula_exclusion; other public indexes unavailable locally,True,generated_before_DFT_outcomes,3,O-Re,3|O-Re,3|O,AB8C2_hP11_164_a_di,3|O-Re
nh-6249b3299846b0e9,Cd(ReS4)2,Cd(ReS4)2,Cd-Re-S,AB2C8,11,wbm-1-43499,388,Cd1O8Re2,-0.161063,3|Cd-O,AB8C2_hP11_164_a_di_d:Cd-O-Re,O->S,near_hull_parent_isovalent_or_chemically_similar_substitution,wbm_step1::wbm-1-43499::O->S,4bc04e18c22f8b3f605feb811ca1b314cd437bb02425ff81f3fc9780791f81b1,no_known_public_stability_label_in_available_indexes,WBM_Matbench_formula_exclusion; other public indexes unavailable locally,True,generated_before_DFT_outcomes,3,Cd-Re,3|Cd-Re,3|Cd,AB8C2_hP11_164_a_di,3|Cd-Re
nh-d2384604ddbdf16f,Cd(ReSe4)2,Cd(ReSe4)2,Cd-Re-Se,AB2C8,11,wbm-1-43499,388,Cd1O8Re2,-0.161063,3|Cd-O,AB8C2_hP11_164_a_di_d:Cd-O-Re,O->Se,near_hull_parent_isovalent_or_chemically_similar_substitution,wbm_step1::wbm-1-43499::O->Se,2b586a1242531e5dd8b5584240c8ff270e1b13a3d77b5197c99fe4717e6fb43f,no_known_public_stability_label_in_available_indexes,WBM_Matbench_formula_exclusion; other public indexes unavailable locally,True,generated_before_DFT_outcomes,3,Cd-Re,3|Cd-Re,3|Cd,AB8C2_hP11_164_a_di,3|Cd-Re
nh-56d6ea438c16466d,Cd(ReTe4)2,Cd(ReTe4)2,Cd-Re-Te,AB2C8,11,wbm-1-43499,388,Cd1O8Re2,-0.161063,3|Cd-O,AB8C2_hP11_164_a_di_d:Cd-O-Re,O->Te,near_hull_parent_isovalent_or_chemically_similar_substitution,wbm_step1::wbm-1-43499::O->Te,dea1557e11e1e5cc36760e5dac3760a25ef0d1af3e8b08fbaa1df4db90210aaa,no_known_public_stability_label_in_available_indexes,WBM_Matbench_formula_exclusion; other public indexes unavailable locally,True,generated_before_DFT_outcomes,3,Cd-Re,3|Cd-Re,3|Cd,AB8C2_hP11_164_a_di,3|Cd-Re
