parent_material_id,candidate_id,status,reason
wbm-1-30806,,rejected_internal_duplicate,EuP3W
wbm-1-30806,,rejected_internal_duplicate,EuAs3W
wbm-1-30806,,rejected_internal_duplicate,EuSb3W
wbm-1-30806,,rejected_internal_duplicate,EuBi3W
wbm-1-30806,,rejected_internal_duplicate,EuCrN3
wbm-1-30806,,rejected_public_wbm_formula_match,EuMoN3
wbm-1-30806,,rejected_internal_duplicate,EuCrP3
wbm-1-30806,,rejected_internal_duplicate,EuMoP3
wbm-1-30806,,rejected_internal_duplicate,EuCrAs3
wbm-1-30806,,rejected_internal_duplicate,EuMoAs3
wbm-1-30941,,rejected_internal_duplicate,EuCrN3
wbm-1-30941,,rejected_internal_duplicate,EuWN3
wbm-1-30941,,rejected_internal_duplicate,EuMoP3
wbm-1-30941,,rejected_internal_duplicate,EuMoAs3
wbm-1-30941,,rejected_internal_duplicate,EuSb3Mo
wbm-1-30941,,rejected_internal_duplicate,EuBi3Mo
wbm-1-30941,,rejected_internal_duplicate,EuCrP3
wbm-1-30941,,rejected_internal_duplicate,EuCrAs3
wbm-1-30941,,rejected_internal_duplicate,EuP3W
wbm-1-30941,,rejected_internal_duplicate,EuAs3W
wbm-1-3524,,rejected_public_wbm_formula_match,Ba2IN
wbm-1-3524,,rejected_internal_duplicate,Ba2PI
wbm-1-3524,,rejected_internal_duplicate,Ba2SbI
wbm-1-3524,,rejected_public_wbm_formula_match,Ba2BiI
wbm-1-3524,,rejected_internal_duplicate,Sr2AsI
wbm-1-53875,,rejected_internal_duplicate,Sr(SiRu)2
wbm-1-53875,,rejected_internal_duplicate,Ca(SiOs)2
wbm-1-35258,,rejected_internal_duplicate,Rb2NiF6
wbm-1-35258,,rejected_internal_duplicate,Rb2NiCl6
wbm-1-35258,,rejected_internal_duplicate,Rb2NiI6
wbm-1-35258,,rejected_internal_duplicate,Rb2PdBr6
wbm-1-35258,,rejected_internal_duplicate,Li2NiBr6
wbm-1-35258,,rejected_internal_duplicate,K2NiBr6
wbm-1-35258,,rejected_internal_duplicate,Cs2NiBr6
wbm-1-35258,,rejected_internal_duplicate,Rb2PdF6
wbm-1-35258,,rejected_internal_duplicate,Rb2PtF6
wbm-1-35258,,rejected_internal_duplicate,Rb2PdCl6
wbm-1-35258,,rejected_internal_duplicate,Rb2PtCl6
wbm-1-35258,,rejected_internal_duplicate,Li2NiF6
wbm-1-35258,,rejected_internal_duplicate,Na2NiF6
wbm-1-35258,,rejected_internal_duplicate,Li2NiCl6
wbm-1-35258,,rejected_internal_duplicate,Na2NiCl6
wbm-1-35258,,rejected_internal_duplicate,Li2PtBr6
wbm-1-35258,,rejected_internal_duplicate,Na2PtBr6
wbm-1-45274,,rejected_internal_duplicate,Rb4ZnN2
wbm-1-45274,,rejected_internal_duplicate,Rb4ZnAs2
wbm-1-45274,,rejected_internal_duplicate,Rb4ZnSb2
wbm-1-45274,,rejected_internal_duplicate,Rb4ZnBi2
wbm-1-45274,,rejected_internal_duplicate,Cs4ZnP2
wbm-1-45274,,rejected_internal_duplicate,Li4ZnN2
wbm-1-45274,,rejected_internal_duplicate,Na4ZnN2
wbm-1-45274,,rejected_internal_duplicate,Li4ZnAs2
wbm-1-45274,,rejected_internal_duplicate,Na4ZnAs2
wbm-1-45274,,rejected_internal_duplicate,Rb4CdAs2
wbm-1-35520,,rejected_public_wbm_formula_match,GdNiSn
wbm-1-35520,,rejected_public_wbm_formula_match,GdGePd
wbm-1-35520,,rejected_public_wbm_formula_match,GdGePt
wbm-1-30834,,rejected_internal_duplicate,GdP3W
wbm-1-30834,,rejected_internal_duplicate,GdAs3W
wbm-1-30834,,rejected_internal_duplicate,GdSb3W
wbm-1-30834,,rejected_internal_duplicate,GdBi3W
wbm-1-30834,,rejected_internal_duplicate,GdCrN3
wbm-1-30834,,rejected_public_wbm_formula_match,GdMoN3
wbm-1-30834,,rejected_internal_duplicate,GdCrP3
wbm-1-30834,,rejected_internal_duplicate,GdMoP3
wbm-1-30834,,rejected_internal_duplicate,GdCrAs3
wbm-1-30834,,rejected_internal_duplicate,GdMoAs3
wbm-1-28399,,rejected_public_wbm_formula_match,BePt
wbm-1-28399,,rejected_public_wbm_formula_match,CaPt
wbm-1-28399,,rejected_internal_duplicate,SrPt
wbm-1-28399,,rejected_public_wbm_formula_match,BaPt
wbm-1-28399,,rejected_public_wbm_formula_match,MgNi
wbm-1-28399,,rejected_public_wbm_formula_match,MgPd
wbm-1-28399,,rejected_internal_duplicate,BeNi
wbm-1-28399,,rejected_internal_duplicate,BePd
wbm-1-28399,,rejected_public_wbm_formula_match,CaNi
wbm-1-28399,,rejected_internal_duplicate,CaPd
wbm-1-52773,,rejected_public_wbm_formula_match,ScSe3
wbm-1-52773,,rejected_public_wbm_formula_match,LaSe3
wbm-1-52773,,rejected_public_wbm_formula_match,LuSe3
wbm-1-52773,,rejected_public_wbm_formula_match,LaS3
wbm-1-22614,,rejected_public_wbm_formula_match,Cs2Pt3
wbm-1-22614,,rejected_public_wbm_formula_match,K2Ni3
wbm-1-22614,,rejected_public_wbm_formula_match,K2Pd3
wbm-1-31676,,rejected_internal_duplicate,BeRhN
wbm-1-31676,,rejected_internal_duplicate,MgRhN
wbm-1-31676,,rejected_internal_duplicate,SrRhN
wbm-1-31676,,rejected_internal_duplicate,BaRhN
wbm-1-31676,,rejected_public_wbm_formula_match,CaPRh
wbm-1-31676,,rejected_public_wbm_formula_match,CaCoN
wbm-1-31676,,rejected_public_wbm_formula_match,CaIrN
wbm-1-31676,,rejected_internal_duplicate,BePRh
wbm-1-31676,,rejected_internal_duplicate,BeAsRh
wbm-1-31676,,rejected_public_wbm_formula_match,MgPRh
wbm-1-42715,,rejected_public_wbm_formula_match,Cd(NiO2)3
wbm-1-31704,,rejected_internal_duplicate,Sm2NF2
wbm-1-31704,,rejected_internal_duplicate,Sm2Br2N
wbm-1-31704,,rejected_internal_duplicate,Sm2I2N
wbm-1-31704,,rejected_internal_duplicate,Sm2PCl2
wbm-1-31704,,rejected_internal_duplicate,Sm2AsCl2
wbm-1-31704,,rejected_internal_duplicate,Sm2PF2
wbm-1-31704,,rejected_internal_duplicate,Sm2AsF2
wbm-1-31704,,rejected_internal_duplicate,Sm2PBr2
wbm-1-31704,,rejected_internal_duplicate,Sm2AsBr2
wbm-1-60644,,rejected_internal_duplicate,RbZnN
wbm-1-60644,,rejected_internal_duplicate,RbZnSb
wbm-1-60644,,rejected_internal_duplicate,RbZnBi
wbm-1-60644,,rejected_internal_duplicate,LiZnAs
wbm-1-60644,,rejected_internal_duplicate,NaZnAs
wbm-1-60644,,rejected_internal_duplicate,KZnAs
wbm-1-60644,,rejected_internal_duplicate,LiZnN
wbm-1-60644,,rejected_internal_duplicate,NaZnN
wbm-1-60644,,rejected_internal_duplicate,LiZnP
wbm-1-60644,,rejected_internal_duplicate,NaZnP
wbm-1-60644,,rejected_internal_duplicate,LiCdAs
wbm-1-60644,,rejected_internal_duplicate,NaCdAs
wbm-1-33229,,rejected_internal_duplicate,NaCuI4
wbm-1-33229,,rejected_internal_duplicate,NaAuF4
wbm-1-33229,,rejected_internal_duplicate,NaAuCl4
wbm-1-33229,,rejected_internal_duplicate,NaAuBr4
wbm-1-33229,,rejected_internal_duplicate,NaCuF4
wbm-1-33229,,rejected_internal_duplicate,NaCuCl4
wbm-1-33229,,rejected_internal_duplicate,NaAgF4
wbm-1-33229,,rejected_internal_duplicate,NaAgCl4
wbm-1-33229,,rejected_internal_duplicate,KCuI4
wbm-1-30968,,rejected_internal_duplicate,TbCrN3
wbm-1-30968,,rejected_internal_duplicate,TbMoP3
wbm-1-30968,,rejected_internal_duplicate,TbCrP3
wbm-1-30968,,rejected_internal_duplicate,TbP3W
wbm-1-30968,,rejected_internal_duplicate,TbAs3W
wbm-1-43874,,rejected_internal_duplicate,TbOF
wbm-1-43874,,rejected_internal_duplicate,TbClO
wbm-1-43874,,rejected_internal_duplicate,TbSF
wbm-1-43874,,rejected_internal_duplicate,TbSeF
wbm-1-44327,,rejected_public_wbm_formula_match,CeClO
wbm-1-30939,,rejected_internal_duplicate,EuCrN3
wbm-1-30939,,rejected_internal_duplicate,EuWN3
wbm-1-30939,,rejected_internal_duplicate,EuMoP3
wbm-1-30939,,rejected_internal_duplicate,EuMoAs3
wbm-1-30939,,rejected_internal_duplicate,EuSb3Mo
wbm-1-30939,,rejected_internal_duplicate,EuBi3Mo
wbm-1-30939,,rejected_internal_duplicate,EuCrP3
wbm-1-30939,,rejected_internal_duplicate,EuCrAs3
wbm-1-30939,,rejected_internal_duplicate,EuP3W
wbm-1-30939,,rejected_internal_duplicate,EuAs3W
wbm-1-6280,,rejected_internal_duplicate,PdF3
wbm-1-6280,,rejected_internal_duplicate,PdI3
wbm-1-6280,,rejected_internal_duplicate,NiBr3
wbm-1-6280,,rejected_internal_duplicate,NiF3
wbm-1-6280,,rejected_internal_duplicate,PtF3
wbm-1-6280,,rejected_internal_duplicate,NiCl3
wbm-1-6280,,rejected_internal_duplicate,PtCl3
wbm-1-50399,,rejected_public_wbm_formula_match,CuS
wbm-1-50399,,rejected_public_wbm_formula_match,AgS
wbm-1-50399,,rejected_public_wbm_formula_match,AuO
wbm-1-50399,,rejected_public_wbm_formula_match,AuSe
wbm-1-50399,,rejected_public_wbm_formula_match,CuO
wbm-1-50399,,rejected_public_wbm_formula_match,CuSe
wbm-1-50399,,rejected_public_wbm_formula_match,AgSe
wbm-1-31240,,rejected_internal_duplicate,TbP3W
wbm-1-31240,,rejected_internal_duplicate,TbAs3W
wbm-1-31240,,rejected_internal_duplicate,TbSb3W
wbm-1-31240,,rejected_internal_duplicate,TbBi3W
wbm-1-31240,,rejected_internal_duplicate,TbCrN3
wbm-1-31240,,rejected_internal_duplicate,TbMoN3
wbm-1-31240,,rejected_internal_duplicate,TbCrP3
wbm-1-31240,,rejected_internal_duplicate,TbMoP3
wbm-1-31240,,rejected_internal_duplicate,TbCrAs3
wbm-1-31240,,rejected_internal_duplicate,TbMoAs3
wbm-1-49272,,rejected_internal_duplicate,LiScS2
wbm-1-49272,,rejected_internal_duplicate,NaScS2
wbm-1-49272,,rejected_internal_duplicate,CsScS2
wbm-1-49272,,rejected_public_wbm_formula_match,RbScSe2
wbm-1-49272,,rejected_public_wbm_formula_match,RbScTe2
wbm-1-49272,,rejected_internal_duplicate,RbYS2
wbm-1-49272,,rejected_internal_duplicate,LiScO2
wbm-1-49272,,rejected_public_wbm_formula_match,LiScSe2
wbm-1-49272,,rejected_internal_duplicate,NaScO2
wbm-1-49272,,rejected_internal_duplicate,NaScSe2
wbm-1-49272,,rejected_internal_duplicate,LiYS2
wbm-1-49272,,rejected_internal_duplicate,LiLaS2
wbm-1-49272,,rejected_internal_duplicate,NaLaS2
wbm-1-49272,,rejected_internal_duplicate,RbYO2
wbm-1-49272,,rejected_internal_duplicate,RbYSe2
wbm-1-49272,,rejected_internal_duplicate,RbLaSe2
wbm-1-3437,,rejected_public_wbm_formula_match,Sb4Te3
wbm-1-3437,,rejected_public_wbm_formula_match,As4Se3
wbm-1-45526,,rejected_public_wbm_formula_match,CeNiP
wbm-1-45526,,rejected_public_wbm_formula_match,CePPd
wbm-1-37185,,rejected_public_wbm_formula_match,KTbTe2
wbm-1-45480,,rejected_internal_duplicate,Tm2PF2
wbm-1-45480,,rejected_internal_duplicate,Tm2PCl2
wbm-1-45480,,rejected_internal_duplicate,Tm2NF2
wbm-1-15631,,rejected_public_wbm_formula_match,Cs2CuF6
wbm-1-15631,,rejected_internal_duplicate,Li2AuF6
wbm-1-15631,,rejected_internal_duplicate,Na2AuF6
wbm-1-15631,,rejected_internal_duplicate,K2AuF6
wbm-1-15631,,rejected_internal_duplicate,Li2CuF6
wbm-1-15631,,rejected_internal_duplicate,Na2CuF6
wbm-1-15631,,rejected_internal_duplicate,Li2AgF6
wbm-1-15631,,rejected_internal_duplicate,Na2AgF6
wbm-1-23077,,rejected_public_wbm_formula_match,LiScSe2
wbm-1-23077,,rejected_public_wbm_formula_match,NaScSe2
wbm-1-23077,,rejected_public_wbm_formula_match,RbScSe2
wbm-1-23077,,rejected_public_wbm_formula_match,CsScSe2
wbm-1-23077,,rejected_internal_duplicate,KYSe2
wbm-1-23077,,rejected_public_wbm_formula_match,KLaSe2
wbm-1-23077,,rejected_public_wbm_formula_match,KLuSe2
wbm-1-23077,,rejected_internal_duplicate,KScO2
wbm-1-23077,,rejected_internal_duplicate,KScS2
wbm-1-23077,,rejected_public_wbm_formula_match,KScTe2
wbm-1-23077,,rejected_internal_duplicate,LiYSe2
wbm-1-23077,,rejected_internal_duplicate,LiLaSe2
wbm-1-23077,,rejected_internal_duplicate,NaYSe2
wbm-1-23077,,rejected_internal_duplicate,NaLaSe2
wbm-1-23077,,rejected_internal_duplicate,LiScO2
wbm-1-23077,,rejected_internal_duplicate,LiScS2
wbm-1-23077,,rejected_internal_duplicate,NaScO2
wbm-1-23077,,rejected_internal_duplicate,NaScS2
wbm-1-23077,,rejected_internal_duplicate,KYO2
wbm-1-23077,,rejected_internal_duplicate,KYS2
wbm-1-23077,,rejected_internal_duplicate,KLaO2
wbm-1-23077,,rejected_internal_duplicate,KLaS2
wbm-1-10636,,rejected_internal_duplicate,Li2IrCl6
wbm-1-10636,,rejected_internal_duplicate,Na2IrCl6
wbm-1-60643,,rejected_internal_duplicate,RbZnN
wbm-1-60643,,rejected_internal_duplicate,RbZnP
wbm-1-60643,,rejected_internal_duplicate,RbZnSb
wbm-1-60643,,rejected_internal_duplicate,RbZnBi
wbm-1-60643,,rejected_internal_duplicate,LiZnAs
wbm-1-60643,,rejected_internal_duplicate,NaZnAs
wbm-1-60643,,rejected_internal_duplicate,KZnAs
wbm-1-60643,,rejected_internal_duplicate,CsZnAs
wbm-1-60643,,rejected_internal_duplicate,RbCdAs
wbm-1-60643,,rejected_internal_duplicate,LiZnN
wbm-1-60643,,rejected_internal_duplicate,NaZnN
wbm-1-60643,,rejected_internal_duplicate,LiZnP
wbm-1-60643,,rejected_internal_duplicate,NaZnP
wbm-1-60643,,rejected_internal_duplicate,RbCdN
wbm-1-60643,,rejected_internal_duplicate,RbCdP
wbm-1-60643,,rejected_internal_duplicate,LiCdAs
wbm-1-60643,,rejected_internal_duplicate,NaCdAs
wbm-1-30849,,rejected_public_wbm_formula_match,HoMoN3
wbm-1-30724,,rejected_internal_duplicate,CeReP3
wbm-1-30724,,rejected_internal_duplicate,CeReAs3
wbm-1-30724,,rejected_internal_duplicate,CeReSb3
wbm-1-30724,,rejected_internal_duplicate,CeReBi3
wbm-1-30724,,rejected_internal_duplicate,CeMnP3
wbm-1-30724,,rejected_internal_duplicate,CeMnAs3
wbm-1-16186,,rejected_internal_duplicate,BePdF6
wbm-1-16186,,rejected_internal_duplicate,MgPdF6
wbm-1-16186,,rejected_internal_duplicate,CaPdF6
wbm-1-16186,,rejected_internal_duplicate,SrPdF6
wbm-1-16186,,rejected_internal_duplicate,BaPdCl6
wbm-1-16186,,rejected_internal_duplicate,BaPdBr6
wbm-1-16186,,rejected_internal_duplicate,BaPdI6
wbm-1-16186,,rejected_internal_duplicate,BaNiF6
wbm-1-16186,,rejected_internal_duplicate,BaPtF6
wbm-1-16186,,rejected_internal_duplicate,BePtF6
wbm-1-16186,,rejected_internal_duplicate,MgPtF6
wbm-1-16186,,rejected_internal_duplicate,BaPtCl6
wbm-1-50932,,rejected_public_wbm_formula_match,Cs3Cu3Sb2
wbm-1-50932,,rejected_internal_duplicate,Cs3Ag3Sb2
wbm-1-50932,,rejected_internal_duplicate,Rb3Sb2Au3
wbm-1-50932,,rejected_internal_duplicate,Cs3As2Au3
wbm-1-30928,,rejected_internal_duplicate,CeCrN3
wbm-1-30928,,rejected_internal_duplicate,CeWN3
wbm-1-30928,,rejected_internal_duplicate,CeMoP3
wbm-1-30928,,rejected_internal_duplicate,CeMoAs3
wbm-1-30928,,rejected_internal_duplicate,CeSb3Mo
wbm-1-30928,,rejected_internal_duplicate,CeBi3Mo
wbm-1-30928,,rejected_internal_duplicate,CeCrP3
wbm-1-30928,,rejected_internal_duplicate,CeCrAs3
wbm-1-30928,,rejected_internal_duplicate,CeP3W
wbm-1-30928,,rejected_internal_duplicate,CeAs3W
wbm-1-32901,,rejected_internal_duplicate,KRb2AlP2
wbm-1-32901,,rejected_internal_duplicate,CsRb2AlP2
wbm-1-32901,,rejected_internal_duplicate,Rb2NaAlN2
wbm-1-32901,,rejected_internal_duplicate,Rb2NaAlSb2
wbm-1-32901,,rejected_internal_duplicate,Rb2NaAlBi2
wbm-1-30965,,rejected_internal_duplicate,SmCrN3
wbm-1-30965,,rejected_internal_duplicate,SmWN3
wbm-1-30965,,rejected_internal_duplicate,SmMoP3
wbm-1-30965,,rejected_internal_duplicate,SmMoAs3
wbm-1-30965,,rejected_internal_duplicate,SmSb3Mo
wbm-1-30965,,rejected_internal_duplicate,SmBi3Mo
wbm-1-30965,,rejected_internal_duplicate,SmCrP3
wbm-1-30965,,rejected_internal_duplicate,SmCrAs3
wbm-1-30965,,rejected_internal_duplicate,SmP3W
wbm-1-30965,,rejected_internal_duplicate,SmAs3W
wbm-1-46435,,rejected_internal_duplicate,TiRhN
wbm-1-46435,,rejected_internal_duplicate,TiAsRh
wbm-1-46435,,rejected_internal_duplicate,TiSbRh
wbm-1-46435,,rejected_internal_duplicate,TiBiRh
wbm-1-46435,,rejected_internal_duplicate,TiCoP
wbm-1-46435,,rejected_internal_duplicate,TiPIr
wbm-1-46435,,rejected_internal_duplicate,ZrPRh
wbm-1-46435,,rejected_public_wbm_formula_match,HfPRh
wbm-1-46435,,rejected_internal_duplicate,TiCoN
wbm-1-46435,,rejected_internal_duplicate,TiIrN
wbm-1-46435,,rejected_internal_duplicate,TiCoAs
wbm-1-46435,,rejected_internal_duplicate,TiAsIr
wbm-1-46435,,rejected_internal_duplicate,ZrRhN
wbm-1-46435,,rejected_internal_duplicate,HfRhN
wbm-1-46435,,rejected_internal_duplicate,HfAsRh
wbm-1-46435,,rejected_internal_duplicate,ZrCoP
wbm-1-46435,,rejected_internal_duplicate,ZrPIr
wbm-1-46435,,rejected_internal_duplicate,HfPIr
wbm-1-49566,,rejected_internal_duplicate,RbZrCuO3
wbm-1-10169,,rejected_internal_duplicate,NiF3
wbm-1-10169,,rejected_internal_duplicate,NiBr3
wbm-1-10169,,rejected_internal_duplicate,PdCl3
wbm-1-10169,,rejected_internal_duplicate,PtCl3
wbm-1-10169,,rejected_internal_duplicate,PdF3
wbm-1-10169,,rejected_internal_duplicate,PtF3
wbm-1-10169,,rejected_internal_duplicate,PdBr3
wbm-1-10169,,rejected_internal_duplicate,PtBr3
wbm-1-45167,,rejected_internal_duplicate,Rb3Au3N2
wbm-1-45167,,rejected_internal_duplicate,Rb3Sb2Au3
wbm-1-45167,,rejected_internal_duplicate,Rb3Bi2Au3
wbm-1-45167,,rejected_internal_duplicate,Cs3P2Au3
wbm-1-45167,,rejected_internal_duplicate,Rb3Cu3As2
wbm-1-47102,,rejected_internal_duplicate,ScSbPd
wbm-1-47102,,rejected_internal_duplicate,YSbPd
wbm-1-47102,,rejected_internal_duplicate,LaSbPd
wbm-1-47102,,rejected_internal_duplicate,LuSbPt
wbm-1-47102,,rejected_public_wbm_formula_match,LuPPd
wbm-1-47102,,rejected_internal_duplicate,ScNiSb
wbm-1-47102,,rejected_internal_duplicate,ScSbPt
wbm-1-47102,,rejected_internal_duplicate,YNiSb
wbm-1-47102,,rejected_internal_duplicate,YSbPt
wbm-1-39369,,rejected_public_wbm_formula_match,BaNiO3
wbm-1-52873,,rejected_internal_duplicate,Pt(Se3F)2
wbm-1-52873,,rejected_internal_duplicate,Pd(Se3Br)2
wbm-1-52873,,rejected_internal_duplicate,Pt(S3Br)2
wbm-1-52873,,rejected_internal_duplicate,Ni(Se3F)2
wbm-1-52873,,rejected_internal_duplicate,Pd(Se3F)2
wbm-1-52873,,rejected_internal_duplicate,Ni(Se3Cl)2
wbm-1-52335,,rejected_internal_duplicate,LiLaSe2
wbm-1-52335,,rejected_internal_duplicate,NaLaSe2
wbm-1-52335,,rejected_public_wbm_formula_match,KLaSe2
wbm-1-52335,,rejected_internal_duplicate,RbLaSe2
wbm-1-52335,,rejected_public_wbm_formula_match,CsScSe2
wbm-1-52335,,rejected_internal_duplicate,CsYSe2
wbm-1-52335,,rejected_public_wbm_formula_match,CsLuSe2
wbm-1-52335,,rejected_public_wbm_formula_match,CsLaO2
wbm-1-52335,,rejected_public_wbm_formula_match,CsLaTe2
wbm-1-52335,,rejected_public_wbm_formula_match,LiScSe2
wbm-1-52335,,rejected_internal_duplicate,LiYSe2
wbm-1-52335,,rejected_public_wbm_formula_match,NaScSe2
wbm-1-52335,,rejected_internal_duplicate,NaYSe2
wbm-1-52335,,rejected_internal_duplicate,LiLaO2
wbm-1-52335,,rejected_internal_duplicate,LiLaS2
wbm-1-52335,,rejected_internal_duplicate,NaLaO2
wbm-1-52335,,rejected_internal_duplicate,NaLaS2
wbm-1-52335,,rejected_internal_duplicate,CsScS2
wbm-1-30944,,rejected_internal_duplicate,GdCrN3
wbm-1-30944,,rejected_internal_duplicate,GdWN3
wbm-1-30944,,rejected_internal_duplicate,GdMoP3
wbm-1-30944,,rejected_internal_duplicate,GdMoAs3
wbm-1-30944,,rejected_internal_duplicate,GdSb3Mo
wbm-1-30944,,rejected_internal_duplicate,GdBi3Mo
wbm-1-30944,,rejected_internal_duplicate,GdCrP3
wbm-1-30944,,rejected_internal_duplicate,GdCrAs3
wbm-1-30944,,rejected_internal_duplicate,GdP3W
wbm-1-30944,,rejected_internal_duplicate,GdAs3W
wbm-1-19045,,rejected_public_wbm_formula_match,CaGaPt
wbm-1-19045,,rejected_public_wbm_formula_match,BaGaPt
wbm-1-16374,,rejected_internal_duplicate,YbSnCl6
wbm-1-16374,,rejected_internal_duplicate,YbSnBr6
wbm-1-16374,,rejected_internal_duplicate,YbSnI6
wbm-1-16374,,rejected_internal_duplicate,YbCF6
wbm-1-16374,,rejected_internal_duplicate,YbSiF6
wbm-1-16374,,rejected_internal_duplicate,YbGeF6
wbm-1-16374,,rejected_internal_duplicate,YbPbF6
wbm-1-16374,,rejected_internal_duplicate,YbCCl6
wbm-1-31587,,rejected_internal_duplicate,Yb3PN
wbm-1-31587,,rejected_internal_duplicate,Yb3SbN
wbm-1-31587,,rejected_internal_duplicate,Yb3BiN
wbm-1-31587,,rejected_internal_duplicate,Yb3AsP
wbm-1-31587,,rejected_internal_duplicate,Yb3SbAs
wbm-1-31587,,rejected_internal_duplicate,Yb3BiAs
wbm-1-31587,,rejected_internal_duplicate,Yb3SbP
wbm-1-31587,,rejected_internal_duplicate,Yb3SbP
wbm-1-16794,,rejected_internal_duplicate,TmSCl
wbm-1-16794,,rejected_internal_duplicate,TmSBr
wbm-1-16794,,rejected_internal_duplicate,TmSI
wbm-1-16794,,rejected_internal_duplicate,TmOF
wbm-1-16794,,rejected_internal_duplicate,TmSeF
wbm-1-16794,,rejected_internal_duplicate,TmTeF
wbm-1-16794,,rejected_internal_duplicate,TmClO
wbm-1-16794,,rejected_internal_duplicate,TmSeCl
wbm-1-48663,,rejected_public_wbm_formula_match,CuS2
wbm-1-48663,,rejected_public_wbm_formula_match,AgS2
wbm-1-48663,,rejected_internal_duplicate,AuO2
wbm-1-48663,,rejected_public_wbm_formula_match,AuSe2
wbm-1-48663,,rejected_internal_duplicate,Te2Au
wbm-1-48663,,rejected_internal_duplicate,CuO2
wbm-1-48663,,rejected_public_wbm_formula_match,CuSe2
wbm-1-48663,,rejected_internal_duplicate,AgO2
wbm-1-48663,,rejected_public_wbm_formula_match,AgSe2
wbm-1-49828,,rejected_internal_duplicate,K2SnS3
wbm-1-49828,,rejected_internal_duplicate,Cs2SiS3
wbm-1-49828,,rejected_public_wbm_formula_match,Cs2GeS3
wbm-1-22664,,rejected_internal_duplicate,Li2TiSe3
wbm-1-22664,,rejected_internal_duplicate,Na2TiSe3
wbm-1-22664,,rejected_internal_duplicate,Rb2TiSe3
wbm-1-22664,,rejected_internal_duplicate,Cs2TiSe3
wbm-1-22664,,rejected_internal_duplicate,K2TiO3
wbm-1-22664,,rejected_internal_duplicate,K2TiS3
wbm-1-22664,,rejected_internal_duplicate,K2ZrSe3
wbm-1-22664,,rejected_internal_duplicate,K2HfSe3
wbm-1-22664,,rejected_internal_duplicate,Li2TiO3
wbm-1-22664,,rejected_internal_duplicate,Li2TiS3
wbm-1-22664,,rejected_internal_duplicate,Na2TiO3
wbm-1-22664,,rejected_internal_duplicate,Na2TiS3
wbm-1-22664,,rejected_internal_duplicate,Li2ZrSe3
wbm-1-22664,,rejected_internal_duplicate,Li2HfSe3
wbm-1-22664,,rejected_internal_duplicate,Na2ZrSe3
wbm-1-22664,,rejected_internal_duplicate,Na2HfSe3
wbm-1-22664,,rejected_internal_duplicate,K2ZrO3
wbm-1-22664,,rejected_internal_duplicate,K2HfO3
wbm-1-22664,,rejected_internal_duplicate,K2ZrS3
wbm-1-22664,,rejected_internal_duplicate,K2HfS3
wbm-1-51989,,rejected_internal_duplicate,ScPtN
wbm-1-51989,,rejected_internal_duplicate,ScPPt
wbm-1-51989,,rejected_internal_duplicate,ScAsPt
wbm-1-51989,,rejected_internal_duplicate,ScSbPt
wbm-1-51989,,rejected_internal_duplicate,LaBiPt
wbm-1-51989,,rejected_internal_duplicate,ScPdN
wbm-1-51989,,rejected_internal_duplicate,ScPPd
wbm-1-51989,,rejected_internal_duplicate,YPtN
wbm-1-51989,,rejected_internal_duplicate,LaPtN
wbm-1-51989,,rejected_internal_duplicate,YPPt
wbm-1-51989,,rejected_public_wbm_formula_match,LaPPt
wbm-1-54037,,rejected_public_wbm_formula_match,Ca2CuSi3
wbm-1-54037,,rejected_internal_duplicate,Sr2Si3Au
wbm-1-9055,,rejected_internal_duplicate,CsBeSb
wbm-1-9055,,rejected_public_wbm_formula_match,CsMgSb
wbm-1-9055,,rejected_internal_duplicate,CsSrSb
wbm-1-9055,,rejected_internal_duplicate,CsBaSb
wbm-1-9055,,rejected_internal_duplicate,RbCaSb
wbm-1-9055,,rejected_internal_duplicate,CsCaN
wbm-1-9055,,rejected_internal_duplicate,CsCaP
wbm-1-9055,,rejected_internal_duplicate,CsCaAs
wbm-1-9055,,rejected_internal_duplicate,CsCaBi
wbm-1-9055,,rejected_internal_duplicate,LiBeSb
wbm-1-9055,,rejected_internal_duplicate,NaBeSb
wbm-1-9055,,rejected_public_wbm_formula_match,LiMgSb
wbm-1-9055,,rejected_internal_duplicate,NaMgSb
wbm-1-9055,,rejected_internal_duplicate,CsBeN
wbm-1-9055,,rejected_internal_duplicate,CsBeP
wbm-1-9055,,rejected_internal_duplicate,CsMgN
wbm-1-9055,,rejected_public_wbm_formula_match,CsMgP
wbm-1-9055,,rejected_internal_duplicate,LiCaP
wbm-1-9055,,rejected_internal_duplicate,NaCaN
wbm-1-9055,,rejected_internal_duplicate,NaCaP
wbm-1-49672,,rejected_internal_duplicate,Li2ZrS3
wbm-1-49672,,rejected_internal_duplicate,Na2ZrS3
wbm-1-49672,,rejected_internal_duplicate,Rb2ZrS3
wbm-1-49672,,rejected_internal_duplicate,Cs2ZrS3
wbm-1-49672,,rejected_internal_duplicate,K2ZrO3
wbm-1-49672,,rejected_internal_duplicate,K2ZrSe3
wbm-1-49672,,rejected_internal_duplicate,K2TiS3
wbm-1-49672,,rejected_internal_duplicate,K2HfS3
wbm-1-49672,,rejected_internal_duplicate,Li2ZrO3
wbm-1-49672,,rejected_internal_duplicate,Li2ZrSe3
wbm-1-49672,,rejected_internal_duplicate,Na2ZrO3
wbm-1-49672,,rejected_internal_duplicate,Na2ZrSe3
wbm-1-49672,,rejected_internal_duplicate,Li2TiS3
