candidate_id,generator,generator_mode,formula,reduced_formula,chemical_system,anonymous_formula,n_sites,space_group,structure_ref,structure_sha256,generation_rank,generation_status
mattergen_pilot_5k_3gpu_02730,MatterGen,mattergen_base_unconditional_smoke,Er3 Si6 As3 P1 Rh3,Er3Si6As3PRh3,As-Er-P-Rh-Si,AB3C3D3E6,16,Pmm2,private_mattergen_pilot_5k_3gpu::generated_crystals_cif.zip::shard1_gen_45.cif,73445b662a21c44d004e22fac0780825e5cd9da0a4f17405e91dad7d2ffafcf1,2730,pymatgen_readable_smoke_candidate
mattergen_pilot_5k_3gpu_02731,MatterGen,mattergen_base_unconditional_smoke,Na3 Sn3 Br8,Na3Sn3Br8,Br-Na-Sn,A3B3C8,14,C222,private_mattergen_pilot_5k_3gpu::generated_crystals_cif.zip::shard1_gen_450.cif,1168db0c4708e7281870fe8d349fd1294c38a0106ba16dd9033e6f0b0a806089,2731,pymatgen_readable_smoke_candidate
mattergen_pilot_5k_3gpu_02732,MatterGen,mattergen_base_unconditional_smoke,Ta3 Mo5,Ta3Mo5,Mo-Ta,A3B5,8,Pm,private_mattergen_pilot_5k_3gpu::generated_crystals_cif.zip::shard1_gen_451.cif,dc505d76461a2ae3e56d6f45a3624063a307877fc006054505c17754993305f6,2732,pymatgen_readable_smoke_candidate
mattergen_pilot_5k_3gpu_02733,MatterGen,mattergen_base_unconditional_smoke,Mg1 Sc10 Cu2 Pt7,MgSc10Cu2Pt7,Cu-Mg-Pt-Sc,AB2C7D10,20,P1,private_mattergen_pilot_5k_3gpu::generated_crystals_cif.zip::shard1_gen_452.cif,0b5a8a39f6d8d31f6fd38446688919e9cc68cc1b14e6ffc388b23b9295754502,2733,pymatgen_readable_smoke_candidate
mattergen_pilot_5k_3gpu_02734,MatterGen,mattergen_base_unconditional_smoke,Tb3 Ho5 In1,Tb3Ho5In,Ho-In-Tb,AB3C5,9,Imm2,private_mattergen_pilot_5k_3gpu::generated_crystals_cif.zip::shard1_gen_453.cif,e5311bdeba31381702fd6d59ca42a68a09a71a715415cf34d067b2317af5520d,2734,pymatgen_readable_smoke_candidate
mattergen_pilot_5k_3gpu_02735,MatterGen,mattergen_base_unconditional_smoke,Sn10 Rh2,Sn5Rh,Rh-Sn,AB5,12,C2/m,private_mattergen_pilot_5k_3gpu::generated_crystals_cif.zip::shard1_gen_454.cif,3606e8ac37a62d4b3a138bd7d38552a9c9aef9bbd223de00a039101cf2f9db6e,2735,pymatgen_readable_smoke_candidate
mattergen_pilot_5k_3gpu_02736,MatterGen,mattergen_base_unconditional_smoke,Ca2 Ta4 Nb1 N8,Ca2Ta4NbN8,Ca-N-Nb-Ta,AB2C4D8,15,C2/m,private_mattergen_pilot_5k_3gpu::generated_crystals_cif.zip::shard1_gen_455.cif,3983e2c84d654ca92fe6830385831d82e6cf1eb04e0a87a5570954288ef6b26f,2736,pymatgen_readable_smoke_candidate
mattergen_pilot_5k_3gpu_02737,MatterGen,mattergen_base_unconditional_smoke,Li2 Ca5 Sm1 O8,Li2Ca5SmO8,Ca-Li-O-Sm,AB2C5D8,16,Cm,private_mattergen_pilot_5k_3gpu::generated_crystals_cif.zip::shard1_gen_456.cif,0a9838211d2344aa8161dfc43c4836241dc2c95ce22ba085d10a6d06247a177d,2737,pymatgen_readable_smoke_candidate
mattergen_pilot_5k_3gpu_02738,MatterGen,mattergen_base_unconditional_smoke,Li2 La3 Sn5,Li2La3Sn5,La-Li-Sn,A2B3C5,10,C2/m,private_mattergen_pilot_5k_3gpu::generated_crystals_cif.zip::shard1_gen_457.cif,263634ff13fa4b5aeeb8404c7bde81910b0d05f58f6068d23500ad54aa59c08a,2738,pymatgen_readable_smoke_candidate
mattergen_pilot_5k_3gpu_02739,MatterGen,mattergen_base_unconditional_smoke,Nd1 Sm2 Au1,NdSm2Au,Au-Nd-Sm,ABC2,4,P4/mmm,private_mattergen_pilot_5k_3gpu::generated_crystals_cif.zip::shard1_gen_458.cif,d07810e42a99eb704206eb83f1d4a070e35bdfee7a16f606925d523065372acc,2739,pymatgen_readable_smoke_candidate
mattergen_pilot_5k_3gpu_02740,MatterGen,mattergen_base_unconditional_smoke,La2 Tm1 Mg1 Ga3 Pt3,La2TmMg(GaPt)3,Ga-La-Mg-Pt-Tm,ABC2D3E3,10,P-4m2,private_mattergen_pilot_5k_3gpu::generated_crystals_cif.zip::shard1_gen_459.cif,52c559ed2e30a5ebd1799fa2c7b78f3b824c2c7bddfeda76477223f05bc3fa0c,2740,pymatgen_readable_smoke_candidate
mattergen_pilot_5k_3gpu_02741,MatterGen,mattergen_base_unconditional_smoke,Pr2 Al5 Ag1 Pd1,Pr2Al5AgPd,Ag-Al-Pd-Pr,ABC2D5,9,Cm,private_mattergen_pilot_5k_3gpu::generated_crystals_cif.zip::shard1_gen_46.cif,4b8df079abe785f9812ac2ab23c8e8aab6354a476bb4e0f1e2e22e866017b5bc,2741,pymatgen_readable_smoke_candidate
mattergen_pilot_5k_3gpu_02742,MatterGen,mattergen_base_unconditional_smoke,Fe4 Co1 Mo2,Fe4CoMo2,Co-Fe-Mo,AB2C4,7,R3m,private_mattergen_pilot_5k_3gpu::generated_crystals_cif.zip::shard1_gen_460.cif,9a656ca915b73e535359f25400fae1c84db060c6a8f168b8bbc503859fdea676,2742,pymatgen_readable_smoke_candidate
mattergen_pilot_5k_3gpu_02743,MatterGen,mattergen_base_unconditional_smoke,Sc1 Ti6 Bi1 Sb2 O2,ScTi6Bi(SbO)2,Bi-O-Sb-Sc-Ti,ABC2D2E6,12,I4mm,private_mattergen_pilot_5k_3gpu::generated_crystals_cif.zip::shard1_gen_461.cif,31b5187d2e164c9593d8b509d84954578e716b8b6ea65fc238ec3a2ee4b0d441,2743,pymatgen_readable_smoke_candidate
mattergen_pilot_5k_3gpu_02744,MatterGen,mattergen_base_unconditional_smoke,Tb1 Ho1 Os1 Pb1,TbHoOsPb,Ho-Os-Pb-Tb,ABCD,4,P4mm,private_mattergen_pilot_5k_3gpu::generated_crystals_cif.zip::shard1_gen_462.cif,82676c6d4037c73ebd98b767b87943b3cfd5bcea8f68bd079822129b010e28f8,2744,pymatgen_readable_smoke_candidate
mattergen_pilot_5k_3gpu_02745,MatterGen,mattergen_base_unconditional_smoke,Hg2 Au1 F4,Hg2AuF4,Au-F-Hg,AB2C4,7,P-1,private_mattergen_pilot_5k_3gpu::generated_crystals_cif.zip::shard1_gen_463.cif,91fc703dbc8fa7b741cb3d4d09feaa3318c306cbd9e908921e43b4e9f7327fa6,2745,pymatgen_readable_smoke_candidate
mattergen_pilot_5k_3gpu_02746,MatterGen,mattergen_base_unconditional_smoke,Ta2 Cu2 Ni2,TaCuNi,Cu-Ni-Ta,ABC,6,P3m1,private_mattergen_pilot_5k_3gpu::generated_crystals_cif.zip::shard1_gen_464.cif,7f184159194eb2a6a84e27165ccf811a35211ca9a407f4aff6e0e4664d1b951b,2746,pymatgen_readable_smoke_candidate
mattergen_pilot_5k_3gpu_02747,MatterGen,mattergen_base_unconditional_smoke,Tb1 Ho1 Sn2,TbHoSn2,Ho-Sn-Tb,ABC2,4,Amm2,private_mattergen_pilot_5k_3gpu::generated_crystals_cif.zip::shard1_gen_465.cif,ddabea0a2dddd52ace00377e49a61442c01d50c85fc8ba9e08324944720d4233,2747,pymatgen_readable_smoke_candidate
mattergen_pilot_5k_3gpu_02748,MatterGen,mattergen_base_unconditional_smoke,Ca2 B1 H1 Pt6,Ca2BHPt6,B-Ca-H-Pt,ABC2D6,10,C2,private_mattergen_pilot_5k_3gpu::generated_crystals_cif.zip::shard1_gen_466.cif,7601f17b39a0139cff54dcd6b4928790576e57df300ac612a9978743a97eb745,2748,pymatgen_readable_smoke_candidate
mattergen_pilot_5k_3gpu_02749,MatterGen,mattergen_base_unconditional_smoke,Nb1 Al1 Os1 Au1,NbAlOsAu,Al-Au-Nb-Os,ABCD,4,Pmmm,private_mattergen_pilot_5k_3gpu::generated_crystals_cif.zip::shard1_gen_467.cif,f0d0b798376b2709c9543167cfb6eafcc5c9adffbc65a2d45d86180acdeb0118,2749,pymatgen_readable_smoke_candidate
mattergen_pilot_5k_3gpu_02750,MatterGen,mattergen_base_unconditional_smoke,K1 Tl1 Sn4,KTlSn4,K-Sn-Tl,ABC4,6,F-43m,private_mattergen_pilot_5k_3gpu::generated_crystals_cif.zip::shard1_gen_468.cif,056f4b46dae7cf66aadbf3ffcc0bd0c98ff70e041bf8b2a7292baacb77f8b8de,2750,pymatgen_readable_smoke_candidate
mattergen_pilot_5k_3gpu_02751,MatterGen,mattergen_base_unconditional_smoke,Er2 Cd1 Co1,Er2CdCo,Cd-Co-Er,ABC2,4,Fm-3m,private_mattergen_pilot_5k_3gpu::generated_crystals_cif.zip::shard1_gen_469.cif,b2ef95e342349c0dcaf27180ec82b8a550e0e1ec451b08908890da992eba4a2a,2751,pymatgen_readable_smoke_candidate
mattergen_pilot_5k_3gpu_02752,MatterGen,mattergen_base_unconditional_smoke,Sm4 Si4 Rh8,SmSiRh2,Rh-Si-Sm,ABC2,16,Pnma,private_mattergen_pilot_5k_3gpu::generated_crystals_cif.zip::shard1_gen_47.cif,6d2f33bdb337b8bca77faf33879f9c3bc6d03a0ed6972425a729573db05383bc,2752,pymatgen_readable_smoke_candidate
mattergen_pilot_5k_3gpu_02753,MatterGen,mattergen_base_unconditional_smoke,Li2 Mg2 Ag1 Hg2,Li2Mg2AgHg2,Ag-Hg-Li-Mg,AB2C2D2,7,Cm,private_mattergen_pilot_5k_3gpu::generated_crystals_cif.zip::shard1_gen_470.cif,c948805243f86ecc1097a98ba785c0bfc8d677f20159afbf8ef6efa33f50bf60,2753,pymatgen_readable_smoke_candidate
mattergen_pilot_5k_3gpu_02754,MatterGen,mattergen_base_unconditional_smoke,Tb2 Ho2 N4,TbHoN2,Ho-N-Tb,ABC2,8,Pmmn,private_mattergen_pilot_5k_3gpu::generated_crystals_cif.zip::shard1_gen_471.cif,940e04428a5ca48fe213da253e04250ee25b868fc9b5ff9efddc6835bde1166f,2754,pymatgen_readable_smoke_candidate
mattergen_pilot_5k_3gpu_02755,MatterGen,mattergen_base_unconditional_smoke,Tl6 Hg7,Tl6Hg7,Hg-Tl,A6B7,13,Cm,private_mattergen_pilot_5k_3gpu::generated_crystals_cif.zip::shard1_gen_472.cif,896aabf10a4e7938cbe47c7e3bc67f1827ce76e09eee219e43e06afa5714d7ba,2755,pymatgen_readable_smoke_candidate
mattergen_pilot_5k_3gpu_02756,MatterGen,mattergen_base_unconditional_smoke,Nd6 Tl2 O12,Nd3TlO6,Nd-O-Tl,AB3C6,20,P2_1,private_mattergen_pilot_5k_3gpu::generated_crystals_cif.zip::shard1_gen_473.cif,4d9295a0fbaf25faef607ae7f997a6e2fe2adddb1fd0077fb7246dbc8e005e03,2756,pymatgen_readable_smoke_candidate
mattergen_pilot_5k_3gpu_02757,MatterGen,mattergen_base_unconditional_smoke,H2 Pd2 Rh2,HPdRh,H-Pd-Rh,ABC,6,Imma,private_mattergen_pilot_5k_3gpu::generated_crystals_cif.zip::shard1_gen_474.cif,13607c145c437edbe7586a386fc71ec07bdfc2ae5dbed00bc979b24b53306626,2757,pymatgen_readable_smoke_candidate
mattergen_pilot_5k_3gpu_02758,MatterGen,mattergen_base_unconditional_smoke,Ti1 Cu8,TiCu8,Cu-Ti,AB8,9,I4/mmm,private_mattergen_pilot_5k_3gpu::generated_crystals_cif.zip::shard1_gen_475.cif,58a89acb50bde00ce5cd30f9be242e5611ebe962ddd0ea3f9c7fed917bf14915,2758,pymatgen_readable_smoke_candidate
mattergen_pilot_5k_3gpu_02759,MatterGen,mattergen_base_unconditional_smoke,Sc2 Mn1 Ru3,Sc2MnRu3,Mn-Ru-Sc,AB2C3,6,P4/mmm,private_mattergen_pilot_5k_3gpu::generated_crystals_cif.zip::shard1_gen_476.cif,92cfa05ba02fea2431b21b84c93a064486988d1526fc68fb0b443b32db2dffb9,2759,pymatgen_readable_smoke_candidate
mattergen_pilot_5k_3gpu_02760,MatterGen,mattergen_base_unconditional_smoke,Zr1 Cd2 Au1,ZrCd2Au,Au-Cd-Zr,ABC2,4,Pmm2,private_mattergen_pilot_5k_3gpu::generated_crystals_cif.zip::shard1_gen_477.cif,dfea5f69b13bd6379cfb3be14618101b36266dffab476461af5f48faa21d273a,2760,pymatgen_readable_smoke_candidate
mattergen_pilot_5k_3gpu_02761,MatterGen,mattergen_base_unconditional_smoke,Lu1 Mg1 In1 Hg1,LuMgInHg,Hg-In-Lu-Mg,ABCD,4,F-43m,private_mattergen_pilot_5k_3gpu::generated_crystals_cif.zip::shard1_gen_478.cif,981975fb05a9de699f9427f55542d2fd04177996b378c97a1cf06906c25b2ce7,2761,pymatgen_readable_smoke_candidate
mattergen_pilot_5k_3gpu_02762,MatterGen,mattergen_base_unconditional_smoke,Rb2 Nd2 P2 S8,RbNdPS4,Nd-P-Rb-S,ABCD4,14,P2_1/m,private_mattergen_pilot_5k_3gpu::generated_crystals_cif.zip::shard1_gen_479.cif,f4d9e4b2717990692768c4fc5adaa91b6f864b5e6c5ee996cfa78a91924f09ef,2762,pymatgen_readable_smoke_candidate
mattergen_pilot_5k_3gpu_02763,MatterGen,mattergen_base_unconditional_smoke,Cd2 In3 Ag3 Hg12,Cd2In3(AgHg4)3,Ag-Cd-Hg-In,A2B3C3D12,20,P1,private_mattergen_pilot_5k_3gpu::generated_crystals_cif.zip::shard1_gen_48.cif,bef6440f88ad0eb015fa806e22136786a216faf1a342cfd55e69f0cb19b9fa04,2763,pymatgen_readable_smoke_candidate
mattergen_pilot_5k_3gpu_02764,MatterGen,mattergen_base_unconditional_smoke,Cu8 Pd12,Cu2Pd3,Cu-Pd,A2B3,20,P1,private_mattergen_pilot_5k_3gpu::generated_crystals_cif.zip::shard1_gen_480.cif,a6a73fcd4364da9a9c58a7ed41882be9820119c6327e670977768e4a2732e9b5,2764,pymatgen_readable_smoke_candidate
mattergen_pilot_5k_3gpu_02765,MatterGen,mattergen_base_unconditional_smoke,Li1 V1 Mo1 O7,LiVMoO7,Li-Mo-O-V,ABCD7,10,P1,private_mattergen_pilot_5k_3gpu::generated_crystals_cif.zip::shard1_gen_481.cif,9368bf5ba7bc2c045d7284d126cf6a1364c9404d99b036b2bcfff23e3ab32e93,2765,pymatgen_readable_smoke_candidate
mattergen_pilot_5k_3gpu_02766,MatterGen,mattergen_base_unconditional_smoke,Ni3 Sn3 Se6,NiSnSe2,Ni-Se-Sn,ABC2,12,Pm,private_mattergen_pilot_5k_3gpu::generated_crystals_cif.zip::shard1_gen_482.cif,d57e08f27958f480d90a30fdfbaaefe5b086f178b884c8edf2408419fd98097b,2766,pymatgen_readable_smoke_candidate
mattergen_pilot_5k_3gpu_02767,MatterGen,mattergen_base_unconditional_smoke,Tb2 Cu4 Te8,Tb(CuTe2)2,Cu-Tb-Te,AB2C4,14,P1,private_mattergen_pilot_5k_3gpu::generated_crystals_cif.zip::shard1_gen_483.cif,1e413d81ff2470d513f84745a7763fa95955cc0a21c2ad184620cbc4a07468c6,2767,pymatgen_readable_smoke_candidate
mattergen_pilot_5k_3gpu_02768,MatterGen,mattergen_base_unconditional_smoke,Er6 Ru4,Er3Ru2,Er-Ru,A2B3,10,Immm,private_mattergen_pilot_5k_3gpu::generated_crystals_cif.zip::shard1_gen_484.cif,dde8114017594b5f599cfab99de379766d72907fa2de6263393d292ff905f4ea,2768,pymatgen_readable_smoke_candidate
mattergen_pilot_5k_3gpu_02769,MatterGen,mattergen_base_unconditional_smoke,Rb8 Cl7,Rb8Cl7,Cl-Rb,A7B8,15,Pmm2,private_mattergen_pilot_5k_3gpu::generated_crystals_cif.zip::shard1_gen_485.cif,e27d009959b62980a75b25829a1d85e37efa840767ba3f860dd61b45ef54e496,2769,pymatgen_readable_smoke_candidate
mattergen_pilot_5k_3gpu_02770,MatterGen,mattergen_base_unconditional_smoke,Dy3 Sn1 C1,Dy3SnC,C-Dy-Sn,ABC3,5,Pm-3m,private_mattergen_pilot_5k_3gpu::generated_crystals_cif.zip::shard1_gen_486.cif,1edf96fc2a413376fac2294b8fe4314813b385cb2d80896b78405cae9f785a53,2770,pymatgen_readable_smoke_candidate
mattergen_pilot_5k_3gpu_02771,MatterGen,mattergen_base_unconditional_smoke,Nb1 Pb1 S2,NbPbS2,Nb-Pb-S,ABC2,4,R-3m,private_mattergen_pilot_5k_3gpu::generated_crystals_cif.zip::shard1_gen_487.cif,8a69463af5847c7b340bf15db026b07b6e21dd153d671a6be1260dcf4d08d06c,2771,pymatgen_readable_smoke_candidate
mattergen_pilot_5k_3gpu_02772,MatterGen,mattergen_base_unconditional_smoke,Ba3 Na2 Nb3 O12,Ba3Na2Nb3O12,Ba-Na-Nb-O,A2B3C3D12,20,P2/m,private_mattergen_pilot_5k_3gpu::generated_crystals_cif.zip::shard1_gen_488.cif,7aeb8e1dbfb20feac44aa05eaf077b66cfb647acb43efed4ace39817da2d9f73,2772,pymatgen_readable_smoke_candidate
mattergen_pilot_5k_3gpu_02773,MatterGen,mattergen_base_unconditional_smoke,Cu12 Si5 Pt1 Au2,Cu12Si5PtAu2,Au-Cu-Pt-Si,AB2C5D12,20,P1,private_mattergen_pilot_5k_3gpu::generated_crystals_cif.zip::shard1_gen_489.cif,37850f2c1874151eb0536325f50b57328afb4eb03dadc7b715c99cc57d42ae40,2773,pymatgen_readable_smoke_candidate
mattergen_pilot_5k_3gpu_02774,MatterGen,mattergen_base_unconditional_smoke,Zr7 As1 S2,Zr7AsS2,As-S-Zr,AB2C7,10,Cm,private_mattergen_pilot_5k_3gpu::generated_crystals_cif.zip::shard1_gen_49.cif,a78f95fc59b6a67068c9527cf0df76b23de5a1baaf05c59f20cbb4a8aadf6ed2,2774,pymatgen_readable_smoke_candidate
mattergen_pilot_5k_3gpu_02775,MatterGen,mattergen_base_unconditional_smoke,Cu1 Hg1 Pd6,CuHgPd6,Cu-Hg-Pd,ABC6,8,P-6m2,private_mattergen_pilot_5k_3gpu::generated_crystals_cif.zip::shard1_gen_490.cif,07d348038d110198a8b332745a127d7511404510f4c088834b1991bf43f3708a,2775,pymatgen_readable_smoke_candidate
mattergen_pilot_5k_3gpu_02776,MatterGen,mattergen_base_unconditional_smoke,Tb3 Tm7 Cd2,Tb3Tm7Cd2,Cd-Tb-Tm,A2B3C7,12,Cm,private_mattergen_pilot_5k_3gpu::generated_crystals_cif.zip::shard1_gen_491.cif,2535d6f2d245b34449c6e1364aded365fdd27abae2c5cf2c6df54fb009bd279b,2776,pymatgen_readable_smoke_candidate
mattergen_pilot_5k_3gpu_02777,MatterGen,mattergen_base_unconditional_smoke,Tl2 In2 Sn2,TlInSn,In-Sn-Tl,ABC,6,Amm2,private_mattergen_pilot_5k_3gpu::generated_crystals_cif.zip::shard1_gen_492.cif,fff94b8e22b47248535fedb156b8c3b0165bca4bdb4927b28d7d354d866434b6,2777,pymatgen_readable_smoke_candidate
mattergen_pilot_5k_3gpu_02778,MatterGen,mattergen_base_unconditional_smoke,Na1 Sr1 Ca1 Ag1,NaSrCaAg,Ag-Ca-Na-Sr,ABCD,4,F-43m,private_mattergen_pilot_5k_3gpu::generated_crystals_cif.zip::shard1_gen_493.cif,2693bfd62d98c3fbc7e0dfde2d3cbd10512537c879de12601e02dbfbd1ac2db4,2778,pymatgen_readable_smoke_candidate
mattergen_pilot_5k_3gpu_02779,MatterGen,mattergen_base_unconditional_smoke,Pr6 Cd2 In2,Pr3CdIn,Cd-In-Pr,ABC3,10,P2/m,private_mattergen_pilot_5k_3gpu::generated_crystals_cif.zip::shard1_gen_494.cif,5f99d539f75d4752ef0fc7d80a5797f67d7fcc6c04365051ee7ee5783d30e59b,2779,pymatgen_readable_smoke_candidate
mattergen_pilot_5k_3gpu_02780,MatterGen,mattergen_base_unconditional_smoke,Pr9 Ho6 Tl1,Pr9Ho6Tl,Ho-Pr-Tl,AB6C9,16,Pmm2,private_mattergen_pilot_5k_3gpu::generated_crystals_cif.zip::shard1_gen_495.cif,7f8564234161604d89f11c855823e3f677bc7aed218993b737cf7ff6ae10f9cf,2780,pymatgen_readable_smoke_candidate
mattergen_pilot_5k_3gpu_02781,MatterGen,mattergen_base_unconditional_smoke,K3 Mn4 I13,K3Mn4I13,I-K-Mn,A3B4C13,20,P1,private_mattergen_pilot_5k_3gpu::generated_crystals_cif.zip::shard1_gen_496.cif,bce0886af03e4844297d0e1cd844a424f647418e6cf711f162353275934a51e8,2781,pymatgen_readable_smoke_candidate
mattergen_pilot_5k_3gpu_02782,MatterGen,mattergen_base_unconditional_smoke,Tm3 Pd1 Rh2,Tm3PdRh2,Pd-Rh-Tm,AB2C3,6,P4/mmm,private_mattergen_pilot_5k_3gpu::generated_crystals_cif.zip::shard1_gen_497.cif,bcb25041119902e0a289551a035cd72a07651450fa3febfb511bf4119c37688f,2782,pymatgen_readable_smoke_candidate
mattergen_pilot_5k_3gpu_02783,MatterGen,mattergen_base_unconditional_smoke,Mn2 Cd1 Pb2 F14,Mn2CdPb2F14,Cd-F-Mn-Pb,AB2C2D14,19,C2/m,private_mattergen_pilot_5k_3gpu::generated_crystals_cif.zip::shard1_gen_498.cif,2c4547f59eca24e76fb1c48cf301db275c11a05b9784aa083ebaf378d45dac57,2783,pymatgen_readable_smoke_candidate
mattergen_pilot_5k_3gpu_02784,MatterGen,mattergen_base_unconditional_smoke,Fe1 Mo2 Pt1,FeMo2Pt,Fe-Mo-Pt,ABC2,4,I4/mmm,private_mattergen_pilot_5k_3gpu::generated_crystals_cif.zip::shard1_gen_499.cif,6ea90a08313359f3b882b0a32deb160f5351925f59c372f561a1e97649d6e41b,2784,pymatgen_readable_smoke_candidate
mattergen_pilot_5k_3gpu_02785,MatterGen,mattergen_base_unconditional_smoke,Na4 Tb1 Ho3 S8,Na4TbHo3S8,Ho-Na-S-Tb,AB3C4D8,16,R-3m,private_mattergen_pilot_5k_3gpu::generated_crystals_cif.zip::shard1_gen_5.cif,ff262fcc5ac6ab3aaf95bd72270c6bec6247658e4c6bca4b258608f676d43501,2785,pymatgen_readable_smoke_candidate
mattergen_pilot_5k_3gpu_02786,MatterGen,mattergen_base_unconditional_smoke,K2 Tl4 Bi4,K(TlBi)2,Bi-K-Tl,AB2C2,10,P4/mbm,private_mattergen_pilot_5k_3gpu::generated_crystals_cif.zip::shard1_gen_50.cif,c581c827767fa551debf93b64f98bd86f085b141d0a8035c43659d6a3f969579,2786,pymatgen_readable_smoke_candidate
mattergen_pilot_5k_3gpu_02787,MatterGen,mattergen_base_unconditional_smoke,Zn1 Ni1 Pd2,ZnNiPd2,Ni-Pd-Zn,ABC2,4,P4/mmm,private_mattergen_pilot_5k_3gpu::generated_crystals_cif.zip::shard1_gen_500.cif,e5df4fa19be1f2de2bcc4d3feca31d6ce6b098227abbb0048d3847e17f2906fc,2787,pymatgen_readable_smoke_candidate
mattergen_pilot_5k_3gpu_02788,MatterGen,mattergen_base_unconditional_smoke,Re1 Pt5,RePt5,Pt-Re,AB5,6,P-62m,private_mattergen_pilot_5k_3gpu::generated_crystals_cif.zip::shard1_gen_501.cif,56297024bd941fd53c47fb1423c985f26954f1827105ea62047861c61c430d26,2788,pymatgen_readable_smoke_candidate
mattergen_pilot_5k_3gpu_02789,MatterGen,mattergen_base_unconditional_smoke,K2 H6 Pd2,KH3Pd,H-K-Pd,ABC3,10,P4/mbm,private_mattergen_pilot_5k_3gpu::generated_crystals_cif.zip::shard1_gen_502.cif,04c11f149232ed8aad19c22ac7b1f0cfddebbee63a23f2a38307fc151b404dd2,2789,pymatgen_readable_smoke_candidate
mattergen_pilot_5k_3gpu_02790,MatterGen,mattergen_base_unconditional_smoke,Ce1 Sm2 Ho1 S4,CeSm2HoS4,Ce-Ho-S-Sm,ABC2D4,8,P2/m,private_mattergen_pilot_5k_3gpu::generated_crystals_cif.zip::shard1_gen_503.cif,4ac2cfda5bc47f8965175c705cbae2b07eed323756cbfafddf594bc205514efb,2790,pymatgen_readable_smoke_candidate
mattergen_pilot_5k_3gpu_02791,MatterGen,mattergen_base_unconditional_smoke,Li2 Te3 H2 O9,Li2Te3H2O9,H-Li-O-Te,A2B2C3D9,16,P1,private_mattergen_pilot_5k_3gpu::generated_crystals_cif.zip::shard1_gen_504.cif,0591da0ee9f0f8980276fb5a133e15a05a113476ca4ddb0c0aa64fd239f93c90,2791,pymatgen_readable_smoke_candidate
mattergen_pilot_5k_3gpu_02792,MatterGen,mattergen_base_unconditional_smoke,Ba1 Sm2 Cl8,BaSm2Cl8,Ba-Cl-Sm,AB2C8,11,C2/m,private_mattergen_pilot_5k_3gpu::generated_crystals_cif.zip::shard1_gen_505.cif,2209b328d83693182ac90ec38cb81ff9510c24af7bdd0b64303402bcf12f3fc6,2792,pymatgen_readable_smoke_candidate
mattergen_pilot_5k_3gpu_02793,MatterGen,mattergen_base_unconditional_smoke,La1 Ce1 B4,LaCeB4,B-Ce-La,ABC4,6,Immm,private_mattergen_pilot_5k_3gpu::generated_crystals_cif.zip::shard1_gen_506.cif,45f7a3764c4d92b282e9cab8df7a4338ded4d8b7690085cb852a3ecd9e720e18,2793,pymatgen_readable_smoke_candidate
mattergen_pilot_5k_3gpu_02794,MatterGen,mattergen_base_unconditional_smoke,Ba4 Na1 Sr2,Ba4NaSr2,Ba-Na-Sr,AB2C4,7,R3m,private_mattergen_pilot_5k_3gpu::generated_crystals_cif.zip::shard1_gen_507.cif,4ba17ff9c70b72d4d6d6a250e54520acbeaef54f251ed23f3c7fe715279f3151,2794,pymatgen_readable_smoke_candidate
mattergen_pilot_5k_3gpu_02795,MatterGen,mattergen_base_unconditional_smoke,Li1 Tm1 Cr2 O8,LiTmCr2O8,Cr-Li-O-Tm,ABC2D8,12,Imm2,private_mattergen_pilot_5k_3gpu::generated_crystals_cif.zip::shard1_gen_508.cif,33e3153db6effb891cb9db37d97d9602e53b27473d7939215d2041a5f7ee66b9,2795,pymatgen_readable_smoke_candidate
mattergen_pilot_5k_3gpu_02796,MatterGen,mattergen_base_unconditional_smoke,K2 Na2 Mn4 Cl12,KNa(MnCl3)2,Cl-K-Mn-Na,ABC2D6,20,P1,private_mattergen_pilot_5k_3gpu::generated_crystals_cif.zip::shard1_gen_509.cif,2cf16865f6c8982f8b5f8dc6d93931fa23a85b94f958969b0367811dd5e48fe8,2796,pymatgen_readable_smoke_candidate
mattergen_pilot_5k_3gpu_02797,MatterGen,mattergen_base_unconditional_smoke,Li12 Tl4 Hg3,Li12Tl4Hg3,Hg-Li-Tl,A3B4C12,19,Cm,private_mattergen_pilot_5k_3gpu::generated_crystals_cif.zip::shard1_gen_51.cif,66f27101d0ef1c12b2333dfa729b0f3ea4fc99851707b70e3772cb912ab54b5c,2797,pymatgen_readable_smoke_candidate
mattergen_pilot_5k_3gpu_02798,MatterGen,mattergen_base_unconditional_smoke,Na3 Ca2 Hf1 Te6,Na3Ca2HfTe6,Ca-Hf-Na-Te,AB2C3D6,12,C2/m,private_mattergen_pilot_5k_3gpu::generated_crystals_cif.zip::shard1_gen_510.cif,b6ef98e63e28d5f9321e404e82bfef358fea64f0f87e9b41f9a517e57ff8b752,2798,pymatgen_readable_smoke_candidate
mattergen_pilot_5k_3gpu_02799,MatterGen,mattergen_base_unconditional_smoke,Rb2 Si2 Sn2,RbSiSn,Rb-Si-Sn,ABC,6,P1,private_mattergen_pilot_5k_3gpu::generated_crystals_cif.zip::shard1_gen_511.cif,6d48314aee67d0282864a3399e5767f2aa6aaa29ab6a7ea2d3562d96cb96dfc8,2799,pymatgen_readable_smoke_candidate
