audit_item_id,ctc_dataset,sequence_id,frame_start,frame_end,source_image_path,source_frame_index,source_bbox_x,source_bbox_y,source_bbox_w,source_bbox_h,target_image_path,target_frame_index,target_bbox_x,target_bbox_y,target_bbox_w,target_bbox_h,ai_label,ai_confidence,ai_support_score,ai_reason,human_label,human_confidence,human_notes,human_accepts_ai_label
CTC-PHASE81-0209,Fluo-N2DL-HeLa,2,41,42,Fluo-N2DL-HeLa/02/t041,41,574,60,5,5,Fluo-N2DL-HeLa/02/t042,42,574,60,5,5,same_cell_supported,high,0.95,near-zero adjacent-frame displacement with similar bbox size,,,,
CTC-PHASE81-0210,Fluo-N2DL-HeLa,2,10,11,Fluo-N2DL-HeLa/02/t010,10,782,423,5,5,Fluo-N2DL-HeLa/02/t011,11,782,423,5,5,same_cell_supported,high,0.95,near-zero adjacent-frame displacement with similar bbox size,,,,
CTC-PHASE81-0211,Fluo-N2DL-HeLa,2,28,29,Fluo-N2DL-HeLa/02/t028,28,439,642,5,5,Fluo-N2DL-HeLa/02/t029,29,439,642,5,5,same_cell_supported,high,0.95,near-zero adjacent-frame displacement with similar bbox size,,,,
CTC-PHASE81-0212,PhC-C2DH-U373,2,73,74,PhC-C2DH-U373/02/t073,73,58,423,5,5,PhC-C2DH-U373/02/t074,74,58,423,5,5,same_cell_supported,high,0.95,near-zero adjacent-frame displacement with similar bbox size,,,,
CTC-PHASE81-0213,Fluo-N2DL-HeLa,2,53,54,Fluo-N2DL-HeLa/02/t053,53,726,532,5,5,Fluo-N2DL-HeLa/02/t054,54,726,532,5,5,same_cell_supported,high,0.95,near-zero adjacent-frame displacement with similar bbox size,,,,
CTC-PHASE81-0214,Fluo-N2DL-HeLa,2,16,17,Fluo-N2DL-HeLa/02/t016,16,726,32,5,5,Fluo-N2DL-HeLa/02/t017,17,726,32,5,5,same_cell_supported,high,0.95,near-zero adjacent-frame displacement with similar bbox size,,,,
CTC-PHASE81-0215,Fluo-N2DL-HeLa,2,19,20,Fluo-N2DL-HeLa/02/t019,19,529,105,5,5,Fluo-N2DL-HeLa/02/t020,20,529,105,5,5,same_cell_supported,high,0.95,near-zero adjacent-frame displacement with similar bbox size,,,,
CTC-PHASE81-0216,Fluo-N2DL-HeLa,2,22,23,Fluo-N2DL-HeLa/02/t022,22,409,593,5,5,Fluo-N2DL-HeLa/02/t023,23,409,593,5,5,same_cell_supported,high,0.95,near-zero adjacent-frame displacement with similar bbox size,,,,
CTC-PHASE81-0217,Fluo-N2DL-HeLa,2,23,24,Fluo-N2DL-HeLa/02/t023,23,404,388,5,5,Fluo-N2DL-HeLa/02/t024,24,404,388,5,5,same_cell_supported,high,0.95,near-zero adjacent-frame displacement with similar bbox size,,,,
CTC-PHASE81-0218,PhC-C2DH-U373,2,42,43,PhC-C2DH-U373/02/t042,42,535,147,9,10,PhC-C2DH-U373/02/t043,43,533,154,9,9,same_cell_supported,high,0.95,near-zero adjacent-frame displacement with similar bbox size,,,,
CTC-PHASE81-0219,Fluo-N2DL-HeLa,2,0,1,Fluo-N2DL-HeLa/02/t000,0,491,663,5,5,Fluo-N2DL-HeLa/02/t001,1,491,663,5,5,same_cell_supported,high,0.95,near-zero adjacent-frame displacement with similar bbox size,,,,
CTC-PHASE81-0220,Fluo-N2DL-HeLa,2,85,86,Fluo-N2DL-HeLa/02/t085,85,779,662,5,5,Fluo-N2DL-HeLa/02/t086,86,779,662,5,5,same_cell_supported,high,0.95,near-zero adjacent-frame displacement with similar bbox size,,,,
CTC-PHASE81-0221,Fluo-N2DL-HeLa,2,35,36,Fluo-N2DL-HeLa/02/t035,35,828,605,5,5,Fluo-N2DL-HeLa/02/t036,36,828,605,5,5,same_cell_supported,high,0.95,near-zero adjacent-frame displacement with similar bbox size,,,,
CTC-PHASE81-0222,Fluo-N2DL-HeLa,2,3,4,Fluo-N2DL-HeLa/02/t003,3,1015,562,3,3,Fluo-N2DL-HeLa/02/t004,4,1016,562,3,3,same_cell_supported,high,0.95,near-zero adjacent-frame displacement with similar bbox size,,,,
CTC-PHASE81-0223,PhC-C2DH-U373,2,73,74,PhC-C2DH-U373/02/t073,73,587,188,10,11,PhC-C2DH-U373/02/t074,74,589,190,9,9,same_cell_supported,high,0.95,near-zero adjacent-frame displacement with similar bbox size,,,,
CTC-PHASE81-0224,Fluo-N2DL-HeLa,2,15,16,Fluo-N2DL-HeLa/02/t015,15,783,422,5,5,Fluo-N2DL-HeLa/02/t016,16,783,422,5,5,same_cell_supported,high,0.95,near-zero adjacent-frame displacement with similar bbox size,,,,
CTC-PHASE81-0225,Fluo-N2DL-HeLa,2,26,27,Fluo-N2DL-HeLa/02/t026,26,727,328,5,5,Fluo-N2DL-HeLa/02/t027,27,727,328,5,5,same_cell_supported,high,0.95,near-zero adjacent-frame displacement with similar bbox size,,,,
CTC-PHASE81-0226,Fluo-N2DL-HeLa,2,28,29,Fluo-N2DL-HeLa/02/t028,28,619,98,5,5,Fluo-N2DL-HeLa/02/t029,29,619,98,5,5,same_cell_supported,high,0.95,near-zero adjacent-frame displacement with similar bbox size,,,,
CTC-PHASE81-0227,PhC-C2DH-U373,2,3,4,PhC-C2DH-U373/02/t003,3,578,106,9,9,PhC-C2DH-U373/02/t004,4,578,106,9,9,same_cell_supported,high,0.95,near-zero adjacent-frame displacement with similar bbox size,,,,
CTC-PHASE81-0228,Fluo-N2DH-GOWT1,2,27,28,Fluo-N2DH-GOWT1/02/t027,27,122,458,41,38,Fluo-N2DH-GOWT1/02/t028,28,122,459,41,38,same_cell_supported,high,0.95,near-zero adjacent-frame displacement with similar bbox size,,,,
CTC-PHASE81-0229,DIC-C2DH-HeLa,2,69,70,DIC-C2DH-HeLa/02/t069,69,103,54,19,19,DIC-C2DH-HeLa/02/t070,70,103,54,19,19,same_cell_supported,high,0.95,near-zero adjacent-frame displacement with similar bbox size,,,,
CTC-PHASE81-0230,PhC-C2DH-U373,2,0,1,PhC-C2DH-U373/02/t000,0,582,108,9,9,PhC-C2DH-U373/02/t001,1,581,108,9,9,same_cell_supported,high,0.95,near-zero adjacent-frame displacement with similar bbox size,,,,
CTC-PHASE81-0231,Fluo-N2DL-HeLa,2,23,24,Fluo-N2DL-HeLa/02/t023,23,495,402,5,5,Fluo-N2DL-HeLa/02/t024,24,495,402,5,5,same_cell_supported,high,0.95,near-zero adjacent-frame displacement with similar bbox size,,,,
CTC-PHASE81-0232,Fluo-N2DL-HeLa,2,33,34,Fluo-N2DL-HeLa/02/t033,33,385,479,5,5,Fluo-N2DL-HeLa/02/t034,34,385,479,5,5,same_cell_supported,high,0.95,near-zero adjacent-frame displacement with similar bbox size,,,,
CTC-PHASE81-0233,PhC-C2DH-U373,2,37,38,PhC-C2DH-U373/02/t037,37,92,244,9,9,PhC-C2DH-U373/02/t038,38,92,244,9,9,same_cell_supported,high,0.95,near-zero adjacent-frame displacement with similar bbox size,,,,
CTC-PHASE81-0234,PhC-C2DH-U373,2,96,97,PhC-C2DH-U373/02/t096,96,67,416,5,5,PhC-C2DH-U373/02/t097,97,67,416,5,5,same_cell_supported,high,0.95,near-zero adjacent-frame displacement with similar bbox size,,,,
CTC-PHASE81-0235,Fluo-N2DL-HeLa,2,14,15,Fluo-N2DL-HeLa/02/t014,14,805,655,5,5,Fluo-N2DL-HeLa/02/t015,15,805,655,5,5,same_cell_supported,high,0.95,near-zero adjacent-frame displacement with similar bbox size,,,,
CTC-PHASE81-0236,Fluo-N2DL-HeLa,2,22,23,Fluo-N2DL-HeLa/02/t022,22,385,632,5,5,Fluo-N2DL-HeLa/02/t023,23,385,632,5,5,same_cell_supported,high,0.95,near-zero adjacent-frame displacement with similar bbox size,,,,
CTC-PHASE81-0237,Fluo-N2DL-HeLa,2,18,19,Fluo-N2DL-HeLa/02/t018,18,620,104,5,5,Fluo-N2DL-HeLa/02/t019,19,620,104,5,5,same_cell_supported,high,0.95,near-zero adjacent-frame displacement with similar bbox size,,,,
CTC-PHASE81-0238,PhC-C2DH-U373,2,72,73,PhC-C2DH-U373/02/t072,72,58,422,5,6,PhC-C2DH-U373/02/t073,73,58,423,5,5,same_cell_supported,high,0.95,near-zero adjacent-frame displacement with similar bbox size,,,,
CTC-PHASE81-0239,PhC-C2DH-U373,2,110,111,PhC-C2DH-U373/02/t110,110,189,177,9,9,PhC-C2DH-U373/02/t111,111,189,178,9,11,same_cell_supported,high,0.95,near-zero adjacent-frame displacement with similar bbox size,,,,
CTC-PHASE81-0240,PhC-C2DH-U373,2,80,81,PhC-C2DH-U373/02/t080,80,638,264,3,3,PhC-C2DH-U373/02/t081,81,485,441,3,3,unsupported,medium,0.2,large normalized displacement or substantial bbox-size change,,,,
CTC-PHASE81-0241,PhC-C2DH-U373,2,83,84,PhC-C2DH-U373/02/t083,83,485,439,3,3,PhC-C2DH-U373/02/t084,84,635,265,3,3,unsupported,medium,0.2,large normalized displacement or substantial bbox-size change,,,,
CTC-PHASE81-0242,Fluo-N2DL-HeLa,2,14,15,Fluo-N2DL-HeLa/02/t014,14,993,508,7,7,Fluo-N2DL-HeLa/02/t015,15,993,508,7,7,same_cell_supported,high,0.95,near-zero adjacent-frame displacement with similar bbox size,,,,
CTC-PHASE81-0243,Fluo-N2DL-HeLa,2,29,30,Fluo-N2DL-HeLa/02/t029,29,377,367,5,5,Fluo-N2DL-HeLa/02/t030,30,377,367,5,5,same_cell_supported,high,0.95,near-zero adjacent-frame displacement with similar bbox size,,,,
CTC-PHASE81-0244,Fluo-N2DL-HeLa,2,66,67,Fluo-N2DL-HeLa/02/t066,66,584,196,5,5,Fluo-N2DL-HeLa/02/t067,67,584,196,5,5,same_cell_supported,high,0.95,near-zero adjacent-frame displacement with similar bbox size,,,,
CTC-PHASE81-0245,PhC-C2DH-U373,2,81,82,PhC-C2DH-U373/02/t081,81,638,264,3,3,PhC-C2DH-U373/02/t082,82,485,441,3,3,unsupported,medium,0.2,large normalized displacement or substantial bbox-size change,,,,
CTC-PHASE81-0246,Fluo-N2DL-HeLa,2,30,31,Fluo-N2DL-HeLa/02/t030,30,410,341,5,5,Fluo-N2DL-HeLa/02/t031,31,410,341,5,5,same_cell_supported,high,0.95,near-zero adjacent-frame displacement with similar bbox size,,,,
CTC-PHASE81-0247,Fluo-N2DL-HeLa,2,39,40,Fluo-N2DL-HeLa/02/t039,39,725,120,5,5,Fluo-N2DL-HeLa/02/t040,40,725,120,5,5,same_cell_supported,high,0.95,near-zero adjacent-frame displacement with similar bbox size,,,,
CTC-PHASE81-0248,DIC-C2DH-HeLa,2,48,49,DIC-C2DH-HeLa/02/t048,48,336,412,19,19,DIC-C2DH-HeLa/02/t049,49,336,412,19,19,same_cell_supported,high,0.95,near-zero adjacent-frame displacement with similar bbox size,,,,
CTC-PHASE81-0249,Fluo-N2DL-HeLa,2,20,21,Fluo-N2DL-HeLa/02/t020,20,395,386,5,5,Fluo-N2DL-HeLa/02/t021,21,395,386,5,5,same_cell_supported,high,0.95,near-zero adjacent-frame displacement with similar bbox size,,,,
CTC-PHASE81-0250,PhC-C2DH-U373,2,36,37,PhC-C2DH-U373/02/t036,36,92,244,9,9,PhC-C2DH-U373/02/t037,37,92,244,9,9,same_cell_supported,high,0.95,near-zero adjacent-frame displacement with similar bbox size,,,,
CTC-PHASE81-0251,Fluo-N2DL-HeLa,2,14,15,Fluo-N2DL-HeLa/02/t014,14,577,96,5,5,Fluo-N2DL-HeLa/02/t015,15,577,96,5,5,same_cell_supported,high,0.95,near-zero adjacent-frame displacement with similar bbox size,,,,
CTC-PHASE81-0252,Fluo-N2DL-HeLa,2,11,12,Fluo-N2DL-HeLa/02/t011,11,667,670,5,5,Fluo-N2DL-HeLa/02/t012,12,667,670,5,5,same_cell_supported,high,0.95,near-zero adjacent-frame displacement with similar bbox size,,,,
CTC-PHASE81-0253,PhC-C2DH-U373,2,31,32,PhC-C2DH-U373/02/t031,31,547,148,9,9,PhC-C2DH-U373/02/t032,32,547,148,9,9,same_cell_supported,high,0.95,near-zero adjacent-frame displacement with similar bbox size,,,,
CTC-PHASE81-0254,Fluo-N2DL-HeLa,2,13,14,Fluo-N2DL-HeLa/02/t013,13,762,186,7,7,Fluo-N2DL-HeLa/02/t014,14,762,186,7,7,same_cell_supported,high,0.95,near-zero adjacent-frame displacement with similar bbox size,,,,
CTC-PHASE81-0255,Fluo-N2DL-HeLa,2,0,1,Fluo-N2DL-HeLa/02/t000,0,812,662,5,5,Fluo-N2DL-HeLa/02/t001,1,812,662,5,5,same_cell_supported,high,0.95,near-zero adjacent-frame displacement with similar bbox size,,,,
CTC-PHASE81-0256,PhC-C2DH-U373,2,96,97,PhC-C2DH-U373/02/t096,96,454,443,3,3,PhC-C2DH-U373/02/t097,97,450,438,3,3,uncertain,medium,0.5,geometry is plausible but displacement or size change needs human review,,,,
CTC-PHASE81-0257,PhC-C2DH-U373,2,77,78,PhC-C2DH-U373/02/t077,77,484,446,3,3,PhC-C2DH-U373/02/t078,78,638,264,3,3,unsupported,medium,0.2,large normalized displacement or substantial bbox-size change,,,,
CTC-PHASE81-0258,Fluo-N2DL-HeLa,2,30,31,Fluo-N2DL-HeLa/02/t030,30,686,121,5,5,Fluo-N2DL-HeLa/02/t031,31,686,121,5,5,same_cell_supported,high,0.95,near-zero adjacent-frame displacement with similar bbox size,,,,
CTC-PHASE81-0259,Fluo-N2DL-HeLa,2,29,30,Fluo-N2DL-HeLa/02/t029,29,720,382,5,5,Fluo-N2DL-HeLa/02/t030,30,720,382,5,5,same_cell_supported,high,0.95,near-zero adjacent-frame displacement with similar bbox size,,,,
CTC-PHASE81-0260,Fluo-N2DL-HeLa,2,13,14,Fluo-N2DL-HeLa/02/t013,13,384,631,5,5,Fluo-N2DL-HeLa/02/t014,14,384,631,5,5,same_cell_supported,high,0.95,near-zero adjacent-frame displacement with similar bbox size,,,,
CTC-PHASE81-0261,PhC-C2DH-U373,2,56,57,PhC-C2DH-U373/02/t056,56,63,423,5,5,PhC-C2DH-U373/02/t057,57,63,422,5,5,same_cell_supported,high,0.95,near-zero adjacent-frame displacement with similar bbox size,,,,
CTC-PHASE81-0262,PhC-C2DH-U373,2,66,67,PhC-C2DH-U373/02/t066,66,571,173,9,9,PhC-C2DH-U373/02/t067,67,571,173,10,9,same_cell_supported,high,0.95,near-zero adjacent-frame displacement with similar bbox size,,,,
CTC-PHASE81-0263,Fluo-N2DL-HeLa,2,49,50,Fluo-N2DL-HeLa/02/t049,49,878,300,5,5,Fluo-N2DL-HeLa/02/t050,50,878,300,5,5,same_cell_supported,high,0.95,near-zero adjacent-frame displacement with similar bbox size,,,,
CTC-PHASE81-0264,PhC-C2DH-U373,2,104,105,PhC-C2DH-U373/02/t104,104,641,301,3,3,PhC-C2DH-U373/02/t105,105,424,431,3,3,unsupported,medium,0.2,large normalized displacement or substantial bbox-size change,,,,
CTC-PHASE81-0265,Fluo-N2DL-HeLa,2,43,44,Fluo-N2DL-HeLa/02/t043,43,623,96,5,5,Fluo-N2DL-HeLa/02/t044,44,623,96,5,5,same_cell_supported,high,0.95,near-zero adjacent-frame displacement with similar bbox size,,,,
CTC-PHASE81-0266,Fluo-N2DL-HeLa,2,20,21,Fluo-N2DL-HeLa/02/t020,20,759,381,5,5,Fluo-N2DL-HeLa/02/t021,21,759,381,5,5,same_cell_supported,high,0.95,near-zero adjacent-frame displacement with similar bbox size,,,,
CTC-PHASE81-0267,PhC-C2DH-U373,2,111,112,PhC-C2DH-U373/02/t111,111,189,178,9,11,PhC-C2DH-U373/02/t112,112,187,180,10,10,same_cell_supported,high,0.95,near-zero adjacent-frame displacement with similar bbox size,,,,
CTC-PHASE81-0268,PhC-C2DH-U373,2,37,38,PhC-C2DH-U373/02/t037,37,540,458,5,5,PhC-C2DH-U373/02/t038,38,538,458,5,5,same_cell_supported,high,0.95,near-zero adjacent-frame displacement with similar bbox size,,,,
CTC-PHASE81-0269,Fluo-N2DH-GOWT1,2,80,81,Fluo-N2DH-GOWT1/02/t080,80,441,243,34,37,Fluo-N2DH-GOWT1/02/t081,81,444,241,31,38,same_cell_supported,high,0.95,near-zero adjacent-frame displacement with similar bbox size,,,,
CTC-PHASE81-0270,DIC-C2DH-HeLa,2,63,64,DIC-C2DH-HeLa/02/t063,63,396,87,19,19,DIC-C2DH-HeLa/02/t064,64,396,87,19,19,same_cell_supported,high,0.95,near-zero adjacent-frame displacement with similar bbox size,,,,
CTC-PHASE81-0271,PhC-C2DH-U373,2,42,43,PhC-C2DH-U373/02/t042,42,638,296,3,3,PhC-C2DH-U373/02/t043,43,638,296,3,3,same_cell_supported,high,0.95,near-zero adjacent-frame displacement with similar bbox size,,,,
CTC-PHASE81-0272,PhC-C2DH-U373,2,86,87,PhC-C2DH-U373/02/t086,86,174,178,9,10,PhC-C2DH-U373/02/t087,87,170,179,10,9,same_cell_supported,high,0.95,near-zero adjacent-frame displacement with similar bbox size,,,,
CTC-PHASE81-0273,Fluo-N2DL-HeLa,2,25,26,Fluo-N2DL-HeLa/02/t025,25,698,421,5,5,Fluo-N2DL-HeLa/02/t026,26,698,421,5,5,same_cell_supported,high,0.95,near-zero adjacent-frame displacement with similar bbox size,,,,
CTC-PHASE81-0274,Fluo-N2DL-HeLa,2,33,34,Fluo-N2DL-HeLa/02/t033,33,368,537,5,5,Fluo-N2DL-HeLa/02/t034,34,368,537,5,5,same_cell_supported,high,0.95,near-zero adjacent-frame displacement with similar bbox size,,,,
CTC-PHASE81-0275,Fluo-N2DL-HeLa,2,83,84,Fluo-N2DL-HeLa/02/t083,83,494,276,3,3,Fluo-N2DL-HeLa/02/t084,84,494,276,3,3,same_cell_supported,high,0.95,near-zero adjacent-frame displacement with similar bbox size,,,,
CTC-PHASE81-0276,Fluo-N2DL-HeLa,2,21,22,Fluo-N2DL-HeLa/02/t021,21,577,399,5,5,Fluo-N2DL-HeLa/02/t022,22,577,399,5,5,same_cell_supported,high,0.95,near-zero adjacent-frame displacement with similar bbox size,,,,
CTC-PHASE81-0277,Fluo-N2DL-HeLa,2,2,3,Fluo-N2DL-HeLa/02/t002,2,595,338,7,7,Fluo-N2DL-HeLa/02/t003,3,595,338,7,7,same_cell_supported,high,0.95,near-zero adjacent-frame displacement with similar bbox size,,,,
CTC-PHASE81-0278,Fluo-N2DL-HeLa,2,4,5,Fluo-N2DL-HeLa/02/t004,4,387,630,5,5,Fluo-N2DL-HeLa/02/t005,5,387,630,5,5,same_cell_supported,high,0.95,near-zero adjacent-frame displacement with similar bbox size,,,,
CTC-PHASE81-0279,Fluo-N2DL-HeLa,2,46,47,Fluo-N2DL-HeLa/02/t046,46,725,117,5,5,Fluo-N2DL-HeLa/02/t047,47,725,117,5,5,same_cell_supported,high,0.95,near-zero adjacent-frame displacement with similar bbox size,,,,
CTC-PHASE81-0280,PhC-C2DH-U373,2,1,2,PhC-C2DH-U373/02/t001,1,581,108,9,9,PhC-C2DH-U373/02/t002,2,581,107,9,9,same_cell_supported,high,0.95,near-zero adjacent-frame displacement with similar bbox size,,,,
CTC-PHASE81-0281,PhC-C2DH-U373,2,12,13,PhC-C2DH-U373/02/t012,12,549,96,9,9,PhC-C2DH-U373/02/t013,13,548,96,10,9,same_cell_supported,high,0.95,near-zero adjacent-frame displacement with similar bbox size,,,,
CTC-PHASE81-0282,PhC-C2DH-U373,2,13,14,PhC-C2DH-U373/02/t013,13,548,96,10,9,PhC-C2DH-U373/02/t014,14,548,96,9,10,same_cell_supported,high,0.95,near-zero adjacent-frame displacement with similar bbox size,,,,
CTC-PHASE81-0283,Fluo-N2DL-HeLa,2,53,54,Fluo-N2DL-HeLa/02/t053,53,727,117,5,5,Fluo-N2DL-HeLa/02/t054,54,727,117,5,5,same_cell_supported,high,0.95,near-zero adjacent-frame displacement with similar bbox size,,,,
CTC-PHASE81-0284,Fluo-N2DH-GOWT1,2,74,75,Fluo-N2DH-GOWT1/02/t074,74,904,343,40,39,Fluo-N2DH-GOWT1/02/t075,75,905,343,38,39,same_cell_supported,high,0.95,near-zero adjacent-frame displacement with similar bbox size,,,,
CTC-PHASE81-0285,PhC-C2DH-U373,2,102,103,PhC-C2DH-U373/02/t102,102,417,433,3,3,PhC-C2DH-U373/02/t103,103,424,431,3,3,uncertain,medium,0.5,geometry is plausible but displacement or size change needs human review,,,,
CTC-PHASE81-0286,DIC-C2DH-HeLa,2,4,5,DIC-C2DH-HeLa/02/t004,4,67,61,19,19,DIC-C2DH-HeLa/02/t005,5,67,61,19,19,same_cell_supported,high,0.95,near-zero adjacent-frame displacement with similar bbox size,,,,
CTC-PHASE81-0287,Fluo-N2DL-HeLa,2,15,16,Fluo-N2DL-HeLa/02/t015,15,761,59,5,5,Fluo-N2DL-HeLa/02/t016,16,761,59,5,5,same_cell_supported,high,0.95,near-zero adjacent-frame displacement with similar bbox size,,,,
CTC-PHASE81-0288,Fluo-N2DL-HeLa,2,48,49,Fluo-N2DL-HeLa/02/t048,48,801,146,5,5,Fluo-N2DL-HeLa/02/t049,49,801,146,5,5,same_cell_supported,high,0.95,near-zero adjacent-frame displacement with similar bbox size,,,,
CTC-PHASE81-0289,Fluo-N2DL-HeLa,2,5,6,Fluo-N2DL-HeLa/02/t005,5,686,81,5,5,Fluo-N2DL-HeLa/02/t006,6,686,81,5,5,same_cell_supported,high,0.95,near-zero adjacent-frame displacement with similar bbox size,,,,
CTC-PHASE81-0290,PhC-C2DH-U373,2,3,4,PhC-C2DH-U373/02/t003,3,641,291,3,3,PhC-C2DH-U373/02/t004,4,578,106,9,9,unsupported,medium,0.2,large normalized displacement or substantial bbox-size change,,,,
CTC-PHASE81-0291,Fluo-N2DL-HeLa,2,24,25,Fluo-N2DL-HeLa/02/t024,24,495,402,5,5,Fluo-N2DL-HeLa/02/t025,25,495,402,5,5,same_cell_supported,high,0.95,near-zero adjacent-frame displacement with similar bbox size,,,,
CTC-PHASE81-0292,Fluo-N2DL-HeLa,2,8,9,Fluo-N2DL-HeLa/02/t008,8,559,104,5,5,Fluo-N2DL-HeLa/02/t009,9,559,104,5,5,same_cell_supported,high,0.95,near-zero adjacent-frame displacement with similar bbox size,,,,
CTC-PHASE81-0293,Fluo-N2DH-GOWT1,2,8,9,Fluo-N2DH-GOWT1/02/t008,8,395,725,34,30,Fluo-N2DH-GOWT1/02/t009,9,400,726,33,30,same_cell_supported,high,0.95,near-zero adjacent-frame displacement with similar bbox size,,,,
CTC-PHASE81-0294,PhC-C2DH-U373,2,96,97,PhC-C2DH-U373/02/t096,96,171,170,11,9,PhC-C2DH-U373/02/t097,97,169,168,9,9,same_cell_supported,high,0.95,near-zero adjacent-frame displacement with similar bbox size,,,,
CTC-PHASE81-0295,Fluo-N2DL-HeLa,2,1,2,Fluo-N2DL-HeLa/02/t001,1,918,283,5,5,Fluo-N2DL-HeLa/02/t002,2,918,283,5,5,same_cell_supported,high,0.95,near-zero adjacent-frame displacement with similar bbox size,,,,
CTC-PHASE81-0296,Fluo-N2DL-HeLa,2,20,21,Fluo-N2DL-HeLa/02/t020,20,679,543,5,5,Fluo-N2DL-HeLa/02/t021,21,679,543,5,5,same_cell_supported,high,0.95,near-zero adjacent-frame displacement with similar bbox size,,,,
CTC-PHASE81-0297,Fluo-N2DL-HeLa,2,1,2,Fluo-N2DL-HeLa/02/t001,1,696,602,5,5,Fluo-N2DL-HeLa/02/t002,2,696,602,5,5,same_cell_supported,high,0.95,near-zero adjacent-frame displacement with similar bbox size,,,,
CTC-PHASE81-0298,Fluo-N2DL-HeLa,2,12,13,Fluo-N2DL-HeLa/02/t012,12,583,160,5,5,Fluo-N2DL-HeLa/02/t013,13,583,160,5,5,same_cell_supported,high,0.95,near-zero adjacent-frame displacement with similar bbox size,,,,
CTC-PHASE81-0299,Fluo-N2DL-HeLa,2,21,22,Fluo-N2DL-HeLa/02/t021,21,740,128,5,5,Fluo-N2DL-HeLa/02/t022,22,740,128,5,5,same_cell_supported,high,0.95,near-zero adjacent-frame displacement with similar bbox size,,,,
CTC-PHASE81-0300,Fluo-N2DL-HeLa,2,14,15,Fluo-N2DL-HeLa/02/t014,14,720,33,5,5,Fluo-N2DL-HeLa/02/t015,15,720,33,5,5,same_cell_supported,high,0.95,near-zero adjacent-frame displacement with similar bbox size,,,,
CTC-PHASE81-0301,PhC-C2DH-U373,2,53,54,PhC-C2DH-U373/02/t053,53,172,180,11,11,PhC-C2DH-U373/02/t054,54,172,180,11,11,same_cell_supported,high,0.95,near-zero adjacent-frame displacement with similar bbox size,,,,
CTC-PHASE81-0302,Fluo-N2DL-HeLa,2,47,48,Fluo-N2DL-HeLa/02/t047,47,771,77,5,5,Fluo-N2DL-HeLa/02/t048,48,771,77,5,5,same_cell_supported,high,0.95,near-zero adjacent-frame displacement with similar bbox size,,,,
CTC-PHASE81-0303,Fluo-N2DL-HeLa,2,16,17,Fluo-N2DL-HeLa/02/t016,16,702,395,5,5,Fluo-N2DL-HeLa/02/t017,17,702,395,5,5,same_cell_supported,high,0.95,near-zero adjacent-frame displacement with similar bbox size,,,,
CTC-PHASE81-0304,Fluo-N2DH-GOWT1,2,58,59,Fluo-N2DH-GOWT1/02/t058,58,57,105,31,31,Fluo-N2DH-GOWT1/02/t059,59,54,104,31,31,same_cell_supported,high,0.95,near-zero adjacent-frame displacement with similar bbox size,,,,
CTC-PHASE81-0305,DIC-C2DH-HeLa,2,20,21,DIC-C2DH-HeLa/02/t020,20,342,411,19,19,DIC-C2DH-HeLa/02/t021,21,342,411,19,19,same_cell_supported,high,0.95,near-zero adjacent-frame displacement with similar bbox size,,,,
CTC-PHASE81-0306,Fluo-N2DL-HeLa,2,36,37,Fluo-N2DL-HeLa/02/t036,36,590,571,1,1,Fluo-N2DL-HeLa/02/t037,37,590,571,1,1,same_cell_supported,high,0.95,near-zero adjacent-frame displacement with similar bbox size,,,,
CTC-PHASE81-0307,Fluo-N2DL-HeLa,2,21,22,Fluo-N2DL-HeLa/02/t021,21,580,604,2,1,Fluo-N2DL-HeLa/02/t022,22,580,604,1,1,uncertain,medium,0.5,geometry is plausible but displacement or size change needs human review,,,,
CTC-PHASE81-0308,Fluo-N2DL-HeLa,2,29,30,Fluo-N2DL-HeLa/02/t029,29,556,126,5,5,Fluo-N2DL-HeLa/02/t030,30,556,126,5,5,same_cell_supported,high,0.95,near-zero adjacent-frame displacement with similar bbox size,,,,
CTC-PHASE81-0309,Fluo-N2DH-GOWT1,2,74,75,Fluo-N2DH-GOWT1/02/t074,74,12,268,34,34,Fluo-N2DH-GOWT1/02/t075,75,14,269,35,35,same_cell_supported,high,0.95,near-zero adjacent-frame displacement with similar bbox size,,,,
CTC-PHASE81-0310,Fluo-N2DL-HeLa,2,20,21,Fluo-N2DL-HeLa/02/t020,20,640,135,5,5,Fluo-N2DL-HeLa/02/t021,21,640,135,5,5,same_cell_supported,high,0.95,near-zero adjacent-frame displacement with similar bbox size,,,,
CTC-PHASE81-0311,Fluo-N2DH-GOWT1,2,67,68,Fluo-N2DH-GOWT1/02/t067,67,435,721,36,29,Fluo-N2DH-GOWT1/02/t068,68,435,720,32,30,same_cell_supported,high,0.95,near-zero adjacent-frame displacement with similar bbox size,,,,
CTC-PHASE81-0312,Fluo-N2DL-HeLa,2,38,39,Fluo-N2DL-HeLa/02/t038,38,614,332,5,5,Fluo-N2DL-HeLa/02/t039,39,614,332,5,5,same_cell_supported,high,0.95,near-zero adjacent-frame displacement with similar bbox size,,,,
CTC-PHASE81-0313,Fluo-N2DL-HeLa,2,26,27,Fluo-N2DL-HeLa/02/t026,26,508,669,5,5,Fluo-N2DL-HeLa/02/t027,27,508,669,5,5,same_cell_supported,high,0.95,near-zero adjacent-frame displacement with similar bbox size,,,,
