K,primary_queue_status,chemical_system,n,false_n,stable_to_unstable_n,total_n,fraction_of_arm,single_chemsys_dominance_flag
500,raw_only_requested_budget,Ba-F-Na,1,1,0,975,0.0010256410256410256,False
500,raw_only_requested_budget,Ba-F-Na-Sm,1,1,0,975,0.0010256410256410256,False
500,raw_only_requested_budget,Ba-F-Na-Tb,1,1,0,975,0.0010256410256410256,False
500,raw_only_requested_budget,Ba-F-Na-Y,1,1,0,975,0.0010256410256410256,False
500,raw_only_requested_budget,Ba-F-Sc,2,2,0,975,0.0020512820512820513,False
500,raw_only_requested_budget,Ba-F-Sm,1,1,0,975,0.0010256410256410256,False
500,raw_only_requested_budget,Ba-F-Sr,1,1,1,975,0.0010256410256410256,False
500,raw_only_requested_budget,Ba-F-Tm,1,1,0,975,0.0010256410256410256,False
500,raw_only_requested_budget,Ba-F-Y,2,2,0,975,0.0020512820512820513,False
500,raw_only_requested_budget,Ba-F-Yb,3,3,0,975,0.003076923076923077,False
500,raw_only_requested_budget,Ba-F-Zn,1,1,0,975,0.0010256410256410256,False
500,raw_only_requested_budget,Ba-Gd-I,1,1,1,975,0.0010256410256410256,False
500,raw_only_requested_budget,Ba-I,3,3,2,975,0.003076923076923077,False
500,raw_only_requested_budget,Ba-Pa-Se,1,0,0,975,0.0010256410256410256,False
500,raw_only_requested_budget,Bi-Br,1,0,0,975,0.0010256410256410256,False
500,raw_only_requested_budget,Bi-Cl,2,2,2,975,0.0020512820512820513,False
500,raw_only_requested_budget,Bi-Pa-Se,1,0,0,975,0.0010256410256410256,False
500,raw_only_requested_budget,Bi-Pm-Pt,1,1,1,975,0.0010256410256410256,False
500,raw_only_requested_budget,Br-C-N-Np,1,1,0,975,0.0010256410256410256,False
500,raw_only_requested_budget,Br-Ca,9,0,0,975,0.009230769230769232,False
500,raw_only_requested_budget,Br-Cd,1,0,0,975,0.0010256410256410256,False
500,raw_only_requested_budget,Br-Cd-Se,1,0,0,975,0.0010256410256410256,False
500,raw_only_requested_budget,Br-Ce,2,0,0,975,0.0020512820512820513,False
500,raw_only_requested_budget,Br-Ce-Se,1,1,1,975,0.0010256410256410256,False
500,raw_only_requested_budget,Br-Cl,1,0,0,975,0.0010256410256410256,False
500,raw_only_requested_budget,Br-Co,6,0,0,975,0.006153846153846154,False
500,raw_only_requested_budget,Br-Co-Pd,1,0,0,975,0.0010256410256410256,False
500,raw_only_requested_budget,Br-Co-Zn,1,0,0,975,0.0010256410256410256,False
500,raw_only_requested_budget,Br-Cr,2,0,0,975,0.0020512820512820513,False
500,raw_only_requested_budget,Br-Cs-Dy,2,0,0,975,0.0020512820512820513,False
500,raw_only_requested_budget,Br-Cs-Lu,1,0,0,975,0.0010256410256410256,False
500,raw_only_requested_budget,Br-Cs-Pu,1,0,0,975,0.0010256410256410256,False
500,raw_only_requested_budget,Br-Cs-Tm,2,0,0,975,0.0020512820512820513,False
500,raw_only_requested_budget,Br-Cu,1,0,0,975,0.0010256410256410256,False
500,raw_only_requested_budget,Br-Dy,3,0,0,975,0.003076923076923077,False
500,raw_only_requested_budget,Br-Dy-K,1,0,0,975,0.0010256410256410256,False
500,raw_only_requested_budget,Br-Er-Ga,1,0,0,975,0.0010256410256410256,False
500,raw_only_requested_budget,Br-Er-In,1,1,1,975,0.0010256410256410256,False
500,raw_only_requested_budget,Br-Er-N,1,0,0,975,0.0010256410256410256,False
500,raw_only_requested_budget,Br-Er-Pb,2,0,0,975,0.0020512820512820513,False
500,raw_only_requested_budget,Br-Er-Rh,1,1,1,975,0.0010256410256410256,False
500,raw_only_requested_budget,Br-Er-Ru,1,1,1,975,0.0010256410256410256,False
500,raw_only_requested_budget,Br-Er-S,1,0,0,975,0.0010256410256410256,False
500,raw_only_requested_budget,Br-Er-Sn,1,0,0,975,0.0010256410256410256,False
500,raw_only_requested_budget,Br-Er-Zn,1,0,0,975,0.0010256410256410256,False
500,raw_only_requested_budget,Br-Eu,2,2,2,975,0.0020512820512820513,False
500,raw_only_requested_budget,Br-Fe,2,0,0,975,0.0020512820512820513,False
500,raw_only_requested_budget,Br-Gd,3,0,0,975,0.003076923076923077,False
500,raw_only_requested_budget,Br-Hf,2,0,0,975,0.0020512820512820513,False
500,raw_only_requested_budget,Br-Hg,1,0,0,975,0.0010256410256410256,False
500,raw_only_requested_budget,Br-Ho,3,0,0,975,0.003076923076923077,False
500,raw_only_requested_budget,Br-Ho-K,1,0,0,975,0.0010256410256410256,False
500,raw_only_requested_budget,Br-I,1,0,0,975,0.0010256410256410256,False
500,raw_only_requested_budget,Br-I-V,1,0,0,975,0.0010256410256410256,False
500,raw_only_requested_budget,Br-K-Mg,1,0,0,975,0.0010256410256410256,False
500,raw_only_requested_budget,Br-K-Mn,1,0,0,975,0.0010256410256410256,False
500,raw_only_requested_budget,Br-K-Rb,1,0,0,975,0.0010256410256410256,False
500,raw_only_requested_budget,Br-La,2,0,0,975,0.0020512820512820513,False
500,raw_only_requested_budget,Br-Lu,3,0,0,975,0.003076923076923077,False
500,raw_only_requested_budget,Br-Lu-Rb,2,0,0,975,0.0020512820512820513,False
500,raw_only_requested_budget,Br-Mg,5,0,0,975,0.005128205128205128,False
500,raw_only_requested_budget,Br-Mg-Rb,1,0,0,975,0.0010256410256410256,False
500,raw_only_requested_budget,Br-Mg-Se,1,0,0,975,0.0010256410256410256,False
500,raw_only_requested_budget,Br-Mn,6,0,0,975,0.006153846153846154,False
500,raw_only_requested_budget,Br-Mn-Rb,1,0,0,975,0.0010256410256410256,False
500,raw_only_requested_budget,Br-Mn-Se,1,0,0,975,0.0010256410256410256,False
500,raw_only_requested_budget,Br-Mo,2,0,0,975,0.0020512820512820513,False
500,raw_only_requested_budget,Br-Nd,2,0,0,975,0.0020512820512820513,False
500,raw_only_requested_budget,Br-Ni,4,0,0,975,0.0041025641025641026,False
500,raw_only_requested_budget,Br-Np,1,0,0,975,0.0010256410256410256,False
500,raw_only_requested_budget,Br-Pb,3,0,0,975,0.003076923076923077,False
500,raw_only_requested_budget,Br-Pd,3,0,0,975,0.003076923076923077,False
500,raw_only_requested_budget,Br-Pr,2,0,0,975,0.0020512820512820513,False
500,raw_only_requested_budget,Br-Pt,1,1,1,975,0.0010256410256410256,False
500,raw_only_requested_budget,Br-Pu,3,0,0,975,0.003076923076923077,False
500,raw_only_requested_budget,Br-Pu-Rb,2,0,0,975,0.0020512820512820513,False
500,raw_only_requested_budget,Br-Rb,1,0,0,975,0.0010256410256410256,False
500,raw_only_requested_budget,Br-Rb-S,1,0,0,975,0.0010256410256410256,False
500,raw_only_requested_budget,Br-Rb-Tm,2,0,0,975,0.0020512820512820513,False
500,raw_only_requested_budget,Br-Rh,1,0,0,975,0.0010256410256410256,False
500,raw_only_requested_budget,Br-Sb,2,0,0,975,0.0020512820512820513,False
500,raw_only_requested_budget,Br-Sc,3,0,0,975,0.003076923076923077,False
500,raw_only_requested_budget,Br-Sm,3,0,0,975,0.003076923076923077,False
500,raw_only_requested_budget,Br-Sr,9,9,7,975,0.009230769230769232,False
500,raw_only_requested_budget,Br-Tb,3,0,0,975,0.003076923076923077,False
500,raw_only_requested_budget,Br-Ti,1,0,0,975,0.0010256410256410256,False
500,raw_only_requested_budget,Br-Tm,3,0,0,975,0.003076923076923077,False
500,raw_only_requested_budget,Br-V,2,0,0,975,0.0020512820512820513,False
500,raw_only_requested_budget,Br-Y,3,0,0,975,0.003076923076923077,False
500,raw_only_requested_budget,Br-Yb,9,9,0,975,0.009230769230769232,False
500,raw_only_requested_budget,Br-Zr,1,0,0,975,0.0010256410256410256,False
500,raw_only_requested_budget,C-Cl-N-Np,1,1,0,975,0.0010256410256410256,False
500,raw_only_requested_budget,C-Gd-I,1,0,0,975,0.0010256410256410256,False
500,raw_only_requested_budget,C-Gd-I-N,1,0,0,975,0.0010256410256410256,False
500,raw_only_requested_budget,C-N-Pr,1,0,0,975,0.0010256410256410256,False
500,raw_only_requested_budget,Ca-Cd-F-Li,1,1,0,975,0.0010256410256410256,False
500,raw_only_requested_budget,Ca-Cl,6,6,4,975,0.006153846153846154,False
500,raw_only_requested_budget,Ca-Cl-K,1,0,0,975,0.0010256410256410256,False
500,raw_only_requested_budget,Ca-Cl-Sr,1,0,0,975,0.0010256410256410256,False
500,raw_only_requested_budget,Ca-Cs-F,1,1,0,975,0.0010256410256410256,False
500,raw_only_requested_budget,Ca-Dy-F-Li,1,1,1,975,0.0010256410256410256,False
500,raw_only_requested_budget,Ca-Dy-F-Na,1,1,1,975,0.0010256410256410256,False
500,raw_only_requested_budget,Ca-Er-F-Li,1,1,1,975,0.0010256410256410256,False
500,raw_only_requested_budget,Ca-Er-F-Na,1,1,1,975,0.0010256410256410256,False
500,raw_only_requested_budget,Ca-Eu-F,1,1,0,975,0.0010256410256410256,False
500,raw_only_requested_budget,Ca-Eu-F-Li,1,1,1,975,0.0010256410256410256,False
500,raw_only_requested_budget,Ca-F-Ga,1,1,0,975,0.0010256410256410256,False
500,raw_only_requested_budget,Ca-F-Gd,2,2,1,975,0.0020512820512820513,False
500,raw_only_requested_budget,Ca-F-Gd-Li,1,1,1,975,0.0010256410256410256,False
500,raw_only_requested_budget,Ca-F-Gd-Na,1,1,1,975,0.0010256410256410256,False
500,raw_only_requested_budget,Ca-F-Hg,3,3,2,975,0.003076923076923077,False
500,raw_only_requested_budget,Ca-F-Ho-Li,1,1,1,975,0.0010256410256410256,False
500,raw_only_requested_budget,Ca-F-Ho-Na,1,1,1,975,0.0010256410256410256,False
500,raw_only_requested_budget,Ca-F-In,1,1,0,975,0.0010256410256410256,False
500,raw_only_requested_budget,Ca-F-In-Li,1,1,0,975,0.0010256410256410256,False
500,raw_only_requested_budget,Ca-F-K,2,2,0,975,0.0020512820512820513,False
500,raw_only_requested_budget,Ca-F-La-Na,1,1,1,975,0.0010256410256410256,False
500,raw_only_requested_budget,Ca-F-Li,3,3,0,975,0.003076923076923077,False
500,raw_only_requested_budget,Ca-F-Li-Mg,1,1,0,975,0.0010256410256410256,False
500,raw_only_requested_budget,Ca-F-Li-Ni,1,1,0,975,0.0010256410256410256,False
500,raw_only_requested_budget,Ca-F-Li-Pr,1,1,0,975,0.0010256410256410256,False
500,raw_only_requested_budget,Ca-F-Li-Sc,1,1,0,975,0.0010256410256410256,False
500,raw_only_requested_budget,Ca-F-Li-Sm,1,1,0,975,0.0010256410256410256,False
500,raw_only_requested_budget,Ca-F-Li-Sr,1,1,0,975,0.0010256410256410256,False
500,raw_only_requested_budget,Ca-F-Li-Tb,1,1,1,975,0.0010256410256410256,False
500,raw_only_requested_budget,Ca-F-Li-Tm,1,1,1,975,0.0010256410256410256,False
500,raw_only_requested_budget,Ca-F-Li-Y,1,1,0,975,0.0010256410256410256,False
500,raw_only_requested_budget,Ca-F-Li-Zn,1,1,0,975,0.0010256410256410256,False
500,raw_only_requested_budget,Ca-F-Lu-Na,1,1,1,975,0.0010256410256410256,False
500,raw_only_requested_budget,Ca-F-Mg,1,1,0,975,0.0010256410256410256,False
500,raw_only_requested_budget,Ca-F-Na,2,2,2,975,0.0020512820512820513,False
500,raw_only_requested_budget,Ca-F-Na-Nd,1,1,0,975,0.0010256410256410256,False
500,raw_only_requested_budget,Ca-F-Na-Pa,1,1,1,975,0.0010256410256410256,False
500,raw_only_requested_budget,Ca-F-Na-Sc,1,1,0,975,0.0010256410256410256,False
500,raw_only_requested_budget,Ca-F-Na-Sr,1,1,1,975,0.0010256410256410256,False
500,raw_only_requested_budget,Ca-F-Na-Tm,1,1,1,975,0.0010256410256410256,False
500,raw_only_requested_budget,Ca-F-Na-Y,1,1,1,975,0.0010256410256410256,False
500,raw_only_requested_budget,Ca-F-Ni,1,1,0,975,0.0010256410256410256,False
500,raw_only_requested_budget,Ca-F-Sc,1,1,0,975,0.0010256410256410256,False
500,raw_only_requested_budget,Ca-F-Tm,1,1,1,975,0.0010256410256410256,False
500,raw_only_requested_budget,Ca-F-Y,1,1,0,975,0.0010256410256410256,False
500,raw_only_requested_budget,Ca-F-Zn,1,1,0,975,0.0010256410256410256,False
500,raw_only_requested_budget,Ca-I,1,0,0,975,0.0010256410256410256,False
500,raw_only_requested_budget,Cd-Cl-Cs,1,1,0,975,0.0010256410256410256,False
500,raw_only_requested_budget,Cd-Cl-Rb,1,0,0,975,0.0010256410256410256,False
500,raw_only_requested_budget,Cd-Co-F,1,1,0,975,0.0010256410256410256,False
500,raw_only_requested_budget,Cd-Cs-F,1,1,1,975,0.0010256410256410256,False
500,raw_only_requested_budget,Cd-Cs-Pa-Se,1,0,0,975,0.0010256410256410256,False
500,raw_only_requested_budget,Cd-Cu-F,1,1,1,975,0.0010256410256410256,False
500,raw_only_requested_budget,Cd-Dy-F,1,1,0,975,0.0010256410256410256,False
500,raw_only_requested_budget,Cd-Er-F,1,1,0,975,0.0010256410256410256,False
500,raw_only_requested_budget,Cd-Eu-F,2,2,1,975,0.0020512820512820513,False
500,raw_only_requested_budget,Cd-F,1,1,0,975,0.0010256410256410256,False
500,raw_only_requested_budget,Cd-F-Ga,1,1,0,975,0.0010256410256410256,False
500,raw_only_requested_budget,Cd-F-Gd,2,2,2,975,0.0020512820512820513,False
500,raw_only_requested_budget,Cd-F-Hg,1,1,1,975,0.0010256410256410256,False
500,raw_only_requested_budget,Cd-F-Ho,1,1,0,975,0.0010256410256410256,False
500,raw_only_requested_budget,Cd-F-In,1,1,0,975,0.0010256410256410256,False
500,raw_only_requested_budget,Cd-F-La,1,1,0,975,0.0010256410256410256,False
500,raw_only_requested_budget,Cd-F-Mg,1,1,0,975,0.0010256410256410256,False
500,raw_only_requested_budget,Cd-F-Nd,1,1,0,975,0.0010256410256410256,False
500,raw_only_requested_budget,Cd-F-Ni,1,1,1,975,0.0010256410256410256,False
500,raw_only_requested_budget,Cd-F-Pb,1,1,0,975,0.0010256410256410256,False
500,raw_only_requested_budget,Cd-F-Sc,2,2,0,975,0.0020512820512820513,False
500,raw_only_requested_budget,Cd-F-Sm,1,1,0,975,0.0010256410256410256,False
500,raw_only_requested_budget,Cd-F-Tl,1,1,0,975,0.0010256410256410256,False
500,raw_only_requested_budget,Cd-F-Tm,1,1,1,975,0.0010256410256410256,False
500,raw_only_requested_budget,Cd-F-Y,1,1,0,975,0.0010256410256410256,False
500,raw_only_requested_budget,Cd-F-Zn,1,1,0,975,0.0010256410256410256,False
500,raw_only_requested_budget,Ce-Cl,3,0,0,975,0.003076923076923077,False
500,raw_only_requested_budget,Ce-Cl-Rb,2,0,0,975,0.0020512820512820513,False
500,raw_only_requested_budget,Ce-Cl-Se,1,1,1,975,0.0010256410256410256,False
500,raw_only_requested_budget,Ce-F,1,1,0,975,0.0010256410256410256,False
500,raw_only_requested_budget,Ce-F-I,1,1,0,975,0.0010256410256410256,False
500,raw_only_requested_budget,Ce-F-K,1,1,0,975,0.0010256410256410256,False
500,raw_only_requested_budget,Ce-I,2,0,0,975,0.0020512820512820513,False
500,raw_only_requested_budget,Ce-Se,1,1,1,975,0.0010256410256410256,False
500,raw_only_requested_budget,Cl-Co,2,0,0,975,0.0020512820512820513,False
500,raw_only_requested_budget,Cl-Co-Cs,1,0,0,975,0.0010256410256410256,False
500,raw_only_requested_budget,Cl-Co-K,1,1,1,975,0.0010256410256410256,False
500,raw_only_requested_budget,Cl-Co-Li,1,0,0,975,0.0010256410256410256,False
500,raw_only_requested_budget,Cl-Co-Pd,1,1,1,975,0.0010256410256410256,False
500,raw_only_requested_budget,Cl-Co-Rb,1,0,0,975,0.0010256410256410256,False
500,raw_only_requested_budget,Cl-Cr,1,0,0,975,0.0010256410256410256,False
500,raw_only_requested_budget,Cl-Cr-K,1,0,0,975,0.0010256410256410256,False
500,raw_only_requested_budget,Cl-Cr-Rb,1,0,0,975,0.0010256410256410256,False
500,raw_only_requested_budget,Cl-Cs,2,0,0,975,0.0020512820512820513,False
500,raw_only_requested_budget,Cl-Cs-Cu,2,2,2,975,0.0020512820512820513,False
500,raw_only_requested_budget,Cl-Cs-Dy,3,3,0,975,0.003076923076923077,False
500,raw_only_requested_budget,Cl-Cs-Er,3,1,0,975,0.003076923076923077,False
500,raw_only_requested_budget,Cl-Cs-Ga,1,0,0,975,0.0010256410256410256,False
500,raw_only_requested_budget,Cl-Cs-Gd,1,0,0,975,0.0010256410256410256,False
500,raw_only_requested_budget,Cl-Cs-Ho,2,2,0,975,0.0020512820512820513,False
500,raw_only_requested_budget,Cl-Cs-I,2,2,2,975,0.0020512820512820513,False
500,raw_only_requested_budget,Cl-Cs-K-Mg,1,0,0,975,0.0010256410256410256,False
500,raw_only_requested_budget,Cl-Cs-La,2,0,0,975,0.0020512820512820513,False
500,raw_only_requested_budget,Cl-Cs-Lu,1,1,1,975,0.0010256410256410256,False
500,raw_only_requested_budget,Cl-Cs-Mg,1,0,0,975,0.0010256410256410256,False
500,raw_only_requested_budget,Cl-Cs-Mg-Rb,1,1,0,975,0.0010256410256410256,False
500,raw_only_requested_budget,Cl-Cs-Nd,1,1,0,975,0.0010256410256410256,False
500,raw_only_requested_budget,Cl-Cs-Ni,1,0,0,975,0.0010256410256410256,False
500,raw_only_requested_budget,Cl-Cs-Pr,2,2,0,975,0.0020512820512820513,False
500,raw_only_requested_budget,Cl-Cs-Rb,1,0,0,975,0.0010256410256410256,False
500,raw_only_requested_budget,Cl-Cs-Rh,1,0,0,975,0.0010256410256410256,False
500,raw_only_requested_budget,Cl-Cs-Ru,1,1,1,975,0.0010256410256410256,False
500,raw_only_requested_budget,Cl-Cs-Sc,2,0,0,975,0.0020512820512820513,False
500,raw_only_requested_budget,Cl-Cs-Sm,2,0,0,975,0.0020512820512820513,False
500,raw_only_requested_budget,Cl-Cs-Sr,1,0,0,975,0.0010256410256410256,False
500,raw_only_requested_budget,Cl-Cs-Tb,2,0,0,975,0.0020512820512820513,False
500,raw_only_requested_budget,Cl-Cs-Tm,2,2,0,975,0.0020512820512820513,False
500,raw_only_requested_budget,Cl-Cs-Y,3,1,0,975,0.003076923076923077,False
500,raw_only_requested_budget,Cl-Cs-Zn,3,0,0,975,0.003076923076923077,False
500,raw_only_requested_budget,Cl-Cu,2,2,2,975,0.0020512820512820513,False
500,raw_only_requested_budget,Cl-Cu-K,1,1,1,975,0.0010256410256410256,False
500,raw_only_requested_budget,Cl-Cu-Li,1,1,1,975,0.0010256410256410256,False
500,raw_only_requested_budget,Cl-Cu-Rb,2,2,2,975,0.0020512820512820513,False
500,raw_only_requested_budget,Cl-Dy,2,2,1,975,0.0020512820512820513,False
500,raw_only_requested_budget,Cl-Dy-K,1,1,0,975,0.0010256410256410256,False
500,raw_only_requested_budget,Cl-Dy-Rb,1,1,0,975,0.0010256410256410256,False
500,raw_only_requested_budget,Cl-Er,4,0,0,975,0.0041025641025641026,False
500,raw_only_requested_budget,Cl-Er-K,3,0,0,975,0.003076923076923077,False
500,raw_only_requested_budget,Cl-Eu,3,0,0,975,0.003076923076923077,False
500,raw_only_requested_budget,Cl-Eu-K,1,0,0,975,0.0010256410256410256,False
500,raw_only_requested_budget,Cl-Gd,2,0,0,975,0.0020512820512820513,False
500,raw_only_requested_budget,Cl-Gd-K,1,0,0,975,0.0010256410256410256,False
500,raw_only_requested_budget,Cl-Gd-Rb,2,0,0,975,0.0020512820512820513,False
500,raw_only_requested_budget,Cl-Hg,1,0,0,975,0.0010256410256410256,False
500,raw_only_requested_budget,Cl-Ho,3,3,1,975,0.003076923076923077,False
500,raw_only_requested_budget,Cl-Ho-K,2,1,0,975,0.0020512820512820513,False
500,raw_only_requested_budget,Cl-In,4,4,4,975,0.0041025641025641026,False
500,raw_only_requested_budget,Cl-In-K,2,2,0,975,0.0020512820512820513,False
500,raw_only_requested_budget,Cl-In-Rb,2,2,2,975,0.0020512820512820513,False
500,raw_only_requested_budget,Cl-Ir,1,1,1,975,0.0010256410256410256,False
500,raw_only_requested_budget,Cl-Ir-K,1,0,0,975,0.0010256410256410256,False
500,raw_only_requested_budget,Cl-Ir-Rb,1,0,0,975,0.0010256410256410256,False
500,raw_only_requested_budget,Cl-K-Lu,2,0,0,975,0.0020512820512820513,False
500,raw_only_requested_budget,Cl-K-Ni,1,0,0,975,0.0010256410256410256,False
500,raw_only_requested_budget,Cl-K-Pr,1,0,0,975,0.0010256410256410256,False
500,raw_only_requested_budget,Cl-K-Rh,1,0,0,975,0.0010256410256410256,False
500,raw_only_requested_budget,Cl-K-Sc,2,0,0,975,0.0020512820512820513,False
500,raw_only_requested_budget,Cl-K-Sm,1,0,0,975,0.0010256410256410256,False
500,raw_only_requested_budget,Cl-K-Tb,2,1,0,975,0.0020512820512820513,False
500,raw_only_requested_budget,Cl-K-Tm,1,1,0,975,0.0010256410256410256,False
500,raw_only_requested_budget,Cl-K-Y,2,0,0,975,0.0020512820512820513,False
500,raw_only_requested_budget,Cl-K-Zn,1,1,0,975,0.0010256410256410256,False
500,raw_only_requested_budget,Cl-La,2,0,0,975,0.0020512820512820513,False
500,raw_only_requested_budget,Cl-Li-Ni,1,0,0,975,0.0010256410256410256,False
500,raw_only_requested_budget,Cl-Li-Pd,1,1,1,975,0.0010256410256410256,False
500,raw_only_requested_budget,Cl-Lu,3,0,0,975,0.003076923076923077,False
500,raw_only_requested_budget,Cl-Lu-Rb,2,0,0,975,0.0020512820512820513,False
500,raw_only_requested_budget,Cl-Mg,3,0,0,975,0.003076923076923077,False
500,raw_only_requested_budget,Cl-Mg-Rb,2,2,1,975,0.0020512820512820513,False
500,raw_only_requested_budget,Cl-Mn,5,0,0,975,0.005128205128205128,False
500,raw_only_requested_budget,Cl-N-Pa,1,1,1,975,0.0010256410256410256,False
500,raw_only_requested_budget,Cl-Nd,3,3,0,975,0.003076923076923077,False
500,raw_only_requested_budget,Cl-Ni,3,0,0,975,0.003076923076923077,False
500,raw_only_requested_budget,Cl-Ni-Rb,2,0,0,975,0.0020512820512820513,False
500,raw_only_requested_budget,Cl-Np,1,0,0,975,0.0010256410256410256,False
500,raw_only_requested_budget,Cl-Np-P,1,0,0,975,0.0010256410256410256,False
500,raw_only_requested_budget,Cl-Np-Si,1,0,0,975,0.0010256410256410256,False
500,raw_only_requested_budget,Cl-Np-Te,1,1,0,975,0.0010256410256410256,False
500,raw_only_requested_budget,Cl-P,1,0,0,975,0.0010256410256410256,False
500,raw_only_requested_budget,Cl-P-Yb,1,1,0,975,0.0010256410256410256,False
500,raw_only_requested_budget,Cl-Pb,1,1,0,975,0.0010256410256410256,False
500,raw_only_requested_budget,Cl-Pd,3,3,3,975,0.003076923076923077,False
500,raw_only_requested_budget,Cl-Pr,3,0,0,975,0.003076923076923077,False
500,raw_only_requested_budget,Cl-Pr-Rb,1,1,0,975,0.0010256410256410256,False
500,raw_only_requested_budget,Cl-Pt,1,1,1,975,0.0010256410256410256,False
500,raw_only_requested_budget,Cl-Pu,1,0,0,975,0.0010256410256410256,False
500,raw_only_requested_budget,Cl-Rb,2,0,0,975,0.0020512820512820513,False
500,raw_only_requested_budget,Cl-Rb-Rh,1,0,0,975,0.0010256410256410256,False
500,raw_only_requested_budget,Cl-Rb-Ru,1,1,1,975,0.0010256410256410256,False
500,raw_only_requested_budget,Cl-Rb-Sc,2,0,0,975,0.0020512820512820513,False
500,raw_only_requested_budget,Cl-Rb-Sm,2,0,0,975,0.0020512820512820513,False
500,raw_only_requested_budget,Cl-Rb-Y,1,1,0,975,0.0010256410256410256,False
500,raw_only_requested_budget,Cl-Rb-Zn,2,2,1,975,0.0020512820512820513,False
500,raw_only_requested_budget,Cl-Rh,1,0,0,975,0.0010256410256410256,False
500,raw_only_requested_budget,Cl-Ru,1,1,1,975,0.0010256410256410256,False
500,raw_only_requested_budget,Cl-Sb,1,1,1,975,0.0010256410256410256,False
500,raw_only_requested_budget,Cl-Sc,4,0,0,975,0.0041025641025641026,False
500,raw_only_requested_budget,Cl-Sm,4,4,3,975,0.0041025641025641026,False
500,raw_only_requested_budget,Cl-Sr,7,0,0,975,0.0071794871794871795,False
500,raw_only_requested_budget,Cl-Tb,3,3,1,975,0.003076923076923077,False
500,raw_only_requested_budget,Cl-Ti,1,0,0,975,0.0010256410256410256,False
500,raw_only_requested_budget,Cl-Tm,2,2,0,975,0.0020512820512820513,False
500,raw_only_requested_budget,Cl-U,1,0,0,975,0.0010256410256410256,False
500,raw_only_requested_budget,Cl-Y,3,0,0,975,0.003076923076923077,False
500,raw_only_requested_budget,Cl-Yb,3,3,0,975,0.003076923076923077,False
500,raw_only_requested_budget,Cl-Zn,1,0,0,975,0.0010256410256410256,False
500,raw_only_requested_budget,Co-Cs-F,1,0,0,975,0.0010256410256410256,False
500,raw_only_requested_budget,Co-Cu-F,1,0,0,975,0.0010256410256410256,False
500,raw_only_requested_budget,Co-F,1,0,0,975,0.0010256410256410256,False
500,raw_only_requested_budget,Co-F-K,1,0,0,975,0.0010256410256410256,False
500,raw_only_requested_budget,Co-F-Na,1,0,0,975,0.0010256410256410256,False
500,raw_only_requested_budget,Co-Pm-Te,1,0,0,975,0.0010256410256410256,False
500,raw_only_requested_budget,Cr-F-Np,1,1,0,975,0.0010256410256410256,False
500,raw_only_requested_budget,Cr-Pm-Te,1,0,0,975,0.0010256410256410256,False
500,raw_only_requested_budget,Cs-Dy-F,1,1,1,975,0.0010256410256410256,False
500,raw_only_requested_budget,Cs-Eu-F,1,1,1,975,0.0010256410256410256,False
500,raw_only_requested_budget,Cs-F-Fe,1,0,0,975,0.0010256410256410256,False
500,raw_only_requested_budget,Cs-F-Gd,2,0,0,975,0.0020512820512820513,False
500,raw_only_requested_budget,Cs-F-Hg,1,1,1,975,0.0010256410256410256,False
500,raw_only_requested_budget,Cs-F-Ho,1,1,1,975,0.0010256410256410256,False
500,raw_only_requested_budget,Cs-F-Lu,1,1,0,975,0.0010256410256410256,False
500,raw_only_requested_budget,Cs-F-Nd,1,1,1,975,0.0010256410256410256,False
500,raw_only_requested_budget,Cs-F-Ni,1,1,1,975,0.0010256410256410256,False
500,raw_only_requested_budget,Cs-F-Os,1,1,1,975,0.0010256410256410256,False
500,raw_only_requested_budget,Cs-F-Pb,1,0,0,975,0.0010256410256410256,False
500,raw_only_requested_budget,Cs-F-Ta,1,0,0,975,0.0010256410256410256,False
500,raw_only_requested_budget,Cs-F-Ti,2,0,0,975,0.0020512820512820513,False
500,raw_only_requested_budget,Cs-F-Tm,5,0,0,975,0.005128205128205128,False
500,raw_only_requested_budget,Cs-F-Y,2,2,1,975,0.0020512820512820513,False
500,raw_only_requested_budget,Cs-F-Zr,1,1,0,975,0.0010256410256410256,False
500,raw_only_requested_budget,Cs-Mn-Pa-Se,1,0,0,975,0.0010256410256410256,False
500,raw_only_requested_budget,Cs-Np-Te-Zn,1,1,1,975,0.0010256410256410256,False
500,raw_only_requested_budget,Cs-Pa-Se,2,0,0,975,0.0020512820512820513,False
500,raw_only_requested_budget,Cs-Pa-Se-Zn,1,0,0,975,0.0010256410256410256,False
500,raw_only_requested_budget,Cs-Pa-Te,1,1,1,975,0.0010256410256410256,False
500,raw_only_requested_budget,Cs-Pm-Te,1,1,1,975,0.0010256410256410256,False
500,raw_only_requested_budget,Cu-Dy-F,1,1,1,975,0.0010256410256410256,False
500,raw_only_requested_budget,Cu-Er-F,1,1,1,975,0.0010256410256410256,False
500,raw_only_requested_budget,Cu-F,4,0,0,975,0.0041025641025641026,False
500,raw_only_requested_budget,Cu-F-Hg,1,1,1,975,0.0010256410256410256,False
500,raw_only_requested_budget,Cu-F-Ho,1,1,1,975,0.0010256410256410256,False
500,raw_only_requested_budget,Cu-F-K,3,0,0,975,0.003076923076923077,False
500,raw_only_requested_budget,Cu-F-Lu,1,1,1,975,0.0010256410256410256,False
500,raw_only_requested_budget,Cu-F-Na,2,2,2,975,0.0020512820512820513,False
