K,primary_queue_status,material_id,t1_label,alignn_score,alignn_predicted_e_above_hull,cgcnn_ens10_pred_e_form,megnet_pred_e_form,near_hull_50mev_t0_or_t1,t1_false_explanation_class
500,raw_only_requested_budget,wbm-2-6996,t1_stable,0.8664399999999999,-0.8664399999999999,-1.97798,-1.9244,False,t1_stable_or_true_release
300,PARC_release,wbm-2-7016,t1_stable,0.8000079999999996,-0.8000079999999996,-1.99867,-1.8063,True,t1_stable_or_true_release
500,raw_only_requested_budget,wbm-2-7016,t1_stable,0.8000079999999996,-0.8000079999999996,-1.99867,-1.8063,True,t1_stable_or_true_release
300,PARC_release,wbm-2-7017,t1_stable,2.628274,-2.628274,-2.01217,-1.8448,False,t1_stable_or_true_release
500,PARC_release,wbm-2-7017,t1_stable,2.628274,-2.628274,-2.01217,-1.8448,False,t1_stable_or_true_release
300,raw_only_requested_budget,wbm-2-7019,t1_stable,0.751735,-0.751735,-1.97372,-1.74,True,t1_stable_or_true_release
500,raw_only_requested_budget,wbm-2-7019,t1_stable,0.751735,-0.751735,-1.97372,-1.74,True,t1_stable_or_true_release
300,raw_only_requested_budget,wbm-2-7020,t1_stable,0.7854809999999999,-0.7854809999999999,-2.01217,-1.8214,True,t1_stable_or_true_release
500,raw_only_requested_budget,wbm-2-7020,t1_stable,0.7854809999999999,-0.7854809999999999,-2.01217,-1.8214,True,t1_stable_or_true_release
300,raw_only_requested_budget,wbm-2-7023,t1_stable,0.7726980000000001,-0.7726980000000001,-2.01355,-1.9012,True,t1_stable_or_true_release
500,raw_only_requested_budget,wbm-2-7023,t1_stable,0.7726980000000001,-0.7726980000000001,-2.01355,-1.9012,True,t1_stable_or_true_release
500,raw_only_requested_budget,wbm-2-7024,t1_stable,0.6059150000000001,-0.6059150000000001,-0.93059,-0.999,False,t1_stable_or_true_release
500,raw_only_requested_budget,wbm-2-7037,t1_stable,0.6100470000000002,-0.6100470000000002,-1.80869,-1.7472,False,t1_stable_or_true_release
500,raw_only_requested_budget,wbm-2-7054,t1_false_or_unresolved,0.5812400000000002,-0.5812400000000002,-1.6697400000000002,-1.6309,False,ALIGNN_FF_disagrees_with_current_MP_label
300,raw_only_requested_budget,wbm-2-7059,t1_stable,0.7873969999999999,-0.7873969999999999,-2.02065,-1.8501,True,t1_stable_or_true_release
500,raw_only_requested_budget,wbm-2-7059,t1_stable,0.7873969999999999,-0.7873969999999999,-2.02065,-1.8501,True,t1_stable_or_true_release
300,raw_only_requested_budget,wbm-2-7062,t1_stable,0.7240849999999999,-0.7240849999999999,-2.04,-1.9338,True,t1_stable_or_true_release
500,raw_only_requested_budget,wbm-2-7062,t1_stable,0.7240849999999999,-0.7240849999999999,-2.04,-1.9338,True,t1_stable_or_true_release
500,raw_only_requested_budget,wbm-2-7066,t1_false_or_unresolved,0.5708430000000002,-0.5708430000000002,-1.61466,-1.585,False,unresolved_current_MP_hull_reference
500,raw_only_requested_budget,wbm-2-7069,t1_stable,0.6104099999999999,-0.6104099999999999,-2.02824,-1.8755,False,t1_stable_or_true_release
500,raw_only_requested_budget,wbm-2-7073,t1_stable,0.5696249999999998,-0.5696249999999998,-2.16036,-2.1803,True,t1_stable_or_true_release
500,raw_only_requested_budget,wbm-2-7078,t1_stable,0.584219,-0.584219,-2.12951,-2.2073,True,t1_stable_or_true_release
500,raw_only_requested_budget,wbm-2-7083,t1_stable,0.570602,-0.570602,-2.0285900000000003,-1.9148,False,t1_stable_or_true_release
500,raw_only_requested_budget,wbm-2-7087,t1_stable,0.5852240000000002,-0.5852240000000002,-2.12808,-2.2047,True,t1_stable_or_true_release
500,raw_only_requested_budget,wbm-2-7103,t1_stable,0.5707519999999999,-0.5707519999999999,-2.13345,-2.0356,True,t1_stable_or_true_release
300,PARC_release,wbm-2-7138,t1_stable,1.811377,-1.811377,-0.82147,-1.2115,False,t1_stable_or_true_release
500,PARC_release,wbm-2-7138,t1_stable,1.811377,-1.811377,-0.82147,-1.2115,False,t1_stable_or_true_release
500,raw_only_requested_budget,wbm-2-8105,t1_false_or_unresolved,0.5881449999999999,-0.5881449999999999,-1.4134700000000002,-1.2392,False,ALIGNN_FF_disagrees_with_current_MP_label
500,raw_only_requested_budget,wbm-2-8140,t1_stable,0.5558540000000001,-0.5558540000000001,-1.22155,-1.2432,False,t1_stable_or_true_release
500,raw_only_requested_budget,wbm-3-10115,t1_stable,0.6087429999999999,-0.6087429999999999,-0.60614,-0.6836,False,t1_stable_or_true_release
300,PARC_release,wbm-3-10122,t1_stable,2.451875,-2.451875,-1.95448,-1.8713,False,t1_stable_or_true_release
500,PARC_release,wbm-3-10122,t1_stable,2.451875,-2.451875,-1.95448,-1.8713,False,t1_stable_or_true_release
300,PARC_release,wbm-3-10123,t1_stable,2.442075,-2.442075,-1.94875,-1.8657,False,t1_stable_or_true_release
500,PARC_release,wbm-3-10123,t1_stable,2.442075,-2.442075,-1.94875,-1.8657,False,t1_stable_or_true_release
300,PARC_release,wbm-3-10124,t1_stable,2.421675,-2.421675,-1.9617,-1.8582,False,t1_stable_or_true_release
500,PARC_release,wbm-3-10124,t1_stable,2.421675,-2.421675,-1.9617,-1.8582,False,t1_stable_or_true_release
300,raw_only_requested_budget,wbm-3-10159,t1_stable,0.65909,-0.65909,-1.2497700000000005,-1.0032,True,t1_stable_or_true_release
500,raw_only_requested_budget,wbm-3-10159,t1_stable,0.65909,-0.65909,-1.2497700000000005,-1.0032,True,t1_stable_or_true_release
300,PARC_release,wbm-3-10163,t1_stable,1.282936,-1.282936,-1.5165399999999998,-1.5415,False,t1_stable_or_true_release
500,PARC_release,wbm-3-10163,t1_stable,1.282936,-1.282936,-1.5165399999999998,-1.5415,False,t1_stable_or_true_release
500,raw_only_requested_budget,wbm-3-10180,t1_stable,0.5592569999999997,-0.5592569999999997,-1.93227,-1.9928,False,t1_stable_or_true_release
300,PARC_release,wbm-3-10186,t1_stable,1.0272519999999998,-1.0272519999999998,-1.41901,-1.4282,False,t1_stable_or_true_release
500,PARC_release,wbm-3-10186,t1_stable,1.0272519999999998,-1.0272519999999998,-1.41901,-1.4282,False,t1_stable_or_true_release
300,PARC_release,wbm-3-10187,t1_stable,1.032752,-1.032752,-1.5058000000000002,-1.4449,False,t1_stable_or_true_release
500,PARC_release,wbm-3-10187,t1_stable,1.032752,-1.032752,-1.5058000000000002,-1.4449,False,t1_stable_or_true_release
500,raw_only_requested_budget,wbm-3-10248,t1_stable,0.599816,-0.599816,-1.02793,-1.0206,True,t1_stable_or_true_release
300,PARC_release,wbm-3-10261,t1_stable,2.707174,-2.707174,-2.17139,-1.9876,False,t1_stable_or_true_release
500,PARC_release,wbm-3-10261,t1_stable,2.707174,-2.707174,-2.17139,-1.9876,False,t1_stable_or_true_release
500,raw_only_requested_budget,wbm-3-10268,t1_stable,0.575275,-0.575275,-1.63407,-1.538,True,t1_stable_or_true_release
300,PARC_release,wbm-3-10275,t1_false_or_unresolved,0.961011,-0.961011,-1.6684100000000002,-1.6383,False,ALIGNN_FF_disagrees_with_current_MP_label
500,PARC_release,wbm-3-10275,t1_false_or_unresolved,0.961011,-0.961011,-1.6684100000000002,-1.6383,False,ALIGNN_FF_disagrees_with_current_MP_label
300,raw_only_requested_budget,wbm-3-10304,t1_stable,0.6527750000000001,-0.6527750000000001,-1.07493,-0.9632,False,t1_stable_or_true_release
500,raw_only_requested_budget,wbm-3-10304,t1_stable,0.6527750000000001,-0.6527750000000001,-1.07493,-0.9632,False,t1_stable_or_true_release
300,PARC_release,wbm-3-10313,t1_stable,1.4613950000000002,-1.4613950000000002,-1.91755,-1.7624,False,t1_stable_or_true_release
500,PARC_release,wbm-3-10313,t1_stable,1.4613950000000002,-1.4613950000000002,-1.91755,-1.7624,False,t1_stable_or_true_release
300,PARC_release,wbm-3-10338,t1_stable,1.333621,-1.333621,-1.64876,-1.5968,False,t1_stable_or_true_release
500,PARC_release,wbm-3-10338,t1_stable,1.333621,-1.333621,-1.64876,-1.5968,False,t1_stable_or_true_release
300,PARC_release,wbm-3-10361,t1_stable,0.9997889999999998,-0.9997889999999998,-1.63939,-1.723,False,t1_stable_or_true_release
500,PARC_release,wbm-3-10361,t1_stable,0.9997889999999998,-0.9997889999999998,-1.63939,-1.723,False,t1_stable_or_true_release
300,raw_only_requested_budget,wbm-3-10376,t1_false_or_unresolved,0.781982,-0.781982,-2.00817,-1.7466,True,near_hull_50meV_boundary
500,raw_only_requested_budget,wbm-3-10376,t1_false_or_unresolved,0.781982,-0.781982,-2.00817,-1.7466,True,near_hull_50meV_boundary
300,PARC_release,wbm-3-10403,t1_false_or_unresolved,0.7952610000000002,-0.7952610000000002,-2.02374,-2.0442,False,unresolved_current_MP_hull_reference
500,raw_only_requested_budget,wbm-3-10403,t1_false_or_unresolved,0.7952610000000002,-0.7952610000000002,-2.02374,-2.0442,False,unresolved_current_MP_hull_reference
300,PARC_release,wbm-3-10404,t1_false_or_unresolved,0.7818609999999997,-0.7818609999999997,-1.81265,-1.9015,True,unresolved_current_MP_hull_reference
500,raw_only_requested_budget,wbm-3-10404,t1_false_or_unresolved,0.7818609999999997,-0.7818609999999997,-1.81265,-1.9015,True,unresolved_current_MP_hull_reference
300,PARC_release,wbm-3-10428,t1_stable,1.622708,-1.622708,-1.7695599999999998,-1.6393,False,t1_stable_or_true_release
500,PARC_release,wbm-3-10428,t1_stable,1.622708,-1.622708,-1.7695599999999998,-1.6393,False,t1_stable_or_true_release
300,raw_only_requested_budget,wbm-3-10439,t1_stable,0.6663909999999997,-0.6663909999999997,-2.08448,-1.9698,False,t1_stable_or_true_release
500,raw_only_requested_budget,wbm-3-10439,t1_stable,0.6663909999999997,-0.6663909999999997,-2.08448,-1.9698,False,t1_stable_or_true_release
500,raw_only_requested_budget,wbm-3-10445,t1_stable,0.6151769999999999,-0.6151769999999999,-2.04521,-1.9457,True,t1_stable_or_true_release
500,raw_only_requested_budget,wbm-3-10447,t1_stable,0.606954,-0.606954,-2.08354,-1.6971,False,t1_stable_or_true_release
300,raw_only_requested_budget,wbm-3-10451,t1_stable,0.6954390000000001,-0.6954390000000001,-2.04514,-1.9187,True,t1_stable_or_true_release
500,raw_only_requested_budget,wbm-3-10451,t1_stable,0.6954390000000001,-0.6954390000000001,-2.04514,-1.9187,True,t1_stable_or_true_release
300,raw_only_requested_budget,wbm-3-10464,t1_stable,0.634935,-0.634935,-2.05031,-2.0174,True,t1_stable_or_true_release
500,raw_only_requested_budget,wbm-3-10464,t1_stable,0.634935,-0.634935,-2.05031,-2.0174,True,t1_stable_or_true_release
300,raw_only_requested_budget,wbm-3-10473,t1_false_or_unresolved,0.6829399999999999,-0.6829399999999999,-1.6242899999999998,-1.1821,False,ALIGNN_FF_disagrees_with_current_MP_label
500,raw_only_requested_budget,wbm-3-10473,t1_false_or_unresolved,0.6829399999999999,-0.6829399999999999,-1.6242899999999998,-1.1821,False,ALIGNN_FF_disagrees_with_current_MP_label
500,raw_only_requested_budget,wbm-3-10475,t1_stable,0.5892969999999997,-0.5892969999999997,-1.83409,-1.87,False,t1_stable_or_true_release
300,raw_only_requested_budget,wbm-3-10478,t1_false_or_unresolved,0.7596429999999998,-0.7596429999999998,-1.55174,-1.4592,False,unresolved_current_MP_hull_reference
500,raw_only_requested_budget,wbm-3-10478,t1_false_or_unresolved,0.7596429999999998,-0.7596429999999998,-1.55174,-1.4592,False,unresolved_current_MP_hull_reference
500,raw_only_requested_budget,wbm-3-10492,t1_stable,0.5729250000000001,-0.5729250000000001,-2.07887,-2.1584,True,t1_stable_or_true_release
500,raw_only_requested_budget,wbm-3-10521,t1_stable,0.5809229999999999,-0.5809229999999999,-2.04225,-2.163,True,t1_stable_or_true_release
300,PARC_release,wbm-3-10531,t1_stable,1.505309,-1.505309,-2.09795,-2.138,False,t1_stable_or_true_release
500,PARC_release,wbm-3-10531,t1_stable,1.505309,-1.505309,-2.09795,-2.138,False,t1_stable_or_true_release
300,PARC_release,wbm-3-10532,t1_stable,1.5393089999999998,-1.5393089999999998,-2.12745,-1.9874,False,t1_stable_or_true_release
500,PARC_release,wbm-3-10532,t1_stable,1.5393089999999998,-1.5393089999999998,-2.12745,-1.9874,False,t1_stable_or_true_release
500,raw_only_requested_budget,wbm-3-10542,t1_stable,0.601148,-0.601148,-2.07391,-2.1541,True,t1_stable_or_true_release
500,raw_only_requested_budget,wbm-3-10543,t1_stable,0.5620480000000003,-0.5620480000000003,-2.12213,-2.0163,True,t1_stable_or_true_release
500,raw_only_requested_budget,wbm-3-10551,t1_stable,0.6041319999999999,-0.6041319999999999,-1.9448499999999995,-1.9744,False,t1_stable_or_true_release
500,raw_only_requested_budget,wbm-3-10552,t1_stable,0.593431,-0.593431,-1.87726,-1.8661,False,t1_stable_or_true_release
500,raw_only_requested_budget,wbm-3-10560,t1_stable,0.571353,-0.571353,-2.11561,-2.095,True,t1_stable_or_true_release
300,PARC_release,wbm-3-10586,t1_stable,1.7237889999999996,-1.7237889999999996,-2.26708,-2.1969,False,t1_stable_or_true_release
500,PARC_release,wbm-3-10586,t1_stable,1.7237889999999996,-1.7237889999999996,-2.26708,-2.1969,False,t1_stable_or_true_release
500,raw_only_requested_budget,wbm-3-10599,t1_false_or_unresolved,0.6149420000000001,-0.6149420000000001,-1.9973000000000003,-1.9191,True,unresolved_current_MP_hull_reference
300,raw_only_requested_budget,wbm-3-10602,t1_false_or_unresolved,0.6400489999999999,-0.6400489999999999,-2.10013,-1.8017,True,near_hull_25meV_boundary
500,raw_only_requested_budget,wbm-3-10602,t1_false_or_unresolved,0.6400489999999999,-0.6400489999999999,-2.10013,-1.8017,True,near_hull_25meV_boundary
500,raw_only_requested_budget,wbm-3-10613,t1_false_or_unresolved,0.6252580000000001,-0.6252580000000001,-1.03082,-1.0673,False,ALIGNN_FF_disagrees_with_current_MP_label
500,raw_only_requested_budget,wbm-3-10633,t1_stable,0.57549,-0.57549,-1.00783,-1.2013,False,t1_stable_or_true_release
500,raw_only_requested_budget,wbm-3-11788,t1_false_or_unresolved,0.6095659999999999,-0.6095659999999999,-1.34299,-0.9577,False,ALIGNN_FF_disagrees_with_current_MP_label
500,raw_only_requested_budget,wbm-3-11825,t1_stable,0.564397,-0.564397,-0.99138,-1.0451,False,t1_stable_or_true_release
500,raw_only_requested_budget,wbm-3-12309,t1_stable,0.6267749999999999,-0.6267749999999999,-2.0105200000000005,-1.8895,True,t1_stable_or_true_release
300,raw_only_requested_budget,wbm-3-12827,t1_stable,0.7380180000000001,-0.7380180000000001,-1.80519,-1.8626,True,t1_stable_or_true_release
500,raw_only_requested_budget,wbm-3-12827,t1_stable,0.7380180000000001,-0.7380180000000001,-1.80519,-1.8626,True,t1_stable_or_true_release
300,raw_only_requested_budget,wbm-3-12828,t1_stable,0.7413190000000001,-0.7413190000000001,-1.57504,-1.7867,True,t1_stable_or_true_release
500,raw_only_requested_budget,wbm-3-12828,t1_stable,0.7413190000000001,-0.7413190000000001,-1.57504,-1.7867,True,t1_stable_or_true_release
300,raw_only_requested_budget,wbm-3-12832,t1_stable,0.7219690000000001,-0.7219690000000001,-1.50757,-1.2771,False,t1_stable_or_true_release
500,raw_only_requested_budget,wbm-3-12832,t1_stable,0.7219690000000001,-0.7219690000000001,-1.50757,-1.2771,False,t1_stable_or_true_release
300,raw_only_requested_budget,wbm-3-13298,t1_stable,0.6624220000000001,-0.6624220000000001,-1.13787,-1.0659,False,t1_stable_or_true_release
500,raw_only_requested_budget,wbm-3-13298,t1_stable,0.6624220000000001,-0.6624220000000001,-1.13787,-1.0659,False,t1_stable_or_true_release
300,PARC_release,wbm-3-13300,t1_stable,1.2228599999999998,-1.2228599999999998,-1.57634,-1.5468,False,t1_stable_or_true_release
500,PARC_release,wbm-3-13300,t1_stable,1.2228599999999998,-1.2228599999999998,-1.57634,-1.5468,False,t1_stable_or_true_release
300,PARC_release,wbm-3-14529,t1_stable,0.8383479999999999,-0.8383479999999999,-2.5021,-2.7142,False,t1_stable_or_true_release
500,raw_only_requested_budget,wbm-3-14529,t1_stable,0.8383479999999999,-0.8383479999999999,-2.5021,-2.7142,False,t1_stable_or_true_release
300,raw_only_requested_budget,wbm-3-14557,t1_stable,0.6957210000000003,-0.6957210000000003,-2.5021,-2.8648,False,t1_stable_or_true_release
500,raw_only_requested_budget,wbm-3-14557,t1_stable,0.6957210000000003,-0.6957210000000003,-2.5021,-2.8648,False,t1_stable_or_true_release
300,raw_only_requested_budget,wbm-3-14564,t1_stable,0.6599119999999998,-0.6599119999999998,-2.33431,-2.7091,False,t1_stable_or_true_release
500,raw_only_requested_budget,wbm-3-14564,t1_stable,0.6599119999999998,-0.6599119999999998,-2.33431,-2.7091,False,t1_stable_or_true_release
500,raw_only_requested_budget,wbm-3-14571,t1_false_or_unresolved,0.5951500000000001,-0.5951500000000001,-1.9336,-2.2093,False,ALIGNN_FF_disagrees_with_current_MP_label
500,raw_only_requested_budget,wbm-3-14652,t1_false_or_unresolved,0.6307,-0.6307,-2.21682,-2.7721,True,near_hull_50meV_boundary
500,raw_only_requested_budget,wbm-3-14665,t1_false_or_unresolved,0.5787849999999999,-0.5787849999999999,-2.31552,-2.6209,False,ALIGNN_FF_disagrees_with_current_MP_label
500,raw_only_requested_budget,wbm-3-14667,t1_false_or_unresolved,0.6003960000000004,-0.6003960000000004,-2.32498,-2.6179,False,ALIGNN_FF_disagrees_with_current_MP_label
500,raw_only_requested_budget,wbm-3-14744,t1_stable,0.5585819999999995,-0.5585819999999995,-2.34622,-2.6922,False,t1_stable_or_true_release
500,raw_only_requested_budget,wbm-3-14746,t1_stable,0.6171829999999998,-0.6171829999999998,-2.28738,-2.6192,False,t1_stable_or_true_release
500,raw_only_requested_budget,wbm-3-14751,t1_false_or_unresolved,0.608155,-0.608155,-2.26399,-2.6295,False,ALIGNN_FF_disagrees_with_current_MP_label
500,raw_only_requested_budget,wbm-3-14768,t1_false_or_unresolved,0.5744669999999998,-0.5744669999999998,-2.28968,-2.6523,False,ALIGNN_FF_disagrees_with_current_MP_label
500,raw_only_requested_budget,wbm-3-14773,t1_false_or_unresolved,0.6126709999999997,-0.6126709999999997,-2.2353,-2.596,False,ALIGNN_FF_disagrees_with_current_MP_label
500,raw_only_requested_budget,wbm-3-14782,t1_stable,0.6144779999999996,-0.6144779999999996,-2.30567,-2.6418,False,t1_stable_or_true_release
300,raw_only_requested_budget,wbm-3-14800,t1_false_or_unresolved,0.7410300000000001,-0.7410300000000001,-0.96073,-1.3112,False,ALIGNN_FF_disagrees_with_current_MP_label
500,raw_only_requested_budget,wbm-3-14800,t1_false_or_unresolved,0.7410300000000001,-0.7410300000000001,-0.96073,-1.3112,False,ALIGNN_FF_disagrees_with_current_MP_label
500,raw_only_requested_budget,wbm-3-14803,t1_false_or_unresolved,0.5975739999999998,-0.5975739999999998,-2.31178,-2.6199,False,ALIGNN_FF_disagrees_with_current_MP_label
500,raw_only_requested_budget,wbm-3-14818,t1_stable,0.6064280000000002,-0.6064280000000002,-1.35587,-1.8877,False,t1_stable_or_true_release
500,raw_only_requested_budget,wbm-3-14881,t1_false_or_unresolved,0.6066270000000005,-0.6066270000000005,-2.3505100000000003,-2.6442,False,ALIGNN_FF_disagrees_with_current_MP_label
300,raw_only_requested_budget,wbm-3-14916,t1_false_or_unresolved,0.668383,-0.668383,-0.6450400000000001,-1.0322,False,ALIGNN_FF_disagrees_with_current_MP_label
500,raw_only_requested_budget,wbm-3-14916,t1_false_or_unresolved,0.668383,-0.668383,-0.6450400000000001,-1.0322,False,ALIGNN_FF_disagrees_with_current_MP_label
300,PARC_release,wbm-3-14956,t1_false_or_unresolved,0.855256,-0.855256,-0.87704,-1.2727,False,ALIGNN_FF_disagrees_with_current_MP_label
500,raw_only_requested_budget,wbm-3-14956,t1_false_or_unresolved,0.855256,-0.855256,-0.87704,-1.2727,False,ALIGNN_FF_disagrees_with_current_MP_label
300,raw_only_requested_budget,wbm-3-14957,t1_false_or_unresolved,0.7236920000000001,-0.7236920000000001,-0.90424,-1.3592,False,ALIGNN_FF_disagrees_with_current_MP_label
500,raw_only_requested_budget,wbm-3-14957,t1_false_or_unresolved,0.7236920000000001,-0.7236920000000001,-0.90424,-1.3592,False,ALIGNN_FF_disagrees_with_current_MP_label
300,raw_only_requested_budget,wbm-3-14960,t1_stable,0.6866429999999999,-0.6866429999999999,-0.99678,-1.4059,True,t1_stable_or_true_release
500,raw_only_requested_budget,wbm-3-14960,t1_stable,0.6866429999999999,-0.6866429999999999,-0.99678,-1.4059,True,t1_stable_or_true_release
300,raw_only_requested_budget,wbm-3-14961,t1_false_or_unresolved,0.6827690000000001,-0.6827690000000001,-1.02312,-1.4091,False,ALIGNN_FF_disagrees_with_current_MP_label
500,raw_only_requested_budget,wbm-3-14961,t1_false_or_unresolved,0.6827690000000001,-0.6827690000000001,-1.02312,-1.4091,False,ALIGNN_FF_disagrees_with_current_MP_label
300,raw_only_requested_budget,wbm-3-14971,t1_stable,0.704456,-0.704456,-1.89269,-2.3881,False,t1_stable_or_true_release
500,raw_only_requested_budget,wbm-3-14971,t1_stable,0.704456,-0.704456,-1.89269,-2.3881,False,t1_stable_or_true_release
500,raw_only_requested_budget,wbm-3-14979,t1_false_or_unresolved,0.5632510000000002,-0.5632510000000002,-1.75238,-2.0455,True,near_hull_25meV_boundary
500,raw_only_requested_budget,wbm-3-14982,t1_stable,0.638836,-0.638836,-1.64364,-2.0571,False,t1_stable_or_true_release
300,raw_only_requested_budget,wbm-3-14997,t1_false_or_unresolved,0.6444390000000002,-0.6444390000000002,-2.4313,-2.9033,True,near_hull_50meV_boundary
500,raw_only_requested_budget,wbm-3-14997,t1_false_or_unresolved,0.6444390000000002,-0.6444390000000002,-2.4313,-2.9033,True,near_hull_50meV_boundary
300,raw_only_requested_budget,wbm-3-14998,t1_stable,0.6448479999999996,-0.6448479999999996,-2.43628,-2.9198,True,t1_stable_or_true_release
500,raw_only_requested_budget,wbm-3-14998,t1_stable,0.6448479999999996,-0.6448479999999996,-2.43628,-2.9198,True,t1_stable_or_true_release
300,raw_only_requested_budget,wbm-3-15001,t1_false_or_unresolved,0.6453599999999997,-0.6453599999999997,-2.43628,-2.9108,True,near_hull_50meV_boundary
500,raw_only_requested_budget,wbm-3-15001,t1_false_or_unresolved,0.6453599999999997,-0.6453599999999997,-2.43628,-2.9108,True,near_hull_50meV_boundary
300,raw_only_requested_budget,wbm-3-15002,t1_stable,0.6355949999999999,-0.6355949999999999,-1.72324,-2.8448,False,t1_stable_or_true_release
500,raw_only_requested_budget,wbm-3-15002,t1_stable,0.6355949999999999,-0.6355949999999999,-1.72324,-2.8448,False,t1_stable_or_true_release
500,raw_only_requested_budget,wbm-3-15007,t1_false_or_unresolved,0.6006279999999995,-0.6006279999999995,-1.7347,-2.7741,False,ALIGNN_FF_disagrees_with_current_MP_label
300,raw_only_requested_budget,wbm-3-15008,t1_stable,0.6479680000000001,-0.6479680000000001,-2.4396600000000004,-2.8681,True,t1_stable_or_true_release
500,raw_only_requested_budget,wbm-3-15008,t1_stable,0.6479680000000001,-0.6479680000000001,-2.4396600000000004,-2.8681,True,t1_stable_or_true_release
500,raw_only_requested_budget,wbm-3-15027,t1_stable,0.5727840000000002,-0.5727840000000002,-1.92391,-2.31,False,t1_stable_or_true_release
500,raw_only_requested_budget,wbm-3-15037,t1_false_or_unresolved,0.5924070000000001,-0.5924070000000001,-1.79229,-2.2227,True,near_hull_50meV_boundary
500,raw_only_requested_budget,wbm-3-15047,t1_stable,0.5812870000000001,-0.5812870000000001,-2.3408300000000004,-2.6721,False,t1_stable_or_true_release
300,raw_only_requested_budget,wbm-3-15116,t1_false_or_unresolved,0.6535770000000003,-0.6535770000000003,-1.8140100000000003,-2.2624,True,near_hull_50meV_boundary
500,raw_only_requested_budget,wbm-3-15116,t1_false_or_unresolved,0.6535770000000003,-0.6535770000000003,-1.8140100000000003,-2.2624,True,near_hull_50meV_boundary
500,raw_only_requested_budget,wbm-3-15169,t1_stable,0.5622219999999998,-0.5622219999999998,-1.85982,-2.3917,True,t1_stable_or_true_release
300,raw_only_requested_budget,wbm-3-15185,t1_stable,0.7345630000000001,-0.7345630000000001,-1.4937,-2.0946,False,t1_stable_or_true_release
500,raw_only_requested_budget,wbm-3-15185,t1_stable,0.7345630000000001,-0.7345630000000001,-1.4937,-2.0946,False,t1_stable_or_true_release
500,raw_only_requested_budget,wbm-3-15186,t1_stable,0.625364,-0.625364,-1.57848,-2.0371,True,t1_stable_or_true_release
500,raw_only_requested_budget,wbm-3-15197,t1_false_or_unresolved,0.6235649999999999,-0.6235649999999999,-0.93298,-1.4148,False,ALIGNN_FF_disagrees_with_current_MP_label
300,PARC_release,wbm-3-15228,t1_stable,1.2780300000000002,-1.2780300000000002,-2.1529800000000003,-2.11,False,t1_stable_or_true_release
500,PARC_release,wbm-3-15228,t1_stable,1.2780300000000002,-1.2780300000000002,-2.1529800000000003,-2.11,False,t1_stable_or_true_release
300,raw_only_requested_budget,wbm-3-16740,t1_stable,0.6386160000000001,-0.6386160000000001,-0.65171,-0.7287,False,t1_stable_or_true_release
500,raw_only_requested_budget,wbm-3-16740,t1_stable,0.6386160000000001,-0.6386160000000001,-0.65171,-0.7287,False,t1_stable_or_true_release
500,raw_only_requested_budget,wbm-3-16741,t1_stable,0.6365160000000001,-0.6365160000000001,-0.3313400000000001,-0.5896,False,t1_stable_or_true_release
300,raw_only_requested_budget,wbm-3-16744,t1_stable,0.7770269999999999,-0.7770269999999999,-0.61661,-0.6686,False,t1_stable_or_true_release
500,raw_only_requested_budget,wbm-3-16744,t1_stable,0.7770269999999999,-0.7770269999999999,-0.61661,-0.6686,False,t1_stable_or_true_release
300,raw_only_requested_budget,wbm-3-16745,t1_stable,0.6958340000000001,-0.6958340000000001,-0.5121100000000001,-0.466,False,t1_stable_or_true_release
500,raw_only_requested_budget,wbm-3-16745,t1_stable,0.6958340000000001,-0.6958340000000001,-0.5121100000000001,-0.466,False,t1_stable_or_true_release
300,raw_only_requested_budget,wbm-3-17923,t1_stable,0.6813730000000001,-0.6813730000000001,-0.77102,-0.814,False,t1_stable_or_true_release
500,raw_only_requested_budget,wbm-3-17923,t1_stable,0.6813730000000001,-0.6813730000000001,-0.77102,-0.814,False,t1_stable_or_true_release
500,raw_only_requested_budget,wbm-3-18489,t1_stable,0.554694,-0.554694,-1.11115,-1.1006,True,t1_stable_or_true_release
300,raw_only_requested_budget,wbm-3-19027,t1_stable,0.7241780000000001,-0.7241780000000001,-0.7791199999999999,-0.6341,False,t1_stable_or_true_release
500,raw_only_requested_budget,wbm-3-19027,t1_stable,0.7241780000000001,-0.7241780000000001,-0.7791199999999999,-0.6341,False,t1_stable_or_true_release
500,raw_only_requested_budget,wbm-3-21301,t1_false_or_unresolved,0.5595270000000001,-0.5595270000000001,-1.16479,-1.1712,False,ALIGNN_FF_disagrees_with_current_MP_label
300,PARC_release,wbm-3-21975,t1_false_or_unresolved,1.0530049999999995,-1.0530049999999995,-3.27812,-3.3925,False,ALIGNN_FF_disagrees_with_current_MP_label
500,PARC_release,wbm-3-21975,t1_false_or_unresolved,1.0530049999999995,-1.0530049999999995,-3.27812,-3.3925,False,ALIGNN_FF_disagrees_with_current_MP_label
300,raw_only_requested_budget,wbm-3-22004,t1_false_or_unresolved,0.6412599999999999,-0.6412599999999999,-2.8182,-3.2195,False,ALIGNN_FF_disagrees_with_current_MP_label
500,raw_only_requested_budget,wbm-3-22004,t1_false_or_unresolved,0.6412599999999999,-0.6412599999999999,-2.8182,-3.2195,False,ALIGNN_FF_disagrees_with_current_MP_label
300,PARC_release,wbm-3-22021,t1_false_or_unresolved,1.0517990000000004,-1.0517990000000004,-3.37119,-3.3851,False,ALIGNN_FF_disagrees_with_current_MP_label
