boundary_sample_id,dataset,video_id,path_id,pending_montage_path,second_reviewer_label,second_reviewer_verified_positive_for_calibration,second_reviewer_reason,second_reviewer_confidence,review_status
boundary_0198,BURST,338,ovtb_v338_p000597,${PARC_TRACK_ROOT}/outputs/phase9_audit_benchmark/pending_montages/burst_ovtb_v338_p000597.jpg,actually_true,no,ai_prefill_from_existing_audit_for_human_review:metadata_prior_real_object_candidate,medium,ai_prefill_pending_human_confirmation
boundary_0199,TAO,2795,ovtb_v2795_p001469,,actually_false,no,ai_prefill_from_existing_audit_for_human_review:low_confidence_short_unmatched_tracklet,medium,ai_prefill_pending_human_confirmation
boundary_0200,OVT-B,36,ovtb_v36_p002211,${PARC_TRACK_ROOT}/outputs/phase9_audit_benchmark/pending_montages/ovtb_ovtb_v36_p002211.jpg,actually_true,no,ai_prefill_from_existing_audit_for_human_review:metadata_prior_real_object_candidate,medium,ai_prefill_pending_human_confirmation
boundary_0201,OVT-B,38,ovtb_v38_p002315,${PARC_TRACK_ROOT}/outputs/phase9_audit_benchmark/pending_montages/ovtb_ovtb_v38_p002315.jpg,actually_true,no,ai_prefill_from_existing_audit_for_human_review:metadata_prior_real_object_candidate,medium,ai_prefill_pending_human_confirmation
boundary_0202,TAO,146,ovtb_v146_p000124,${PARC_TRACK_ROOT}/outputs/phase9_audit_benchmark/pending_montages/tao_ovtb_v146_p000124.jpg,actually_true,no,ai_prefill_from_existing_audit_for_human_review:metadata_prior_real_object_candidate,medium,ai_prefill_pending_human_confirmation
boundary_0203,OVT-B,33,ovtb_v33_p001932,${PARC_TRACK_ROOT}/outputs/phase9_audit_benchmark/pending_montages/ovtb_ovtb_v33_p001932.jpg,actually_true,no,ai_prefill_from_existing_audit_for_human_review:metadata_prior_real_object_candidate,medium,ai_prefill_pending_human_confirmation
boundary_0204,TAO,358,ovtb_v358_p000272,${PARC_TRACK_ROOT}/outputs/phase9_audit_benchmark/pending_montages/tao_ovtb_v358_p000272.jpg,actually_true,no,ai_prefill_from_existing_audit_for_human_review:metadata_prior_real_object_candidate,medium,ai_prefill_pending_human_confirmation
boundary_0205,TAO,5050,ovtb_v5050_p003517,,actually_true,no,ai_prefill_from_existing_audit_for_human_review:stable_tracklet_with_moderate_score,medium,ai_prefill_pending_human_confirmation
boundary_0206,TAO,5781,ovtb_v5781_p004235,,actually_false,no,ai_prefill_from_existing_audit_for_human_review:wrong_category_adult_or_nonbaby_region,high,ai_prefill_pending_human_confirmation
boundary_0207,BURST,428,ovtb_v428_p000963,${PARC_TRACK_ROOT}/outputs/phase9_audit_benchmark/pending_montages/burst_ovtb_v428_p000963.jpg,actually_true,no,ai_prefill_from_existing_audit_for_human_review:metadata_prior_real_object_candidate,medium,ai_prefill_pending_human_confirmation
boundary_0208,OVT-B,96,ovtb_v96_p002946,${PARC_TRACK_ROOT}/outputs/phase9_audit_benchmark/pending_montages/ovtb_ovtb_v96_p002946.jpg,uncertain,no,ai_prefill_from_existing_audit_for_human_review:user_second_review_upgraded_from_uncertain_to_actual_true_nonverified,medium,ai_prefill_pending_human_confirmation
boundary_0209,TAO,220,ovtb_v220_p000102,${PARC_TRACK_ROOT}/outputs/phase9_audit_benchmark/pending_montages/tao_ovtb_v220_p000102.jpg,actually_true,no,ai_prefill_from_existing_audit_for_human_review:metadata_prior_real_object_candidate,medium,ai_prefill_pending_human_confirmation
boundary_0210,OVT-B,61,ovtb_v61_p002740,,actually_false,no,ai_prefill_from_existing_audit_for_human_review:wrong_category,high,ai_prefill_pending_human_confirmation
boundary_0211,TAO,220,ovtb_v220_p000111,${PARC_TRACK_ROOT}/outputs/phase9_audit_benchmark/pending_montages/tao_ovtb_v220_p000111.jpg,actually_true,no,ai_prefill_from_existing_audit_for_human_review:metadata_prior_real_object_candidate,medium,ai_prefill_pending_human_confirmation
boundary_0212,BURST,247,ovtb_v247_p000558,${PARC_TRACK_ROOT}/outputs/phase9_audit_benchmark/pending_montages/burst_ovtb_v247_p000558.jpg,actually_true,no,ai_prefill_from_existing_audit_for_human_review:second_pass_concrete_named_entity_with_montage_needs_user_review,medium,ai_prefill_pending_human_confirmation
boundary_0213,OVT-B,190,ovtb_v190_p003462,,actually_false,no,ai_prefill_from_existing_audit_for_human_review:wrong_category,high,ai_prefill_pending_human_confirmation
boundary_0214,TAO,1126,ovtb_v1126_p000441,${PARC_TRACK_ROOT}/outputs/phase9_audit_benchmark/pending_montages/tao_ovtb_v1126_p000441.jpg,actually_true,no,ai_prefill_from_existing_audit_for_human_review:metadata_prior_real_object_candidate,medium,ai_prefill_pending_human_confirmation
boundary_0215,OVT-B,35,ovtb_v35_p002134,${PARC_TRACK_ROOT}/outputs/phase9_audit_benchmark/pending_montages/ovtb_ovtb_v35_p002134.jpg,actually_true,no,ai_prefill_from_existing_audit_for_human_review:metadata_prior_real_object_candidate,medium,ai_prefill_pending_human_confirmation
boundary_0216,TAO,1675,ovtb_v1675_p000824,${PARC_TRACK_ROOT}/outputs/phase9_audit_benchmark/pending_montages/tao_ovtb_v1675_p000824.jpg,actually_true,no,ai_prefill_from_existing_audit_for_human_review:metadata_prior_real_object_candidate,medium,ai_prefill_pending_human_confirmation
boundary_0217,OVT-B,29,ovtb_v29_p001402,${PARC_TRACK_ROOT}/outputs/phase9_audit_benchmark/pending_montages/ovtb_ovtb_v29_p001402.jpg,actually_true,no,ai_prefill_from_existing_audit_for_human_review:metadata_prior_real_object_candidate,medium,ai_prefill_pending_human_confirmation
boundary_0218,TAO,1061,ovtb_v1061_p000422,${PARC_TRACK_ROOT}/outputs/phase9_audit_benchmark/pending_montages/tao_ovtb_v1061_p000422.jpg,actually_true,no,ai_prefill_from_existing_audit_for_human_review:metadata_prior_real_object_candidate,medium,ai_prefill_pending_human_confirmation
boundary_0219,BURST,118,ovtb_v118_p000126,${PARC_TRACK_ROOT}/outputs/phase9_audit_benchmark/pending_montages/burst_ovtb_v118_p000126.jpg,actually_true,no,ai_prefill_from_existing_audit_for_human_review:metadata_prior_real_object_candidate,medium,ai_prefill_pending_human_confirmation
boundary_0220,BURST,2177,ovtb_v2177_p002805,${PARC_TRACK_ROOT}/outputs/phase9_audit_benchmark/pending_montages/burst_ovtb_v2177_p002805.jpg,uncertain,no,ai_prefill_from_existing_audit_for_human_review:user_second_review_upgraded_from_uncertain_to_actual_true_nonverified,medium,ai_prefill_pending_human_confirmation
boundary_0221,TAO,847,ovtb_v847_p000445,${PARC_TRACK_ROOT}/outputs/phase9_audit_benchmark/pending_montages/tao_ovtb_v847_p000445.jpg,actually_true,no,ai_prefill_from_existing_audit_for_human_review:metadata_prior_real_object_candidate,medium,ai_prefill_pending_human_confirmation
boundary_0222,OVT-B,29,ovtb_v29_p001558,${PARC_TRACK_ROOT}/outputs/phase9_audit_benchmark/pending_montages/ovtb_ovtb_v29_p001558.jpg,actually_true,no,ai_prefill_from_existing_audit_for_human_review:metadata_prior_real_object_candidate,medium,ai_prefill_pending_human_confirmation
boundary_0223,OVT-B,38,ovtb_v38_p002304,${PARC_TRACK_ROOT}/outputs/phase9_audit_benchmark/pending_montages/ovtb_ovtb_v38_p002304.jpg,uncertain,no,ai_prefill_from_existing_audit_for_human_review:second_pass_tiny_or_hard_category_short_path,medium,ai_prefill_pending_human_confirmation
boundary_0224,TAO,3472,ovtb_v3472_p002083,,actually_false,no,ai_prefill_from_existing_audit_for_human_review:wrong_category_adult_or_nonbaby_region,high,ai_prefill_pending_human_confirmation
boundary_0225,BURST,120,ovtb_v120_p000352,${PARC_TRACK_ROOT}/outputs/phase9_audit_benchmark/pending_montages/burst_ovtb_v120_p000352.jpg,actually_true,no,ai_prefill_from_existing_audit_for_human_review:second_pass_concrete_named_entity_with_montage_needs_user_review,medium,ai_prefill_pending_human_confirmation
boundary_0226,TAO,1632,ovtb_v1632_p000671,${PARC_TRACK_ROOT}/outputs/phase9_audit_benchmark/pending_montages/tao_ovtb_v1632_p000671.jpg,actually_true,no,ai_prefill_from_existing_audit_for_human_review:metadata_prior_real_object_candidate,medium,ai_prefill_pending_human_confirmation
boundary_0227,TAO,2170,ovtb_v2170_p001156,,actually_true,no,ai_prefill_from_existing_audit_for_human_review:small_or_fine_grained_object_confirmed_by_user_recheck,medium,ai_prefill_pending_human_confirmation
boundary_0228,TAO,445,ovtb_v445_p000271,${PARC_TRACK_ROOT}/outputs/phase9_audit_benchmark/pending_montages/tao_ovtb_v445_p000271.jpg,actually_true,no,ai_prefill_from_existing_audit_for_human_review:metadata_prior_real_object_candidate,medium,ai_prefill_pending_human_confirmation
boundary_0229,BURST,368,ovtb_v368_p000689,${PARC_TRACK_ROOT}/outputs/phase9_audit_benchmark/pending_montages/burst_ovtb_v368_p000689.jpg,actually_true,no,ai_prefill_from_existing_audit_for_human_review:second_pass_concrete_named_entity_with_montage_needs_user_review,medium,ai_prefill_pending_human_confirmation
boundary_0230,BURST,329,ovtb_v329_p000555,${PARC_TRACK_ROOT}/outputs/phase9_audit_benchmark/pending_montages/burst_ovtb_v329_p000555.jpg,actually_true,no,ai_prefill_from_existing_audit_for_human_review:second_pass_concrete_named_entity_with_montage_needs_user_review,medium,ai_prefill_pending_human_confirmation
boundary_0231,TAO,415,ovtb_v415_p000333,${PARC_TRACK_ROOT}/outputs/phase9_audit_benchmark/pending_montages/tao_ovtb_v415_p000333.jpg,actually_true,no,ai_prefill_from_existing_audit_for_human_review:metadata_prior_real_object_candidate,medium,ai_prefill_pending_human_confirmation
boundary_0232,OVT-B,30,ovtb_v30_p001639,${PARC_TRACK_ROOT}/outputs/phase9_audit_benchmark/pending_montages/ovtb_ovtb_v30_p001639.jpg,actually_true,no,ai_prefill_from_existing_audit_for_human_review:metadata_prior_real_object_candidate,medium,ai_prefill_pending_human_confirmation
boundary_0233,OVT-B,216,ovtb_v216_p003614,,actually_false,no,ai_prefill_from_existing_audit_for_human_review:wrong_category,high,ai_prefill_pending_human_confirmation
boundary_0234,BURST,174,ovtb_v174_p000342,${PARC_TRACK_ROOT}/outputs/phase9_audit_benchmark/pending_montages/burst_ovtb_v174_p000342.jpg,uncertain,no,ai_prefill_from_existing_audit_for_human_review:second_pass_part_or_clothing_short_path,medium,ai_prefill_pending_human_confirmation
boundary_0235,BURST,286,ovtb_v286_p000636,${PARC_TRACK_ROOT}/outputs/phase9_audit_benchmark/pending_montages/burst_ovtb_v286_p000636.jpg,actually_true,no,ai_prefill_from_existing_audit_for_human_review:metadata_prior_real_object_candidate,medium,ai_prefill_pending_human_confirmation
boundary_0236,BURST,118,ovtb_v118_p000125,${PARC_TRACK_ROOT}/outputs/phase9_audit_benchmark/pending_montages/burst_ovtb_v118_p000125.jpg,actually_true,no,ai_prefill_from_existing_audit_for_human_review:metadata_prior_real_object_candidate,medium,ai_prefill_pending_human_confirmation
boundary_0237,OVT-B,846,ovtb_v846_p008201,${PARC_TRACK_ROOT}/outputs/phase9_audit_benchmark/pending_montages/ovtb_ovtb_v846_p008201.jpg,uncertain,no,ai_prefill_from_existing_audit_for_human_review:user_second_review_upgraded_from_uncertain_to_actual_true_nonverified,medium,ai_prefill_pending_human_confirmation
boundary_0238,TAO,69,ovtb_v69_p000044,${PARC_TRACK_ROOT}/outputs/phase9_audit_benchmark/pending_montages/tao_ovtb_v69_p000044.jpg,actually_true,no,ai_prefill_from_existing_audit_for_human_review:metadata_prior_real_object_candidate,medium,ai_prefill_pending_human_confirmation
boundary_0239,OVT-B,757,ovtb_v757_p007542,${PARC_TRACK_ROOT}/outputs/phase9_audit_benchmark/pending_montages/ovtb_ovtb_v757_p007542.jpg,uncertain,no,ai_prefill_from_existing_audit_for_human_review:user_second_review_upgraded_from_uncertain_to_actual_true_nonverified,medium,ai_prefill_pending_human_confirmation
boundary_0240,BURST,141,ovtb_v141_p000225,${PARC_TRACK_ROOT}/outputs/phase9_audit_benchmark/pending_montages/burst_ovtb_v141_p000225.jpg,actually_true,no,ai_prefill_from_existing_audit_for_human_review:metadata_prior_real_object_candidate,medium,ai_prefill_pending_human_confirmation
boundary_0241,BURST,31,ovtb_v31_p000043,${PARC_TRACK_ROOT}/outputs/phase9_audit_benchmark/pending_montages/burst_ovtb_v31_p000043.jpg,actually_true,no,ai_prefill_from_existing_audit_for_human_review:metadata_prior_real_object_candidate,medium,ai_prefill_pending_human_confirmation
boundary_0242,OVT-B,682,ovtb_v682_p007019,,uncertain,no,ai_prefill_from_existing_audit_for_human_review:thin_object_partial_box,medium,ai_prefill_pending_human_confirmation
boundary_0243,OVT-B,803,ovtb_v803_p007913,${PARC_TRACK_ROOT}/outputs/phase9_audit_benchmark/pending_montages/ovtb_ovtb_v803_p007913.jpg,uncertain,no,ai_prefill_from_existing_audit_for_human_review:user_second_review_upgraded_from_uncertain_to_actual_true_nonverified,medium,ai_prefill_pending_human_confirmation
boundary_0244,BURST,112,ovtb_v112_p000255,${PARC_TRACK_ROOT}/outputs/phase9_audit_benchmark/pending_montages/burst_ovtb_v112_p000255.jpg,actually_true,no,ai_prefill_from_existing_audit_for_human_review:second_pass_concrete_named_entity_with_montage_needs_user_review,medium,ai_prefill_pending_human_confirmation
boundary_0245,OVT-B,247,ovtb_v247_p003883,,actually_false,no,ai_prefill_from_existing_audit_for_human_review:wrong_category,high,ai_prefill_pending_human_confirmation
boundary_0246,TAO,4251,ovtb_v4251_p002488,,actually_true,no,ai_prefill_from_existing_audit_for_human_review:stable_tracklet_with_moderate_score,medium,ai_prefill_pending_human_confirmation
boundary_0247,OVT-B,4,ovtb_v4_p000234,${PARC_TRACK_ROOT}/outputs/phase9_audit_benchmark/pending_montages/ovtb_ovtb_v4_p000234.jpg,actually_true,no,ai_prefill_from_existing_audit_for_human_review:metadata_prior_real_object_candidate,medium,ai_prefill_pending_human_confirmation
boundary_0248,BURST,272,ovtb_v272_p000461,${PARC_TRACK_ROOT}/outputs/phase9_audit_benchmark/pending_montages/burst_ovtb_v272_p000461.jpg,actually_true,no,ai_prefill_from_existing_audit_for_human_review:metadata_prior_real_object_candidate,medium,ai_prefill_pending_human_confirmation
boundary_0249,TAO,5319,ovtb_v5319_p003792,,actually_true,no,ai_prefill_from_existing_audit_for_human_review:small_or_fine_grained_object_confirmed_by_user_recheck,medium,ai_prefill_pending_human_confirmation
boundary_0250,TAO,4172,ovtb_v4172_p002683,,actually_false,no,ai_prefill_from_existing_audit_for_human_review:wrong_category_adult_or_nonbaby_region,high,ai_prefill_pending_human_confirmation
boundary_0251,TAO,5085,ovtb_v5085_p003570,,actually_true,no,ai_prefill_from_existing_audit_for_human_review:small_or_fine_grained_object_confirmed_by_user_recheck,medium,ai_prefill_pending_human_confirmation
boundary_0252,TAO,3399,ovtb_v3399_p001945,,actually_false,no,ai_prefill_from_existing_audit_for_human_review:wrong_category_adult_or_nonbaby_region,high,ai_prefill_pending_human_confirmation
boundary_0253,TAO,2396,ovtb_v2396_p001071,,actually_true,no,ai_prefill_from_existing_audit_for_human_review:stable_tracklet_with_moderate_score,medium,ai_prefill_pending_human_confirmation
boundary_0254,TAO,358,ovtb_v358_p000265,,actually_true,no,ai_prefill_from_existing_audit_for_human_review:stable_high_score_visual_tracklet,medium,ai_prefill_pending_human_confirmation
boundary_0255,OVT-B,40,ovtb_v40_p002417,${PARC_TRACK_ROOT}/outputs/phase9_audit_benchmark/pending_montages/ovtb_ovtb_v40_p002417.jpg,actually_true,no,ai_prefill_from_existing_audit_for_human_review:metadata_prior_real_object_candidate,medium,ai_prefill_pending_human_confirmation
boundary_0256,BURST,404,ovtb_v404_p000689,${PARC_TRACK_ROOT}/outputs/phase9_audit_benchmark/pending_montages/burst_ovtb_v404_p000689.jpg,actually_true,no,ai_prefill_from_existing_audit_for_human_review:metadata_prior_real_object_candidate,medium,ai_prefill_pending_human_confirmation
boundary_0257,OVT-B,876,ovtb_v876_p008458,${PARC_TRACK_ROOT}/outputs/phase9_audit_benchmark/pending_montages/ovtb_ovtb_v876_p008458.jpg,uncertain,no,ai_prefill_from_existing_audit_for_human_review:user_second_review_upgraded_from_uncertain_to_actual_true_nonverified,medium,ai_prefill_pending_human_confirmation
boundary_0258,OVT-B,783,ovtb_v783_p007741,${PARC_TRACK_ROOT}/outputs/phase9_audit_benchmark/pending_montages/ovtb_ovtb_v783_p007741.jpg,uncertain,no,ai_prefill_from_existing_audit_for_human_review:user_second_review_upgraded_from_uncertain_to_actual_true_nonverified,medium,ai_prefill_pending_human_confirmation
boundary_0259,OVT-B,38,ovtb_v38_p002285,${PARC_TRACK_ROOT}/outputs/phase9_audit_benchmark/pending_montages/ovtb_ovtb_v38_p002285.jpg,uncertain,no,ai_prefill_from_existing_audit_for_human_review:second_pass_tiny_or_hard_category_short_path,medium,ai_prefill_pending_human_confirmation
boundary_0260,TAO,1214,ovtb_v1214_p000653,${PARC_TRACK_ROOT}/outputs/phase9_audit_benchmark/pending_montages/tao_ovtb_v1214_p000653.jpg,actually_true,no,ai_prefill_from_existing_audit_for_human_review:metadata_prior_real_object_candidate,medium,ai_prefill_pending_human_confirmation
boundary_0261,TAO,824,ovtb_v824_p000520,${PARC_TRACK_ROOT}/outputs/phase9_audit_benchmark/pending_montages/tao_ovtb_v824_p000520.jpg,actually_true,no,ai_prefill_from_existing_audit_for_human_review:metadata_prior_real_object_candidate,medium,ai_prefill_pending_human_confirmation
boundary_0262,BURST,39,ovtb_v39_p000054,${PARC_TRACK_ROOT}/outputs/phase9_audit_benchmark/pending_montages/burst_ovtb_v39_p000054.jpg,actually_true,no,ai_prefill_from_existing_audit_for_human_review:second_pass_concrete_named_entity_with_montage_needs_user_review,medium,ai_prefill_pending_human_confirmation
boundary_0263,OVT-B,41,ovtb_v41_p002446,,uncertain,no,ai_prefill_from_existing_audit_for_human_review:still_ambiguous_after_recheck,medium,ai_prefill_pending_human_confirmation
boundary_0264,OVT-B,955,ovtb_v955_p009048,${PARC_TRACK_ROOT}/outputs/phase9_audit_benchmark/pending_montages/ovtb_ovtb_v955_p009048.jpg,uncertain,no,ai_prefill_from_existing_audit_for_human_review:second_pass_tiny_or_hard_category_short_path,medium,ai_prefill_pending_human_confirmation
boundary_0265,OVT-B,33,ovtb_v33_p001945,${PARC_TRACK_ROOT}/outputs/phase9_audit_benchmark/pending_montages/ovtb_ovtb_v33_p001945.jpg,actually_true,no,ai_prefill_from_existing_audit_for_human_review:second_pass_concrete_named_entity_with_montage_needs_user_review,medium,ai_prefill_pending_human_confirmation
boundary_0266,OVT-B,241,ovtb_v241_p003843,,actually_false,no,ai_prefill_from_existing_audit_for_human_review:wrong_category_or_bad_localization_recheck,high,ai_prefill_pending_human_confirmation
boundary_0267,OVT-B,140,ovtb_v140_p003219,,actually_true,yes,ai_prefill_from_existing_audit_for_human_review:real_object_uncertain_recheck,high,ai_prefill_pending_human_confirmation
boundary_0268,TAO,5895,ovtb_v5895_p004260,,actually_true,yes,ai_prefill_from_existing_audit_for_human_review:partial_official_track_overlap_or_temporal_mismatch,high,ai_prefill_pending_human_confirmation
boundary_0269,OVT-B,20,ovtb_v20_p000921,${PARC_TRACK_ROOT}/outputs/phase9_audit_benchmark/pending_montages/ovtb_ovtb_v20_p000921.jpg,uncertain,no,ai_prefill_from_existing_audit_for_human_review:user_second_review_upgraded_from_uncertain_to_actual_true_nonverified,medium,ai_prefill_pending_human_confirmation
boundary_0270,OVT-B,29,ovtb_v29_p001379,${PARC_TRACK_ROOT}/outputs/phase9_audit_benchmark/pending_montages/ovtb_ovtb_v29_p001379.jpg,actually_true,no,ai_prefill_from_existing_audit_for_human_review:metadata_prior_real_object_candidate,medium,ai_prefill_pending_human_confirmation
boundary_0271,TAO,1058,ovtb_v1058_p000570,${PARC_TRACK_ROOT}/outputs/phase9_audit_benchmark/pending_montages/tao_ovtb_v1058_p000570.jpg,actually_true,no,ai_prefill_from_existing_audit_for_human_review:metadata_prior_real_object_candidate,medium,ai_prefill_pending_human_confirmation
boundary_0272,BURST,26,ovtb_v26_p000031,${PARC_TRACK_ROOT}/outputs/phase9_audit_benchmark/pending_montages/burst_ovtb_v26_p000031.jpg,actually_true,no,ai_prefill_from_existing_audit_for_human_review:metadata_prior_real_object_candidate,medium,ai_prefill_pending_human_confirmation
boundary_0273,BURST,430,ovtb_v430_p000782,${PARC_TRACK_ROOT}/outputs/phase9_audit_benchmark/pending_montages/burst_ovtb_v430_p000782.jpg,actually_true,no,ai_prefill_from_existing_audit_for_human_review:second_pass_concrete_named_entity_with_montage_needs_user_review,medium,ai_prefill_pending_human_confirmation
boundary_0274,OVT-B,95,ovtb_v95_p002940,,actually_false,no,ai_prefill_from_existing_audit_for_human_review:wrong_category,high,ai_prefill_pending_human_confirmation
boundary_0275,TAO,4885,ovtb_v4885_p003294,,actually_false,no,ai_prefill_from_existing_audit_for_human_review:wrong_category_adult_or_nonbaby_region,high,ai_prefill_pending_human_confirmation
boundary_0276,BURST,292,ovtb_v292_p000514,${PARC_TRACK_ROOT}/outputs/phase9_audit_benchmark/pending_montages/burst_ovtb_v292_p000514.jpg,actually_true,no,ai_prefill_from_existing_audit_for_human_review:second_pass_concrete_named_entity_with_montage_needs_user_review,medium,ai_prefill_pending_human_confirmation
boundary_0277,OVT-B,36,ovtb_v36_p002213,${PARC_TRACK_ROOT}/outputs/phase9_audit_benchmark/pending_montages/ovtb_ovtb_v36_p002213.jpg,actually_true,no,ai_prefill_from_existing_audit_for_human_review:metadata_prior_real_object_candidate,medium,ai_prefill_pending_human_confirmation
boundary_0278,OVT-B,148,ovtb_v148_p003267,,actually_true,yes,ai_prefill_from_existing_audit_for_human_review:real_object_uncertain_recheck,high,ai_prefill_pending_human_confirmation
boundary_0279,OVT-B,188,ovtb_v188_p003451,${PARC_TRACK_ROOT}/outputs/phase9_audit_benchmark/pending_montages/ovtb_ovtb_v188_p003451.jpg,uncertain,no,ai_prefill_from_existing_audit_for_human_review:second_pass_tiny_or_hard_category_short_path,medium,ai_prefill_pending_human_confirmation
boundary_0280,TAO,4129,ovtb_v4129_p002641,,actually_true,no,ai_prefill_from_existing_audit_for_human_review:small_or_fine_grained_object_confirmed_by_user_recheck,medium,ai_prefill_pending_human_confirmation
boundary_0281,BURST,228,ovtb_v228_p000539,${PARC_TRACK_ROOT}/outputs/phase9_audit_benchmark/pending_montages/burst_ovtb_v228_p000539.jpg,actually_true,no,ai_prefill_from_existing_audit_for_human_review:metadata_prior_real_object_candidate,medium,ai_prefill_pending_human_confirmation
boundary_0282,TAO,1025,ovtb_v1025_p000414,${PARC_TRACK_ROOT}/outputs/phase9_audit_benchmark/pending_montages/tao_ovtb_v1025_p000414.jpg,actually_true,no,ai_prefill_from_existing_audit_for_human_review:metadata_prior_real_object_candidate,medium,ai_prefill_pending_human_confirmation
boundary_0283,TAO,4668,ovtb_v4668_p002864,,actually_true,no,ai_prefill_from_existing_audit_for_human_review:partial_official_track_overlap_or_temporal_mismatch,high,ai_prefill_pending_human_confirmation
boundary_0284,TAO,689,ovtb_v689_p000483,${PARC_TRACK_ROOT}/outputs/phase9_audit_benchmark/pending_montages/tao_ovtb_v689_p000483.jpg,actually_true,no,ai_prefill_from_existing_audit_for_human_review:metadata_prior_real_object_candidate,medium,ai_prefill_pending_human_confirmation
boundary_0285,OVT-B,810,ovtb_v810_p007957,${PARC_TRACK_ROOT}/outputs/phase9_audit_benchmark/pending_montages/ovtb_ovtb_v810_p007957.jpg,uncertain,no,ai_prefill_from_existing_audit_for_human_review:user_second_review_upgraded_from_uncertain_to_actual_true_nonverified,medium,ai_prefill_pending_human_confirmation
boundary_0286,OVT-B,854,ovtb_v854_p008260,${PARC_TRACK_ROOT}/outputs/phase9_audit_benchmark/pending_montages/ovtb_ovtb_v854_p008260.jpg,uncertain,no,ai_prefill_from_existing_audit_for_human_review:user_second_review_upgraded_from_uncertain_to_actual_true_nonverified,medium,ai_prefill_pending_human_confirmation
boundary_0287,OVT-B,40,ovtb_v40_p002438,${PARC_TRACK_ROOT}/outputs/phase9_audit_benchmark/pending_montages/ovtb_ovtb_v40_p002438.jpg,actually_true,no,ai_prefill_from_existing_audit_for_human_review:metadata_prior_real_object_candidate,medium,ai_prefill_pending_human_confirmation
boundary_0288,BURST,413,ovtb_v413_p000748,${PARC_TRACK_ROOT}/outputs/phase9_audit_benchmark/pending_montages/burst_ovtb_v413_p000748.jpg,actually_true,no,ai_prefill_from_existing_audit_for_human_review:metadata_prior_real_object_candidate,medium,ai_prefill_pending_human_confirmation
boundary_0289,BURST,286,ovtb_v286_p000637,${PARC_TRACK_ROOT}/outputs/phase9_audit_benchmark/pending_montages/burst_ovtb_v286_p000637.jpg,actually_true,no,ai_prefill_from_existing_audit_for_human_review:metadata_prior_real_object_candidate,medium,ai_prefill_pending_human_confirmation
boundary_0290,BURST,108,ovtb_v108_p000164,${PARC_TRACK_ROOT}/outputs/phase9_audit_benchmark/pending_montages/burst_ovtb_v108_p000164.jpg,actually_true,no,ai_prefill_from_existing_audit_for_human_review:metadata_prior_real_object_candidate,medium,ai_prefill_pending_human_confirmation
boundary_0291,OVT-B,444,ovtb_v444_p005256,${PARC_TRACK_ROOT}/outputs/phase9_audit_benchmark/pending_montages/ovtb_ovtb_v444_p005256.jpg,uncertain,no,ai_prefill_from_existing_audit_for_human_review:second_pass_tiny_or_hard_category_short_path,medium,ai_prefill_pending_human_confirmation
boundary_0292,TAO,261,ovtb_v261_p000119,${PARC_TRACK_ROOT}/outputs/phase9_audit_benchmark/pending_montages/tao_ovtb_v261_p000119.jpg,actually_true,no,ai_prefill_from_existing_audit_for_human_review:metadata_prior_real_object_candidate,medium,ai_prefill_pending_human_confirmation
boundary_0293,TAO,1541,ovtb_v1541_p000555,${PARC_TRACK_ROOT}/outputs/phase9_audit_benchmark/pending_montages/tao_ovtb_v1541_p000555.jpg,actually_true,no,ai_prefill_from_existing_audit_for_human_review:metadata_prior_real_object_candidate,medium,ai_prefill_pending_human_confirmation
boundary_0294,TAO,1058,ovtb_v1058_p000555,${PARC_TRACK_ROOT}/outputs/phase9_audit_benchmark/pending_montages/tao_ovtb_v1058_p000555.jpg,actually_true,no,ai_prefill_from_existing_audit_for_human_review:metadata_prior_real_object_candidate,medium,ai_prefill_pending_human_confirmation
boundary_0295,BURST,59,ovtb_v59_p000051,${PARC_TRACK_ROOT}/outputs/phase9_audit_benchmark/pending_montages/burst_ovtb_v59_p000051.jpg,actually_true,no,ai_prefill_from_existing_audit_for_human_review:metadata_prior_real_object_candidate,medium,ai_prefill_pending_human_confirmation
boundary_0296,BURST,351,ovtb_v351_p000585,${PARC_TRACK_ROOT}/outputs/phase9_audit_benchmark/pending_montages/burst_ovtb_v351_p000585.jpg,actually_true,no,ai_prefill_from_existing_audit_for_human_review:metadata_prior_real_object_candidate,medium,ai_prefill_pending_human_confirmation
boundary_0297,TAO,841,ovtb_v841_p000522,${PARC_TRACK_ROOT}/outputs/phase9_audit_benchmark/pending_montages/tao_ovtb_v841_p000522.jpg,actually_true,no,ai_prefill_from_existing_audit_for_human_review:metadata_prior_real_object_candidate,medium,ai_prefill_pending_human_confirmation
boundary_0298,TAO,2037,ovtb_v2037_p000911,,actually_true,no,ai_prefill_from_existing_audit_for_human_review:small_or_fine_grained_object_confirmed_by_user_recheck,medium,ai_prefill_pending_human_confirmation
boundary_0299,OVT-B,169,ovtb_v169_p003369,,actually_false,no,ai_prefill_from_existing_audit_for_human_review:wrong_category,high,ai_prefill_pending_human_confirmation
boundary_0300,OVT-B,590,ovtb_v590_p006311,${PARC_TRACK_ROOT}/outputs/phase9_audit_benchmark/pending_montages/ovtb_ovtb_v590_p006311.jpg,uncertain,no,ai_prefill_from_existing_audit_for_human_review:second_pass_tiny_or_hard_category_short_path,medium,ai_prefill_pending_human_confirmation
